D = 2;
n = [ 2 2 ];
N = 44;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.64 0.35 0.74 0.59 0.71 0.07 0.71 0.92 0.70 0.87 0.77 0.94 0.05 0.69 0.68 0.52 0.66 0.41 0.22 0.96 0.45 0.10 0.12 0.05 0.70 0.28 0.23 0.18 0.57 0.69 0.94 0.64 0.40 0.04 0.97 0.30 0.39 0.10 0.52 0.86 0.13 0.47 0.65 ]
[0.64 1.00 0.88 0.52 0.25 0.35 0.43 0.66 0.50 0.40 0.96 0.41 0.52 0.48 0.46 0.82 0.70 0.19 0.05 0.52 0.13 0.48 0.47 0.05 0.04 0.64 0.61 0.88 0.50 0.72 0.41 0.82 0.41 0.04 0.94 0.70 0.09 0.75 0.86 0.10 0.52 0.07 0.42 0.71 ]
[0.35 0.88 1.00 0.18 0.32 0.60 0.34 0.39 0.03 0.87 0.90 0.96 0.34 0.06 0.30 0.21 0.63 0.78 0.35 0.21 0.41 0.17 0.25 0.61 0.71 0.17 0.47 0.14 0.56 0.65 0.86 0.70 0.86 0.42 0.55 0.32 0.14 0.81 0.82 0.34 0.21 0.67 0.50 0.94 ]
[0.74 0.52 0.18 1.00 0.21 0.62 0.73 0.59 0.11 0.33 0.99 0.76 0.26 0.01 0.70 0.24 0.24 0.79 0.14 0.97 0.15 0.77 0.33 0.43 0.40 0.79 0.30 0.44 0.24 0.42 0.57 0.35 0.72 0.87 0.42 0.63 0.58 0.24 0.56 0.05 0.98 0.89 0.88 0.86 ]
[0.59 0.25 0.32 0.21 1.00 0.92 0.68 0.88 0.72 0.50 0.23 0.05 0.42 0.87 0.77 0.38 0.02 0.12 0.37 0.87 0.80 0.17 0.17 0.89 0.00 0.80 0.52 0.22 0.73 0.59 0.73 0.21 0.60 0.48 0.03 0.55 0.13 0.17 0.35 0.48 0.87 0.10 0.44 0.91 ]
[0.71 0.35 0.60 0.62 0.92 1.00 0.97 0.30 0.09 0.41 0.50 0.31 0.78 0.06 0.02 0.86 0.81 0.12 0.16 0.61 0.12 0.13 0.03 0.87 0.87 0.79 0.13 0.74 0.72 0.29 0.43 0.39 0.84 0.72 0.02 0.61 0.42 0.61 0.78 0.04 0.50 0.50 0.39 0.23 ]
[0.07 0.43 0.34 0.73 0.68 0.97 1.00 0.33 0.27 0.85 0.94 0.82 0.48 0.74 0.44 0.96 0.75 0.78 0.83 0.30 0.65 0.08 0.63 0.49 0.72 0.25 0.74 0.82 0.16 0.25 0.94 0.73 0.09 0.16 0.84 0.20 0.66 0.00 0.25 0.79 0.76 0.30 0.21 0.07 ]
[0.71 0.66 0.39 0.59 0.88 0.30 0.33 1.00 0.05 0.95 0.49 0.68 0.98 0.48 0.80 0.22 0.55 0.73 0.40 0.33 0.68 0.30 0.72 0.25 0.26 0.02 0.78 0.76 0.35 0.29 0.09 0.85 0.38 0.74 0.35 0.97 0.59 0.29 0.04 0.81 0.76 0.51 0.42 0.31 ]
[0.92 0.50 0.03 0.11 0.72 0.09 0.27 0.05 1.00 0.08 0.63 0.05 0.34 0.56 0.25 0.79 0.01 0.08 0.11 0.52 0.88 0.86 0.18 0.60 0.01 0.12 0.01 0.41 0.46 0.09 0.07 0.00 0.31 0.15 0.79 0.76 0.39 0.40 0.22 0.50 0.72 0.43 0.71 0.54 ]
[0.70 0.40 0.87 0.33 0.50 0.41 0.85 0.95 0.08 1.00 0.28 0.33 0.25 0.76 0.16 0.94 0.46 0.17 0.52 0.71 0.38 0.70 0.74 0.97 0.16 0.48 0.27 0.54 0.32 0.48 0.82 0.40 0.70 0.18 0.29 0.64 0.14 0.18 0.89 0.70 0.27 0.42 0.58 0.40 ]
[0.87 0.96 0.90 0.99 0.23 0.50 0.94 0.49 0.63 0.28 1.00 0.53 0.03 0.64 0.64 0.14 0.19 0.97 0.01 0.43 0.79 0.91 0.39 0.20 0.70 0.50 0.02 0.97 0.95 0.68 0.34 0.15 0.50 0.52 0.66 0.52 0.39 0.08 0.30 0.99 0.14 0.20 0.29 0.51 ]
[0.77 0.41 0.96 0.76 0.05 0.31 0.82 0.68 0.05 0.33 0.53 1.00 0.47 0.57 0.57 0.45 0.11 0.86 0.02 0.53 0.89 0.99 0.96 0.13 0.61 0.92 0.01 0.05 0.38 0.38 0.99 0.71 0.22 0.75 0.14 0.80 0.55 0.47 0.46 0.89 0.99 0.82 0.15 0.48 ]
