D = 4;
n = [ 5 5 5 5 ];
N = 61;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.74 0.71 0.73 0.74 0.09 0.62 0.62 0.54 0.74 0.44 0.92 0.72 0.19 0.40 0.75 0.76 0.43 1.00 0.34 0.74 0.85 0.42 0.84 0.84 0.91 0.83 0.85 0.16 0.15 0.83 0.35 0.94 0.34 0.29 0.42 0.75 0.75 0.58 0.57 0.32 0.01 0.76 0.64 0.78 0.69 0.65 0.63 0.15 0.79 0.29 0.72 0.05 0.29 0.88 0.38 0.49 0.87 0.13 0.35 0.41 ]
[0.74 1.00 0.12 0.65 0.09 0.90 0.23 0.44 0.42 0.55 0.24 0.41 0.08 0.82 0.36 0.39 0.11 0.28 0.09 0.54 0.81 0.58 0.58 0.57 0.53 0.68 0.06 0.81 0.75 0.06 0.61 0.96 0.23 0.69 0.81 0.30 0.32 0.59 0.77 0.27 0.96 0.33 0.52 0.63 0.88 0.75 0.22 0.80 0.75 0.02 0.94 0.29 0.01 0.85 0.23 0.56 0.91 0.15 0.17 0.37 0.62 ]
[0.71 0.12 1.00 0.34 0.95 0.31 0.14 0.05 0.45 0.36 0.96 0.82 0.62 0.63 0.34 0.16 0.06 0.21 0.71 0.78 0.21 0.29 0.43 0.82 0.42 0.26 0.49 0.46 0.01 0.70 0.28 0.90 0.77 0.08 0.31 0.64 0.41 0.77 0.83 0.10 0.28 0.72 0.69 0.10 0.16 0.75 0.50 0.96 0.95 0.62 0.06 0.49 0.70 0.13 0.55 0.46 0.25 0.22 0.15 0.12 0.35 ]
[0.73 0.65 0.34 1.00 0.02 0.85 0.38 0.91 0.97 0.57 0.16 0.39 0.73 1.00 0.11 0.91 0.43 0.46 0.82 0.15 0.51 0.75 0.05 0.93 0.27 0.85 0.60 0.33 0.32 0.15 0.11 0.95 0.63 0.51 0.61 0.04 0.49 0.95 0.14 0.96 0.35 0.51 0.36 0.80 0.90 0.68 0.04 0.40 0.36 0.60 0.14 0.21 0.41 0.27 0.51 0.04 0.17 0.06 0.42 0.14 0.61 ]
[0.74 0.09 0.95 0.02 1.00 0.41 0.86 0.82 0.36 0.61 0.11 0.37 0.25 0.30 0.61 0.39 0.49 0.08 0.14 0.19 0.29 0.99 0.88 0.99 0.26 0.30 0.19 0.18 0.79 0.52 0.70 0.91 0.88 0.61 0.13 0.71 0.67 0.28 0.36 0.55 0.51 0.84 0.42 0.19 0.22 0.11 0.41 1.00 0.50 0.93 0.77 0.27 0.87 0.51 0.10 0.27 0.10 0.02 0.97 0.44 0.54 ]
[0.09 0.90 0.31 0.85 0.41 1.00 0.16 0.42 0.70 0.43 0.84 0.72 0.24 0.69 0.79 0.49 0.91 0.13 0.40 0.36 0.35 0.41 0.96 0.81 0.05 0.37 0.48 0.55 0.30 0.97 0.83 0.83 0.55 0.54 0.28 0.51 0.75 0.86 0.21 0.52 0.69 0.50 0.91 0.31 0.26 0.86 0.59 0.89 0.54 0.25 0.94 0.58 0.35 0.14 0.66 0.61 0.79 0.03 0.69 0.04 0.78 ]
[0.62 0.23 0.14 0.38 0.86 0.16 1.00 0.38 0.78 0.57 0.81 0.15 0.99 0.24 0.47 0.81 0.36 0.66 0.56 0.47 0.21 0.53 0.15 0.75 0.22 0.39 0.31 0.00 0.11 0.92 0.58 0.99 0.84 0.41 0.85 0.12 0.58 0.17 0.40 0.61 0.93 0.26 0.02 0.35 0.44 0.48 0.58 0.23 0.38 0.01 0.70 0.32 0.27 0.76 0.34 0.73 0.11 0.65 0.94 0.68 1.00 ]
[0.62 0.44 0.05 0.91 0.82 0.42 0.38 1.00 0.89 0.94 0.81 0.03 0.53 0.18 0.56 0.25 0.13 0.05 0.76 0.79 0.62 0.50 0.80 0.41 0.61 0.41 0.65 0.89 0.21 0.15 0.66 0.89 0.39 0.56 0.64 0.07 0.77 0.50 0.15 0.95 0.83 0.43 0.19 0.49 0.26 0.84 0.60 0.44 0.20 0.14 0.32 0.75 0.03 0.25 0.16 0.89 0.29 0.52 0.96 0.64 0.57 ]
[0.54 0.42 0.45 0.97 0.36 0.70 0.78 0.89 1.00 0.46 0.26 0.14 0.75 0.07 0.91 0.16 0.13 0.30 0.70 0.52 0.90 0.21 0.22 0.46 0.25 0.91 0.09 0.66 0.10 0.62 0.79 0.59 0.83 0.63 0.49 0.48 0.56 0.23 0.90 0.32 0.98 0.90 0.52 0.81 0.14 0.26 0.22 0.16 0.81 0.91 0.58 0.22 0.38 0.69 0.22 0.29 0.09 0.84 0.09 0.45 0.21 ]
[0.74 0.55 0.36 0.57 0.61 0.43 0.57 0.94 0.46 1.00 0.19 0.23 0.85 0.11 0.62 0.74 0.90 0.60 0.06 0.39 0.72 0.60 0.00 0.59 0.04 0.23 0.85 0.31 0.22 0.16 0.57 0.38 0.25 0.56 0.47 0.36 0.14 0.72 0.59 0.87 0.54 0.61 0.28 0.41 0.89 0.09 0.37 0.22 0.90 0.23 0.15 0.13 0.45 0.12 0.58 0.17 0.36 0.90 0.46 0.53 0.30 ]
