D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 52;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.17 0.24 0.25 0.23 0.94 0.11 0.26 0.48 0.56 0.56 0.31 0.22 0.08 0.59 0.52 0.73 0.79 0.96 0.85 0.32 0.47 0.74 0.61 0.41 0.01 0.42 0.43 0.25 0.34 0.59 0.86 0.43 0.23 0.56 0.54 0.71 0.81 0.17 0.59 0.45 0.37 0.49 0.58 0.28 0.51 0.14 0.59 0.54 0.17 0.78 0.84 ]
[0.17 1.00 0.44 0.23 0.75 0.95 0.55 0.53 0.08 0.79 0.92 0.47 0.30 0.14 0.56 0.01 0.05 0.10 0.67 0.04 0.45 0.65 0.34 0.41 0.52 0.93 0.07 0.60 0.81 0.85 0.93 0.17 0.44 0.82 0.17 0.21 1.00 0.28 0.61 0.18 0.61 0.31 0.16 0.83 0.53 0.79 0.36 0.99 0.91 0.83 0.49 0.34 ]
[0.24 0.44 1.00 0.63 0.39 0.59 0.48 0.96 0.66 0.07 0.61 0.76 0.45 0.76 0.92 0.81 0.94 0.55 0.56 0.08 0.34 0.80 0.16 0.12 0.61 0.49 0.10 0.60 0.60 0.83 0.23 0.91 0.41 0.19 0.90 0.08 0.17 0.06 0.72 0.89 0.59 0.83 0.00 0.83 0.32 0.55 0.08 0.12 0.99 0.76 0.27 0.27 ]
[0.25 0.23 0.63 1.00 0.84 0.50 0.27 0.77 0.59 0.29 0.55 0.08 0.87 0.76 0.22 0.02 0.23 0.26 0.45 0.44 0.22 0.79 0.16 0.39 0.41 0.84 0.43 0.67 0.48 0.45 0.14 0.41 0.77 0.73 0.15 0.15 0.91 0.97 0.89 0.62 0.75 0.05 0.18 0.75 0.33 0.36 0.36 0.52 0.55 0.56 0.20 0.23 ]
[0.23 0.75 0.39 0.84 1.00 0.07 0.75 0.59 0.66 0.88 0.56 0.37 0.98 0.60 0.89 0.90 0.94 0.55 0.86 0.56 0.87 0.47 0.61 0.11 0.72 0.90 0.31 0.34 0.72 0.77 0.71 0.24 1.00 0.26 0.96 0.97 0.96 0.83 0.58 0.09 0.03 0.41 0.38 0.17 0.01 0.24 0.81 0.87 0.35 0.52 0.85 0.99 ]
[0.94 0.95 0.59 0.50 0.07 1.00 0.35 0.95 0.24 0.61 0.27 0.56 0.89 0.17 0.07 0.31 0.47 0.50 1.00 0.85 0.40 0.11 0.64 0.75 0.81 0.24 0.62 0.85 0.16 0.68 0.57 0.15 0.46 0.88 0.91 0.99 0.61 0.82 0.80 0.61 0.89 0.58 0.84 0.32 0.21 0.72 0.26 0.92 0.94 0.45 0.22 0.07 ]
[0.11 0.55 0.48 0.27 0.75 0.35 1.00 0.06 0.68 0.14 0.89 0.87 0.61 0.81 0.49 0.98 0.21 0.51 0.95 0.51 0.19 0.62 0.39 0.45 0.48 0.28 0.75 0.71 0.45 0.52 0.57 0.53 0.28 0.98 0.61 0.26 0.27 0.32 0.10 0.23 0.35 0.22 0.73 0.59 0.75 0.80 0.40 0.08 0.64 0.88 0.17 0.96 ]
[0.26 0.53 0.96 0.77 0.59 0.95 0.06 1.00 0.08 0.41 0.43 1.00 0.88 0.78 0.91 0.93 0.99 0.44 0.92 0.60 0.50 0.50 0.01 0.48 0.12 0.99 0.02 0.06 0.97 0.48 0.57 0.38 0.47 0.98 0.64 0.45 0.36 0.95 0.57 0.44 0.46 0.95 0.60 0.33 0.77 0.82 0.97 0.68 0.32 0.74 0.07 0.98 ]
[0.48 0.08 0.66 0.59 0.66 0.24 0.68 0.08 1.00 0.88 0.86 0.67 0.01 0.97 0.84 0.76 0.54 0.41 0.33 0.98 0.37 0.31 0.54 0.14 0.08 0.54 0.41 0.73 0.33 0.41 0.10 0.64 0.17 0.75 0.44 0.73 0.04 0.16 0.82 0.37 0.24 0.51 0.15 0.75 0.81 0.30 0.18 0.09 0.16 0.71 0.00 0.25 ]
[0.56 0.79 0.07 0.29 0.88 0.61 0.14 0.41 0.88 1.00 0.75 0.81 0.89 0.95 0.45 0.08 0.33 0.88 0.14 0.05 0.62 0.04 0.50 0.62 0.36 0.52 0.44 0.26 0.30 0.84 0.23 0.28 0.03 0.88 0.48 0.34 0.41 0.56 0.54 0.57 0.79 0.50 0.56 0.94 0.61 0.65 0.05 0.23 0.99 0.57 0.83 0.06 ]
