D = 2;
n = [ 2 2 ];
N = 24;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.64 0.97 0.84 0.87 0.12 0.20 0.98 0.63 0.36 0.99 0.53 0.23 0.23 0.22 0.95 0.33 0.94 0.58 0.75 0.29 0.38 0.97 0.20 ]
[0.64 1.00 0.58 0.61 0.92 0.22 0.75 0.97 0.28 0.32 0.43 0.03 0.01 0.10 0.26 0.11 0.98 0.03 0.51 0.39 0.65 0.21 0.05 0.36 ]
[0.97 0.58 1.00 0.79 0.86 0.97 0.84 0.73 0.84 0.89 0.88 0.83 0.49 0.27 0.31 0.62 0.90 0.04 0.60 0.32 0.22 0.83 0.08 0.11 ]
[0.84 0.61 0.79 1.00 0.81 0.51 0.99 0.58 0.63 0.79 0.05 0.90 0.75 0.52 0.76 0.72 0.71 0.28 0.64 1.00 0.73 0.86 0.45 0.74 ]
[0.87 0.92 0.86 0.81 1.00 0.32 0.79 0.22 0.39 0.97 0.53 0.80 0.42 0.67 0.33 0.60 0.56 0.41 0.63 0.93 0.57 0.47 0.46 0.89 ]
[0.12 0.22 0.97 0.51 0.32 1.00 0.08 0.52 0.41 0.72 0.54 0.65 0.71 0.14 0.39 0.80 0.28 0.70 0.74 0.54 0.70 0.75 0.97 0.38 ]
[0.20 0.75 0.84 0.99 0.79 0.08 1.00 0.80 0.45 0.26 0.66 0.96 0.28 0.73 0.19 0.87 0.35 0.90 0.24 0.49 0.95 0.66 0.98 0.27 ]
[0.98 0.97 0.73 0.58 0.22 0.52 0.80 1.00 0.51 0.62 0.16 0.09 0.32 0.34 0.36 0.04 0.48 0.30 0.98 0.37 0.33 0.85 0.66 0.20 ]
[0.63 0.28 0.84 0.63 0.39 0.41 0.45 0.51 1.00 0.88 0.72 0.86 0.22 0.67 0.01 0.22 0.28 0.29 0.26 0.86 0.29 0.22 0.42 0.68 ]
[0.36 0.32 0.89 0.79 0.97 0.72 0.26 0.62 0.88 1.00 0.64 0.22 0.96 0.15 0.85 0.28 0.71 0.91 0.41 0.73 0.29 0.65 0.23 0.70 ]
[0.99 0.43 0.88 0.05 0.53 0.54 0.66 0.16 0.72 0.64 1.00 0.62 0.56 0.55 0.68 0.17 0.50 0.53 0.85 0.55 0.69 0.80 0.74 0.89 ]
[0.53 0.03 0.83 0.90 0.80 0.65 0.96 0.09 0.86 0.22 0.62 1.00 0.63 0.28 0.61 0.48 0.36 0.05 0.83 0.68 0.92 0.34 0.66 0.50 ]
[0.23 0.01 0.49 0.75 0.42 0.71 0.28 0.32 0.22 0.96 0.56 0.63 1.00 0.61 0.72 0.09 0.25 0.15 0.85 0.13 0.48 0.11 0.75 0.40 ]
[0.23 0.10 0.27 0.52 0.67 0.14 0.73 0.34 0.67 0.15 0.55 0.28 0.61 1.00 0.82 0.52 0.68 0.56 0.54 0.75 0.52 0.97 0.17 0.83 ]
[0.22 0.26 0.31 0.76 0.33 0.39 0.19 0.36 0.01 0.85 0.68 0.61 0.72 0.82 1.00 0.60 0.52 0.44 0.83 0.57 0.94 0.68 0.84 0.26 ]
[0.95 0.11 0.62 0.72 0.60 0.80 0.87 0.04 0.22 0.28 0.17 0.48 0.09 0.52 0.60 1.00 0.42 0.04 0.96 0.97 0.76 0.04 0.05 0.55 ]
[0.33 0.98 0.90 0.71 0.56 0.28 0.35 0.48 0.28 0.71 0.50 0.36 0.25 0.68 0.52 0.42 1.00 0.13 0.23 0.14 0.33 0.78 0.02 0.16 ]
[0.94 0.03 0.04 0.28 0.41 0.70 0.90 0.30 0.29 0.91 0.53 0.05 0.15 0.56 0.44 0.04 0.13 1.00 0.50 0.52 0.38 0.41 0.71 0.20 ]
[0.58 0.51 0.60 0.64 0.63 0.74 0.24 0.98 0.26 0.41 0.85 0.83 0.85 0.54 0.83 0.96 0.23 0.50 1.00 0.34 0.23 0.71 0.60 0.70 ]
[0.75 0.39 0.32 1.00 0.93 0.54 0.49 0.37 0.86 0.73 0.55 0.68 0.13 0.75 0.57 0.97 0.14 0.52 0.34 1.00 0.45 0.64 0.48 0.44 ]
[0.29 0.65 0.22 0.73 0.57 0.70 0.95 0.33 0.29 0.29 0.69 0.92 0.48 0.52 0.94 0.76 0.33 0.38 0.23 0.45 1.00 0.43 0.86 0.58 ]
[0.38 0.21 0.83 0.86 0.47 0.75 0.66 0.85 0.22 0.65 0.80 0.34 0.11 0.97 0.68 0.04 0.78 0.41 0.71 0.64 0.43 1.00 0.70 0.21 ]
[0.97 0.05 0.08 0.45 0.46 0.97 0.98 0.66 0.42 0.23 0.74 0.66 0.75 0.17 0.84 0.05 0.02 0.71 0.60 0.48 0.86 0.70 1.00 0.58 ]
[0.20 0.36 0.11 0.74 0.89 0.38 0.27 0.20 0.68 0.70 0.89 0.50 0.40 0.83 0.26 0.55 0.16 0.20 0.70 0.44 0.58 0.21 0.58 1.00 ]
];
