D = 6;
n = [ 3 3 3 3 3 3 ];
N = 67;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.42 0.55 0.74 0.44 0.56 0.90 0.78 0.80 0.84 0.30 0.19 0.39 0.64 0.76 0.58 0.46 0.30 0.25 0.35 0.13 0.88 0.34 0.54 0.82 0.43 0.79 0.85 0.79 0.14 0.13 0.43 0.83 0.41 0.01 0.83 0.30 0.08 0.54 0.07 0.83 0.05 0.80 0.20 0.81 0.48 0.80 0.90 0.03 0.50 0.38 0.69 0.42 0.43 0.02 0.87 0.82 0.36 0.38 0.44 0.81 0.83 0.31 0.23 0.88 0.41 0.41 ]
[0.42 1.00 0.86 0.90 0.08 0.38 0.35 0.68 0.45 0.27 0.44 0.98 0.56 0.09 0.44 0.40 0.97 0.28 0.86 1.00 0.26 0.11 0.19 0.50 0.84 0.58 0.05 0.51 0.93 0.08 0.42 1.00 0.05 0.59 0.94 0.17 0.12 0.16 0.68 0.29 0.83 0.01 0.22 0.16 0.17 0.52 0.11 0.73 0.34 0.17 0.20 0.89 0.74 0.59 0.86 0.29 0.05 0.63 0.26 0.96 0.07 0.77 0.09 0.56 0.49 0.87 0.37 ]
[0.55 0.86 1.00 0.42 0.39 0.27 0.53 0.51 0.02 0.29 0.63 0.64 0.09 0.23 0.48 0.95 0.74 0.73 0.06 0.50 0.89 0.67 0.55 0.47 0.77 0.91 0.36 0.84 0.81 0.09 0.69 0.50 0.04 0.25 0.57 0.24 0.76 0.33 0.28 0.91 0.30 1.00 0.53 0.23 0.85 0.04 0.88 0.42 0.42 0.87 0.82 0.52 0.66 0.65 0.72 0.96 0.69 0.18 0.48 0.54 0.38 0.07 0.75 0.16 0.35 0.87 0.14 ]
[0.74 0.90 0.42 1.00 0.64 0.99 0.37 0.81 0.17 0.93 0.97 0.29 0.02 0.89 0.04 0.83 0.87 0.93 0.92 0.67 0.82 0.14 0.03 0.81 0.63 0.21 0.55 0.34 0.59 0.89 0.62 0.93 0.40 0.10 0.23 0.58 0.24 0.41 0.26 0.48 0.69 0.76 0.07 0.73 0.69 0.67 0.32 0.64 0.41 1.00 0.74 0.33 0.99 0.73 0.97 0.21 0.31 0.05 0.85 0.28 0.19 0.47 0.16 0.46 0.06 0.57 0.69 ]
[0.44 0.08 0.39 0.64 1.00 0.97 0.43 0.95 0.95 0.09 0.51 0.12 0.56 0.19 0.11 0.29 0.59 0.68 0.21 0.27 0.65 0.64 0.98 0.54 0.75 0.16 0.48 0.93 0.08 0.05 0.23 0.50 0.89 0.37 0.95 0.52 0.87 0.53 0.53 0.20 0.89 0.64 0.00 0.33 0.24 0.63 0.50 0.10 0.02 0.84 0.74 0.89 0.10 0.72 0.78 0.02 0.49 0.94 0.98 0.13 0.40 0.32 0.30 0.67 0.28 0.79 0.85 ]
[0.56 0.38 0.27 0.99 0.97 1.00 0.04 0.20 0.44 0.27 0.13 0.67 0.53 0.31 0.45 0.54 0.23 0.35 0.80 0.87 0.71 0.29 0.96 0.93 0.41 0.76 0.63 0.33 0.53 0.98 0.86 0.15 0.60 0.78 0.56 0.22 0.39 0.76 0.74 0.17 0.22 0.75 0.12 0.04 0.78 0.62 0.36 0.78 0.18 0.20 0.31 0.08 0.97 0.31 0.33 0.76 0.06 0.48 0.75 0.10 0.36 0.28 0.81 0.64 0.26 0.48 0.38 ]
[0.90 0.35 0.53 0.37 0.43 0.04 1.00 0.14 0.53 0.16 0.85 0.07 0.13 0.71 0.01 0.96 0.09 0.30 0.55 0.02 0.93 0.19 0.39 0.63 0.39 0.86 0.21 0.40 0.67 0.10 0.49 0.43 0.38 0.46 0.57 0.31 0.31 0.75 0.78 0.44 0.65 0.92 0.31 0.40 0.41 0.17 0.01 0.93 0.37 0.93 0.76 0.94 0.36 0.94 0.72 0.67 0.17 0.22 0.83 0.12 0.33 0.85 0.53 0.08 0.28 0.15 0.75 ]
[0.78 0.68 0.51 0.81 0.95 0.20 0.14 1.00 0.02 0.30 0.85 0.48 0.33 0.50 0.11 0.76 0.70 0.52 0.02 0.49 0.56 0.37 0.86 0.23 0.24 0.11 0.16 0.58 0.59 0.89 0.03 0.36 0.79 0.22 0.85 0.83 0.56 0.16 0.90 0.54 0.02 0.51 0.90 0.38 0.13 0.66 0.52 0.67 0.07 0.81 0.61 0.61 0.14 0.89 0.97 0.12 0.32 0.91 0.32 0.67 0.45 0.76 0.99 0.99 0.68 0.32 0.20 ]
[0.80 0.45 0.02 0.17 0.95 0.44 0.53 0.02 1.00 0.11 0.28 0.93 0.15 0.74 0.05 0.07 0.71 0.81 0.56 0.23 0.57 0.98 0.57 0.61 0.06 0.49 0.32 0.21 0.78 0.26 0.69 1.00 0.40 0.68 0.57 0.78 0.67 0.47 0.61 0.63 0.72 0.44 0.76 0.42 0.45 0.82 0.48 0.57 0.51 0.06 0.62 0.77 0.95 0.70 0.25 0.43 0.19 0.51 0.56 0.99 0.80 0.97 0.28 0.66 0.88 0.15 0.00 ]
[0.84 0.27 0.29 0.93 0.09 0.27 0.16 0.30 0.11 1.00 0.29 0.90 0.94 0.47 0.42 0.60 0.47 0.27 0.95 0.88 0.68 0.11 0.36 0.95 0.43 0.02 0.71 0.56 0.15 0.70 0.91 0.47 0.17 0.40 0.30 0.85 0.05 0.83 0.50 0.13 0.58 0.19 0.64 0.68 0.99 0.58 0.29 0.59 0.15 0.83 0.68 0.52 0.13 0.03 0.30 0.69 0.55 0.87 0.55 0.46 0.76 0.43 0.03 0.80 0.16 0.84 0.12 ]
[0.30 0.44 0.63 0.97 0.51 0.13 0.85 0.85 0.28 0.29 1.00 0.09 0.34 0.96 0.99 0.99 0.17 0.73 0.67 0.28 0.66 0.69 0.32 0.46 0.36 0.33 0.31 0.18 0.46 0.07 0.35 0.16 0.59 0.85 0.44 0.90 0.96 0.88 0.74 0.35 0.60 0.62 0.26 0.16 0.30 0.64 0.04 0.60 0.73 0.58 0.99 0.78 0.55 0.99 0.58 0.98 0.19 0.92 0.54 0.81 0.92 0.13 0.84 0.35 0.94 0.98 0.11 ]
[0.19 0.98 0.64 0.29 0.12 0.67 0.07 0.48 0.93 0.90 0.09 1.00 0.76 0.31 0.86 0.31 0.11 0.67 0.44 0.23 0.08 0.65 0.67 0.98 0.45 0.37 0.00 0.82 0.90 0.88 0.55 0.64 0.48 0.18 0.68 0.05 0.27 0.99 0.80 0.79 0.65 0.51 0.70 0.92 0.20 0.02 0.82 0.89 0.23 0.94 0.56 0.75 0.70 0.26 0.11 0.78 0.47 0.10 0.80 0.52 0.96 0.24 0.82 0.11 0.82 0.08 0.64 ]
[0.39 0.56 0.09 0.02 0.56 0.53 0.13 0.33 0.15 0.94 0.34 0.76 1.00 0.82 0.37 0.89 0.62 0.74 0.64 0.71 0.07 0.45 0.97 0.92 0.39 0.69 0.97 0.09 0.79 0.09 0.34 0.85 0.64 0.33 0.23 0.39 0.77 0.89 0.78 0.66 0.60 0.96 0.02 0.18 0.20 0.00 0.89 0.21 0.61 0.79 0.20 0.43 0.22 0.77 0.98 0.58 0.96 0.36 0.34 0.69 0.19 0.10 0.82 0.91 0.62 0.22 0.82 ]
[0.64 0.09 0.23 0.89 0.19 0.31 0.71 0.50 0.74 0.47 0.96 0.31 0.82 1.00 0.33 0.02 0.11 0.78 0.43 0.17 0.72 0.91 0.99 0.83 0.23 0.49 0.46 0.52 0.61 0.58 0.07 0.79 0.86 0.08 0.82 0.60 0.77 0.84 0.06 0.29 0.50 0.14 0.68 0.97 0.86 0.83 0.96 0.55 0.99 0.52 0.72 0.64 0.02 0.41 0.49 0.59 0.68 0.92 0.19 0.30 0.01 0.56 0.17 0.34 0.59 0.86 0.74 ]
[0.76 0.44 0.48 0.04 0.11 0.45 0.01 0.11 0.05 0.42 0.99 0.86 0.37 0.33 1.00 0.04 0.44 0.90 0.35 0.36 0.56 0.02 0.46 0.50 0.52 0.95 0.78 0.74 0.77 0.39 0.10 0.57 0.61 0.66 0.85 0.94 0.66 0.29 0.14 0.30 0.05 0.69 0.94 0.96 0.20 0.36 0.15 0.03 0.89 0.53 0.50 0.91 0.54 0.93 0.95 0.62 0.96 0.11 0.63 0.45 0.50 0.92 0.42 0.03 0.08 0.19 0.27 ]
[0.58 0.40 0.95 0.83 0.29 0.54 0.96 0.76 0.07 0.60 0.99 0.31 0.89 0.02 0.04 1.00 0.46 0.96 0.37 0.12 0.04 0.74 0.08 0.28 0.54 0.58 0.35 0.91 0.83 0.07 0.01 0.47 0.07 0.27 0.96 0.14 0.15 0.10 0.08 0.05 0.48 0.20 0.22 0.13 0.20 0.26 0.33 0.90 0.71 0.98 0.64 0.56 0.33 0.06 0.08 0.32 0.55 0.19 0.95 0.93 0.65 0.63 0.35 0.90 0.53 0.72 0.77 ]
[0.46 0.97 0.74 0.87 0.59 0.23 0.09 0.70 0.71 0.47 0.17 0.11 0.62 0.11 0.44 0.46 1.00 0.19 0.23 0.41 0.97 0.37 0.98 0.23 0.30 0.32 0.76 0.74 0.66 0.06 0.74 0.47 0.58 0.18 0.77 0.82 0.50 0.13 0.72 0.07 0.27 0.40 0.65 0.25 0.88 0.22 0.28 0.35 0.35 0.49 0.05 0.90 0.24 0.43 0.84 0.33 0.94 0.95 0.97 0.91 0.39 0.36 0.26 0.09 0.78 0.40 0.84 ]
[0.30 0.28 0.73 0.93 0.68 0.35 0.30 0.52 0.81 0.27 0.73 0.67 0.74 0.78 0.90 0.96 0.19 1.00 0.88 0.28 0.62 0.79 0.68 0.86 0.43 0.92 0.65 0.76 0.36 0.43 0.53 0.48 0.56 0.97 0.25 0.47 0.68 0.86 0.94 0.18 0.45 0.69 0.83 0.52 0.98 0.92 0.23 0.64 0.97 0.68 0.41 0.89 0.38 0.48 0.90 0.93 0.83 0.11 0.82 0.23 0.17 0.13 0.74 0.41 0.63 0.76 0.15 ]
[0.25 0.86 0.06 0.92 0.21 0.80 0.55 0.02 0.56 0.95 0.67 0.44 0.64 0.43 0.35 0.37 0.23 0.88 1.00 0.21 0.71 0.33 0.81 0.99 0.76 0.52 1.00 0.31 0.38 0.68 0.23 0.17 0.22 0.11 0.91 0.29 0.10 0.52 0.49 0.66 0.03 0.87 0.87 0.37 0.30 0.89 0.38 0.13 0.02 0.80 0.38 0.07 0.68 0.06 0.56 0.57 0.37 0.09 0.44 0.32 0.76 0.36 0.27 0.24 0.45 0.79 0.72 ]
