D = 2;
n = [ 2 2 ];
N = 34;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.32 0.76 0.82 0.96 0.85 0.38 0.41 0.77 0.11 0.07 0.05 0.21 0.69 0.00 0.04 0.22 0.10 0.51 0.60 0.34 0.68 0.66 0.69 0.24 0.26 0.08 0.28 0.38 0.57 0.49 0.72 0.35 0.97 ]
[0.32 1.00 0.09 0.34 0.09 0.60 0.80 0.54 0.40 0.34 0.67 0.10 0.66 0.11 0.89 0.76 0.38 0.24 0.63 0.23 0.31 0.18 0.42 0.31 0.60 0.75 0.00 0.60 0.63 0.67 0.43 0.18 0.67 0.76 ]
[0.76 0.09 1.00 0.44 0.84 0.64 0.18 0.95 0.79 0.29 0.38 0.81 0.36 0.39 0.74 0.08 0.55 0.75 0.29 0.12 0.22 0.72 0.23 0.56 0.87 0.11 0.50 0.00 0.25 0.09 0.03 0.02 0.32 0.96 ]
[0.82 0.34 0.44 1.00 0.85 0.89 0.90 0.36 0.60 0.80 0.65 0.92 0.84 0.86 0.33 0.45 0.76 0.92 0.83 0.29 0.85 0.15 0.38 0.43 0.46 0.20 0.17 0.61 0.31 0.99 0.10 0.33 0.98 0.38 ]
[0.96 0.09 0.84 0.85 1.00 0.24 0.95 0.91 0.33 0.72 0.43 0.78 0.05 0.15 0.12 0.68 0.65 0.80 0.14 0.47 0.23 0.96 0.98 0.82 0.68 0.83 0.47 0.80 0.73 0.77 0.85 0.46 0.13 0.15 ]
[0.85 0.60 0.64 0.89 0.24 1.00 0.59 0.52 0.55 0.79 0.34 0.49 0.95 0.75 0.09 0.74 0.03 0.03 0.65 0.05 0.07 0.20 0.48 0.32 0.38 0.58 0.37 0.01 0.16 0.68 0.81 0.81 0.40 0.54 ]
[0.38 0.80 0.18 0.90 0.95 0.59 1.00 0.37 0.91 0.66 0.90 0.95 0.88 0.30 0.07 0.65 0.52 0.15 0.00 0.98 0.58 0.24 0.89 0.48 0.64 0.27 0.49 0.01 0.41 0.09 0.67 0.55 0.27 0.54 ]
[0.41 0.54 0.95 0.36 0.91 0.52 0.37 1.00 0.61 0.95 0.88 0.94 0.02 0.94 0.69 0.64 0.37 0.51 0.58 0.26 0.32 0.65 0.13 0.51 0.55 0.76 0.21 0.10 0.96 0.44 0.98 0.87 0.06 0.07 ]
[0.77 0.40 0.79 0.60 0.33 0.55 0.91 0.61 1.00 0.52 0.85 0.61 0.35 0.87 0.58 0.12 0.07 0.06 0.53 0.34 0.99 0.45 0.79 0.43 0.42 0.18 0.82 0.39 0.49 0.09 0.96 0.56 0.65 0.04 ]
[0.11 0.34 0.29 0.80 0.72 0.79 0.66 0.95 0.52 1.00 0.86 0.92 0.59 0.22 0.66 0.03 0.98 0.82 0.49 0.85 0.72 0.82 0.59 0.00 0.00 0.04 0.09 0.20 0.36 0.26 0.50 0.62 0.23 0.70 ]
[0.07 0.67 0.38 0.65 0.43 0.34 0.90 0.88 0.85 0.86 1.00 0.25 0.85 0.73 0.42 0.57 0.75 0.16 0.56 0.16 0.07 0.51 0.98 0.68 0.24 0.54 0.47 0.52 0.79 0.32 0.64 0.15 0.40 0.19 ]
[0.05 0.10 0.81 0.92 0.78 0.49 0.95 0.94 0.61 0.92 0.25 1.00 0.23 0.33 0.36 0.57 0.49 0.95 0.64 0.47 0.41 0.57 0.22 0.18 0.13 0.24 0.22 0.23 0.35 0.57 0.55 0.08 0.25 0.11 ]
[0.21 0.66 0.36 0.84 0.05 0.95 0.88 0.02 0.35 0.59 0.85 0.23 1.00 0.16 0.25 0.47 0.77 0.29 0.36 0.68 0.11 0.67 0.93 0.91 0.20 0.78 0.32 0.22 0.50 0.44 0.59 0.56 0.80 0.60 ]
[0.69 0.11 0.39 0.86 0.15 0.75 0.30 0.94 0.87 0.22 0.73 0.33 0.16 1.00 0.72 0.81 0.53 0.74 0.14 0.73 0.96 0.57 0.29 0.46 0.06 0.22 0.21 0.26 0.94 0.81 0.08 0.12 0.03 0.44 ]
[0.00 0.89 0.74 0.33 0.12 0.09 0.07 0.69 0.58 0.66 0.42 0.36 0.25 0.72 1.00 0.52 0.19 0.91 0.64 0.29 0.73 0.38 0.19 0.07 0.15 0.71 0.65 0.54 0.71 0.67 0.47 0.40 0.78 0.72 ]
[0.04 0.76 0.08 0.45 0.68 0.74 0.65 0.64 0.12 0.03 0.57 0.57 0.47 0.81 0.52 1.00 0.83 0.33 0.80 0.93 0.01 0.88 0.33 0.43 0.66 0.46 0.95 0.72 0.22 0.41 0.64 0.12 0.95 0.59 ]
[0.22 0.38 0.55 0.76 0.65 0.03 0.52 0.37 0.07 0.98 0.75 0.49 0.77 0.53 0.19 0.83 1.00 0.69 0.87 0.74 0.09 0.73 0.16 0.72 0.23 0.25 0.10 0.59 0.78 0.78 0.45 0.76 0.90 0.30 ]
[0.10 0.24 0.75 0.92 0.80 0.03 0.15 0.51 0.06 0.82 0.16 0.95 0.29 0.74 0.91 0.33 0.69 1.00 0.48 0.24 0.84 0.64 0.93 0.90 0.23 1.00 0.54 0.39 0.29 0.60 0.54 0.90 0.51 0.05 ]
[0.51 0.63 0.29 0.83 0.14 0.65 0.00 0.58 0.53 0.49 0.56 0.64 0.36 0.14 0.64 0.80 0.87 0.48 1.00 0.01 0.47 0.70 0.93 0.88 0.73 0.39 0.96 0.93 0.93 0.33 0.55 0.16 0.39 0.30 ]
