D = 6;
n = [ 4 4 4 4 4 4 ];
N = 40;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.19 0.90 0.72 0.56 0.93 0.71 0.74 0.82 0.98 0.74 0.25 0.74 0.37 0.08 0.63 0.92 0.89 0.94 0.54 0.26 0.73 0.89 0.78 0.50 0.50 0.83 0.86 0.54 0.81 0.47 0.36 0.43 0.29 0.49 0.87 0.72 0.46 0.55 0.05 ]
[0.19 1.00 0.17 0.77 0.52 0.55 0.61 0.51 0.03 0.10 0.00 0.44 0.15 0.19 0.43 0.32 0.90 0.67 0.14 0.38 0.53 0.79 0.69 0.91 0.71 0.14 0.09 0.83 0.16 0.77 0.15 0.60 0.49 0.24 0.63 0.95 0.98 0.58 0.88 0.98 ]
[0.90 0.17 1.00 0.01 0.49 0.22 0.71 0.56 0.66 0.81 1.00 0.45 0.92 0.07 0.97 0.95 0.53 0.41 0.25 0.58 0.36 0.45 0.43 0.96 0.83 0.87 0.10 0.20 0.03 0.21 0.50 0.61 0.88 0.01 0.32 0.76 0.31 0.09 0.15 0.13 ]
[0.72 0.77 0.01 1.00 0.76 0.71 0.51 0.39 0.45 0.22 0.75 0.31 0.56 0.17 0.99 0.32 0.80 0.24 0.78 0.59 0.87 0.93 0.05 0.70 0.87 0.12 0.47 0.42 0.95 0.69 0.40 0.64 0.40 0.55 0.95 0.21 1.00 0.08 0.07 0.02 ]
[0.56 0.52 0.49 0.76 1.00 0.99 0.84 0.24 0.37 0.57 0.21 0.94 0.99 0.21 0.71 0.45 0.50 0.22 0.31 0.37 0.08 0.53 0.29 0.67 0.62 0.38 0.98 0.63 0.33 0.54 0.03 0.63 0.23 0.01 0.75 0.17 0.19 0.51 0.54 0.61 ]
[0.93 0.55 0.22 0.71 0.99 1.00 0.47 0.06 0.35 0.30 0.16 0.67 0.17 0.99 0.26 0.54 0.43 0.78 0.82 0.06 0.50 0.42 0.03 0.81 0.41 0.71 0.37 0.27 0.25 0.81 0.73 0.09 0.91 0.00 0.90 0.46 0.05 0.85 0.50 0.78 ]
[0.71 0.61 0.71 0.51 0.84 0.47 1.00 0.51 0.42 0.90 0.50 0.00 0.36 0.88 0.77 0.44 0.27 0.41 0.44 0.30 0.57 0.39 0.20 0.31 0.52 0.82 0.20 0.88 0.97 0.98 0.89 0.00 0.77 0.11 0.51 0.60 0.13 0.24 0.56 0.94 ]
[0.74 0.51 0.56 0.39 0.24 0.06 0.51 1.00 0.88 0.04 0.68 0.26 0.94 0.77 0.29 0.60 0.22 0.38 0.83 0.35 0.57 0.94 0.80 0.57 0.34 0.28 0.56 0.38 0.32 0.72 0.42 0.21 0.54 0.47 0.36 0.90 0.62 0.01 0.04 0.28 ]
[0.82 0.03 0.66 0.45 0.37 0.35 0.42 0.88 1.00 0.59 0.65 0.02 0.72 0.82 0.24 0.40 0.79 0.98 0.35 0.24 0.80 0.20 0.50 0.00 0.57 0.07 0.58 0.94 0.08 0.13 0.30 0.56 0.71 0.74 0.15 0.80 0.87 0.46 0.46 0.13 ]
[0.98 0.10 0.81 0.22 0.57 0.30 0.90 0.04 0.59 1.00 0.23 0.19 0.11 0.88 0.19 0.78 0.25 0.86 0.67 0.46 0.55 0.10 0.74 0.06 0.06 0.97 0.21 0.19 0.13 0.19 0.11 0.97 0.53 0.16 0.39 0.57 0.62 0.71 0.54 0.28 ]
[0.74 0.00 1.00 0.75 0.21 0.16 0.50 0.68 0.65 0.23 1.00 0.77 0.16 0.36 0.73 0.59 0.69 0.04 0.42 0.64 0.24 0.92 0.40 0.14 0.41 0.24 0.87 0.11 0.04 0.01 0.45 0.92 0.43 0.61 0.68 0.17 0.82 0.06 0.72 0.63 ]
