D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 38;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.65 0.21 0.26 0.14 0.09 0.49 0.84 0.45 0.11 0.57 0.52 0.99 0.03 0.33 0.02 0.44 0.22 0.13 0.03 0.85 0.35 0.37 0.54 0.40 0.15 0.90 0.76 0.73 0.35 0.06 0.35 0.63 0.78 0.86 0.35 0.98 0.11 ]
[0.65 1.00 0.55 0.13 0.43 0.36 0.81 0.86 0.53 0.10 0.03 0.98 0.86 0.70 0.56 0.34 0.97 0.66 0.67 0.28 0.90 0.99 0.46 0.18 0.15 0.97 0.93 0.65 0.40 0.62 0.19 0.57 0.73 0.91 0.16 0.33 0.75 0.60 ]
[0.21 0.55 1.00 0.07 0.10 0.12 0.33 0.40 0.42 0.18 0.02 0.48 0.18 0.89 0.47 0.74 0.07 0.65 0.74 0.89 0.93 0.43 0.11 0.20 0.80 0.75 0.63 0.23 0.05 0.43 0.44 0.02 0.70 0.30 0.79 0.54 0.31 0.56 ]
[0.26 0.13 0.07 1.00 0.21 0.60 0.41 0.03 0.43 0.78 0.92 0.56 0.79 0.03 0.62 0.97 0.87 0.39 0.04 0.42 0.36 0.75 0.66 0.85 0.01 0.72 0.48 0.17 0.59 0.17 0.74 0.31 0.68 0.54 0.34 0.81 0.43 0.19 ]
[0.14 0.43 0.10 0.21 1.00 0.38 1.00 0.58 0.15 0.25 0.77 0.56 0.11 0.49 0.63 0.61 0.04 0.90 0.49 0.80 0.32 0.37 0.83 0.69 0.40 0.52 0.00 0.83 0.81 0.45 0.63 0.93 0.50 0.36 0.58 0.34 0.04 0.80 ]
[0.09 0.36 0.12 0.60 0.38 1.00 0.99 0.35 0.36 0.97 0.58 0.29 0.74 0.34 0.31 0.42 0.39 0.72 0.65 0.44 0.58 0.16 0.10 0.44 0.77 0.59 0.99 0.09 0.77 0.27 0.13 0.08 0.12 0.06 0.52 0.41 0.70 0.92 ]
[0.49 0.81 0.33 0.41 1.00 0.99 1.00 0.82 0.12 0.49 0.14 0.57 0.66 0.44 0.81 0.41 0.59 0.86 0.39 0.28 0.54 0.60 0.03 0.70 0.51 0.03 0.73 0.87 0.25 0.24 0.13 0.08 0.55 0.81 0.92 0.26 0.89 0.77 ]
[0.84 0.86 0.40 0.03 0.58 0.35 0.82 1.00 0.82 0.36 0.53 0.01 0.90 0.48 0.40 0.28 0.45 0.28 0.50 0.54 0.68 0.22 0.31 0.52 0.16 0.65 0.29 0.14 0.96 0.89 0.96 0.84 0.47 0.47 0.61 0.21 0.21 0.72 ]
[0.45 0.53 0.42 0.43 0.15 0.36 0.12 0.82 1.00 0.34 0.28 0.66 0.32 0.02 0.93 0.88 0.07 0.36 0.93 0.94 0.38 0.31 0.55 0.46 0.55 0.85 0.96 0.41 0.61 0.77 0.80 0.80 0.51 0.74 0.52 0.34 0.63 0.04 ]
[0.11 0.10 0.18 0.78 0.25 0.97 0.49 0.36 0.34 1.00 0.59 0.96 0.07 0.00 0.19 0.78 0.13 0.59 0.12 0.78 0.78 0.96 0.22 0.70 0.58 0.45 0.49 0.88 0.94 0.31 0.73 0.79 0.63 0.46 0.21 0.43 0.92 0.57 ]
