D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 42;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 8 8 ];
m = [
[1.00 0.41 0.30 0.55 0.15 0.14 0.80 0.54 0.94 0.14 0.79 0.11 0.14 0.85 0.06 0.14 0.39 0.77 0.73 0.94 0.21 0.76 0.26 0.67 0.44 0.07 0.98 0.42 0.73 0.93 0.98 0.16 0.93 0.38 0.39 0.49 0.18 0.80 0.25 0.75 0.83 0.40 ]
[0.41 1.00 0.92 0.82 0.48 0.97 0.12 0.88 0.04 0.22 0.91 0.03 0.58 0.67 0.94 0.19 0.62 0.19 0.16 0.76 0.71 0.45 0.25 0.42 0.04 0.25 0.04 0.25 0.46 0.16 0.72 0.87 0.86 0.64 0.28 0.53 0.09 0.93 0.81 0.91 0.60 0.51 ]
[0.30 0.92 1.00 0.04 0.87 0.14 0.75 0.32 0.98 0.84 0.37 0.24 0.94 0.95 0.83 0.90 0.97 0.11 0.74 0.29 0.71 0.02 0.31 0.82 0.18 0.85 0.46 0.97 0.86 0.09 0.09 0.90 0.61 0.36 0.25 0.81 0.91 0.43 0.91 0.42 0.35 0.95 ]
[0.55 0.82 0.04 1.00 0.34 0.95 0.25 0.47 0.05 0.34 0.12 0.49 0.22 0.95 0.05 0.39 0.77 0.64 0.08 0.22 0.86 0.31 0.26 0.19 0.83 0.41 0.04 0.77 0.04 0.85 0.19 0.48 0.99 0.11 0.17 0.03 0.57 0.31 0.90 0.61 0.98 0.74 ]
[0.15 0.48 0.87 0.34 1.00 0.83 0.05 0.30 0.32 0.14 0.14 0.35 0.46 0.95 0.80 0.75 0.42 0.55 0.91 0.33 0.37 0.18 0.81 0.87 0.93 0.32 0.94 0.30 0.18 0.07 0.31 0.71 0.91 0.64 0.64 0.77 0.50 0.65 0.90 0.70 0.22 0.10 ]
[0.14 0.97 0.14 0.95 0.83 1.00 0.17 0.73 0.55 0.10 0.33 0.94 0.02 0.68 0.18 0.33 0.60 0.54 0.33 0.18 0.18 0.07 0.10 0.56 0.23 0.33 0.19 0.54 0.37 0.88 0.18 0.87 0.44 0.82 0.96 0.52 0.40 0.20 0.96 0.74 0.19 0.69 ]
[0.80 0.12 0.75 0.25 0.05 0.17 1.00 0.29 0.46 0.62 0.81 0.99 0.01 0.83 0.93 0.28 0.58 0.80 0.96 0.52 0.76 0.51 0.90 0.82 0.64 0.81 0.35 0.58 0.03 0.94 0.33 0.71 0.15 0.28 0.55 0.67 0.82 0.69 0.11 0.09 0.66 0.57 ]
[0.54 0.88 0.32 0.47 0.30 0.73 0.29 1.00 0.24 0.50 0.19 0.97 0.13 0.45 0.71 0.06 0.33 0.27 0.77 0.81 0.49 0.56 0.18 0.39 0.91 0.13 0.69 0.75 0.97 0.44 0.52 0.07 0.11 0.79 0.79 0.06 0.54 0.19 0.23 0.54 0.40 0.31 ]
[0.94 0.04 0.98 0.05 0.32 0.55 0.46 0.24 1.00 0.92 0.01 0.82 0.34 0.64 0.01 0.46 0.71 0.25 0.29 0.94 0.76 0.54 0.61 0.63 0.63 0.32 0.61 0.68 0.50 0.40 0.53 0.24 0.49 0.09 0.63 0.61 0.80 0.80 0.01 0.68 0.51 0.50 ]
[0.14 0.22 0.84 0.34 0.14 0.10 0.62 0.50 0.92 1.00 0.57 0.43 0.90 0.71 0.32 0.55 0.32 0.74 0.91 0.99 0.76 0.55 0.76 0.92 0.30 0.41 0.20 0.50 0.82 0.90 0.24 0.32 0.74 0.25 0.72 0.23 0.56 0.28 0.71 0.79 0.34 0.19 ]
