D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 19;
d = [1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 8 8 8 ];
m = [
[1.00 0.83 0.85 0.90 0.33 0.23 0.08 0.33 0.11 0.92 0.82 0.81 0.84 0.40 0.10 0.20 0.28 0.85 0.95 ]
[0.83 1.00 0.99 0.63 0.99 0.88 0.95 0.71 0.11 0.55 0.50 0.69 0.17 0.67 0.76 0.95 0.39 0.74 0.84 ]
[0.85 0.99 1.00 0.06 0.04 0.89 0.62 0.34 0.91 0.96 0.06 0.11 0.15 0.37 0.61 0.05 0.38 0.56 0.78 ]
[0.90 0.63 0.06 1.00 0.73 0.65 0.85 0.26 0.47 0.20 0.01 0.32 0.97 0.12 0.15 0.31 0.78 0.21 0.10 ]
[0.33 0.99 0.04 0.73 1.00 0.78 0.38 0.25 0.20 1.00 0.94 0.25 0.04 0.87 0.75 0.35 0.63 0.89 0.97 ]
[0.23 0.88 0.89 0.65 0.78 1.00 0.24 0.22 0.81 0.96 0.59 0.65 0.22 0.19 0.12 0.43 0.88 0.41 0.14 ]
[0.08 0.95 0.62 0.85 0.38 0.24 1.00 0.28 0.46 0.02 0.43 0.30 0.47 0.96 0.40 0.26 0.70 0.27 0.49 ]
[0.33 0.71 0.34 0.26 0.25 0.22 0.28 1.00 0.26 0.43 0.08 0.01 0.06 0.96 0.13 0.38 0.82 0.66 0.60 ]
[0.11 0.11 0.91 0.47 0.20 0.81 0.46 0.26 1.00 0.22 0.12 0.75 0.25 0.30 0.56 0.27 0.16 0.89 0.55 ]
[0.92 0.55 0.96 0.20 1.00 0.96 0.02 0.43 0.22 1.00 0.54 0.02 0.28 0.68 0.79 0.48 0.47 0.31 0.45 ]
[0.82 0.50 0.06 0.01 0.94 0.59 0.43 0.08 0.12 0.54 1.00 0.84 0.82 0.95 0.73 0.35 0.14 0.62 0.98 ]
[0.81 0.69 0.11 0.32 0.25 0.65 0.30 0.01 0.75 0.02 0.84 1.00 0.11 0.08 0.08 0.47 0.47 0.74 0.56 ]
[0.84 0.17 0.15 0.97 0.04 0.22 0.47 0.06 0.25 0.28 0.82 0.11 1.00 0.92 0.07 0.14 0.16 0.77 0.49 ]
[0.40 0.67 0.37 0.12 0.87 0.19 0.96 0.96 0.30 0.68 0.95 0.08 0.92 1.00 0.60 0.63 0.39 0.80 0.20 ]
[0.10 0.76 0.61 0.15 0.75 0.12 0.40 0.13 0.56 0.79 0.73 0.08 0.07 0.60 1.00 0.15 0.48 0.98 0.06 ]
[0.20 0.95 0.05 0.31 0.35 0.43 0.26 0.38 0.27 0.48 0.35 0.47 0.14 0.63 0.15 1.00 0.01 0.20 0.67 ]
[0.28 0.39 0.38 0.78 0.63 0.88 0.70 0.82 0.16 0.47 0.14 0.47 0.16 0.39 0.48 0.01 1.00 0.50 0.81 ]
[0.85 0.74 0.56 0.21 0.89 0.41 0.27 0.66 0.89 0.31 0.62 0.74 0.77 0.80 0.98 0.20 0.50 1.00 0.76 ]
[0.95 0.84 0.78 0.10 0.97 0.14 0.49 0.60 0.55 0.45 0.98 0.56 0.49 0.20 0.06 0.67 0.81 0.76 1.00 ]
];
