D = 4;
n = [ 3 3 3 3 ];
N = 74;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.49 0.45 0.73 0.62 0.81 0.16 0.78 0.99 0.69 0.03 0.18 0.10 0.61 0.31 0.19 0.21 0.81 0.29 0.76 0.70 0.02 0.75 0.09 0.51 0.28 0.82 0.61 0.21 0.03 0.26 0.95 0.82 0.51 0.55 0.93 0.23 0.68 0.33 0.88 0.54 0.49 0.61 0.09 0.36 0.00 0.65 0.66 0.05 0.46 0.63 0.46 0.82 0.04 0.85 0.54 0.86 0.68 0.56 0.44 0.79 0.12 0.48 0.34 0.18 0.45 0.97 0.20 0.95 0.27 0.61 0.06 0.74 0.31 ]
[0.49 1.00 0.55 0.68 0.78 0.85 0.75 0.93 0.40 0.66 0.05 0.34 0.93 0.20 0.58 0.91 0.72 0.35 0.17 0.66 0.20 0.33 0.46 0.36 0.38 0.89 0.87 0.30 0.86 0.64 0.50 0.32 0.88 0.46 0.02 0.92 0.03 0.53 0.42 0.31 0.80 0.77 0.46 0.52 0.37 0.85 0.62 0.36 0.93 0.81 0.21 0.99 0.28 0.70 0.95 0.94 0.60 0.71 0.20 0.92 0.73 0.33 0.14 0.51 0.81 0.87 0.25 0.58 0.75 0.22 0.38 0.07 0.40 0.34 ]
[0.45 0.55 1.00 0.03 0.48 0.21 0.26 0.43 0.69 0.69 0.08 0.33 0.13 0.15 1.00 0.79 0.58 0.91 0.64 0.96 0.05 0.96 0.75 0.35 0.55 0.26 0.50 0.77 0.58 0.43 0.23 0.99 0.61 0.29 0.57 0.60 0.55 0.15 0.83 0.84 0.28 0.17 0.69 0.02 0.50 0.65 0.21 0.49 0.50 0.54 0.29 0.48 0.90 0.82 0.22 0.36 0.80 0.21 1.00 0.89 0.72 1.00 0.36 0.84 0.32 0.52 0.16 0.94 0.83 0.69 0.09 0.34 0.93 0.08 ]
[0.73 0.68 0.03 1.00 0.12 0.68 0.65 0.29 0.51 0.51 0.77 0.01 0.67 0.45 0.61 0.11 0.48 0.58 0.84 0.28 0.27 0.56 0.56 0.74 0.13 0.28 0.76 0.86 0.08 0.74 0.22 0.63 0.03 0.65 0.14 0.57 0.98 0.22 0.38 0.91 0.68 0.96 0.77 0.93 0.11 0.97 0.82 0.68 0.83 0.01 0.76 0.08 0.11 0.03 0.50 0.52 0.71 0.19 1.00 0.49 0.12 0.86 0.36 0.70 0.37 0.50 0.43 0.55 0.34 0.41 0.27 1.00 0.42 0.31 ]
[0.62 0.78 0.48 0.12 1.00 0.52 0.52 0.87 0.74 0.79 0.31 0.36 0.39 0.45 0.75 0.35 0.06 0.22 0.43 0.02 0.59 0.37 0.75 0.79 0.18 0.90 0.23 0.17 0.51 0.74 0.67 0.89 0.96 0.69 0.67 0.06 0.01 0.95 0.93 0.15 0.63 0.07 0.48 0.76 0.62 0.53 0.66 0.12 0.96 0.14 0.94 0.03 0.05 0.93 0.11 0.73 0.24 0.50 0.52 0.25 0.79 0.19 0.99 0.72 0.21 0.68 0.84 0.10 0.17 0.23 0.09 0.42 0.27 0.22 ]
[0.81 0.85 0.21 0.68 0.52 1.00 0.96 0.70 0.35 0.22 0.26 0.99 0.68 0.24 0.60 0.43 0.74 0.05 0.64 0.49 0.16 0.86 0.91 0.72 0.77 0.92 0.58 0.67 0.71 1.00 0.30 0.26 0.28 0.93 0.15 0.86 0.90 0.46 0.31 0.21 1.00 0.05 0.20 0.81 0.98 0.94 0.90 0.76 0.66 0.77 0.60 0.04 0.62 0.49 0.94 0.96 0.49 0.20 0.34 0.58 0.99 0.96 0.31 0.42 0.75 0.20 0.55 0.26 0.49 0.59 0.86 0.92 0.67 0.32 ]
[0.16 0.75 0.26 0.65 0.52 0.96 1.00 0.34 0.53 0.69 0.21 0.99 0.51 0.40 0.01 0.89 0.24 0.27 0.93 0.98 0.87 0.93 0.13 0.99 0.99 0.65 0.05 0.37 0.94 0.54 0.41 0.29 0.88 0.75 0.05 0.41 0.07 0.07 0.40 0.72 0.24 0.26 0.87 0.64 0.82 0.01 0.53 0.35 0.38 0.90 0.65 0.99 0.10 0.56 0.70 0.02 0.08 0.67 0.13 0.80 0.84 0.36 0.42 0.49 0.50 0.05 0.13 0.38 0.22 0.36 0.87 0.40 0.63 0.80 ]
[0.78 0.93 0.43 0.29 0.87 0.70 0.34 1.00 0.55 0.98 0.87 0.15 0.82 0.04 0.53 0.90 0.77 0.19 0.37 0.97 0.09 0.61 0.66 0.88 0.71 0.71 0.70 0.73 0.44 0.55 0.53 0.19 0.08 0.24 0.86 0.44 0.79 0.36 0.25 0.09 0.37 0.88 0.34 0.97 0.22 0.80 0.05 0.95 0.25 0.78 0.26 0.72 0.67 0.99 0.02 0.41 0.14 0.60 0.20 0.35 0.95 0.29 0.31 0.45 0.87 0.81 0.06 0.18 0.02 0.02 0.50 0.52 0.41 0.60 ]
[0.99 0.40 0.69 0.51 0.74 0.35 0.53 0.55 1.00 0.40 0.99 0.53 0.39 0.42 0.38 0.02 0.46 0.31 0.04 0.57 0.40 0.84 0.40 0.75 0.79 0.73 0.65 0.07 0.74 0.54 0.17 0.54 0.08 0.74 0.63 0.50 0.11 0.18 0.84 0.81 0.94 0.82 0.81 0.73 0.10 0.65 0.31 0.74 0.54 0.34 0.38 0.57 0.46 0.32 0.97 0.17 0.19 0.70 0.51 0.65 0.55 0.71 0.19 0.73 0.75 0.54 0.84 0.97 0.47 0.03 0.32 0.01 0.55 0.68 ]
[0.69 0.66 0.69 0.51 0.79 0.22 0.69 0.98 0.40 1.00 0.82 0.34 0.85 0.17 0.16 0.49 0.17 0.59 0.08 0.85 0.71 0.08 0.50 0.46 0.46 0.56 0.59 0.18 0.30 0.95 0.33 0.75 0.25 0.14 0.74 0.40 0.73 0.94 0.18 0.02 0.66 0.52 0.48 0.57 0.76 0.51 0.92 0.50 0.09 0.85 0.30 0.00 0.40 0.82 0.62 0.63 0.58 0.03 0.93 0.26 0.94 0.94 0.07 0.01 0.70 0.35 0.73 0.50 0.97 0.27 0.85 0.88 0.52 0.02 ]
[0.03 0.05 0.08 0.77 0.31 0.26 0.21 0.87 0.99 0.82 1.00 0.14 0.47 0.64 0.33 0.19 0.19 0.65 0.41 0.33 0.28 0.22 0.71 0.72 0.11 0.52 0.97 0.49 0.77 0.41 0.21 0.07 0.60 0.15 0.05 0.83 0.60 0.13 0.70 0.68 0.37 0.27 0.54 0.73 0.36 0.23 0.77 0.37 0.66 0.13 0.14 0.01 0.56 0.60 0.72 0.43 0.56 0.13 0.85 0.35 0.70 0.64 0.41 0.18 0.25 0.04 0.87 0.52 0.46 0.43 0.14 0.81 0.80 0.80 ]
[0.18 0.34 0.33 0.01 0.36 0.99 0.99 0.15 0.53 0.34 0.14 1.00 0.70 0.42 0.48 0.14 0.53 0.12 0.56 0.06 0.06 0.54 0.68 0.57 0.54 0.53 0.90 0.69 0.01 0.48 0.99 0.13 0.84 0.32 0.15 0.69 0.30 0.44 0.07 0.27 0.08 0.98 0.45 0.45 0.67 0.00 0.24 0.20 0.82 0.49 0.05 0.58 0.83 0.69 0.17 0.85 0.31 0.60 0.67 0.60 0.29 0.81 0.59 0.97 0.88 0.49 0.17 0.54 0.72 0.11 0.69 0.05 0.77 0.06 ]
[0.10 0.93 0.13 0.67 0.39 0.68 0.51 0.82 0.39 0.85 0.47 0.70 1.00 0.33 0.02 0.55 0.50 0.17 0.91 0.35 0.16 0.63 0.84 0.19 0.75 0.99 0.09 0.01 0.82 0.20 0.38 0.91 0.74 0.18 0.45 0.82 0.05 0.97 0.96 0.22 0.06 0.28 0.31 0.39 0.86 0.07 0.79 0.85 0.23 0.19 0.96 0.67 0.46 0.71 0.74 0.64 0.55 0.13 0.51 0.05 0.81 0.48 0.65 0.09 0.93 0.70 0.42 0.05 0.64 0.44 0.50 0.49 0.46 0.18 ]
[0.61 0.20 0.15 0.45 0.45 0.24 0.40 0.04 0.42 0.17 0.64 0.42 0.33 1.00 0.99 0.26 0.85 0.05 0.81 0.97 0.25 0.74 0.19 0.74 0.01 0.26 0.11 0.20 0.39 0.11 0.94 0.58 0.68 0.57 0.28 0.32 0.17 0.23 0.11 0.16 0.17 0.33 0.39 0.97 0.27 0.72 0.28 0.91 0.18 0.97 0.88 0.48 0.82 0.35 0.47 0.69 0.18 0.41 0.99 0.23 0.69 0.93 0.37 0.31 0.19 0.47 0.71 0.34 0.14 0.40 0.69 0.34 0.27 0.43 ]
[0.31 0.58 1.00 0.61 0.75 0.60 0.01 0.53 0.38 0.16 0.33 0.48 0.02 0.99 1.00 0.70 0.86 0.39 0.35 0.44 0.00 0.48 0.05 0.50 0.77 0.92 0.24 0.25 0.37 0.10 0.64 0.61 0.88 0.48 0.38 0.45 0.67 1.00 0.25 0.16 0.78 0.92 0.54 0.44 0.35 0.17 0.10 0.47 0.74 0.57 0.55 0.07 0.68 0.98 0.35 0.48 1.00 0.60 0.84 0.83 0.48 0.75 0.28 0.69 0.54 0.05 0.28 0.43 0.16 0.77 0.36 0.04 0.67 0.59 ]
[0.19 0.91 0.79 0.11 0.35 0.43 0.89 0.90 0.02 0.49 0.19 0.14 0.55 0.26 0.70 1.00 0.05 0.96 0.02 0.52 0.69 0.83 0.15 0.27 0.93 0.19 0.61 0.10 0.45 0.04 0.60 0.53 0.55 0.70 0.68 0.76 0.46 0.84 0.73 0.44 0.40 0.08 0.58 0.87 0.15 0.49 0.02 0.34 0.04 0.45 0.36 0.73 0.28 0.13 0.21 0.71 0.07 0.17 0.58 0.57 0.24 0.68 0.25 0.83 0.79 0.96 0.36 0.02 0.33 0.24 0.14 0.33 0.10 0.01 ]
[0.21 0.72 0.58 0.48 0.06 0.74 0.24 0.77 0.46 0.17 0.19 0.53 0.50 0.85 0.86 0.05 1.00 0.47 0.82 0.07 0.60 0.96 0.21 0.56 0.37 0.50 0.60 0.12 0.60 0.40 0.84 0.00 0.58 0.88 1.00 0.89 0.15 0.06 0.73 0.87 0.78 0.16 0.89 0.90 0.96 0.49 0.12 0.52 0.62 0.55 0.50 0.81 0.32 0.33 0.29 0.18 0.95 0.48 0.19 0.71 0.90 0.86 0.17 0.55 0.91 0.70 0.51 0.99 0.02 0.69 0.55 0.23 0.84 0.15 ]
