D = 2;
n = [ 3 3 ];
N = 48;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.98 0.98 0.23 0.11 0.83 0.13 0.31 0.64 0.97 0.72 0.36 0.52 0.96 0.32 0.90 0.93 0.85 0.66 0.56 0.66 0.24 0.38 0.41 0.19 0.36 0.05 0.47 0.74 0.73 0.60 0.97 0.99 0.31 0.00 0.18 0.37 0.50 0.07 0.88 0.62 0.50 0.91 0.46 0.79 0.56 0.24 0.25 ]
[0.98 1.00 0.41 0.89 0.68 0.60 0.61 0.24 0.18 0.37 0.84 0.82 0.08 0.45 0.64 0.49 0.18 0.58 0.80 0.50 0.31 0.78 0.48 0.27 0.54 0.67 0.11 0.77 0.59 0.55 0.90 0.64 0.20 0.89 0.25 0.22 0.84 0.33 0.63 0.46 0.13 0.67 0.44 0.14 0.44 0.90 0.84 0.01 ]
[0.98 0.41 1.00 0.30 0.24 0.47 0.61 0.61 0.64 0.86 0.39 0.25 0.98 0.91 0.03 0.31 0.17 0.59 0.28 0.34 0.49 0.55 0.12 0.83 0.31 0.62 0.23 0.23 0.43 0.58 0.26 0.84 0.65 0.70 0.65 0.61 0.98 0.24 0.91 0.03 0.40 0.47 0.96 0.17 0.96 0.98 0.30 0.23 ]
[0.23 0.89 0.30 1.00 0.45 0.74 0.70 0.66 0.63 0.17 0.07 0.01 0.18 0.44 0.97 0.41 0.84 0.22 0.81 0.41 0.14 0.59 0.74 0.53 0.69 0.98 0.36 0.39 0.83 0.66 0.77 0.30 0.67 0.10 0.76 0.48 0.48 0.49 0.12 0.72 0.07 0.87 0.07 0.20 0.38 0.30 0.35 0.25 ]
[0.11 0.68 0.24 0.45 1.00 0.53 0.47 0.84 0.64 0.24 0.15 0.61 0.38 0.48 0.79 0.52 0.70 0.43 0.45 0.06 0.40 0.72 0.41 0.99 0.98 0.58 0.34 0.96 0.45 0.95 0.43 0.60 0.26 0.71 0.38 0.51 0.38 0.00 0.73 0.56 0.56 0.86 0.64 0.37 0.56 0.62 0.32 0.61 ]
[0.83 0.60 0.47 0.74 0.53 1.00 0.48 0.07 0.89 0.64 0.85 0.28 0.82 0.88 0.27 0.37 0.72 0.14 0.16 0.22 0.37 0.63 0.19 0.49 0.98 0.15 0.73 0.32 0.11 0.55 0.33 0.42 0.00 0.55 0.04 0.16 0.23 0.44 0.03 0.00 0.54 0.29 0.25 0.25 0.39 0.13 0.11 0.82 ]
[0.13 0.61 0.61 0.70 0.47 0.48 1.00 0.23 0.25 0.41 0.29 0.89 0.73 0.11 0.16 0.78 0.77 0.63 0.75 0.78 0.45 0.25 0.76 0.91 0.27 0.36 0.38 0.89 0.36 0.36 0.92 0.69 0.54 0.54 0.11 0.60 0.67 0.82 0.77 0.01 0.40 0.34 0.19 0.75 0.61 0.92 0.38 0.25 ]
[0.31 0.24 0.61 0.66 0.84 0.07 0.23 1.00 0.63 0.17 0.04 0.13 0.47 0.05 0.07 0.97 0.65 0.72 0.18 0.04 0.36 0.88 0.07 0.09 0.81 0.45 0.94 0.74 0.82 0.35 0.07 0.51 0.23 0.03 0.70 0.92 0.85 0.74 0.24 0.79 0.75 0.85 0.25 0.02 0.09 0.61 0.57 0.20 ]
[0.64 0.18 0.64 0.63 0.64 0.89 0.25 0.63 1.00 0.96 0.74 0.16 0.70 0.69 0.86 0.91 0.75 0.05 0.70 0.57 0.13 0.82 0.95 0.12 0.82 0.19 0.79 0.86 0.64 0.88 0.55 0.13 0.76 0.20 0.83 0.38 0.38 0.78 0.51 0.67 0.37 0.50 0.35 0.29 0.16 0.66 0.55 0.68 ]
[0.97 0.37 0.86 0.17 0.24 0.64 0.41 0.17 0.96 1.00 0.99 0.35 0.26 0.78 0.70 0.57 0.27 0.77 0.25 0.40 0.42 0.90 0.08 0.31 0.41 0.07 0.01 0.28 0.34 0.99 0.15 0.38 0.11 0.87 0.11 0.42 0.48 0.21 0.52 0.81 0.25 0.62 0.42 0.84 0.19 0.06 0.49 0.73 ]
[0.72 0.84 0.39 0.07 0.15 0.85 0.29 0.04 0.74 0.99 1.00 0.42 0.81 0.43 0.36 0.84 0.53 0.05 0.09 0.15 0.79 0.38 0.72 0.19 0.49 0.45 0.16 0.85 0.16 0.99 0.29 0.79 0.94 0.49 0.36 0.38 0.63 0.70 0.61 0.10 0.79 0.61 0.57 0.56 0.49 0.08 0.17 0.55 ]
[0.36 0.82 0.25 0.01 0.61 0.28 0.89 0.13 0.16 0.35 0.42 1.00 0.71 0.86 0.30 0.07 0.05 0.92 0.92 0.92 0.56 0.24 0.57 0.59 0.55 0.56 0.46 0.34 0.22 0.91 0.96 0.01 0.06 0.56 0.85 0.17 0.16 0.67 0.66 0.58 0.58 0.68 0.35 0.81 0.67 0.60 0.42 0.82 ]
[0.52 0.08 0.98 0.18 0.38 0.82 0.73 0.47 0.70 0.26 0.81 0.71 1.00 0.25 0.32 0.39 0.29 0.57 0.84 0.20 0.62 0.18 0.72 0.70 0.25 0.81 0.19 0.11 0.85 0.31 0.12 0.94 0.46 0.66 0.26 0.10 0.80 0.17 0.45 0.20 0.25 0.43 0.32 0.09 0.49 0.97 0.19 0.74 ]
[0.96 0.45 0.91 0.44 0.48 0.88 0.11 0.05 0.69 0.78 0.43 0.86 0.25 1.00 0.47 0.20 0.74 0.78 0.24 0.47 0.39 0.59 0.63 0.09 0.72 0.55 0.07 0.08 0.12 0.60 0.90 0.18 0.73 0.01 0.90 0.42 0.36 0.46 0.87 0.23 0.89 0.21 0.32 0.63 0.41 0.87 0.82 0.32 ]
[0.32 0.64 0.03 0.97 0.79 0.27 0.16 0.07 0.86 0.70 0.36 0.30 0.32 0.47 1.00 0.54 0.41 0.19 0.00 0.34 0.00 0.90 0.88 0.49 0.78 0.76 0.94 1.00 0.36 0.89 0.65 0.31 0.55 0.03 0.67 0.26 0.84 0.86 0.56 0.53 0.58 0.48 0.45 0.79 0.59 0.03 0.53 0.62 ]
[0.90 0.49 0.31 0.41 0.52 0.37 0.78 0.97 0.91 0.57 0.84 0.07 0.39 0.20 0.54 1.00 0.81 0.10 0.94 0.88 0.54 0.70 0.86 0.30 0.20 0.03 0.77 0.49 0.61 0.73 0.80 0.41 0.37 0.49 0.23 0.22 0.44 0.95 0.49 0.12 0.88 0.91 0.08 0.87 0.00 0.64 0.56 0.93 ]
[0.93 0.18 0.17 0.84 0.70 0.72 0.77 0.65 0.75 0.27 0.53 0.05 0.29 0.74 0.41 0.81 1.00 0.74 0.14 0.18 0.90 0.94 0.47 0.05 0.88 0.92 0.25 0.90 0.91 0.00 0.31 0.23 0.73 0.50 0.68 0.03 0.04 0.35 0.67 0.76 0.66 0.34 0.70 0.82 0.11 0.26 0.32 0.32 ]
[0.85 0.58 0.59 0.22 0.43 0.14 0.63 0.72 0.05 0.77 0.05 0.92 0.57 0.78 0.19 0.10 0.74 1.00 0.72 0.32 0.50 0.20 0.96 0.71 0.38 0.57 0.61 0.29 0.27 0.14 0.32 0.28 0.76 0.43 0.61 0.78 0.90 0.32 0.49 0.75 0.40 0.11 0.87 0.97 0.37 0.88 0.71 0.02 ]
[0.66 0.80 0.28 0.81 0.45 0.16 0.75 0.18 0.70 0.25 0.09 0.92 0.84 0.24 0.00 0.94 0.14 0.72 1.00 0.75 0.14 0.35 0.97 0.79 0.97 0.90 0.18 0.75 0.20 0.29 0.94 0.37 0.85 0.41 0.91 0.01 0.55 0.55 0.11 0.49 0.14 0.46 0.96 0.74 0.86 0.98 0.77 0.97 ]
[0.56 0.50 0.34 0.41 0.06 0.22 0.78 0.04 0.57 0.40 0.15 0.92 0.20 0.47 0.34 0.88 0.18 0.32 0.75 1.00 0.68 0.83 0.01 0.74 0.63 0.57 0.30 0.51 0.19 0.50 0.86 0.44 0.83 0.57 0.40 0.49 0.64 0.49 0.07 0.79 0.23 0.03 0.77 0.90 0.48 0.28 0.90 0.19 ]
[0.66 0.31 0.49 0.14 0.40 0.37 0.45 0.36 0.13 0.42 0.79 0.56 0.62 0.39 0.00 0.54 0.90 0.50 0.14 0.68 1.00 0.59 0.43 0.63 0.72 0.22 0.40 0.58 0.28 0.72 0.49 0.13 0.65 0.72 0.56 0.15 0.26 0.77 0.83 0.84 0.98 0.26 0.69 0.85 0.82 0.54 0.88 0.88 ]
[0.24 0.78 0.55 0.59 0.72 0.63 0.25 0.88 0.82 0.90 0.38 0.24 0.18 0.59 0.90 0.70 0.94 0.20 0.35 0.83 0.59 1.00 0.47 0.58 0.74 0.50 0.70 0.77 0.24 0.44 0.05 0.57 0.10 0.13 0.68 0.11 0.58 0.82 0.26 0.79 0.45 0.31 0.64 0.74 0.94 0.89 0.37 0.99 ]
