D = 4;
n = [ 4 4 4 4 ];
N = 53;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.74 0.36 0.07 0.63 0.63 0.93 0.12 0.03 0.81 0.30 0.66 0.84 0.39 0.21 0.47 0.74 0.65 0.72 0.29 0.99 0.54 0.85 0.82 0.42 0.86 0.50 0.15 0.29 0.72 0.76 0.61 0.26 0.51 0.87 0.99 0.36 0.22 0.48 0.99 0.28 0.92 0.22 0.50 0.44 0.71 0.99 0.91 0.77 0.70 0.61 0.12 0.78 ]
[0.74 1.00 0.51 0.72 0.41 0.79 0.66 0.21 0.95 0.01 0.37 0.35 0.92 0.35 0.36 0.30 0.09 0.25 0.20 0.22 0.63 0.09 0.19 0.40 0.92 0.36 0.07 0.48 0.55 0.95 0.45 0.62 0.23 0.10 0.88 0.34 0.24 0.48 0.66 0.22 0.19 0.79 0.42 0.22 0.43 0.36 0.42 0.21 0.56 0.18 0.41 0.63 0.30 ]
[0.36 0.51 1.00 0.92 0.90 0.94 0.75 0.78 0.43 0.40 0.53 0.78 0.55 0.28 0.26 0.98 0.71 0.73 0.15 0.13 0.14 0.01 0.35 0.75 0.52 0.98 0.55 0.72 0.02 0.50 0.12 0.63 0.18 0.31 0.65 0.21 0.45 0.40 0.57 0.56 0.04 0.79 0.64 0.37 0.66 0.03 0.86 0.28 0.84 0.29 0.75 0.04 0.90 ]
[0.07 0.72 0.92 1.00 0.58 0.86 0.22 0.35 0.40 0.68 0.51 0.53 0.48 0.07 0.54 0.96 0.01 0.53 0.91 0.72 0.65 0.49 0.20 0.16 0.08 0.42 0.82 0.08 0.35 0.53 0.51 0.89 0.28 0.48 0.61 0.26 0.04 0.08 0.92 0.53 0.36 1.00 0.74 0.64 0.12 0.20 0.08 0.20 0.50 0.25 0.44 0.06 0.31 ]
[0.63 0.41 0.90 0.58 1.00 0.72 0.86 0.50 0.24 0.26 0.74 0.04 0.69 0.99 0.47 0.05 0.80 0.29 0.86 0.97 0.45 0.45 0.74 0.89 0.56 0.35 0.17 0.72 0.99 0.93 0.53 0.29 0.72 0.22 0.55 0.82 0.25 0.41 0.77 0.56 0.59 0.42 0.50 0.75 0.60 0.23 0.25 0.04 0.69 0.48 0.55 0.48 0.81 ]
[0.63 0.79 0.94 0.86 0.72 1.00 0.32 0.83 0.27 0.98 0.63 0.15 0.67 0.64 0.68 0.81 0.45 0.40 0.10 1.00 0.80 0.22 0.94 0.03 0.01 0.98 0.59 0.16 0.93 0.18 0.95 0.70 0.50 0.95 0.54 0.16 0.14 0.29 0.33 0.08 0.20 0.87 0.16 0.52 0.34 0.86 0.99 0.74 0.44 0.57 0.78 0.43 0.66 ]
[0.93 0.66 0.75 0.22 0.86 0.32 1.00 0.61 0.83 0.74 0.20 0.30 0.13 0.60 0.66 0.07 0.78 0.25 0.15 0.95 0.98 0.44 0.85 0.66 0.07 0.23 0.74 0.02 0.75 0.94 0.61 0.21 0.88 0.08 0.53 0.10 0.92 0.45 0.13 0.85 0.44 0.23 0.41 0.05 0.18 0.94 0.74 0.82 0.21 0.94 0.79 0.81 0.27 ]
[0.12 0.21 0.78 0.35 0.50 0.83 0.61 1.00 0.81 0.03 0.16 0.58 0.45 0.80 0.51 0.85 0.82 0.22 0.40 0.63 0.89 0.31 0.35 0.57 0.08 0.78 0.80 0.51 0.61 0.33 0.29 0.18 0.73 0.44 0.05 0.72 0.36 0.28 0.43 0.35 0.82 0.23 0.34 0.89 0.20 0.60 0.32 0.95 0.18 0.18 0.87 0.75 0.22 ]
[0.03 0.95 0.43 0.40 0.24 0.27 0.83 0.81 1.00 0.08 0.35 0.82 0.97 0.01 0.81 0.04 0.19 0.30 0.22 0.52 0.70 0.37 0.40 0.33 0.71 0.37 0.06 0.54 0.62 0.61 0.39 0.44 0.42 0.33 0.01 0.77 0.37 0.99 0.43 0.45 0.30 0.58 0.19 0.43 0.59 0.60 0.70 0.85 0.22 0.26 0.05 0.13 0.95 ]
[0.81 0.01 0.40 0.68 0.26 0.98 0.74 0.03 0.08 1.00 0.36 0.47 0.31 0.89 0.89 0.62 0.33 0.43 0.34 0.96 0.06 0.49 0.61 0.29 0.49 0.12 0.08 0.96 0.25 0.71 0.60 0.75 0.53 0.72 0.34 0.47 0.25 0.27 1.00 0.26 0.06 0.13 0.33 0.19 0.15 0.09 0.83 0.48 0.49 0.92 0.23 0.25 0.14 ]
[0.30 0.37 0.53 0.51 0.74 0.63 0.20 0.16 0.35 0.36 1.00 0.51 0.27 0.18 0.67 0.47 0.42 0.11 0.14 0.64 0.82 0.16 0.13 0.88 0.42 0.15 0.50 0.17 0.21 0.57 0.51 0.91 0.94 0.61 0.48 0.28 0.33 0.46 0.36 0.60 0.15 0.95 0.89 0.96 0.53 0.27 0.06 0.94 0.12 0.54 0.27 0.34 0.25 ]
[0.66 0.35 0.78 0.53 0.04 0.15 0.30 0.58 0.82 0.47 0.51 1.00 0.87 0.05 0.37 0.68 0.64 0.87 0.27 0.02 0.23 0.86 0.91 0.78 0.33 0.19 0.31 0.71 0.47 0.71 0.99 0.10 0.71 0.01 0.62 0.27 0.21 0.09 0.78 0.40 0.16 0.41 0.85 0.46 0.95 0.60 0.91 0.63 0.63 0.43 0.21 0.08 0.97 ]
[0.84 0.92 0.55 0.48 0.69 0.67 0.13 0.45 0.97 0.31 0.27 0.87 1.00 0.84 0.91 0.83 0.21 0.24 0.23 0.40 0.69 0.67 0.58 0.55 0.71 0.49 0.01 0.96 0.42 0.94 0.78 0.81 0.56 0.22 0.13 0.32 0.58 0.36 0.00 0.54 0.83 0.93 0.31 0.24 0.97 0.15 0.82 0.90 0.19 0.22 0.50 0.13 0.10 ]
[0.39 0.35 0.28 0.07 0.99 0.64 0.60 0.80 0.01 0.89 0.18 0.05 0.84 1.00 0.69 0.85 0.92 0.43 0.45 0.73 0.75 0.25 0.28 0.53 0.16 0.95 0.62 0.81 0.50 0.38 0.87 0.49 0.60 0.96 0.63 0.78 0.37 0.09 0.00 0.28 0.57 0.18 0.55 0.36 0.64 0.40 0.57 0.76 0.85 0.93 0.95 0.51 0.60 ]
[0.21 0.36 0.26 0.54 0.47 0.68 0.66 0.51 0.81 0.89 0.67 0.37 0.91 0.69 1.00 0.55 0.05 0.24 0.25 0.64 0.46 0.45 0.71 0.17 0.24 0.93 0.46 0.61 0.50 0.85 0.00 0.52 0.54 0.56 0.56 0.70 0.74 0.70 0.50 0.64 0.79 0.61 0.41 0.17 0.11 0.15 0.16 0.45 0.47 0.46 0.67 0.56 0.33 ]
[0.47 0.30 0.98 0.96 0.05 0.81 0.07 0.85 0.04 0.62 0.47 0.68 0.83 0.85 0.55 1.00 0.52 0.49 0.02 0.65 0.39 0.83 0.07 0.21 0.21 0.31 0.69 0.59 1.00 0.90 0.84 0.87 0.65 0.22 0.16 0.39 0.47 0.78 0.53 0.69 0.15 0.41 0.24 0.65 0.25 0.92 0.50 0.44 0.35 0.90 0.51 0.82 0.46 ]
[0.74 0.09 0.71 0.01 0.80 0.45 0.78 0.82 0.19 0.33 0.42 0.64 0.21 0.92 0.05 0.52 1.00 0.17 0.10 0.18 0.21 0.81 0.58 0.06 0.28 0.73 0.35 0.83 0.59 0.54 0.70 0.68 0.10 0.51 0.78 0.32 0.10 0.76 0.68 0.83 0.65 0.79 0.23 0.93 0.66 0.01 0.94 0.29 0.45 0.62 0.43 0.60 0.55 ]
[0.65 0.25 0.73 0.53 0.29 0.40 0.25 0.22 0.30 0.43 0.11 0.87 0.24 0.43 0.24 0.49 0.17 1.00 0.91 0.03 0.29 0.22 0.25 0.66 0.18 0.99 0.43 0.93 0.17 0.09 0.85 0.23 0.05 0.38 0.80 0.67 0.37 0.75 0.78 0.10 0.25 0.11 0.54 0.27 0.89 0.97 0.42 0.93 0.06 0.40 0.21 0.99 0.31 ]
[0.72 0.20 0.15 0.91 0.86 0.10 0.15 0.40 0.22 0.34 0.14 0.27 0.23 0.45 0.25 0.02 0.10 0.91 1.00 0.48 0.78 0.63 0.17 0.03 0.45 0.03 0.80 0.61 0.18 0.23 0.87 0.90 0.50 0.52 0.51 0.22 0.67 0.30 0.65 0.20 0.79 0.11 0.79 0.62 0.34 0.88 0.63 0.76 0.92 0.50 0.88 0.75 0.65 ]
[0.29 0.22 0.13 0.72 0.97 1.00 0.95 0.63 0.52 0.96 0.64 0.02 0.40 0.73 0.64 0.65 0.18 0.03 0.48 1.00 0.88 0.69 0.55 0.60 0.30 0.80 0.93 0.81 0.34 0.95 0.26 0.33 0.60 0.70 0.32 0.52 0.72 0.81 0.47 0.11 0.01 0.11 0.31 0.80 0.01 0.45 0.54 0.86 0.16 0.28 0.84 0.85 0.33 ]
