D = 2;
n = [ 3 3 ];
N = 51;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.11 0.64 0.92 0.72 0.47 0.21 0.96 0.05 0.92 0.56 0.91 0.86 0.37 0.61 0.18 0.18 0.58 0.59 0.01 0.37 0.03 0.14 0.85 0.68 0.42 0.49 0.39 0.68 0.00 0.24 0.66 0.27 0.38 0.98 0.48 0.78 0.48 0.82 0.29 0.87 0.80 0.60 0.92 0.35 0.84 0.48 0.20 0.05 0.66 0.81 ]
[0.11 1.00 0.11 0.14 0.06 0.30 0.49 0.43 0.42 0.88 0.65 0.11 0.98 0.01 0.82 0.77 0.82 0.74 0.61 0.09 0.35 0.70 0.76 0.05 0.84 0.64 0.57 0.99 0.39 0.29 0.57 0.11 0.58 0.08 0.55 0.31 0.84 0.34 0.69 0.81 0.89 0.61 0.45 0.90 0.03 0.17 0.22 0.14 0.36 0.53 0.38 ]
[0.64 0.11 1.00 0.58 0.97 0.62 0.15 0.40 0.79 0.26 0.49 0.72 0.71 0.65 0.04 0.89 0.51 0.39 0.90 0.34 0.77 0.90 0.12 0.66 0.71 0.86 0.18 0.33 0.38 0.23 0.24 0.90 0.74 0.26 0.16 0.20 0.78 0.03 0.18 0.87 0.51 1.00 0.25 0.80 0.43 0.29 0.11 0.32 0.74 0.66 0.58 ]
[0.92 0.14 0.58 1.00 0.27 0.26 0.91 0.04 0.23 0.01 0.41 0.70 0.78 0.50 0.62 0.90 0.27 0.16 0.60 0.94 0.14 0.36 0.58 0.19 0.99 0.72 0.90 0.20 0.82 0.26 0.84 0.39 0.63 0.41 0.56 0.56 0.11 0.76 0.56 0.46 0.20 0.53 0.04 0.51 0.33 0.37 0.12 0.09 0.70 0.54 0.32 ]
[0.72 0.06 0.97 0.27 1.00 0.67 0.55 0.11 0.09 0.00 0.93 0.87 0.68 0.64 0.16 0.47 0.57 0.04 0.98 0.79 0.22 0.96 0.29 0.34 0.07 0.69 0.32 0.06 0.14 0.78 0.43 0.65 0.94 0.90 0.47 0.10 0.77 0.13 0.86 0.09 0.34 0.16 0.15 0.10 0.17 0.98 0.49 0.69 0.82 0.93 0.92 ]
[0.47 0.30 0.62 0.26 0.67 1.00 0.42 0.94 0.68 0.59 0.28 0.02 0.01 0.61 0.08 0.31 0.30 0.93 0.29 0.17 0.38 0.93 0.24 0.38 1.00 0.07 0.75 0.02 0.61 0.58 0.06 0.22 0.71 0.36 0.14 0.29 0.13 0.70 0.78 0.10 0.93 0.31 0.78 0.97 0.17 0.02 0.53 0.19 0.70 0.95 0.12 ]
[0.21 0.49 0.15 0.91 0.55 0.42 1.00 0.27 0.47 0.04 0.86 0.11 0.05 0.34 0.14 0.41 0.15 0.13 0.07 0.18 0.55 0.76 0.96 0.97 0.35 0.28 0.73 0.96 0.27 0.70 0.83 0.96 0.59 0.83 0.36 0.85 0.60 0.50 0.97 0.16 0.20 0.11 0.09 0.75 0.26 0.08 0.82 0.71 0.62 0.02 0.34 ]
[0.96 0.43 0.40 0.04 0.11 0.94 0.27 1.00 0.31 0.71 0.62 0.64 0.73 0.87 0.74 0.18 0.29 0.99 0.83 0.15 0.91 0.05 0.19 0.42 0.13 0.60 0.30 0.43 0.69 0.98 0.94 0.50 0.10 0.02 0.28 0.11 0.04 0.41 0.70 0.28 0.35 0.48 0.73 0.80 0.72 0.36 0.14 0.71 0.15 0.55 0.13 ]
[0.05 0.42 0.79 0.23 0.09 0.68 0.47 0.31 1.00 0.34 0.72 0.19 0.14 0.66 0.24 0.65 0.24 0.83 0.20 0.79 0.08 0.53 0.50 0.25 0.84 0.17 0.99 0.96 0.10 0.84 0.70 0.30 0.89 0.85 0.94 0.72 0.82 0.31 0.78 0.90 0.28 0.48 0.07 0.74 0.04 0.58 0.33 0.25 0.21 0.50 0.90 ]
[0.92 0.88 0.26 0.01 0.00 0.59 0.04 0.71 0.34 1.00 0.48 0.25 1.00 0.23 0.39 0.79 0.84 0.66 0.36 0.00 0.90 0.77 0.31 0.65 0.69 0.83 0.03 0.70 0.17 0.01 0.27 0.29 0.76 0.74 0.79 0.08 0.16 0.13 0.12 0.62 0.74 0.80 0.85 0.70 0.16 0.72 0.49 0.09 0.24 0.63 0.98 ]
[0.56 0.65 0.49 0.41 0.93 0.28 0.86 0.62 0.72 0.48 1.00 0.96 0.71 0.89 0.69 0.35 0.50 0.02 0.96 0.88 0.86 0.51 0.41 0.33 0.28 0.26 0.77 0.22 0.21 0.13 0.30 0.18 0.90 0.61 0.04 0.27 0.10 0.69 0.49 0.51 0.23 0.93 0.12 0.23 0.08 0.85 0.66 0.43 0.27 0.17 0.29 ]
[0.91 0.11 0.72 0.70 0.87 0.02 0.11 0.64 0.19 0.25 0.96 1.00 0.66 0.29 0.35 0.84 0.41 0.78 0.94 0.42 0.26 0.96 0.21 0.31 0.32 0.55 0.16 0.18 0.83 0.17 0.20 0.05 0.39 0.36 0.40 0.13 0.19 0.97 0.12 0.56 0.74 0.73 0.01 0.21 0.50 0.61 0.37 0.97 0.15 0.99 0.34 ]
[0.86 0.98 0.71 0.78 0.68 0.01 0.05 0.73 0.14 1.00 0.71 0.66 1.00 0.86 0.05 0.39 0.67 0.91 0.98 0.45 0.42 0.37 0.66 0.22 0.75 0.63 0.96 0.60 0.62 0.86 0.33 0.29 0.96 0.48 0.57 0.65 0.72 0.13 0.95 0.21 0.74 0.07 0.69 0.80 1.00 0.63 0.72 0.89 0.75 0.30 0.15 ]
[0.37 0.01 0.65 0.50 0.64 0.61 0.34 0.87 0.66 0.23 0.89 0.29 0.86 1.00 0.12 0.04 0.33 0.21 0.20 0.53 0.63 0.19 0.96 0.71 0.03 0.89 0.12 0.30 0.06 0.97 0.43 0.93 0.52 0.37 0.34 0.67 0.36 0.35 0.81 0.40 0.54 0.50 0.27 0.58 0.42 0.96 0.20 0.75 0.07 0.22 0.22 ]
[0.61 0.82 0.04 0.62 0.16 0.08 0.14 0.74 0.24 0.39 0.69 0.35 0.05 0.12 1.00 0.53 0.63 0.08 0.96 0.68 0.93 0.64 0.22 0.71 0.80 0.16 0.22 0.53 0.80 0.81 0.24 0.36 0.35 0.57 0.55 0.39 0.34 0.20 0.06 0.75 0.82 0.71 0.18 0.41 0.04 0.42 0.95 0.63 0.92 0.54 0.85 ]
[0.18 0.77 0.89 0.90 0.47 0.31 0.41 0.18 0.65 0.79 0.35 0.84 0.39 0.04 0.53 1.00 0.52 0.88 0.05 0.90 0.88 0.54 0.44 0.27 0.55 0.91 0.53 0.93 0.69 0.72 0.05 0.53 0.02 0.11 0.61 0.91 0.90 0.84 0.34 0.45 0.29 0.96 0.17 0.59 0.01 0.03 0.10 0.65 0.36 0.99 0.02 ]
[0.18 0.82 0.51 0.27 0.57 0.30 0.15 0.29 0.24 0.84 0.50 0.41 0.67 0.33 0.63 0.52 1.00 0.17 0.55 0.45 0.79 0.67 0.22 0.83 0.50 0.41 0.10 0.55 0.33 0.53 0.06 0.79 0.35 0.59 0.39 0.83 0.53 0.34 0.87 0.60 0.05 0.38 0.10 0.80 0.82 0.35 0.57 0.47 0.04 0.60 0.37 ]
[0.58 0.74 0.39 0.16 0.04 0.93 0.13 0.99 0.83 0.66 0.02 0.78 0.91 0.21 0.08 0.88 0.17 1.00 0.22 0.81 0.15 0.89 0.57 0.51 0.99 0.60 0.45 0.39 0.11 0.06 0.94 0.52 0.36 0.90 0.80 0.82 0.01 0.97 0.59 0.50 0.42 0.31 0.50 0.56 0.28 0.74 0.21 0.60 0.53 0.07 0.66 ]
[0.59 0.61 0.90 0.60 0.98 0.29 0.07 0.83 0.20 0.36 0.96 0.94 0.98 0.20 0.96 0.05 0.55 0.22 1.00 0.66 0.31 0.89 0.27 0.05 0.00 0.49 0.37 0.47 0.47 0.10 0.74 0.11 0.53 0.36 0.59 0.04 0.38 0.78 0.96 0.46 0.09 0.26 0.32 0.02 0.14 0.23 0.81 0.03 0.34 0.24 0.35 ]
[0.01 0.09 0.34 0.94 0.79 0.17 0.18 0.15 0.79 0.00 0.88 0.42 0.45 0.53 0.68 0.90 0.45 0.81 0.66 1.00 0.14 0.16 0.28 0.79 0.94 0.42 0.85 0.41 0.36 0.73 0.66 0.42 0.11 0.14 0.44 0.27 0.36 0.06 0.07 0.06 0.76 0.75 0.20 0.46 0.86 0.74 0.71 0.69 0.27 0.81 0.60 ]
[0.37 0.35 0.77 0.14 0.22 0.38 0.55 0.91 0.08 0.90 0.86 0.26 0.42 0.63 0.93 0.88 0.79 0.15 0.31 0.14 1.00 0.40 0.27 0.03 0.16 0.50 0.93 0.24 0.35 0.96 0.09 0.08 0.33 0.48 0.13 0.85 0.00 0.45 0.27 0.50 0.43 0.82 0.90 0.78 0.69 0.57 0.64 0.41 0.66 0.40 0.27 ]
