D = 2;
n = [ 4 4 ];
N = 23;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.76 0.97 0.75 0.90 0.62 0.64 0.40 0.59 0.16 0.73 0.71 0.51 0.64 0.64 0.78 0.39 0.53 0.76 0.71 0.50 0.29 0.73 ]
[0.76 1.00 0.01 0.02 0.97 0.91 0.52 0.78 0.62 0.85 0.37 0.77 0.10 0.46 0.78 0.10 0.65 0.82 0.32 0.15 0.66 0.95 0.71 ]
[0.97 0.01 1.00 0.57 0.56 0.17 0.54 0.86 0.04 0.47 0.47 0.57 0.97 0.21 0.47 0.28 0.68 0.50 0.20 0.90 0.32 0.90 0.48 ]
[0.75 0.02 0.57 1.00 0.40 0.29 0.49 0.91 0.26 0.17 0.59 0.44 0.13 0.56 0.30 0.70 0.22 0.61 0.77 0.46 0.90 0.01 0.96 ]
[0.90 0.97 0.56 0.40 1.00 0.27 0.81 0.12 0.50 0.44 0.24 0.61 0.68 0.03 0.86 0.33 0.38 0.89 0.51 0.93 0.44 0.62 0.36 ]
[0.62 0.91 0.17 0.29 0.27 1.00 0.03 0.73 0.03 0.10 0.85 0.50 0.31 0.49 0.18 0.14 0.74 0.12 0.19 0.16 0.31 0.42 0.75 ]
[0.64 0.52 0.54 0.49 0.81 0.03 1.00 0.14 0.09 0.70 0.38 0.30 0.25 0.48 0.85 0.71 0.60 0.90 0.49 0.62 0.14 0.09 0.46 ]
[0.40 0.78 0.86 0.91 0.12 0.73 0.14 1.00 0.78 0.90 0.80 0.91 0.97 0.48 0.79 0.81 0.41 0.23 0.10 0.51 0.86 0.75 0.89 ]
[0.59 0.62 0.04 0.26 0.50 0.03 0.09 0.78 1.00 0.56 0.09 0.54 0.60 0.95 0.29 0.46 0.74 0.72 0.82 0.65 0.65 0.74 0.46 ]
[0.16 0.85 0.47 0.17 0.44 0.10 0.70 0.90 0.56 1.00 0.99 0.41 0.12 0.35 0.73 0.76 0.19 0.63 0.51 0.09 0.53 0.84 0.71 ]
[0.73 0.37 0.47 0.59 0.24 0.85 0.38 0.80 0.09 0.99 1.00 0.66 0.05 0.68 0.57 0.05 0.07 0.81 0.16 0.18 0.72 0.11 0.01 ]
[0.71 0.77 0.57 0.44 0.61 0.50 0.30 0.91 0.54 0.41 0.66 1.00 0.75 0.14 0.54 0.55 0.83 0.65 0.20 0.06 0.27 0.30 0.03 ]
[0.51 0.10 0.97 0.13 0.68 0.31 0.25 0.97 0.60 0.12 0.05 0.75 1.00 0.32 0.48 0.14 0.96 0.66 0.41 0.96 0.79 0.18 0.53 ]
[0.64 0.46 0.21 0.56 0.03 0.49 0.48 0.48 0.95 0.35 0.68 0.14 0.32 1.00 0.82 0.85 0.69 0.44 0.88 0.16 0.50 0.41 0.08 ]
[0.64 0.78 0.47 0.30 0.86 0.18 0.85 0.79 0.29 0.73 0.57 0.54 0.48 0.82 1.00 0.78 0.25 0.32 0.61 0.31 0.51 0.41 0.14 ]
[0.78 0.10 0.28 0.70 0.33 0.14 0.71 0.81 0.46 0.76 0.05 0.55 0.14 0.85 0.78 1.00 0.37 0.55 0.89 0.83 0.57 0.11 0.75 ]
[0.39 0.65 0.68 0.22 0.38 0.74 0.60 0.41 0.74 0.19 0.07 0.83 0.96 0.69 0.25 0.37 1.00 0.71 0.13 0.74 0.29 0.32 0.44 ]
[0.53 0.82 0.50 0.61 0.89 0.12 0.90 0.23 0.72 0.63 0.81 0.65 0.66 0.44 0.32 0.55 0.71 1.00 0.34 0.73 0.82 0.80 0.99 ]
[0.76 0.32 0.20 0.77 0.51 0.19 0.49 0.10 0.82 0.51 0.16 0.20 0.41 0.88 0.61 0.89 0.13 0.34 1.00 0.58 0.12 0.66 0.84 ]
[0.71 0.15 0.90 0.46 0.93 0.16 0.62 0.51 0.65 0.09 0.18 0.06 0.96 0.16 0.31 0.83 0.74 0.73 0.58 1.00 0.02 0.36 0.29 ]
[0.50 0.66 0.32 0.90 0.44 0.31 0.14 0.86 0.65 0.53 0.72 0.27 0.79 0.50 0.51 0.57 0.29 0.82 0.12 0.02 1.00 0.30 0.34 ]
[0.29 0.95 0.90 0.01 0.62 0.42 0.09 0.75 0.74 0.84 0.11 0.30 0.18 0.41 0.41 0.11 0.32 0.80 0.66 0.36 0.30 1.00 0.77 ]
[0.73 0.71 0.48 0.96 0.36 0.75 0.46 0.89 0.46 0.71 0.01 0.03 0.53 0.08 0.14 0.75 0.44 0.99 0.84 0.29 0.34 0.77 1.00 ]
];
