D = 4;
n = [ 4 4 4 4 ];
N = 25;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.01 0.01 0.34 0.56 0.11 0.11 0.37 0.73 0.27 0.56 0.34 0.16 0.56 0.15 0.49 0.18 0.82 0.17 0.91 0.93 0.22 0.65 0.76 0.57 ]
[0.01 1.00 0.72 0.51 0.65 0.64 0.42 0.00 0.50 0.70 0.78 0.77 0.08 0.17 0.71 0.89 0.08 0.23 0.39 0.86 0.59 0.96 0.73 0.54 0.58 ]
[0.01 0.72 1.00 0.61 0.01 0.02 0.83 0.83 0.16 0.37 0.60 0.30 0.56 0.30 0.38 0.52 0.83 0.91 0.79 0.43 0.46 0.50 0.20 0.34 0.53 ]
[0.34 0.51 0.61 1.00 0.88 0.97 0.91 0.92 0.46 0.36 0.35 0.49 0.84 0.13 0.56 0.38 0.88 0.85 0.02 0.41 0.15 0.03 0.22 0.86 0.16 ]
[0.56 0.65 0.01 0.88 1.00 0.17 0.87 0.96 0.73 0.70 0.90 0.20 0.51 0.35 0.51 0.70 0.40 0.79 0.90 0.52 0.96 0.14 0.94 0.23 0.06 ]
[0.11 0.64 0.02 0.97 0.17 1.00 0.17 0.97 0.25 0.89 0.64 0.11 0.77 0.62 0.64 0.64 0.98 0.82 0.45 0.99 0.57 0.69 0.10 0.08 0.02 ]
[0.11 0.42 0.83 0.91 0.87 0.17 1.00 0.38 0.71 0.41 0.02 0.60 0.48 0.95 0.52 0.69 0.18 0.10 0.55 0.45 0.74 0.12 0.97 0.18 0.98 ]
[0.37 0.00 0.83 0.92 0.96 0.97 0.38 1.00 0.75 0.83 0.69 0.79 0.80 0.92 0.80 0.01 0.09 0.89 0.53 0.22 0.78 0.36 0.46 0.43 0.92 ]
[0.73 0.50 0.16 0.46 0.73 0.25 0.71 0.75 1.00 0.54 0.01 0.07 0.94 0.44 1.00 0.25 0.97 0.00 0.90 0.79 0.11 0.49 0.31 0.33 0.34 ]
[0.27 0.70 0.37 0.36 0.70 0.89 0.41 0.83 0.54 1.00 0.70 0.12 0.55 0.26 0.18 0.77 0.68 0.95 0.12 0.34 0.35 0.71 0.55 0.16 0.05 ]
[0.56 0.78 0.60 0.35 0.90 0.64 0.02 0.69 0.01 0.70 1.00 0.89 0.55 0.08 0.63 0.00 0.57 0.72 0.39 0.96 0.26 0.52 0.67 0.68 0.87 ]
[0.34 0.77 0.30 0.49 0.20 0.11 0.60 0.79 0.07 0.12 0.89 1.00 0.70 0.20 0.96 0.73 0.20 0.26 0.83 0.71 0.76 0.74 0.39 0.81 0.58 ]
[0.16 0.08 0.56 0.84 0.51 0.77 0.48 0.80 0.94 0.55 0.55 0.70 1.00 0.86 0.82 0.62 0.34 0.33 0.89 0.88 0.13 0.78 0.80 0.18 0.26 ]
[0.56 0.17 0.30 0.13 0.35 0.62 0.95 0.92 0.44 0.26 0.08 0.20 0.86 1.00 0.77 0.41 0.87 0.53 0.56 0.66 0.32 0.85 0.15 0.08 0.28 ]
[0.15 0.71 0.38 0.56 0.51 0.64 0.52 0.80 1.00 0.18 0.63 0.96 0.82 0.77 1.00 0.56 0.70 0.68 0.56 0.68 0.86 0.55 0.94 0.21 0.43 ]
[0.49 0.89 0.52 0.38 0.70 0.64 0.69 0.01 0.25 0.77 0.00 0.73 0.62 0.41 0.56 1.00 0.05 0.04 0.92 0.10 0.68 0.16 0.37 0.71 0.99 ]
[0.18 0.08 0.83 0.88 0.40 0.98 0.18 0.09 0.97 0.68 0.57 0.20 0.34 0.87 0.70 0.05 1.00 0.99 0.31 0.46 0.00 0.52 0.28 0.23 0.71 ]
[0.82 0.23 0.91 0.85 0.79 0.82 0.10 0.89 0.00 0.95 0.72 0.26 0.33 0.53 0.68 0.04 0.99 1.00 0.24 0.62 0.17 0.33 0.38 0.57 0.60 ]
[0.17 0.39 0.79 0.02 0.90 0.45 0.55 0.53 0.90 0.12 0.39 0.83 0.89 0.56 0.56 0.92 0.31 0.24 1.00 0.66 0.02 0.01 0.17 0.16 0.54 ]
[0.91 0.86 0.43 0.41 0.52 0.99 0.45 0.22 0.79 0.34 0.96 0.71 0.88 0.66 0.68 0.10 0.46 0.62 0.66 1.00 0.25 0.48 0.75 0.49 0.25 ]
[0.93 0.59 0.46 0.15 0.96 0.57 0.74 0.78 0.11 0.35 0.26 0.76 0.13 0.32 0.86 0.68 0.00 0.17 0.02 0.25 1.00 0.30 0.06 0.29 0.81 ]
[0.22 0.96 0.50 0.03 0.14 0.69 0.12 0.36 0.49 0.71 0.52 0.74 0.78 0.85 0.55 0.16 0.52 0.33 0.01 0.48 0.30 1.00 0.57 0.86 0.28 ]
[0.65 0.73 0.20 0.22 0.94 0.10 0.97 0.46 0.31 0.55 0.67 0.39 0.80 0.15 0.94 0.37 0.28 0.38 0.17 0.75 0.06 0.57 1.00 0.02 0.99 ]
[0.76 0.54 0.34 0.86 0.23 0.08 0.18 0.43 0.33 0.16 0.68 0.81 0.18 0.08 0.21 0.71 0.23 0.57 0.16 0.49 0.29 0.86 0.02 1.00 0.03 ]
[0.57 0.58 0.53 0.16 0.06 0.02 0.98 0.92 0.34 0.05 0.87 0.58 0.26 0.28 0.43 0.99 0.71 0.60 0.54 0.25 0.81 0.28 0.99 0.03 1.00 ]
];
