D = 2;
n = [ 2 2 ];
N = 56;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.50 0.16 0.87 0.06 0.48 0.28 0.65 0.82 0.86 0.50 0.29 0.27 0.16 0.46 0.27 0.27 0.23 0.66 0.72 0.00 0.21 0.05 0.76 0.34 0.13 0.14 0.37 0.21 0.61 0.73 0.88 0.70 0.00 0.47 0.68 0.49 0.60 0.99 0.92 0.07 0.41 0.94 0.04 0.32 0.34 0.05 0.93 0.14 0.26 0.25 0.93 0.22 0.11 0.89 0.50 ]
[0.50 1.00 0.90 0.45 0.42 0.59 0.53 0.86 0.78 0.86 0.72 0.96 0.42 0.54 0.16 0.01 0.51 0.60 0.01 0.97 0.09 0.86 0.91 0.41 0.27 0.07 0.34 0.03 0.76 0.41 0.68 0.16 0.17 0.76 0.44 0.25 0.16 0.48 0.03 0.84 0.15 0.06 0.77 0.22 0.98 0.50 0.79 0.25 0.29 0.70 0.56 0.98 0.88 0.70 0.49 0.07 ]
[0.16 0.90 1.00 0.75 0.04 0.56 0.66 0.15 0.61 0.88 0.93 0.86 0.78 0.47 0.39 0.53 0.99 0.13 0.76 0.23 0.11 0.03 0.56 0.25 0.88 0.47 0.17 0.92 0.42 0.34 0.20 0.48 0.12 0.25 0.22 0.62 0.12 0.30 0.38 0.48 0.58 0.13 0.23 0.82 0.08 0.40 0.77 0.81 0.38 0.34 0.33 0.90 0.78 0.02 0.76 0.30 ]
[0.87 0.45 0.75 1.00 0.60 0.89 0.99 0.98 0.04 0.35 0.88 0.77 0.82 0.75 0.61 0.05 0.08 0.56 0.04 0.98 0.54 0.89 0.64 0.84 0.59 0.05 0.05 0.38 0.35 0.71 0.97 0.09 0.41 0.54 0.15 0.57 0.89 0.81 0.05 0.86 0.92 0.62 0.48 0.73 0.90 0.90 0.57 0.50 0.20 0.33 0.11 0.07 0.33 0.11 0.99 0.10 ]
[0.06 0.42 0.04 0.60 1.00 0.04 0.71 0.76 0.82 0.86 0.92 0.02 0.90 0.77 0.01 0.53 0.10 0.00 0.26 0.57 0.37 0.34 0.13 0.68 0.60 0.19 0.41 0.98 0.43 0.28 0.78 0.18 0.39 0.63 0.81 0.60 0.26 0.40 0.91 0.27 0.66 0.80 0.89 0.73 0.52 0.46 0.42 0.79 0.80 0.41 0.96 0.01 0.77 0.96 0.19 0.93 ]
[0.48 0.59 0.56 0.89 0.04 1.00 0.54 0.04 0.94 0.31 0.59 0.01 0.13 0.30 0.26 0.22 0.79 0.53 0.28 0.34 0.61 0.55 0.76 0.76 0.98 0.55 0.49 0.67 0.55 0.43 0.91 0.17 0.43 0.06 0.94 0.03 0.58 0.79 0.21 0.31 0.79 0.44 0.95 0.28 0.45 0.40 0.93 0.87 0.22 0.17 0.33 0.25 0.80 0.05 0.83 0.96 ]
[0.28 0.53 0.66 0.99 0.71 0.54 1.00 0.31 0.36 0.11 0.83 0.66 0.42 0.17 0.15 0.66 0.68 0.13 0.45 0.15 0.19 0.10 0.99 0.36 0.63 0.64 0.41 0.50 0.02 0.79 0.17 0.98 0.80 0.80 0.46 0.34 0.83 0.53 0.02 0.75 0.23 0.63 0.61 0.34 0.05 0.88 0.47 0.56 0.83 0.87 0.65 0.81 0.66 0.75 0.33 0.85 ]
[0.65 0.86 0.15 0.98 0.76 0.04 0.31 1.00 0.19 0.60 0.36 0.54 0.88 0.51 0.72 0.89 0.34 0.94 0.58 0.64 0.72 0.97 0.33 0.30 0.71 0.74 0.70 0.81 0.39 0.84 0.44 0.80 0.57 0.11 0.84 0.11 0.88 0.99 0.09 0.35 0.25 0.47 0.98 0.95 0.44 0.82 0.53 0.68 0.42 0.78 0.67 0.42 0.53 0.03 0.76 0.60 ]
[0.82 0.78 0.61 0.04 0.82 0.94 0.36 0.19 1.00 0.46 1.00 0.65 0.54 0.71 0.74 0.62 0.51 0.59 0.69 0.06 0.44 0.55 0.54 0.19 0.21 0.39 0.60 0.47 0.86 0.40 0.68 0.84 0.07 0.51 0.23 0.04 0.21 0.15 0.95 0.59 0.94 0.39 0.01 0.67 0.74 0.33 0.48 0.32 0.12 0.50 0.46 0.80 0.66 0.84 0.29 0.81 ]
[0.86 0.86 0.88 0.35 0.86 0.31 0.11 0.60 0.46 1.00 0.70 0.15 0.09 0.69 0.02 0.60 0.65 0.87 0.91 0.41 0.58 0.16 0.31 0.44 0.31 0.48 0.09 0.71 0.93 0.02 0.25 0.73 0.15 0.96 0.76 0.77 0.43 0.97 0.17 0.78 0.36 0.08 0.55 0.49 0.08 0.74 0.99 0.16 0.74 0.63 0.15 0.63 0.86 0.36 0.27 0.72 ]
[0.50 0.72 0.93 0.88 0.92 0.59 0.83 0.36 1.00 0.70 1.00 0.50 0.99 0.31 0.94 0.51 0.19 0.21 0.44 0.52 0.46 0.92 0.61 0.08 0.40 0.39 0.45 0.10 0.88 0.20 0.08 0.78 0.11 0.07 0.32 0.60 0.35 0.72 0.76 0.93 0.47 0.82 0.88 0.01 0.18 0.55 0.24 0.53 0.98 0.35 0.62 0.14 0.71 0.98 0.83 0.27 ]
[0.29 0.96 0.86 0.77 0.02 0.01 0.66 0.54 0.65 0.15 0.50 1.00 0.61 0.25 0.55 0.77 1.00 0.32 0.47 0.28 0.76 0.46 0.25 0.02 0.90 0.20 0.01 0.36 0.01 0.55 0.33 0.02 0.98 0.14 0.26 0.90 0.19 0.63 0.98 0.48 0.73 0.91 0.27 0.90 0.00 0.09 0.17 1.00 0.46 0.64 0.91 0.05 0.52 0.77 0.22 0.20 ]
[0.27 0.42 0.78 0.82 0.90 0.13 0.42 0.88 0.54 0.09 0.99 0.61 1.00 0.06 0.94 0.37 0.51 0.37 0.70 0.11 0.36 0.19 0.89 0.20 0.91 0.51 0.42 0.23 0.99 0.20 0.21 0.09 0.90 0.30 0.69 0.97 0.70 0.37 0.42 0.21 0.66 0.87 0.30 0.41 0.12 0.03 0.94 0.86 0.64 0.41 0.85 0.24 0.05 0.73 0.97 0.22 ]
