D = 6;
n = [ 4 4 4 4 4 4 ];
N = 54;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.24 0.20 0.06 1.00 0.03 0.47 0.68 0.71 0.76 0.87 0.29 0.61 0.78 0.85 0.84 0.93 0.44 0.07 0.12 1.00 0.97 0.10 0.78 0.86 0.75 0.69 0.51 0.83 0.25 0.88 0.58 0.54 0.35 0.53 0.73 0.95 0.92 0.27 0.96 0.03 0.09 0.70 0.34 0.17 0.26 0.99 0.36 0.51 0.44 0.55 0.07 0.72 0.96 ]
[0.24 1.00 0.98 0.51 0.26 0.52 0.05 0.39 0.95 0.72 0.25 0.03 0.81 0.04 0.85 0.90 0.64 0.25 0.12 0.26 0.61 0.17 0.92 0.85 0.14 0.71 0.01 0.71 0.54 0.70 0.49 0.34 0.34 0.13 0.08 0.33 0.28 0.91 0.13 0.46 0.78 0.50 0.89 0.13 0.12 0.46 0.27 0.54 0.08 0.82 0.92 0.48 0.63 0.85 ]
[0.20 0.98 1.00 0.18 0.93 0.58 0.76 0.31 0.78 0.48 0.18 0.29 0.98 0.40 0.50 0.49 0.96 0.26 0.71 0.58 0.33 0.46 0.39 0.47 1.00 0.04 0.48 0.59 0.56 0.22 0.06 0.72 0.99 0.88 0.84 0.99 0.90 0.86 0.40 0.95 0.27 0.10 0.75 0.62 0.51 0.61 0.75 0.85 0.38 0.95 0.41 0.47 0.85 0.46 ]
[0.06 0.51 0.18 1.00 0.99 0.27 0.27 0.29 0.98 0.45 0.34 0.22 0.50 0.50 0.24 0.67 0.39 0.22 0.78 0.06 0.08 0.52 0.27 0.18 0.73 0.08 0.52 0.94 0.23 0.90 0.56 0.76 0.52 0.52 0.31 0.35 0.11 0.72 0.99 0.64 0.36 0.74 0.45 0.64 0.29 0.70 0.34 0.50 0.20 0.12 0.80 0.50 0.54 0.28 ]
[1.00 0.26 0.93 0.99 1.00 0.35 0.27 0.32 0.74 0.19 0.67 0.50 0.43 0.82 0.92 0.23 0.80 0.19 0.43 0.59 0.55 0.95 0.89 0.44 0.35 0.06 0.44 0.00 0.06 0.24 0.95 0.48 0.51 0.13 0.01 0.87 0.57 0.71 0.19 0.52 0.77 0.13 0.19 0.71 0.72 0.15 0.40 0.91 0.19 0.30 0.49 0.68 0.67 0.83 ]
[0.03 0.52 0.58 0.27 0.35 1.00 0.85 0.47 0.06 0.04 1.00 0.93 0.87 0.20 0.98 0.27 0.37 0.70 0.25 0.35 0.37 0.53 0.68 0.23 0.91 0.34 0.32 0.13 0.02 0.03 0.45 0.37 0.03 0.65 0.02 0.72 0.38 0.70 0.50 0.82 0.86 0.56 0.50 0.01 0.74 1.00 0.26 0.08 0.62 0.95 0.57 0.11 0.86 0.48 ]
[0.47 0.05 0.76 0.27 0.27 0.85 1.00 0.79 0.86 0.12 0.20 0.93 0.91 0.54 0.95 0.72 0.38 0.65 0.64 0.86 0.42 0.08 0.58 0.30 0.03 0.11 0.43 0.59 0.58 0.13 0.28 0.60 0.06 0.12 0.14 0.52 0.59 0.27 0.88 0.16 0.18 0.88 0.65 0.26 0.25 0.01 0.00 0.64 0.06 0.35 0.87 0.12 0.07 0.03 ]
[0.68 0.39 0.31 0.29 0.32 0.47 0.79 1.00 0.48 0.80 0.17 0.13 0.48 0.45 0.48 0.86 0.73 0.70 0.19 0.26 0.84 0.64 0.33 0.37 0.83 0.14 0.88 0.09 0.86 0.23 0.68 0.37 0.57 0.12 0.83 0.07 0.13 0.95 0.00 0.40 0.15 0.33 0.06 0.43 0.44 0.14 0.37 0.79 0.84 0.21 0.11 0.43 0.50 0.17 ]
[0.71 0.95 0.78 0.98 0.74 0.06 0.86 0.48 1.00 0.17 0.01 0.29 0.63 0.15 0.48 0.34 0.78 0.36 0.82 0.87 0.21 0.75 0.76 0.09 0.28 0.38 0.65 0.17 0.72 0.75 0.58 0.05 0.63 0.42 0.34 0.95 0.43 0.13 0.86 0.46 0.78 0.17 0.74 0.11 0.48 0.91 0.34 0.84 0.94 0.11 0.31 0.75 0.43 0.20 ]
[0.76 0.72 0.48 0.45 0.19 0.04 0.12 0.80 0.17 1.00 0.10 0.65 0.63 0.89 0.26 0.97 0.21 0.40 0.06 0.14 0.96 0.14 0.91 0.11 0.67 0.72 0.38 0.87 0.98 0.95 0.94 0.31 0.81 0.01 0.27 0.57 0.74 0.24 0.11 0.19 0.90 0.58 0.47 0.12 0.80 0.27 0.67 0.28 0.16 0.43 0.54 0.40 0.40 0.62 ]
