D = 6;
n = [ 3 3 3 3 3 3 ];
N = 36;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 ];
m = [
[1.00 0.76 0.13 0.05 0.89 0.80 0.04 0.29 0.22 0.21 0.99 0.36 0.72 0.21 0.85 0.71 0.11 0.70 0.10 0.50 0.43 0.94 0.42 0.10 0.74 0.32 0.87 0.06 0.97 0.12 0.51 0.85 0.25 0.13 0.58 0.00 ]
[0.76 1.00 0.35 0.29 0.38 0.37 0.42 0.91 0.50 0.29 0.99 0.16 0.36 0.90 0.90 0.56 0.37 0.60 0.28 0.02 0.32 0.01 0.27 0.20 0.41 0.27 0.22 0.57 0.19 0.85 0.49 0.37 0.17 0.10 0.74 0.02 ]
[0.13 0.35 1.00 0.86 0.14 0.61 0.48 0.49 0.58 0.41 0.55 0.15 0.64 0.30 0.69 0.22 0.89 0.39 0.27 0.56 0.35 0.85 0.64 0.72 0.91 0.58 0.65 0.12 0.02 0.15 0.02 0.44 0.28 0.72 0.39 0.52 ]
[0.05 0.29 0.86 1.00 0.85 0.15 0.76 0.25 0.75 0.28 0.96 0.12 0.86 0.99 0.60 0.51 0.51 0.64 0.50 0.03 0.13 0.33 0.27 0.92 0.35 0.97 0.57 0.02 0.44 0.03 0.40 0.38 0.90 0.39 0.69 0.67 ]
[0.89 0.38 0.14 0.85 1.00 0.93 0.72 0.38 0.95 0.28 0.61 0.86 0.64 0.80 0.40 0.99 0.60 0.15 0.20 0.38 0.12 0.06 0.14 0.53 1.00 0.69 0.07 0.20 0.08 0.12 0.29 0.75 0.30 0.09 0.11 0.03 ]
[0.80 0.37 0.61 0.15 0.93 1.00 0.33 0.22 0.29 0.36 0.93 0.68 0.45 0.47 0.58 0.94 0.35 0.29 0.27 0.22 0.23 0.58 0.42 0.05 0.60 0.78 0.56 0.08 0.94 0.23 0.74 0.00 0.66 0.91 0.34 0.12 ]
[0.04 0.42 0.48 0.76 0.72 0.33 1.00 0.22 0.20 0.40 0.94 0.25 0.02 0.67 0.80 0.29 0.44 0.52 0.94 0.21 0.02 0.24 0.81 0.94 0.15 0.41 0.56 0.69 0.79 0.26 0.38 0.33 0.74 0.58 0.86 0.11 ]
[0.29 0.91 0.49 0.25 0.38 0.22 0.22 1.00 0.33 0.48 0.81 0.85 0.42 0.44 0.61 0.60 0.51 0.04 0.31 0.90 0.06 0.15 0.66 0.09 0.37 0.43 0.25 0.58 0.77 0.20 0.24 0.89 0.56 0.18 0.89 0.70 ]
[0.22 0.50 0.58 0.75 0.95 0.29 0.20 0.33 1.00 0.59 0.07 0.28 0.84 0.81 0.35 0.92 0.85 0.57 0.24 0.50 0.76 0.87 0.08 0.94 0.44 0.23 0.08 0.15 0.47 0.20 0.06 0.10 0.21 0.03 0.37 0.02 ]
[0.21 0.29 0.41 0.28 0.28 0.36 0.40 0.48 0.59 1.00 0.83 0.53 0.22 0.89 0.59 0.19 0.53 0.28 0.55 0.00 0.13 0.90 0.04 0.82 0.53 0.74 0.61 0.94 0.97 0.12 0.84 0.03 0.91 0.43 0.97 0.50 ]
