D = 4;
n = [ 3 3 3 3 ];
N = 51;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.24 0.38 0.58 0.85 0.73 0.21 0.85 0.12 0.08 0.52 0.01 0.68 0.68 0.33 0.74 0.59 0.05 0.88 0.62 0.93 0.85 0.53 0.22 0.92 0.14 0.09 0.60 0.89 0.36 0.94 0.85 0.16 0.04 0.70 0.70 0.28 0.45 0.78 0.11 0.42 0.98 0.66 0.26 0.78 0.81 0.55 0.99 0.91 0.48 0.60 ]
[0.24 1.00 0.02 0.63 0.01 0.10 0.21 0.90 0.48 0.52 0.74 0.06 0.33 0.99 0.92 0.43 0.65 0.39 0.79 0.54 0.90 0.55 0.70 0.09 0.06 0.68 0.63 0.84 0.97 0.69 0.40 0.45 0.22 0.16 0.23 0.38 0.56 0.35 0.71 0.18 0.69 0.51 0.33 0.24 0.84 0.02 0.69 0.71 0.70 0.28 0.29 ]
[0.38 0.02 1.00 0.67 0.35 0.17 0.89 0.21 0.41 0.44 0.75 0.97 0.20 0.91 0.03 0.40 0.61 0.26 0.25 0.89 0.97 0.38 0.96 0.12 0.81 0.19 0.93 0.81 0.75 0.43 0.39 0.78 0.14 0.44 0.73 0.16 0.32 0.54 0.69 0.44 0.60 0.61 0.50 0.24 0.17 0.76 0.68 0.66 0.30 0.68 0.40 ]
[0.58 0.63 0.67 1.00 0.72 0.71 0.28 0.69 0.87 0.89 0.67 0.02 0.29 0.06 0.34 0.83 0.41 0.96 0.69 0.78 0.56 0.83 0.16 0.73 0.16 0.32 0.30 0.38 0.42 0.32 0.75 0.55 0.91 0.83 0.63 0.97 0.66 0.71 0.76 0.24 0.96 0.10 0.98 0.59 0.87 0.72 0.59 0.09 0.87 0.88 0.81 ]
[0.85 0.01 0.35 0.72 1.00 0.46 0.21 0.46 0.70 0.94 0.29 0.66 0.63 0.06 0.16 0.15 0.75 0.71 0.36 0.15 0.09 0.27 0.83 0.40 0.69 0.82 0.33 0.20 0.49 0.70 0.14 0.37 0.60 0.58 0.65 0.77 0.78 0.94 0.75 0.70 0.76 0.76 0.03 0.92 0.47 0.29 0.62 0.43 0.59 0.84 0.05 ]
[0.73 0.10 0.17 0.71 0.46 1.00 0.66 0.91 0.85 0.58 0.83 0.08 0.98 0.96 0.19 0.25 0.30 0.68 0.01 0.14 0.60 0.42 0.03 0.31 0.69 0.27 0.32 0.05 0.77 0.98 0.11 0.44 0.47 0.74 0.03 0.20 0.24 0.18 0.94 0.98 0.95 0.70 0.83 0.60 0.17 0.88 0.73 0.68 0.31 0.56 0.59 ]
[0.21 0.21 0.89 0.28 0.21 0.66 1.00 0.35 0.64 0.48 0.51 0.94 0.71 0.85 0.81 0.30 0.36 0.70 0.76 0.86 0.46 0.35 0.72 0.67 0.10 0.79 0.18 0.20 0.19 0.02 0.11 0.76 0.87 0.88 0.60 0.13 0.72 0.11 0.90 0.41 0.02 0.24 0.56 0.18 0.56 0.93 0.97 0.98 0.48 0.36 0.83 ]
[0.85 0.90 0.21 0.69 0.46 0.91 0.35 1.00 0.62 0.95 0.84 0.56 0.33 0.53 0.82 0.37 0.60 0.69 0.50 0.41 0.15 0.66 0.89 0.25 0.58 0.24 0.72 0.79 0.82 0.17 0.88 0.31 0.83 0.29 0.84 0.03 0.53 0.98 0.99 0.74 0.45 0.12 0.86 0.05 0.19 0.71 0.35 0.71 0.01 0.84 0.04 ]
[0.12 0.48 0.41 0.87 0.70 0.85 0.64 0.62 1.00 0.23 0.35 0.24 0.13 0.69 0.24 0.05 0.48 0.49 0.06 0.10 0.44 0.10 0.95 0.24 0.08 0.16 0.67 0.05 0.72 0.87 0.70 0.40 0.05 0.81 0.06 0.16 0.26 0.62 0.50 0.75 0.72 0.22 0.98 0.61 0.16 0.70 0.50 0.02 0.97 0.61 0.29 ]
[0.08 0.52 0.44 0.89 0.94 0.58 0.48 0.95 0.23 1.00 0.51 0.22 0.03 0.87 0.95 0.15 0.83 0.69 0.48 0.42 0.93 0.41 0.49 0.62 0.39 0.34 0.83 0.48 0.10 0.25 0.93 0.82 0.20 0.98 0.62 0.84 0.70 0.89 0.66 0.06 0.27 0.53 0.90 0.24 0.30 0.93 0.35 0.50 0.12 0.16 0.31 ]
[0.52 0.74 0.75 0.67 0.29 0.83 0.51 0.84 0.35 0.51 1.00 0.82 0.20 0.25 0.25 0.07 0.61 0.82 0.76 0.33 0.64 0.13 0.52 0.09 0.61 0.77 0.56 0.39 0.89 0.85 0.76 0.40 0.29 0.11 0.36 0.53 0.89 0.78 0.86 0.82 0.83 0.11 0.88 0.01 0.02 0.33 0.55 0.79 0.76 0.83 0.18 ]
[0.01 0.06 0.97 0.02 0.66 0.08 0.94 0.56 0.24 0.22 0.82 1.00 0.58 0.22 0.18 0.06 0.88 0.61 0.09 0.92 0.15 0.17 0.54 0.12 0.80 0.91 0.29 0.02 0.18 0.80 0.10 0.71 0.49 0.24 0.69 0.39 0.30 0.02 0.82 0.18 0.38 0.23 0.56 0.67 0.37 0.27 0.00 0.94 0.75 0.32 0.43 ]
[0.68 0.33 0.20 0.29 0.63 0.98 0.71 0.33 0.13 0.03 0.20 0.58 1.00 0.83 0.86 0.19 0.39 0.83 0.36 0.04 0.83 0.65 0.17 0.29 0.42 0.68 0.56 0.90 0.86 0.34 0.03 0.33 0.03 0.96 0.86 0.90 0.98 0.84 0.11 0.85 0.07 0.45 0.36 0.02 0.10 0.23 0.69 0.87 0.34 0.83 0.47 ]
[0.68 0.99 0.91 0.06 0.06 0.96 0.85 0.53 0.69 0.87 0.25 0.22 0.83 1.00 0.04 0.47 0.54 0.33 0.16 0.29 0.62 0.22 0.49 0.03 0.19 0.36 0.34 0.67 0.80 0.25 0.06 0.10 0.70 0.05 0.27 0.16 0.81 0.40 0.32 0.14 0.61 0.06 0.86 0.47 0.49 0.02 0.04 0.68 0.09 0.57 0.36 ]
