D = 4;
n = [ 4 4 4 4 ];
N = 21;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 4 ];
m = [
[1.00 0.45 0.69 0.40 0.83 0.83 0.76 0.90 0.43 0.08 0.59 0.55 0.28 0.08 0.05 0.56 0.34 0.37 0.07 0.15 0.13 ]
[0.45 1.00 0.36 0.12 0.11 0.84 0.59 0.59 0.91 0.67 0.10 0.72 0.70 0.53 0.54 0.66 0.80 0.58 0.28 0.59 0.69 ]
[0.69 0.36 1.00 0.15 0.92 0.81 0.54 0.05 0.86 0.71 0.25 0.22 0.67 0.76 0.69 0.66 0.48 0.36 0.56 0.06 0.70 ]
[0.40 0.12 0.15 1.00 0.46 0.03 0.98 0.50 0.62 0.17 0.59 0.55 0.47 0.63 0.87 0.58 0.40 0.08 0.09 0.53 0.54 ]
[0.83 0.11 0.92 0.46 1.00 0.52 0.84 0.57 0.69 0.38 0.81 0.06 0.10 0.90 0.61 0.27 0.24 0.02 0.80 0.42 0.06 ]
[0.83 0.84 0.81 0.03 0.52 1.00 0.76 0.72 0.44 0.50 0.81 0.07 0.02 0.95 0.21 0.50 0.40 0.93 0.23 0.98 0.90 ]
[0.76 0.59 0.54 0.98 0.84 0.76 1.00 0.12 0.76 0.39 0.18 0.66 0.33 0.36 0.24 0.56 0.20 0.47 0.65 0.26 0.87 ]
[0.90 0.59 0.05 0.50 0.57 0.72 0.12 1.00 0.87 0.11 0.43 0.10 0.94 0.03 0.92 0.50 0.31 0.85 0.50 0.10 0.21 ]
[0.43 0.91 0.86 0.62 0.69 0.44 0.76 0.87 1.00 0.07 0.50 0.18 0.19 0.18 0.30 0.41 0.56 0.92 0.41 0.65 0.41 ]
[0.08 0.67 0.71 0.17 0.38 0.50 0.39 0.11 0.07 1.00 0.55 0.17 0.90 0.16 0.15 0.18 0.11 0.21 0.59 0.10 0.23 ]
[0.59 0.10 0.25 0.59 0.81 0.81 0.18 0.43 0.50 0.55 1.00 0.61 0.06 0.68 0.50 0.95 0.02 0.29 0.42 0.96 0.89 ]
[0.55 0.72 0.22 0.55 0.06 0.07 0.66 0.10 0.18 0.17 0.61 1.00 0.63 0.19 0.73 0.46 0.94 0.67 0.45 0.20 0.71 ]
[0.28 0.70 0.67 0.47 0.10 0.02 0.33 0.94 0.19 0.90 0.06 0.63 1.00 0.54 0.52 0.71 0.10 0.00 0.28 0.62 0.00 ]
[0.08 0.53 0.76 0.63 0.90 0.95 0.36 0.03 0.18 0.16 0.68 0.19 0.54 1.00 0.84 0.37 0.63 0.81 0.62 0.11 0.07 ]
[0.05 0.54 0.69 0.87 0.61 0.21 0.24 0.92 0.30 0.15 0.50 0.73 0.52 0.84 1.00 0.79 0.59 0.15 0.52 0.80 0.59 ]
[0.56 0.66 0.66 0.58 0.27 0.50 0.56 0.50 0.41 0.18 0.95 0.46 0.71 0.37 0.79 1.00 0.87 0.16 0.35 0.17 0.08 ]
[0.34 0.80 0.48 0.40 0.24 0.40 0.20 0.31 0.56 0.11 0.02 0.94 0.10 0.63 0.59 0.87 1.00 0.91 0.44 0.66 0.35 ]
[0.37 0.58 0.36 0.08 0.02 0.93 0.47 0.85 0.92 0.21 0.29 0.67 0.00 0.81 0.15 0.16 0.91 1.00 0.81 0.86 0.61 ]
[0.07 0.28 0.56 0.09 0.80 0.23 0.65 0.50 0.41 0.59 0.42 0.45 0.28 0.62 0.52 0.35 0.44 0.81 1.00 0.76 0.62 ]
[0.15 0.59 0.06 0.53 0.42 0.98 0.26 0.10 0.65 0.10 0.96 0.20 0.62 0.11 0.80 0.17 0.66 0.86 0.76 1.00 0.93 ]
[0.13 0.69 0.70 0.54 0.06 0.90 0.87 0.21 0.41 0.23 0.89 0.71 0.00 0.07 0.59 0.08 0.35 0.61 0.62 0.93 1.00 ]
];
