D = 6;
n = [ 4 4 4 4 4 4 ];
N = 77;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.66 0.84 0.91 0.26 0.50 0.63 0.17 0.86 0.57 0.21 0.06 0.79 0.86 0.28 0.81 0.95 0.12 0.86 0.63 0.26 0.43 0.34 0.07 0.31 0.54 0.99 0.94 0.29 0.64 0.72 0.91 0.84 0.50 0.62 0.72 0.60 0.13 0.54 0.69 0.44 0.68 0.35 0.08 0.11 0.86 0.84 0.58 0.65 0.30 0.44 0.42 0.91 0.32 0.02 0.64 0.08 0.80 0.40 0.61 0.84 0.23 0.74 0.97 0.76 0.20 0.73 0.50 0.01 0.32 0.81 0.36 0.48 0.87 0.70 0.80 0.56 ]
[0.66 1.00 0.95 0.50 0.76 0.75 0.04 0.87 0.66 0.41 0.37 0.70 0.50 0.55 0.36 0.58 0.80 0.88 0.20 0.73 0.22 0.00 0.99 0.52 0.74 0.40 0.46 0.40 0.18 0.43 0.96 0.35 0.31 0.01 0.98 0.39 0.40 0.13 0.71 0.16 0.83 0.93 0.69 0.11 0.27 0.07 0.49 0.39 0.47 0.19 0.60 0.40 0.26 0.85 0.43 0.13 0.70 0.09 0.79 0.82 0.79 0.56 0.14 0.50 0.86 0.41 0.10 0.16 0.29 0.39 0.82 0.42 0.68 0.34 0.82 0.74 0.11 ]
[0.84 0.95 1.00 0.99 0.89 0.59 0.77 0.36 0.31 0.38 0.34 0.77 0.01 0.15 0.99 0.96 0.14 0.33 0.97 0.44 0.18 0.37 0.89 0.67 0.17 0.26 0.90 0.74 0.16 0.15 0.81 0.07 0.53 0.67 0.04 0.82 0.26 0.66 0.60 0.33 0.20 0.38 0.42 0.80 0.65 0.59 0.13 0.83 0.47 0.63 0.66 0.29 0.53 0.12 0.90 0.47 0.61 0.83 0.73 0.46 0.69 0.78 0.27 0.04 0.66 0.99 0.04 0.77 0.16 0.77 0.39 0.33 0.78 0.63 0.18 0.62 0.45 ]
[0.91 0.50 0.99 1.00 0.57 0.23 0.14 0.72 0.37 0.57 0.94 0.22 0.09 0.44 0.02 0.17 0.85 0.53 0.97 0.88 0.70 0.10 0.19 0.63 0.88 0.29 0.91 0.78 0.10 0.02 0.27 0.71 0.68 0.73 0.14 0.59 0.19 0.49 0.48 0.92 1.00 0.92 0.11 0.92 0.49 0.89 0.86 0.52 0.20 0.66 0.49 0.35 0.46 0.22 0.12 0.53 0.13 0.27 0.16 0.95 0.71 0.60 0.54 0.81 0.89 0.25 0.87 0.41 0.65 0.11 0.95 0.25 0.44 0.22 0.77 0.53 0.83 ]
[0.26 0.76 0.89 0.57 1.00 0.72 0.43 0.70 0.68 0.95 0.05 0.74 0.89 0.15 0.68 0.19 0.81 0.44 0.86 0.04 0.44 0.85 0.11 0.67 0.37 0.97 0.49 0.91 0.78 0.14 0.65 0.68 0.73 0.09 0.73 0.79 0.26 0.81 0.05 0.11 0.20 0.68 0.83 0.35 0.80 0.57 0.98 0.16 0.70 0.68 0.13 0.83 0.69 0.19 0.14 0.22 0.62 0.17 0.09 0.20 0.53 0.35 0.28 0.74 0.34 0.99 0.85 0.63 0.01 0.93 0.56 0.93 0.59 0.22 0.67 0.90 0.68 ]
[0.50 0.75 0.59 0.23 0.72 1.00 0.45 0.50 0.43 0.34 0.76 0.27 0.46 0.41 0.57 0.60 0.61 0.85 0.13 0.22 0.39 0.68 0.69 0.85 0.02 0.96 0.78 0.21 0.91 0.44 0.35 0.07 0.92 0.55 0.34 0.55 0.94 0.69 0.27 0.61 0.93 0.85 0.45 0.63 0.29 0.96 0.16 0.03 0.88 0.39 0.63 0.45 0.54 0.11 0.65 0.50 0.24 0.68 0.18 0.51 0.48 0.61 0.74 0.52 0.94 0.13 0.04 0.70 0.87 0.43 0.08 0.13 0.47 0.97 0.56 0.47 0.43 ]
[0.63 0.04 0.77 0.14 0.43 0.45 1.00 0.80 0.12 0.52 0.73 0.83 0.64 0.44 0.13 0.34 0.55 0.83 0.42 0.74 0.58 0.99 0.52 0.73 0.15 0.89 0.87 0.96 0.37 0.03 0.23 0.97 0.47 0.08 0.62 0.19 0.16 0.22 0.53 0.57 0.78 0.04 0.64 0.69 0.06 0.47 0.89 0.89 0.15 0.87 0.65 0.73 0.77 0.19 0.38 0.81 0.29 0.28 0.36 0.75 0.12 0.59 0.92 0.19 0.47 0.47 0.33 0.09 0.22 0.52 0.36 0.18 0.12 0.92 0.58 0.46 0.92 ]
[0.17 0.87 0.36 0.72 0.70 0.50 0.80 1.00 0.64 0.26 0.15 0.61 0.33 0.09 0.12 0.81 0.76 0.62 0.27 0.11 0.76 0.03 0.52 0.23 0.93 0.05 0.41 0.67 0.94 0.65 0.40 0.02 0.22 0.70 0.66 0.60 0.56 0.01 0.53 0.76 0.47 0.30 0.74 0.03 0.48 0.77 0.94 0.93 0.74 0.25 0.38 1.00 0.41 0.83 0.38 0.76 0.18 0.12 0.27 0.73 0.14 0.89 0.01 0.91 0.74 0.61 0.77 0.93 0.05 0.05 0.11 0.59 0.91 0.10 0.90 0.21 0.93 ]
[0.86 0.66 0.31 0.37 0.68 0.43 0.12 0.64 1.00 0.85 0.01 0.68 0.52 0.71 0.40 0.33 0.76 0.39 0.64 0.94 0.95 0.62 0.05 0.86 0.23 0.57 0.99 0.58 0.37 0.14 0.14 0.87 0.43 0.25 0.79 0.49 0.33 0.06 0.37 0.61 0.76 0.93 0.47 0.99 0.14 0.07 0.60 0.56 0.31 0.52 0.36 0.48 0.35 0.39 0.36 0.77 0.23 0.17 0.07 0.88 0.74 0.56 0.42 0.50 0.16 0.10 0.60 0.75 0.95 0.57 0.13 0.21 0.54 0.42 0.50 0.64 0.24 ]
[0.57 0.41 0.38 0.57 0.95 0.34 0.52 0.26 0.85 1.00 0.49 0.28 0.60 0.39 0.17 0.07 0.31 0.48 0.42 0.30 0.91 0.74 0.33 0.65 0.44 0.85 0.59 0.43 0.75 0.86 0.51 0.52 0.86 0.37 0.26 0.33 0.62 0.29 0.28 0.72 0.75 0.64 0.18 0.83 0.81 0.67 0.66 0.49 0.18 0.99 0.54 0.04 0.09 0.85 0.28 0.33 0.08 0.12 0.72 0.66 0.75 0.33 0.09 0.22 0.41 0.52 0.55 0.73 0.65 0.20 0.18 0.38 0.95 0.85 0.54 0.78 0.57 ]
[0.21 0.37 0.34 0.94 0.05 0.76 0.73 0.15 0.01 0.49 1.00 0.23 0.38 0.31 1.00 0.93 0.05 0.15 0.61 0.04 0.85 0.96 0.04 0.34 0.87 0.42 0.21 0.12 0.83 0.17 0.67 0.55 0.34 0.22 0.51 0.76 0.70 0.40 0.38 0.75 0.53 0.21 0.71 0.87 0.59 0.13 0.71 0.44 0.23 0.77 0.84 0.29 0.23 0.52 0.46 0.05 0.99 0.96 0.84 0.32 0.49 0.07 0.03 0.92 0.30 0.15 0.43 0.98 0.91 0.49 0.94 0.84 0.31 0.32 0.58 0.22 0.66 ]
[0.06 0.70 0.77 0.22 0.74 0.27 0.83 0.61 0.68 0.28 0.23 1.00 0.80 0.82 0.12 0.45 0.50 0.96 0.32 0.55 0.28 0.09 0.32 0.87 0.32 0.44 0.54 0.36 0.30 0.08 0.61 0.53 0.60 0.64 0.84 0.90 0.89 0.81 0.56 0.43 0.99 0.84 0.90 0.47 0.01 0.16 0.19 0.25 0.88 0.54 0.75 0.38 0.17 0.31 0.27 0.59 0.76 0.46 0.73 0.14 0.23 0.40 0.65 0.84 0.80 0.41 0.51 0.35 0.85 0.58 0.38 0.18 0.29 0.71 0.43 0.01 0.40 ]
[0.79 0.50 0.01 0.09 0.89 0.46 0.64 0.33 0.52 0.60 0.38 0.80 1.00 0.12 0.87 0.43 0.45 0.76 0.17 0.25 0.18 0.85 0.86 0.39 0.07 0.31 0.26 0.83 0.08 0.26 0.31 0.34 0.00 0.64 0.73 0.89 0.66 0.15 0.83 0.73 0.67 0.12 0.11 0.46 0.47 0.55 0.03 0.71 0.87 0.27 0.66 0.27 0.44 0.71 0.38 0.95 0.72 0.97 0.08 0.09 0.98 0.77 0.57 0.38 0.95 0.78 0.47 0.72 0.26 0.36 0.58 0.64 0.03 0.77 0.78 0.53 0.64 ]
[0.86 0.55 0.15 0.44 0.15 0.41 0.44 0.09 0.71 0.39 0.31 0.82 0.12 1.00 0.07 0.99 0.23 0.79 0.10 0.59 1.00 0.21 0.92 0.15 0.92 0.03 0.29 0.42 0.70 0.71 0.66 0.09 0.77 0.97 0.07 0.90 0.16 0.56 0.38 0.61 0.24 0.91 0.26 0.51 0.04 0.93 0.27 0.93 0.56 0.37 0.50 0.36 0.72 0.18 0.51 0.16 0.92 0.85 0.95 0.62 0.43 0.76 0.48 0.27 0.54 0.97 0.80 0.45 0.57 0.01 0.26 0.47 0.63 0.74 0.26 0.50 0.86 ]
[0.28 0.36 0.99 0.02 0.68 0.57 0.13 0.12 0.40 0.17 1.00 0.12 0.87 0.07 1.00 0.35 0.63 0.77 0.27 0.11 0.26 0.36 0.20 0.83 0.27 0.58 0.25 0.92 0.64 0.44 0.98 0.88 0.05 0.24 0.34 0.96 0.64 0.51 0.81 0.12 0.29 0.79 0.53 0.57 0.29 0.81 0.34 0.76 0.51 0.31 0.81 0.51 0.32 0.45 0.41 0.69 0.90 0.74 0.06 0.69 0.15 0.97 0.65 0.50 0.90 0.83 0.02 0.55 0.38 0.33 0.81 0.19 0.90 0.37 0.22 0.85 0.87 ]
[0.81 0.58 0.96 0.17 0.19 0.60 0.34 0.81 0.33 0.07 0.93 0.45 0.43 0.99 0.35 1.00 0.11 0.37 0.54 0.96 0.19 0.56 0.26 0.93 0.80 0.82 0.71 0.57 0.17 0.72 0.91 0.93 0.98 0.23 0.82 0.03 0.31 0.56 0.83 0.69 0.76 0.28 0.52 0.23 0.88 0.70 0.85 0.51 0.88 0.68 0.19 0.63 0.20 0.66 0.40 0.51 0.44 0.49 0.83 0.33 0.86 0.19 0.32 0.40 0.70 0.15 0.24 0.46 0.19 0.17 0.05 0.38 0.69 0.85 0.74 0.73 0.18 ]
[0.95 0.80 0.14 0.85 0.81 0.61 0.55 0.76 0.76 0.31 0.05 0.50 0.45 0.23 0.63 0.11 1.00 0.61 0.07 0.61 0.61 0.52 0.93 0.18 0.82 0.35 0.01 0.35 0.06 0.14 0.77 1.00 0.50 0.61 0.39 0.33 0.10 0.24 0.83 0.24 0.37 0.45 0.35 0.39 0.64 0.50 0.44 0.96 0.48 0.88 0.10 0.18 0.08 0.25 0.29 0.64 0.91 0.08 0.55 0.51 0.21 0.04 0.03 0.73 0.25 0.02 0.53 0.03 0.73 0.43 0.60 0.31 0.01 0.09 0.71 0.86 0.41 ]
[0.12 0.88 0.33 0.53 0.44 0.85 0.83 0.62 0.39 0.48 0.15 0.96 0.76 0.79 0.77 0.37 0.61 1.00 0.08 0.94 0.70 0.15 0.45 0.65 0.97 0.37 0.25 0.86 0.62 0.10 0.99 0.77 0.04 0.63 0.47 0.07 0.58 0.45 0.43 0.60 0.04 0.69 0.06 0.05 0.46 0.21 0.98 0.65 0.95 0.35 0.07 0.46 0.25 0.16 0.90 0.16 0.45 0.61 0.56 0.72 0.49 0.87 0.31 0.70 0.20 0.30 0.32 0.66 0.68 0.90 0.84 0.61 0.29 0.39 0.70 0.11 0.61 ]
[0.86 0.20 0.97 0.97 0.86 0.13 0.42 0.27 0.64 0.42 0.61 0.32 0.17 0.10 0.27 0.54 0.07 0.08 1.00 0.30 0.36 0.11 0.74 0.57 0.21 0.89 0.73 0.11 0.31 0.36 0.56 0.16 0.01 0.61 0.38 0.86 0.67 0.28 0.34 0.44 0.33 0.62 0.10 0.71 1.00 0.22 0.98 0.62 0.33 0.05 0.67 0.42 0.07 0.87 0.33 0.02 0.62 0.24 0.91 0.98 0.84 0.42 0.37 0.04 0.69 0.75 0.57 0.69 0.08 0.02 0.97 0.97 0.17 0.00 0.41 0.72 0.06 ]
[0.63 0.73 0.44 0.88 0.04 0.22 0.74 0.11 0.94 0.30 0.04 0.55 0.25 0.59 0.11 0.96 0.61 0.94 0.30 1.00 0.27 0.20 0.39 0.98 0.25 0.71 0.98 0.26 0.89 0.03 0.53 0.34 0.61 0.59 0.83 0.04 0.54 0.97 0.33 0.19 0.59 0.87 0.12 0.29 0.08 0.25 0.15 0.18 0.46 0.81 0.99 0.01 0.29 0.29 0.91 0.70 0.62 0.92 0.08 0.76 0.47 0.98 0.48 0.51 0.30 0.81 0.42 0.24 0.36 0.79 0.89 0.03 0.10 0.87 0.34 0.46 0.49 ]
[0.26 0.22 0.18 0.70 0.44 0.39 0.58 0.76 0.95 0.91 0.85 0.28 0.18 1.00 0.26 0.19 0.61 0.70 0.36 0.27 1.00 0.06 0.55 0.88 0.13 0.80 0.43 0.32 0.03 0.69 0.64 0.93 0.07 0.79 0.32 0.21 0.76 0.13 0.26 0.42 0.92 0.74 0.96 0.01 0.37 0.16 0.12 0.51 0.88 0.73 0.64 0.50 0.36 0.13 0.08 0.06 0.41 0.81 0.88 0.28 0.85 0.10 0.62 0.08 0.40 0.75 0.75 0.67 0.77 0.02 0.05 0.62 0.63 0.98 0.56 0.60 0.60 ]
