D = 2;
n = [ 5 5 ];
N = 15;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.64 0.11 0.55 0.66 0.86 0.43 0.01 0.77 0.39 0.53 0.33 0.37 0.78 0.86 ]
[0.64 1.00 0.05 0.12 0.71 0.37 0.12 0.31 0.82 0.60 0.06 0.79 0.09 0.80 0.34 ]
[0.11 0.05 1.00 0.96 0.40 0.87 0.94 0.97 0.56 0.87 0.22 0.60 0.31 0.80 0.08 ]
[0.55 0.12 0.96 1.00 0.78 0.99 0.75 0.77 0.33 0.45 0.30 0.41 0.90 0.27 0.48 ]
[0.66 0.71 0.40 0.78 1.00 0.73 0.40 0.37 0.07 0.22 0.25 0.40 0.85 0.49 0.20 ]
[0.86 0.37 0.87 0.99 0.73 1.00 0.17 0.18 0.26 0.82 0.82 0.84 0.47 0.67 0.71 ]
[0.43 0.12 0.94 0.75 0.40 0.17 1.00 0.22 0.86 0.45 0.02 0.40 0.75 0.07 0.55 ]
[0.01 0.31 0.97 0.77 0.37 0.18 0.22 1.00 0.51 0.86 0.98 0.83 0.53 0.56 0.31 ]
[0.77 0.82 0.56 0.33 0.07 0.26 0.86 0.51 1.00 0.91 0.48 0.25 0.39 0.78 0.54 ]
[0.39 0.60 0.87 0.45 0.22 0.82 0.45 0.86 0.91 1.00 0.04 0.54 0.30 0.55 0.53 ]
[0.53 0.06 0.22 0.30 0.25 0.82 0.02 0.98 0.48 0.04 1.00 0.15 0.14 0.09 0.65 ]
[0.33 0.79 0.60 0.41 0.40 0.84 0.40 0.83 0.25 0.54 0.15 1.00 0.27 0.42 0.43 ]
[0.37 0.09 0.31 0.90 0.85 0.47 0.75 0.53 0.39 0.30 0.14 0.27 1.00 0.45 0.46 ]
[0.78 0.80 0.80 0.27 0.49 0.67 0.07 0.56 0.78 0.55 0.09 0.42 0.45 1.00 0.99 ]
[0.86 0.34 0.08 0.48 0.20 0.71 0.55 0.31 0.54 0.53 0.65 0.43 0.46 0.99 1.00 ]
];
