D = 2;
n = [ 2 2 ];
N = 66;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.88 0.69 0.69 0.73 0.11 0.54 0.71 0.75 0.25 0.25 0.58 0.32 0.36 0.94 0.39 0.38 0.86 0.62 0.91 0.24 0.80 0.69 0.52 0.94 1.00 0.62 0.76 0.41 0.19 0.22 0.18 0.15 0.53 0.46 0.43 0.40 0.75 0.29 0.12 0.74 0.49 0.19 0.93 0.53 0.83 0.07 0.08 0.94 0.95 0.56 0.54 0.65 0.04 0.78 0.96 0.54 0.49 0.11 0.63 0.26 0.90 0.86 0.17 0.73 0.99 ]
[0.88 1.00 0.38 0.58 0.82 0.04 0.14 0.46 0.50 0.69 0.71 0.79 0.56 0.96 0.60 0.41 0.64 0.81 0.47 0.76 0.41 0.77 0.33 0.50 0.71 0.83 0.08 1.00 0.42 0.15 0.67 0.03 0.54 0.56 0.81 0.74 0.45 0.98 0.97 0.55 0.44 0.48 0.78 0.52 0.79 0.72 0.88 0.56 0.38 0.35 0.71 0.90 0.79 0.48 0.35 0.34 0.42 0.54 0.72 0.01 0.86 0.04 0.90 0.95 0.44 0.95 ]
[0.69 0.38 1.00 0.09 0.59 0.75 0.72 0.52 0.34 0.06 0.75 0.01 0.64 0.28 0.12 0.17 0.11 0.08 0.12 0.49 0.46 0.45 0.02 0.15 0.05 0.94 0.10 0.66 0.42 0.12 0.77 0.82 0.53 0.35 0.58 0.38 0.05 0.52 0.85 0.91 0.15 0.38 0.43 0.31 0.62 0.39 0.21 0.24 0.92 0.77 0.34 0.91 0.07 0.54 0.63 0.27 0.21 0.08 0.51 0.74 0.44 0.52 0.48 0.94 0.64 0.18 ]
[0.69 0.58 0.09 1.00 0.68 0.32 0.52 0.60 0.12 0.91 0.02 0.87 0.37 0.20 0.58 0.30 0.71 0.52 0.20 0.84 0.77 0.89 0.04 0.04 0.55 0.21 0.17 0.27 0.26 0.57 0.80 0.61 0.64 0.80 0.19 0.77 0.21 0.03 0.89 0.49 0.82 0.82 0.53 0.62 0.87 0.88 0.60 0.23 0.26 0.32 0.57 0.58 0.90 0.10 0.62 0.06 0.10 0.23 0.96 0.50 0.36 0.44 0.22 0.58 0.95 0.38 ]
[0.73 0.82 0.59 0.68 1.00 0.49 0.21 0.12 0.20 0.67 0.31 0.45 0.34 0.97 0.96 0.34 0.84 0.96 0.46 0.86 0.30 0.49 0.93 0.80 0.26 0.62 0.14 0.76 0.38 0.69 0.03 0.12 0.38 0.62 0.33 0.69 0.19 0.70 0.82 0.48 0.34 0.16 0.10 0.73 0.45 0.18 0.36 0.91 0.56 0.42 0.40 0.33 0.96 0.24 0.10 0.86 0.30 0.87 0.46 0.59 0.79 0.21 0.25 0.73 0.25 0.93 ]
[0.11 0.04 0.75 0.32 0.49 1.00 0.59 0.01 0.84 0.62 0.17 0.93 0.93 0.57 0.01 0.02 0.50 0.04 0.47 0.94 0.88 0.33 0.72 0.76 0.85 0.04 0.41 0.43 0.14 0.95 0.80 0.90 0.40 0.09 0.25 0.91 0.80 0.49 0.97 0.89 0.87 0.78 0.93 0.41 0.04 0.19 0.26 0.32 0.26 0.84 0.27 0.61 0.68 0.08 0.26 0.53 0.73 0.49 0.57 0.31 0.39 0.46 0.86 0.84 0.94 0.27 ]
[0.54 0.14 0.72 0.52 0.21 0.59 1.00 0.93 0.47 0.79 0.01 0.33 0.60 0.24 0.35 0.01 0.86 0.48 0.00 0.01 0.69 0.89 0.85 0.94 0.71 0.60 0.30 0.62 0.27 0.58 0.46 0.74 0.33 0.47 0.25 0.42 0.34 0.71 0.99 0.92 0.81 0.64 0.22 0.96 0.13 0.77 0.90 0.29 0.72 0.22 0.75 0.41 0.78 0.86 0.93 0.93 0.98 0.28 0.26 0.80 0.52 0.45 0.31 0.58 0.55 0.20 ]
[0.71 0.46 0.52 0.60 0.12 0.01 0.93 1.00 0.73 1.00 0.64 0.81 0.69 0.86 0.19 0.63 0.36 0.42 0.85 0.53 0.80 0.39 0.68 0.47 0.02 0.97 0.24 0.54 0.21 0.36 0.15 0.50 0.31 0.31 0.26 0.53 0.46 0.29 0.72 0.55 0.42 0.64 0.04 0.51 0.57 0.12 0.10 0.86 0.67 0.19 0.83 0.87 0.40 0.68 0.63 0.58 0.30 0.35 0.19 0.13 0.58 0.10 0.12 0.96 0.32 0.35 ]
[0.75 0.50 0.34 0.12 0.20 0.84 0.47 0.73 1.00 0.66 0.44 0.24 0.45 0.46 0.76 0.78 0.69 0.86 0.62 0.70 0.44 0.07 0.44 0.21 0.29 0.85 0.83 0.96 0.45 0.93 0.49 0.91 0.28 0.21 0.36 0.63 0.93 0.67 0.03 0.60 0.40 0.93 0.89 0.69 0.41 0.77 0.84 0.68 0.07 0.00 0.53 0.23 0.59 0.39 0.94 0.54 0.96 0.74 0.83 0.84 0.18 0.20 0.89 0.63 0.92 0.21 ]
[0.25 0.69 0.06 0.91 0.67 0.62 0.79 1.00 0.66 1.00 0.83 0.76 0.63 0.03 0.64 0.99 0.85 0.59 0.67 0.43 0.90 0.49 0.62 0.41 0.95 0.99 0.25 0.06 0.31 0.93 0.98 0.88 0.68 0.56 0.01 0.75 0.81 0.87 0.41 0.91 0.98 0.48 0.97 0.93 0.22 0.09 0.87 0.40 0.88 0.47 0.71 0.33 0.87 0.22 0.82 0.28 0.71 0.95 0.21 0.06 0.82 0.19 0.58 0.63 0.93 0.36 ]
