D = 2;
n = [ 2 2 ];
N = 27;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.63 0.60 0.35 0.68 0.80 0.79 0.91 0.28 0.33 0.83 0.18 0.96 0.97 0.95 0.04 0.64 0.00 0.80 0.71 0.50 0.96 0.57 0.09 0.08 0.12 0.80 ]
[0.63 1.00 0.71 0.13 0.29 0.88 0.26 0.73 0.30 0.85 0.92 0.24 0.43 0.49 0.52 0.99 0.15 0.99 0.43 0.31 0.49 0.81 0.02 0.23 0.75 0.12 0.17 ]
[0.60 0.71 1.00 0.19 0.41 0.60 0.25 0.44 0.85 0.48 0.32 0.78 0.23 0.35 0.42 0.81 0.57 0.33 0.31 0.44 0.99 0.58 0.08 0.40 0.95 0.73 0.92 ]
[0.35 0.13 0.19 1.00 0.57 0.33 0.26 0.79 0.22 0.28 0.37 0.59 0.94 0.97 0.38 0.05 0.57 0.02 0.98 0.85 0.31 0.60 0.89 0.04 0.12 0.86 0.60 ]
[0.68 0.29 0.41 0.57 1.00 0.01 0.59 0.59 0.74 0.02 0.71 0.66 0.72 0.85 0.75 0.97 0.86 0.94 0.07 0.23 0.40 0.70 0.42 0.75 0.18 0.56 0.98 ]
[0.80 0.88 0.60 0.33 0.01 1.00 0.42 0.98 0.55 0.19 1.00 0.25 0.19 0.25 0.71 0.05 0.59 0.76 0.93 0.20 0.26 0.11 0.35 0.13 0.95 0.11 0.54 ]
[0.79 0.26 0.25 0.26 0.59 0.42 1.00 0.74 0.64 0.28 0.52 0.31 0.22 0.03 0.26 0.26 0.91 0.56 0.44 0.04 0.58 0.07 0.33 0.74 0.17 0.69 0.09 ]
[0.91 0.73 0.44 0.79 0.59 0.98 0.74 1.00 0.46 0.80 0.10 0.09 0.85 0.14 0.81 0.50 0.34 0.04 0.07 0.24 0.58 0.46 0.39 0.04 0.78 0.88 0.44 ]
[0.28 0.30 0.85 0.22 0.74 0.55 0.64 0.46 1.00 0.84 0.59 0.94 0.45 0.50 0.65 0.18 0.60 0.50 0.45 0.33 0.43 0.12 0.27 0.98 0.09 0.20 0.86 ]
[0.33 0.85 0.48 0.28 0.02 0.19 0.28 0.80 0.84 1.00 0.03 0.26 0.57 0.22 0.25 0.82 0.63 0.92 0.45 0.06 0.06 0.20 0.55 0.66 0.01 0.44 0.22 ]
[0.83 0.92 0.32 0.37 0.71 1.00 0.52 0.10 0.59 0.03 1.00 0.49 0.79 0.78 0.79 0.11 0.07 0.12 0.38 0.66 0.43 0.71 0.32 0.00 0.14 0.00 0.47 ]
[0.18 0.24 0.78 0.59 0.66 0.25 0.31 0.09 0.94 0.26 0.49 1.00 0.39 0.75 0.84 0.47 0.09 0.77 0.96 0.24 0.06 0.85 0.24 0.91 0.97 0.77 0.66 ]
[0.96 0.43 0.23 0.94 0.72 0.19 0.22 0.85 0.45 0.57 0.79 0.39 1.00 0.72 0.70 0.93 0.52 0.02 0.61 0.54 0.93 0.16 0.25 0.61 0.10 0.73 0.09 ]
[0.97 0.49 0.35 0.97 0.85 0.25 0.03 0.14 0.50 0.22 0.78 0.75 0.72 1.00 0.15 0.64 0.85 0.07 0.84 0.61 0.88 0.92 0.36 0.11 0.70 0.20 0.53 ]
[0.95 0.52 0.42 0.38 0.75 0.71 0.26 0.81 0.65 0.25 0.79 0.84 0.70 0.15 1.00 0.97 0.65 0.32 0.11 0.67 0.90 0.35 0.89 0.77 0.57 0.18 0.06 ]
[0.04 0.99 0.81 0.05 0.97 0.05 0.26 0.50 0.18 0.82 0.11 0.47 0.93 0.64 0.97 1.00 0.13 0.52 0.72 0.50 0.03 0.02 0.45 0.99 0.64 0.82 0.52 ]
[0.64 0.15 0.57 0.57 0.86 0.59 0.91 0.34 0.60 0.63 0.07 0.09 0.52 0.85 0.65 0.13 1.00 0.81 0.20 0.15 0.17 0.28 0.02 0.48 0.92 0.19 0.18 ]
[0.00 0.99 0.33 0.02 0.94 0.76 0.56 0.04 0.50 0.92 0.12 0.77 0.02 0.07 0.32 0.52 0.81 1.00 0.66 0.53 0.84 0.30 0.92 0.62 0.24 0.29 0.35 ]
[0.80 0.43 0.31 0.98 0.07 0.93 0.44 0.07 0.45 0.45 0.38 0.96 0.61 0.84 0.11 0.72 0.20 0.66 1.00 0.86 0.07 0.49 0.46 0.52 0.61 0.17 0.18 ]
[0.71 0.31 0.44 0.85 0.23 0.20 0.04 0.24 0.33 0.06 0.66 0.24 0.54 0.61 0.67 0.50 0.15 0.53 0.86 1.00 0.37 0.28 0.23 0.81 0.09 0.43 0.05 ]
[0.50 0.49 0.99 0.31 0.40 0.26 0.58 0.58 0.43 0.06 0.43 0.06 0.93 0.88 0.90 0.03 0.17 0.84 0.07 0.37 1.00 0.96 0.85 0.03 0.82 0.97 0.44 ]
[0.96 0.81 0.58 0.60 0.70 0.11 0.07 0.46 0.12 0.20 0.71 0.85 0.16 0.92 0.35 0.02 0.28 0.30 0.49 0.28 0.96 1.00 0.22 0.59 0.86 0.69 0.67 ]
[0.57 0.02 0.08 0.89 0.42 0.35 0.33 0.39 0.27 0.55 0.32 0.24 0.25 0.36 0.89 0.45 0.02 0.92 0.46 0.23 0.85 0.22 1.00 0.66 0.19 0.75 0.93 ]
[0.09 0.23 0.40 0.04 0.75 0.13 0.74 0.04 0.98 0.66 0.00 0.91 0.61 0.11 0.77 0.99 0.48 0.62 0.52 0.81 0.03 0.59 0.66 1.00 0.23 0.38 0.76 ]
[0.08 0.75 0.95 0.12 0.18 0.95 0.17 0.78 0.09 0.01 0.14 0.97 0.10 0.70 0.57 0.64 0.92 0.24 0.61 0.09 0.82 0.86 0.19 0.23 1.00 0.17 0.80 ]
[0.12 0.12 0.73 0.86 0.56 0.11 0.69 0.88 0.20 0.44 0.00 0.77 0.73 0.20 0.18 0.82 0.19 0.29 0.17 0.43 0.97 0.69 0.75 0.38 0.17 1.00 0.99 ]
[0.80 0.17 0.92 0.60 0.98 0.54 0.09 0.44 0.86 0.22 0.47 0.66 0.09 0.53 0.06 0.52 0.18 0.35 0.18 0.05 0.44 0.67 0.93 0.76 0.80 0.99 1.00 ]
];
