D = 6;
n = [ 2 2 2 2 2 2 ];
N = 73;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.41 0.59 0.91 0.33 0.39 0.87 0.88 0.86 0.82 0.78 0.11 0.55 0.86 0.16 0.92 0.93 0.28 0.59 0.42 1.00 0.48 0.63 0.05 0.21 0.52 0.89 0.33 0.37 0.76 0.24 0.23 0.87 0.13 0.82 0.49 0.96 0.54 0.33 0.56 0.28 0.08 0.12 0.43 0.77 0.50 0.37 0.38 0.72 0.39 0.75 0.83 0.87 0.69 0.54 0.61 0.47 0.05 0.31 0.67 0.45 0.79 0.69 0.32 0.16 0.75 0.55 0.12 0.73 0.01 0.99 0.43 0.76 ]
[0.41 1.00 0.94 0.69 0.33 0.70 0.54 0.70 0.87 0.15 0.45 0.94 0.77 0.30 0.77 0.99 0.46 0.40 0.69 0.58 0.40 0.07 0.55 0.74 0.14 0.18 0.97 0.36 0.64 0.79 0.73 0.94 0.88 0.03 0.50 0.77 0.79 0.59 0.23 0.61 0.86 0.19 0.87 0.92 0.31 0.49 0.15 0.71 0.65 0.22 0.97 0.76 0.90 0.51 0.92 0.08 0.82 0.26 0.62 0.72 0.03 0.56 0.48 0.32 0.37 0.35 0.13 0.23 0.08 0.84 0.07 0.13 0.94 ]
[0.59 0.94 1.00 0.20 0.33 0.71 0.90 0.15 0.54 0.40 0.85 0.74 0.86 0.53 0.57 0.81 0.66 0.22 0.67 0.19 0.44 0.29 0.33 0.32 0.36 0.95 0.79 0.83 0.94 0.96 0.40 0.61 0.12 0.86 0.59 0.29 0.17 0.40 0.59 0.14 0.64 0.25 0.50 1.00 0.22 0.80 0.35 0.53 0.95 0.53 0.64 0.07 0.41 0.77 0.65 0.79 0.68 0.16 0.33 0.49 0.51 0.83 0.64 0.95 0.19 0.63 0.13 0.32 0.93 0.91 0.52 0.63 0.41 ]
[0.91 0.69 0.20 1.00 0.50 0.04 0.91 0.07 0.80 0.60 0.23 0.26 0.04 0.50 0.05 0.74 1.00 0.26 0.32 0.73 0.91 0.41 0.01 0.19 0.25 0.72 0.29 0.03 0.67 0.00 0.81 0.48 0.83 0.49 0.11 0.79 0.35 0.40 0.11 0.92 0.74 0.74 0.03 0.71 0.63 0.35 0.99 0.60 0.81 0.66 0.41 0.96 0.61 0.17 0.22 0.54 0.88 0.09 0.77 0.07 0.19 0.53 0.31 0.05 0.73 0.04 0.05 0.15 0.48 0.16 0.08 0.48 0.02 ]
[0.33 0.33 0.33 0.50 1.00 0.52 0.56 0.30 0.71 0.20 0.89 0.71 0.17 0.36 0.80 0.28 0.20 0.28 0.59 0.75 0.90 0.34 0.60 0.16 0.87 0.56 0.57 0.30 0.20 0.35 0.88 0.36 0.23 0.50 0.65 0.30 0.13 0.86 0.74 0.28 0.60 0.87 0.94 0.24 0.80 0.76 0.29 0.26 0.10 0.95 0.31 0.76 0.05 0.00 0.35 0.18 0.43 0.27 0.72 0.72 0.15 0.68 0.69 0.40 0.05 0.83 0.89 0.23 0.29 0.65 0.99 0.82 0.19 ]
[0.39 0.70 0.71 0.04 0.52 1.00 0.29 0.09 0.29 0.54 0.38 0.22 0.81 0.38 0.45 0.03 0.43 0.67 0.64 0.94 0.65 0.33 0.15 0.81 0.34 0.03 0.85 0.65 0.70 0.32 0.71 0.42 0.49 0.07 0.72 0.49 0.02 0.61 0.91 0.61 0.01 0.88 0.12 0.81 0.70 0.75 0.39 0.97 0.52 0.90 0.15 0.66 0.87 0.56 0.11 0.50 0.77 0.38 0.04 0.94 0.38 0.23 0.01 0.05 0.06 0.99 0.20 0.68 0.24 0.91 0.93 0.53 0.75 ]
[0.87 0.54 0.90 0.91 0.56 0.29 1.00 0.76 0.27 0.79 0.92 0.88 0.20 0.55 0.36 0.94 0.50 0.53 0.52 0.48 0.65 0.68 0.19 0.88 0.40 0.85 0.08 0.56 0.33 0.85 0.56 0.01 0.67 0.10 0.81 0.12 0.32 0.37 0.84 0.24 0.89 0.78 0.78 0.47 0.90 0.21 0.03 0.43 0.32 0.52 0.63 0.85 0.09 0.49 0.76 0.88 0.55 0.34 0.22 0.30 0.03 0.11 0.95 0.05 0.21 0.39 0.78 0.09 0.95 0.62 0.14 0.93 0.51 ]
[0.88 0.70 0.15 0.07 0.30 0.09 0.76 1.00 0.17 0.20 0.15 0.56 0.05 0.78 0.52 0.62 0.55 0.57 0.55 0.78 0.84 0.48 0.26 0.65 0.09 0.22 0.58 0.66 0.26 0.46 0.49 0.57 0.60 0.68 0.05 0.33 0.69 0.56 0.62 0.09 0.17 0.78 0.58 0.32 0.49 0.64 0.49 0.01 0.22 0.37 0.67 0.67 0.59 0.93 0.17 0.22 0.20 0.24 0.63 0.72 0.38 0.10 0.70 0.91 0.22 0.45 0.09 0.45 0.23 0.83 0.72 0.60 0.40 ]
[0.86 0.87 0.54 0.80 0.71 0.29 0.27 0.17 1.00 0.74 0.14 0.17 1.00 0.13 0.88 0.12 0.70 0.43 0.31 0.52 0.49 0.57 0.17 0.78 0.85 0.39 0.38 0.62 0.59 0.71 0.98 0.94 0.42 0.03 0.85 0.09 0.38 0.87 0.16 0.71 0.47 0.04 0.90 0.67 0.82 0.85 0.59 0.34 0.32 0.57 0.19 0.14 0.95 0.01 0.63 0.43 0.88 0.24 0.20 0.70 0.86 0.37 0.23 0.22 0.37 0.79 0.30 0.58 0.08 0.96 0.54 0.66 0.33 ]
[0.82 0.15 0.40 0.60 0.20 0.54 0.79 0.20 0.74 1.00 0.84 0.79 0.90 0.69 0.38 0.68 0.57 0.68 0.12 0.67 0.92 0.79 0.33 0.22 0.11 0.93 0.95 0.79 0.35 0.45 0.01 0.44 0.66 0.55 0.24 0.60 0.23 0.08 0.75 0.49 0.12 0.25 0.03 0.32 0.04 0.81 0.12 0.16 0.27 0.11 0.96 0.26 0.52 0.88 0.50 0.13 0.74 0.28 0.18 0.11 0.87 0.79 0.35 0.82 0.55 0.62 0.93 0.40 0.90 1.00 0.01 0.45 0.63 ]
[0.78 0.45 0.85 0.23 0.89 0.38 0.92 0.15 0.14 0.84 1.00 0.20 0.87 0.08 0.36 0.72 0.16 0.28 0.23 0.39 0.56 0.69 0.74 0.69 0.61 0.27 0.71 0.47 0.62 0.80 0.97 0.78 0.74 0.09 0.53 0.91 0.89 0.73 0.45 0.89 0.11 0.91 0.50 0.24 0.83 0.09 0.12 0.17 0.40 0.96 0.81 0.26 0.32 0.70 0.27 0.65 0.12 0.85 0.88 0.09 0.84 0.70 0.90 0.19 0.60 0.68 0.98 0.49 0.00 0.67 0.92 0.87 0.59 ]
[0.11 0.94 0.74 0.26 0.71 0.22 0.88 0.56 0.17 0.79 0.20 1.00 0.64 0.50 0.60 0.06 0.89 0.22 0.74 0.20 0.27 0.33 0.96 0.34 0.30 0.34 0.03 0.52 0.61 0.27 0.85 0.82 0.32 0.79 0.09 0.38 0.15 0.97 0.37 0.46 0.68 0.40 0.99 0.99 0.83 0.85 0.41 0.07 0.16 0.62 0.92 0.11 0.52 0.05 0.17 0.56 0.72 0.99 0.76 0.24 0.52 0.74 0.92 0.92 0.86 0.20 0.03 0.21 0.80 0.98 0.93 0.37 0.72 ]
[0.55 0.77 0.86 0.04 0.17 0.81 0.20 0.05 1.00 0.90 0.87 0.64 1.00 0.26 0.83 0.32 0.51 0.94 0.59 0.50 0.74 0.04 0.26 0.79 0.89 0.02 0.20 0.09 0.70 0.32 0.26 0.48 0.63 0.29 0.68 0.03 0.24 0.29 0.62 0.43 0.99 0.21 0.85 0.76 0.61 0.73 0.07 0.78 0.88 0.82 0.12 0.47 0.82 0.40 0.93 0.88 0.79 0.77 0.53 0.16 0.35 0.87 0.27 0.56 0.22 0.48 0.67 0.83 0.16 0.50 0.11 0.48 0.64 ]
[0.86 0.30 0.53 0.50 0.36 0.38 0.55 0.78 0.13 0.69 0.08 0.50 0.26 1.00 0.56 0.97 0.27 0.86 0.24 0.91 0.42 0.83 0.94 0.77 0.96 0.58 0.22 0.09 0.29 0.68 0.84 0.71 0.52 0.84 0.72 0.07 0.94 0.25 0.14 0.64 0.97 0.09 0.27 0.23 0.74 0.27 0.67 0.70 0.38 0.41 0.27 0.91 0.98 0.17 0.04 0.75 0.07 0.21 0.20 0.01 0.94 0.47 0.47 0.48 0.14 0.51 0.59 0.21 0.87 0.93 0.25 0.98 0.24 ]
[0.16 0.77 0.57 0.05 0.80 0.45 0.36 0.52 0.88 0.38 0.36 0.60 0.83 0.56 1.00 0.57 0.65 0.54 0.64 0.62 0.57 0.87 0.09 0.07 0.77 0.02 0.32 0.75 0.11 0.96 0.66 0.14 0.49 0.82 0.84 0.99 0.39 0.26 0.44 0.96 0.11 0.25 0.31 0.78 0.87 0.05 0.29 0.92 0.78 0.72 0.59 0.01 0.40 0.91 0.51 0.61 0.57 0.15 0.33 0.66 0.83 0.16 0.16 0.78 0.38 0.65 0.40 0.45 0.69 0.57 0.97 0.78 0.24 ]
[0.92 0.99 0.81 0.74 0.28 0.03 0.94 0.62 0.12 0.68 0.72 0.06 0.32 0.97 0.57 1.00 0.32 0.47 0.30 0.28 0.51 0.06 0.51 0.58 0.94 0.64 0.91 0.10 0.63 0.11 0.32 0.18 0.53 0.21 0.56 0.79 0.83 0.26 0.01 0.36 0.58 0.99 0.47 0.61 0.61 0.01 0.49 0.83 0.31 0.92 0.79 0.73 0.18 0.96 0.23 0.09 0.21 0.68 0.32 0.39 0.23 0.89 0.38 0.63 0.13 0.25 0.53 0.90 0.61 0.27 0.84 0.37 0.08 ]
[0.93 0.46 0.66 1.00 0.20 0.43 0.50 0.55 0.70 0.57 0.16 0.89 0.51 0.27 0.65 0.32 1.00 0.76 0.48 0.28 0.54 0.35 0.23 0.01 0.69 0.59 0.05 0.96 0.68 0.02 0.74 0.56 0.21 0.30 0.99 0.61 0.72 0.11 0.42 0.42 0.53 0.62 0.75 0.72 0.80 0.19 0.41 0.70 0.23 0.12 0.47 0.54 0.11 0.05 0.63 0.10 0.72 0.70 0.44 0.28 0.69 0.67 0.59 0.31 0.79 0.89 0.91 0.98 0.31 0.59 0.82 0.30 0.36 ]
