D = 2;
n = [ 4 4 ];
N = 71;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.39 0.81 0.61 0.59 0.62 0.76 0.02 0.21 0.63 0.82 0.24 0.38 0.87 0.85 0.88 0.93 0.57 0.43 0.10 0.90 0.83 0.80 0.74 0.52 0.69 0.67 0.75 0.49 0.86 0.47 0.93 0.31 0.34 0.48 0.44 0.14 0.97 0.60 0.76 0.28 0.87 0.10 0.74 0.44 0.04 0.74 0.26 0.48 0.22 0.53 0.07 0.36 0.91 0.55 0.32 0.46 0.89 0.12 0.74 0.14 0.60 0.77 0.27 0.87 0.01 0.51 0.08 0.32 0.87 0.43 ]
[0.39 1.00 0.78 0.54 0.54 0.59 0.85 0.26 0.11 0.65 0.37 0.15 0.09 0.89 0.50 0.71 0.03 0.69 0.57 0.71 0.32 0.67 0.90 0.71 0.03 0.95 0.90 0.87 0.05 0.48 0.32 0.14 0.89 0.95 0.87 0.09 0.42 0.71 0.24 0.62 0.53 0.59 0.90 0.64 0.95 0.31 0.75 0.07 0.20 0.47 0.01 0.20 0.62 0.58 0.46 0.81 0.12 0.42 0.71 0.44 0.59 0.20 0.31 0.39 0.09 0.09 0.75 0.82 0.48 0.82 0.71 ]
[0.81 0.78 1.00 0.43 0.16 0.45 0.09 0.81 1.00 0.56 0.60 0.03 0.74 0.93 0.39 0.53 0.43 0.29 0.78 0.33 0.77 0.77 0.76 0.02 0.52 0.69 0.64 0.13 0.64 0.66 0.26 0.13 0.94 0.64 0.64 0.31 0.21 0.72 0.89 0.61 0.12 0.52 0.53 0.19 0.59 0.23 0.10 0.58 0.20 0.78 0.50 0.44 0.18 0.31 0.56 0.33 0.63 0.76 0.11 0.59 0.84 0.63 0.80 0.02 0.57 0.22 0.06 0.14 0.32 0.28 0.04 ]
[0.61 0.54 0.43 1.00 0.67 0.44 0.51 0.01 0.70 0.51 0.96 0.31 0.03 0.87 0.77 0.18 0.29 0.01 0.88 0.15 0.26 0.47 0.41 0.56 0.86 0.16 0.55 0.27 0.08 0.08 0.45 0.89 0.22 0.92 0.82 0.44 0.06 0.32 0.95 0.18 0.81 0.02 0.17 0.27 0.10 0.80 0.55 0.31 0.62 0.49 0.17 0.68 0.58 0.51 0.79 0.28 0.42 0.22 0.45 0.16 0.20 0.95 0.04 0.61 0.34 0.13 0.57 0.21 0.78 0.30 0.39 ]
[0.59 0.54 0.16 0.67 1.00 0.66 0.31 0.03 0.05 0.58 0.77 0.61 0.45 0.71 0.28 0.76 0.29 0.60 0.51 0.96 0.89 0.70 0.63 0.62 0.92 0.50 0.11 0.67 1.00 0.58 0.86 0.88 0.11 0.77 0.07 0.18 0.36 0.77 0.62 0.52 0.37 0.73 0.50 0.71 0.49 0.74 0.53 0.70 0.77 0.20 0.66 0.08 0.22 0.11 0.98 0.15 0.05 0.48 0.98 0.63 0.33 0.81 0.49 0.40 0.28 0.88 0.19 0.72 0.29 0.09 0.97 ]
[0.62 0.59 0.45 0.44 0.66 1.00 0.15 0.39 0.49 0.51 0.26 0.69 0.96 0.48 0.58 0.05 0.19 0.04 0.56 0.24 0.28 0.48 0.67 0.71 0.69 0.40 0.94 0.87 0.31 0.84 0.39 0.32 0.09 0.35 0.61 0.22 0.58 0.09 0.02 0.36 0.35 0.42 0.20 0.85 0.14 0.88 0.67 0.85 0.40 0.54 0.84 0.99 0.63 0.68 0.88 0.02 0.19 0.62 0.41 0.76 0.17 0.37 0.01 0.10 0.07 0.27 0.12 0.09 0.54 0.43 0.29 ]
[0.76 0.85 0.09 0.51 0.31 0.15 1.00 0.88 0.95 0.02 0.65 0.35 0.67 0.82 0.84 0.78 0.98 0.91 0.90 0.62 0.25 0.64 0.50 0.44 0.47 0.21 0.57 0.88 0.54 0.96 0.22 0.13 0.19 0.17 0.77 0.09 0.39 0.14 0.07 0.03 0.62 0.23 0.79 0.40 0.01 0.92 0.09 0.16 0.50 0.91 0.17 0.85 1.00 0.15 0.78 0.29 0.02 0.64 0.12 0.76 0.41 0.29 0.22 0.41 0.07 0.75 0.65 0.18 0.07 0.81 0.17 ]
[0.02 0.26 0.81 0.01 0.03 0.39 0.88 1.00 0.89 0.25 0.52 0.09 0.06 0.33 0.13 0.64 0.91 0.87 0.91 0.72 0.30 0.20 0.44 0.07 0.59 0.92 0.23 0.34 0.42 0.22 0.64 0.65 0.92 0.99 0.36 0.96 0.15 0.36 0.45 0.72 0.68 0.48 0.43 0.32 0.69 0.65 0.77 0.53 0.34 0.46 0.16 0.87 1.00 0.36 0.97 0.47 0.13 0.30 0.90 0.06 0.95 0.40 0.36 0.67 0.00 0.03 0.94 0.20 0.27 0.20 0.81 ]
[0.21 0.11 1.00 0.70 0.05 0.49 0.95 0.89 1.00 0.91 0.64 0.08 0.57 0.59 0.88 0.86 0.71 0.49 0.42 0.29 0.11 0.28 0.84 0.65 0.78 0.28 0.54 0.78 0.69 0.89 0.12 0.36 1.00 0.04 0.08 0.34 0.90 0.19 0.25 0.21 0.99 0.42 0.26 0.34 0.82 0.14 0.76 0.68 0.76 0.67 0.99 0.19 0.21 0.22 0.97 0.63 0.31 0.38 0.11 0.34 0.61 0.41 0.63 0.44 0.03 0.54 0.05 0.53 0.40 0.24 0.18 ]
[0.63 0.65 0.56 0.51 0.58 0.51 0.02 0.25 0.91 1.00 0.10 0.09 0.01 0.43 0.53 0.13 0.55 0.14 0.35 0.46 0.52 0.55 0.80 0.74 0.52 0.40 0.49 0.18 0.96 0.17 0.07 0.95 0.04 0.88 0.44 0.99 0.90 0.03 0.96 0.95 0.68 0.77 0.48 0.54 0.21 0.28 0.02 0.32 0.28 0.81 0.15 0.27 0.38 0.47 0.87 0.42 0.84 0.08 0.55 0.96 0.25 0.54 0.07 0.58 0.72 0.02 0.53 0.98 0.07 0.64 0.77 ]
