D = 2;
n = [ 4 4 ];
N = 21;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.36 0.48 0.26 0.32 0.76 0.16 0.10 0.73 0.16 0.02 0.05 0.27 0.22 0.15 0.75 0.31 0.52 0.45 0.06 0.19 ]
[0.36 1.00 0.03 0.03 0.44 0.91 0.68 0.04 0.61 0.56 0.47 0.04 0.99 0.28 0.53 0.61 0.70 0.86 0.87 0.65 0.71 ]
[0.48 0.03 1.00 0.75 0.09 0.07 0.09 0.68 0.57 0.54 0.26 0.89 0.46 0.16 0.25 0.85 0.16 0.61 0.96 0.35 0.47 ]
[0.26 0.03 0.75 1.00 0.47 0.38 0.78 0.10 0.99 0.12 0.04 0.35 0.38 0.57 0.72 0.11 0.60 0.09 0.30 0.59 0.47 ]
[0.32 0.44 0.09 0.47 1.00 0.35 0.86 0.32 0.54 0.90 0.63 0.74 0.83 0.26 0.48 0.95 0.17 0.62 0.23 0.98 0.61 ]
[0.76 0.91 0.07 0.38 0.35 1.00 0.97 0.66 0.54 0.32 0.68 0.53 0.32 0.87 0.56 0.28 0.51 0.57 0.90 0.17 0.34 ]
[0.16 0.68 0.09 0.78 0.86 0.97 1.00 0.44 0.68 0.58 0.18 0.64 0.36 0.66 0.76 0.10 0.99 0.19 0.54 0.97 0.67 ]
[0.10 0.04 0.68 0.10 0.32 0.66 0.44 1.00 0.33 0.92 0.13 0.76 0.80 0.25 0.39 0.33 0.41 0.39 0.70 0.01 0.80 ]
[0.73 0.61 0.57 0.99 0.54 0.54 0.68 0.33 1.00 0.90 0.67 0.85 0.97 0.04 0.72 0.80 0.76 0.02 0.45 0.66 0.48 ]
[0.16 0.56 0.54 0.12 0.90 0.32 0.58 0.92 0.90 1.00 0.59 0.65 0.55 0.34 0.73 0.79 0.10 0.19 0.12 0.58 0.17 ]
[0.02 0.47 0.26 0.04 0.63 0.68 0.18 0.13 0.67 0.59 1.00 0.57 0.32 0.65 0.38 0.92 0.44 0.87 0.01 0.80 0.10 ]
[0.05 0.04 0.89 0.35 0.74 0.53 0.64 0.76 0.85 0.65 0.57 1.00 0.44 0.97 0.35 0.40 0.02 0.52 0.05 0.56 0.84 ]
[0.27 0.99 0.46 0.38 0.83 0.32 0.36 0.80 0.97 0.55 0.32 0.44 1.00 0.66 0.32 0.39 0.23 0.48 0.40 0.93 0.60 ]
[0.22 0.28 0.16 0.57 0.26 0.87 0.66 0.25 0.04 0.34 0.65 0.97 0.66 1.00 0.77 0.54 0.97 0.71 0.43 0.66 0.37 ]
[0.15 0.53 0.25 0.72 0.48 0.56 0.76 0.39 0.72 0.73 0.38 0.35 0.32 0.77 1.00 0.91 0.78 0.86 0.27 0.76 0.95 ]
[0.75 0.61 0.85 0.11 0.95 0.28 0.10 0.33 0.80 0.79 0.92 0.40 0.39 0.54 0.91 1.00 0.37 0.79 0.18 0.66 0.52 ]
[0.31 0.70 0.16 0.60 0.17 0.51 0.99 0.41 0.76 0.10 0.44 0.02 0.23 0.97 0.78 0.37 1.00 0.35 0.84 0.71 0.24 ]
[0.52 0.86 0.61 0.09 0.62 0.57 0.19 0.39 0.02 0.19 0.87 0.52 0.48 0.71 0.86 0.79 0.35 1.00 0.22 0.44 0.40 ]
[0.45 0.87 0.96 0.30 0.23 0.90 0.54 0.70 0.45 0.12 0.01 0.05 0.40 0.43 0.27 0.18 0.84 0.22 1.00 1.00 0.45 ]
[0.06 0.65 0.35 0.59 0.98 0.17 0.97 0.01 0.66 0.58 0.80 0.56 0.93 0.66 0.76 0.66 0.71 0.44 1.00 1.00 0.30 ]
[0.19 0.71 0.47 0.47 0.61 0.34 0.67 0.80 0.48 0.17 0.10 0.84 0.60 0.37 0.95 0.52 0.24 0.40 0.45 0.30 1.00 ]
];
