D = 2;
n = [ 4 4 ];
N = 43;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.56 0.22 0.30 0.37 0.27 0.29 0.99 0.66 0.40 0.96 0.28 0.95 0.30 0.96 0.17 0.76 0.29 0.70 0.44 0.22 0.40 0.81 0.33 0.01 0.99 0.56 0.29 0.16 0.23 0.34 0.67 0.69 0.85 0.44 0.61 0.47 0.33 0.77 0.64 0.67 0.86 0.15 ]
[0.56 1.00 0.03 0.58 0.54 0.09 0.82 0.82 0.21 0.98 0.57 0.61 0.94 0.54 0.08 0.98 0.42 0.81 0.15 0.68 0.67 0.95 0.01 0.22 0.39 0.17 0.07 0.03 0.88 0.91 0.19 0.14 0.17 0.77 0.39 0.07 0.12 0.55 0.66 0.90 0.29 0.57 0.52 ]
[0.22 0.03 1.00 0.20 0.34 0.71 0.68 0.94 0.84 0.40 0.46 0.45 0.14 0.96 0.65 0.77 0.19 0.12 0.35 0.13 0.21 0.16 0.34 0.14 0.76 0.86 0.35 0.15 0.14 0.66 0.47 0.52 0.08 0.85 0.93 0.11 0.74 0.13 0.11 0.91 0.69 0.01 0.71 ]
[0.30 0.58 0.20 1.00 0.43 0.46 0.78 0.44 0.35 0.09 0.59 0.75 0.42 0.74 0.15 0.87 0.58 0.82 0.53 0.28 0.08 0.84 0.41 0.05 0.95 0.25 0.21 0.96 0.31 0.31 0.17 0.72 0.27 0.21 0.54 0.17 0.23 0.28 0.67 0.70 0.48 0.43 0.85 ]
[0.37 0.54 0.34 0.43 1.00 0.07 0.08 0.48 0.27 0.61 0.68 0.70 0.92 0.48 0.52 0.28 0.22 0.40 0.14 0.37 0.06 0.86 0.08 0.13 0.65 0.47 0.99 0.00 0.42 0.84 0.28 0.40 0.14 0.22 0.49 0.60 0.39 0.62 0.59 0.60 0.62 0.35 0.03 ]
[0.27 0.09 0.71 0.46 0.07 1.00 0.09 0.34 0.97 0.73 0.82 0.60 0.77 0.11 0.29 0.22 0.16 0.95 0.97 0.65 0.84 0.32 0.22 0.70 0.23 0.69 0.67 0.25 0.78 0.38 0.95 0.51 0.69 0.55 0.54 0.36 0.22 0.43 0.73 0.86 0.93 0.53 0.30 ]
[0.29 0.82 0.68 0.78 0.08 0.09 1.00 0.68 0.78 0.26 0.19 0.90 0.29 0.46 0.23 0.20 0.15 0.43 0.34 0.54 0.92 0.45 0.61 0.19 0.98 0.48 0.59 0.80 0.59 0.27 0.90 0.32 0.50 0.58 0.56 0.50 0.99 0.15 0.08 0.22 0.24 0.60 0.52 ]
[0.99 0.82 0.94 0.44 0.48 0.34 0.68 1.00 0.90 0.43 0.60 0.29 0.73 0.71 0.79 0.40 0.29 0.31 0.72 0.61 0.28 0.38 0.32 0.91 0.04 0.92 0.05 0.75 0.52 0.83 0.77 0.50 0.44 0.08 0.05 0.89 0.01 0.55 0.92 0.96 0.11 0.57 0.21 ]
[0.66 0.21 0.84 0.35 0.27 0.97 0.78 0.90 1.00 0.83 0.08 0.00 0.60 0.28 0.54 0.56 0.00 0.35 0.70 0.11 0.45 0.58 0.85 0.20 0.82 0.74 0.01 0.87 0.41 0.50 0.54 0.40 0.95 0.27 0.84 0.27 0.90 0.76 0.05 0.90 0.90 0.63 0.85 ]
[0.40 0.98 0.40 0.09 0.61 0.73 0.26 0.43 0.83 1.00 0.77 0.62 0.84 0.28 0.78 0.72 0.58 0.90 0.40 0.28 0.37 0.90 0.15 0.72 0.08 0.86 0.92 0.04 0.65 0.10 0.98 0.35 0.71 0.47 0.55 0.46 0.44 0.24 0.03 0.30 0.84 0.58 0.87 ]
