D = 6;
n = [ 4 4 4 4 4 4 ];
N = 68;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.74 0.32 0.27 0.39 0.81 0.31 0.20 0.92 0.21 0.93 0.51 0.24 0.02 0.89 0.81 0.27 0.28 0.33 0.57 0.57 1.00 0.06 0.43 0.71 0.23 0.70 0.56 0.58 0.42 0.73 0.87 0.00 0.26 0.94 0.29 0.21 0.86 0.10 0.83 0.93 0.61 0.33 0.52 0.98 0.43 0.43 0.04 0.49 0.21 0.95 0.40 0.08 0.12 0.75 0.34 0.05 0.42 0.63 0.64 0.41 0.98 0.59 0.58 0.27 0.93 0.92 0.40 ]
[0.74 1.00 0.46 0.31 0.91 0.79 0.31 0.27 0.39 0.24 0.08 0.41 0.03 0.32 0.61 0.85 0.18 0.73 0.34 0.23 0.97 0.51 0.12 0.59 0.98 0.82 0.17 0.32 0.34 0.20 0.34 0.12 0.94 0.42 1.00 0.90 0.41 0.55 0.43 0.58 0.32 0.92 0.93 0.39 0.20 0.07 0.50 0.61 0.17 0.49 0.72 0.99 0.95 0.49 0.73 0.46 0.23 0.90 0.03 0.28 0.28 0.15 0.55 0.79 0.82 0.09 0.65 0.56 ]
[0.32 0.46 1.00 0.12 0.72 0.10 0.03 0.43 0.22 0.94 0.45 0.94 0.23 0.48 0.18 0.12 0.91 0.25 0.07 0.31 0.91 0.28 0.64 0.96 0.35 0.79 0.89 0.24 0.61 0.47 0.33 0.01 0.33 0.67 0.73 0.48 0.71 0.79 0.34 0.21 0.40 0.29 0.42 0.06 0.06 0.07 0.98 0.37 0.63 0.63 0.18 0.30 0.21 0.78 0.51 0.52 0.68 0.38 0.54 0.13 0.23 0.95 0.61 0.64 0.93 0.64 0.44 0.80 ]
[0.27 0.31 0.12 1.00 0.84 0.91 0.76 0.16 0.97 0.09 0.87 0.36 0.43 0.95 0.48 0.32 0.62 0.16 0.15 0.34 0.56 0.75 0.44 0.61 0.11 0.32 0.02 0.62 0.81 0.78 0.80 0.39 0.21 0.67 0.89 0.28 0.11 0.08 0.11 0.99 0.50 0.15 0.12 0.64 0.65 0.99 0.34 0.60 0.65 0.64 0.07 0.36 0.85 0.67 0.09 0.16 0.33 0.80 0.91 0.60 0.59 0.11 0.45 0.11 0.84 0.12 0.62 0.74 ]
[0.39 0.91 0.72 0.84 1.00 0.78 0.54 0.60 0.81 0.50 0.84 0.69 0.18 0.19 0.66 0.39 0.22 0.37 0.44 0.66 0.30 0.35 0.98 0.66 0.61 0.62 0.61 0.30 0.56 0.75 0.79 0.22 0.72 0.40 0.40 0.06 0.55 0.20 0.90 0.58 0.09 0.63 0.35 0.20 0.85 0.62 0.47 0.52 0.88 0.59 0.47 0.48 0.68 0.66 0.02 0.65 0.83 0.04 0.85 0.46 0.33 0.79 0.98 0.45 0.58 0.49 0.64 0.32 ]
[0.81 0.79 0.10 0.91 0.78 1.00 0.42 0.38 0.26 0.30 0.09 0.36 0.23 0.97 0.35 0.45 0.69 0.44 0.05 0.76 0.51 0.71 0.84 0.65 0.74 0.38 0.42 0.74 0.94 0.63 0.20 0.31 0.16 0.70 0.80 0.08 0.91 0.68 0.78 0.18 0.50 0.23 0.39 0.03 0.80 0.57 0.66 0.51 0.73 0.04 0.65 0.84 0.49 0.41 0.80 0.20 0.52 0.32 0.66 0.19 0.94 0.33 0.84 0.96 0.37 0.81 0.56 0.67 ]
[0.31 0.31 0.03 0.76 0.54 0.42 1.00 0.98 0.43 0.40 0.38 0.66 0.46 0.68 0.01 0.14 0.94 0.77 0.61 0.45 0.73 0.08 0.62 0.91 0.52 1.00 0.26 0.33 0.85 0.24 0.69 0.69 0.77 0.34 0.11 0.15 0.24 0.36 0.43 0.42 0.57 0.90 0.32 0.17 0.18 0.18 0.93 0.02 0.27 0.08 0.65 0.20 0.97 0.17 0.13 0.26 0.48 0.89 0.30 0.03 0.28 0.51 0.10 0.35 0.70 0.48 0.91 0.46 ]
[0.20 0.27 0.43 0.16 0.60 0.38 0.98 1.00 0.69 0.89 0.53 0.09 0.45 0.41 0.06 0.99 0.54 0.64 0.24 0.13 0.84 0.63 0.84 0.99 0.20 0.89 0.14 0.24 1.00 0.32 0.88 0.58 0.71 0.73 0.61 0.07 0.82 0.80 0.27 0.08 0.45 0.51 0.41 0.05 0.50 0.54 0.12 0.87 0.80 0.56 0.53 0.74 0.62 0.90 0.14 0.49 0.16 0.01 0.69 0.83 0.66 0.96 0.07 0.84 0.00 0.77 0.34 0.09 ]
[0.92 0.39 0.22 0.97 0.81 0.26 0.43 0.69 1.00 0.48 0.58 0.26 0.32 0.68 0.88 0.89 0.53 0.79 0.11 0.24 0.52 0.60 0.29 0.79 0.73 0.43 0.45 0.08 0.83 0.26 0.93 0.26 0.97 0.29 0.80 0.03 0.47 0.92 0.63 0.80 0.06 0.53 0.73 0.77 0.21 0.09 0.95 0.60 0.13 0.30 0.79 0.46 0.30 0.06 0.79 0.42 0.70 0.96 0.36 0.79 0.15 0.69 0.50 0.04 0.79 0.99 0.85 0.70 ]
[0.21 0.24 0.94 0.09 0.50 0.30 0.40 0.89 0.48 1.00 0.35 0.14 0.19 0.19 0.18 0.49 0.51 0.48 0.26 0.34 0.97 0.95 0.93 0.72 0.95 0.56 0.91 0.58 0.13 0.09 0.54 0.31 0.85 0.51 0.64 0.82 0.60 0.97 0.03 0.44 0.73 0.73 0.61 0.57 0.56 0.75 0.17 0.54 0.40 0.61 0.19 0.32 0.77 0.17 0.67 0.06 0.83 0.82 0.69 0.26 0.91 0.22 0.22 0.75 0.15 0.10 0.17 0.02 ]
