D = 8;
n = [ 4 4 4 4 4 4 4 4 ];
N = 65;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.29 0.92 0.96 0.07 0.91 0.29 0.94 0.25 0.61 0.34 0.55 0.22 0.99 0.03 0.30 0.34 0.01 0.80 0.96 0.03 0.79 0.24 0.46 0.50 0.99 0.51 0.88 0.37 0.57 0.31 0.15 0.91 0.01 0.20 0.19 0.18 0.59 0.98 0.56 0.84 0.85 0.72 0.60 0.61 0.20 0.56 0.96 0.24 0.39 0.78 0.86 0.60 0.45 0.53 0.58 0.45 0.47 0.50 0.63 0.59 0.38 0.04 0.65 0.63 ]
[0.29 1.00 0.91 0.45 0.39 0.68 0.92 0.14 0.70 0.25 0.50 0.13 0.61 0.76 0.83 0.24 0.90 0.02 0.11 0.50 0.81 0.14 0.45 0.88 0.27 0.34 0.43 0.70 0.72 0.95 0.68 0.30 0.56 0.24 0.58 0.62 0.97 0.15 0.06 0.94 0.45 0.96 0.71 0.31 0.92 0.12 0.94 0.64 0.34 0.64 0.18 0.30 0.93 0.04 0.92 0.28 0.65 0.35 0.77 0.77 0.19 0.95 0.46 0.26 0.20 ]
[0.92 0.91 1.00 0.18 0.05 0.10 0.94 0.60 0.99 0.30 0.72 0.35 0.79 0.63 0.78 0.30 0.80 0.48 0.97 0.26 0.47 0.15 0.24 0.73 0.00 0.69 0.86 0.66 0.32 0.25 0.87 0.07 0.25 0.60 0.82 0.10 0.41 0.07 0.46 0.19 0.04 0.92 0.75 0.20 0.64 0.57 0.71 0.06 0.67 0.75 0.44 0.69 0.39 0.48 0.66 0.58 0.27 0.01 0.56 0.67 0.75 0.18 0.01 0.12 0.27 ]
[0.96 0.45 0.18 1.00 0.60 0.07 0.69 0.89 0.59 0.08 0.13 0.40 0.96 0.64 0.70 0.01 0.86 0.61 0.36 0.49 0.55 0.10 0.18 0.26 0.65 0.97 0.61 0.92 0.48 0.40 0.91 0.89 0.52 0.19 0.78 0.02 0.54 0.91 0.30 0.60 0.85 0.45 0.51 0.06 0.17 0.63 0.77 0.90 0.78 0.13 0.56 0.86 0.80 0.17 0.08 0.95 0.65 0.47 0.89 0.69 0.87 0.35 0.80 0.44 0.34 ]
[0.07 0.39 0.05 0.60 1.00 0.53 0.16 0.60 0.51 0.45 0.21 0.44 0.80 0.94 0.71 0.72 0.42 0.72 0.47 0.32 0.57 0.99 0.69 0.27 0.98 0.70 0.10 0.13 0.98 0.23 0.04 0.79 0.32 0.99 0.53 0.72 0.69 0.32 0.57 0.53 0.51 0.34 0.36 0.60 0.06 0.15 0.97 0.98 0.75 0.60 0.30 0.17 0.81 0.70 0.60 0.51 0.79 0.77 0.62 0.24 0.85 0.76 0.18 0.27 0.90 ]
[0.91 0.68 0.10 0.07 0.53 1.00 0.58 0.71 0.38 0.29 0.13 0.62 0.61 0.49 0.93 0.76 0.26 0.20 0.98 0.92 0.99 0.65 0.90 0.87 0.28 0.95 0.99 0.10 0.35 0.07 0.42 0.90 0.24 0.02 0.92 0.63 0.76 0.90 1.00 0.07 0.09 0.29 0.00 0.08 0.55 0.46 0.72 0.07 0.32 0.37 0.10 0.83 0.78 0.69 0.98 0.52 0.07 0.92 0.16 0.35 0.20 0.42 0.36 0.48 0.82 ]
[0.29 0.92 0.94 0.69 0.16 0.58 1.00 0.49 1.00 0.15 0.54 0.25 0.42 0.12 0.51 0.79 0.57 0.84 0.50 0.43 0.38 0.18 0.72 0.42 0.46 0.27 0.83 0.90 0.81 0.26 0.04 0.74 0.98 0.75 0.97 0.78 0.42 0.47 0.63 0.20 0.39 0.90 0.54 0.41 0.37 0.80 0.75 0.18 0.46 0.13 0.05 0.19 0.22 0.34 0.03 0.75 0.63 0.52 0.01 0.85 0.50 0.29 0.44 0.37 0.26 ]
[0.94 0.14 0.60 0.89 0.60 0.71 0.49 1.00 0.94 0.49 0.63 0.80 0.90 0.58 0.41 0.24 0.22 0.78 0.39 0.96 0.20 0.52 0.57 0.59 0.39 0.64 0.93 0.65 0.28 0.80 0.26 0.54 0.28 0.75 0.36 0.01 0.41 0.19 0.92 0.33 0.20 0.47 0.80 0.01 0.50 0.38 0.81 0.22 0.22 0.66 0.16 0.62 0.06 0.56 0.52 0.57 0.23 0.69 0.43 0.65 0.30 0.43 0.89 0.21 0.19 ]
[0.25 0.70 0.99 0.59 0.51 0.38 1.00 0.94 1.00 0.68 0.21 0.75 0.14 0.46 0.27 0.39 0.31 0.71 0.16 0.01 0.95 0.84 0.37 0.06 0.47 0.88 0.57 0.87 0.90 0.57 0.31 0.57 0.77 0.44 0.82 0.30 0.01 0.59 0.37 0.72 0.53 0.57 0.48 0.24 0.51 0.72 0.47 0.73 0.22 0.74 0.30 0.43 0.25 0.41 0.93 0.80 0.79 0.09 0.07 0.28 0.87 0.30 0.42 0.60 0.99 ]
[0.61 0.25 0.30 0.08 0.45 0.29 0.15 0.49 0.68 1.00 0.67 0.03 0.07 0.38 0.18 0.51 0.13 0.56 0.32 0.15 0.46 0.37 0.98 0.71 0.45 0.25 0.20 0.86 0.12 0.32 0.98 0.24 0.98 0.22 0.00 0.70 0.98 0.29 0.91 0.71 0.64 0.19 0.48 0.63 0.95 0.88 0.79 0.71 0.40 0.78 0.14 0.67 0.76 0.66 0.86 0.80 0.78 0.94 0.59 0.80 0.42 0.48 0.71 0.31 0.17 ]
