D = 6;
n = [ 4 4 4 4 4 4 ];
N = 74;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.43 0.28 0.81 0.51 0.64 0.67 0.08 0.10 0.53 0.22 1.00 0.09 0.93 0.81 0.68 0.10 0.32 0.09 0.94 0.51 0.45 0.46 0.50 0.67 0.57 0.26 0.92 0.32 0.59 0.96 0.17 0.99 0.59 0.28 0.49 0.46 0.70 0.58 0.01 0.70 0.90 0.57 0.30 0.88 0.01 0.06 0.90 0.21 0.23 0.53 0.90 0.18 0.60 0.19 0.14 0.05 0.42 0.11 0.38 0.53 0.41 0.69 0.82 0.45 0.71 0.38 0.59 1.00 0.29 0.69 0.82 0.37 0.30 ]
[0.43 1.00 0.59 0.93 0.50 0.08 0.13 0.81 0.75 0.27 0.01 0.30 0.40 0.17 0.90 0.50 0.88 0.61 0.61 0.57 0.52 0.93 0.06 0.68 0.18 0.38 0.93 0.72 0.00 0.03 0.84 0.80 0.08 0.24 0.57 0.97 0.05 0.21 0.29 0.74 0.81 0.94 0.79 0.07 0.66 0.34 0.67 0.86 0.27 0.82 0.80 0.15 0.58 0.40 0.88 0.67 0.43 0.81 0.13 0.75 0.61 0.73 0.25 0.75 0.42 0.92 0.27 0.25 0.14 0.50 0.04 0.25 0.02 0.63 ]
[0.28 0.59 1.00 0.72 0.22 0.56 0.94 0.97 0.98 0.29 0.89 0.96 0.75 0.92 0.78 0.41 0.95 0.86 0.46 0.97 0.41 0.46 0.24 0.06 0.44 0.92 0.54 0.66 0.63 0.36 0.35 0.09 0.07 0.55 0.71 0.05 0.34 0.94 0.42 0.49 0.14 0.25 0.48 0.58 0.53 0.22 0.50 0.79 0.90 0.10 0.32 0.76 0.09 0.69 0.30 0.92 0.10 0.71 0.09 0.12 0.89 0.30 0.94 0.13 0.81 0.15 0.96 0.98 0.56 0.50 0.51 0.29 0.10 0.55 ]
[0.81 0.93 0.72 1.00 0.97 0.31 0.75 0.13 0.14 0.96 0.98 0.41 0.41 0.79 0.01 0.90 0.58 0.65 0.19 0.16 0.26 0.95 0.03 0.74 0.79 0.09 0.03 0.10 0.32 0.71 0.54 0.76 0.10 0.24 0.47 0.90 0.56 0.13 0.67 0.71 0.67 0.87 0.35 0.41 0.14 0.55 0.28 0.40 0.68 0.37 0.33 0.58 0.28 0.81 0.17 0.40 0.92 0.74 0.98 0.57 0.28 0.55 0.18 0.20 1.00 0.24 0.88 0.58 0.17 0.28 0.92 0.39 0.88 0.59 ]
[0.51 0.50 0.22 0.97 1.00 0.55 0.78 0.35 0.22 1.00 0.98 0.21 0.17 0.49 0.69 0.44 0.38 0.08 0.81 0.23 0.82 0.00 0.88 0.19 0.74 0.85 0.16 0.42 0.05 0.50 0.40 0.90 0.97 0.21 0.40 0.27 0.75 0.11 0.19 0.66 0.23 0.20 0.63 0.59 0.39 0.23 0.20 0.64 0.54 0.79 0.95 0.79 0.99 0.38 0.04 0.68 0.27 0.81 0.05 0.18 0.50 0.28 0.10 0.62 0.10 0.98 0.19 0.78 0.27 0.70 0.99 0.15 0.21 0.65 ]
[0.64 0.08 0.56 0.31 0.55 1.00 0.15 0.03 0.69 0.11 0.78 0.97 0.24 0.13 0.67 0.48 0.49 0.88 0.92 0.46 0.66 0.08 0.77 0.79 0.00 0.55 0.02 0.50 0.70 0.47 0.10 0.27 0.91 0.73 0.82 0.71 0.30 0.41 0.04 0.66 0.89 0.71 0.14 0.80 0.26 0.09 0.24 0.72 0.08 0.24 0.50 0.91 0.55 0.69 0.23 0.94 0.78 0.59 0.88 0.83 0.75 0.73 0.45 0.46 0.07 0.59 0.82 0.35 0.63 0.08 0.53 0.50 0.17 0.02 ]
[0.67 0.13 0.94 0.75 0.78 0.15 1.00 0.86 0.14 0.63 0.85 0.78 0.56 0.12 0.56 0.90 0.88 0.49 0.25 0.72 0.29 0.23 0.51 0.27 0.38 0.83 0.37 0.03 0.49 0.88 0.66 0.35 0.22 0.59 0.41 0.92 0.93 0.41 0.06 0.67 0.86 0.93 0.36 0.04 0.19 0.62 0.05 0.76 0.03 0.66 0.12 0.92 0.80 0.84 0.61 0.67 0.09 0.14 0.06 0.75 0.06 0.94 0.73 0.36 0.53 0.46 0.67 0.87 0.07 0.92 0.60 0.59 0.68 0.11 ]
[0.08 0.81 0.97 0.13 0.35 0.03 0.86 1.00 0.51 0.29 0.89 0.26 0.13 0.10 0.20 0.36 0.21 0.75 0.13 0.08 0.23 0.72 0.34 0.62 0.48 0.88 0.04 0.55 0.07 0.96 0.54 0.66 0.91 0.59 0.39 0.62 0.64 0.12 0.73 0.38 0.80 0.94 0.70 0.86 0.50 0.12 0.30 0.98 0.83 0.57 0.98 0.97 0.65 0.30 0.62 0.47 0.29 0.11 0.44 0.17 0.18 0.94 0.55 0.09 0.99 1.00 0.23 0.05 0.53 0.55 0.87 0.61 0.18 0.62 ]
[0.10 0.75 0.98 0.14 0.22 0.69 0.14 0.51 1.00 0.99 0.44 0.29 0.69 0.15 0.29 0.54 0.26 0.91 0.81 0.78 0.80 0.56 1.00 0.06 0.37 0.34 0.69 0.23 0.47 0.68 0.60 0.70 0.55 0.91 0.18 0.48 0.19 0.84 0.00 0.42 0.26 0.66 0.84 0.59 0.40 0.94 0.27 0.86 0.95 0.10 0.81 0.09 0.75 0.10 0.81 0.06 0.37 0.11 0.84 0.67 0.76 0.70 0.35 0.81 0.63 0.72 0.88 0.51 0.99 0.32 0.93 0.72 0.27 0.33 ]
[0.53 0.27 0.29 0.96 1.00 0.11 0.63 0.29 0.99 1.00 0.47 0.49 0.77 0.99 0.56 0.82 0.51 0.25 0.08 0.98 0.90 0.08 0.86 0.87 0.55 0.89 0.43 0.22 0.66 0.20 0.61 0.45 0.94 0.97 0.15 0.82 0.03 0.09 0.14 0.78 0.17 0.20 0.44 0.22 0.87 0.59 0.65 0.73 0.20 0.32 0.28 0.07 0.96 0.45 0.53 0.93 0.60 0.37 0.91 0.65 0.36 0.75 0.23 0.86 0.45 0.99 0.03 0.58 0.65 0.10 0.64 0.29 0.79 0.30 ]
[0.22 0.01 0.89 0.98 0.98 0.78 0.85 0.89 0.44 0.47 1.00 0.94 0.64 0.78 0.12 0.54 0.17 0.19 0.35 0.04 0.49 0.18 0.27 0.40 0.58 0.34 0.12 0.63 0.11 0.39 0.71 0.31 0.30 0.18 0.61 0.33 0.59 0.16 0.59 0.43 0.38 0.06 0.65 0.00 0.86 0.76 0.19 0.09 0.49 0.36 0.47 0.91 0.23 0.01 0.79 0.99 0.06 0.08 0.88 0.61 0.52 0.52 0.23 0.59 0.92 0.87 0.82 0.61 0.28 0.86 0.83 0.31 0.94 0.38 ]
[1.00 0.30 0.96 0.41 0.21 0.97 0.78 0.26 0.29 0.49 0.94 1.00 0.74 0.87 0.95 0.49 0.72 0.01 0.98 0.52 0.15 0.93 0.22 0.31 0.75 0.20 0.36 0.65 0.25 0.55 0.96 0.17 0.21 0.87 0.71 0.02 0.43 0.32 0.95 0.28 0.72 0.05 0.34 0.16 0.84 0.61 0.90 0.61 0.79 0.04 0.25 0.59 0.37 0.64 0.89 0.94 0.80 0.56 0.88 0.88 0.43 0.68 0.32 0.27 0.41 0.14 0.72 0.77 0.95 0.86 0.55 0.63 0.17 0.99 ]
[0.09 0.40 0.75 0.41 0.17 0.24 0.56 0.13 0.69 0.77 0.64 0.74 1.00 0.66 0.12 0.16 0.99 0.90 0.88 0.39 0.03 0.16 0.38 0.78 0.54 0.91 0.88 0.20 0.68 0.61 0.45 0.17 0.94 0.03 0.05 0.20 0.72 0.68 0.57 0.73 0.94 0.83 0.97 0.10 0.30 0.40 0.68 0.59 0.38 0.63 0.01 0.32 0.33 0.51 0.18 0.02 0.17 0.41 0.51 0.27 0.55 0.31 0.02 0.24 0.84 0.72 0.44 0.32 0.85 0.70 0.10 0.20 0.88 0.87 ]
[0.93 0.17 0.92 0.79 0.49 0.13 0.12 0.10 0.15 0.99 0.78 0.87 0.66 1.00 0.77 1.00 0.11 0.32 0.96 0.89 0.38 0.44 0.09 0.17 0.66 0.53 0.01 0.82 0.03 0.58 0.99 0.47 0.19 0.40 0.83 0.02 0.81 0.69 0.47 0.14 0.09 0.71 0.99 0.83 0.09 0.12 0.89 0.11 0.32 0.23 0.69 0.48 0.64 0.48 0.40 0.79 0.67 0.24 0.44 0.22 0.80 0.49 0.32 0.03 0.26 0.41 0.72 0.14 0.66 0.28 0.58 0.42 0.33 0.77 ]
[0.81 0.90 0.78 0.01 0.69 0.67 0.56 0.20 0.29 0.56 0.12 0.95 0.12 0.77 1.00 0.39 0.02 0.14 0.50 0.12 0.63 0.85 0.46 0.03 0.11 0.01 0.23 0.60 0.00 0.11 0.96 0.24 0.77 0.01 0.85 0.41 0.28 0.19 0.13 0.43 0.55 0.19 0.08 0.08 0.76 0.40 0.14 0.70 0.35 0.49 0.12 0.74 0.89 0.22 0.50 0.77 0.21 0.47 0.12 0.43 0.68 0.06 0.14 0.03 0.00 0.68 0.95 0.69 0.74 0.99 0.99 0.78 0.96 0.79 ]
