D = 6;
n = [ 3 3 3 3 3 3 ];
N = 78;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.26 0.11 0.90 0.77 0.26 0.51 0.07 0.74 0.54 0.78 0.40 0.20 0.83 0.58 0.90 0.27 0.15 0.02 0.85 0.84 0.37 0.33 0.11 0.95 0.23 0.56 0.10 0.45 0.25 0.88 0.84 0.80 0.16 0.73 0.75 0.61 0.23 0.05 0.63 0.52 0.23 0.41 0.30 0.08 0.76 0.25 0.16 0.09 0.86 0.42 0.17 0.31 0.07 0.19 0.08 0.61 0.18 0.05 0.51 0.33 0.80 0.64 0.72 0.05 0.32 0.60 0.48 0.78 0.42 0.43 0.69 0.75 0.79 0.92 0.98 0.63 0.98 ]
[0.26 1.00 0.12 0.04 0.81 0.02 0.74 0.37 0.47 0.02 0.94 0.60 0.67 0.72 0.02 0.13 0.62 0.85 1.00 0.75 0.56 0.39 0.60 0.96 0.03 0.18 0.41 0.50 0.79 0.57 0.13 0.80 0.06 0.09 0.41 0.42 0.59 0.04 0.84 0.74 0.44 0.18 0.06 0.06 0.83 0.13 0.25 0.85 0.97 0.10 0.69 0.42 0.16 0.75 0.20 0.90 0.80 0.33 0.31 0.35 0.13 0.06 0.64 0.80 0.94 0.23 0.88 0.14 0.80 0.13 0.67 0.56 0.14 0.55 0.70 0.58 0.42 0.34 ]
[0.11 0.12 1.00 0.60 0.78 0.71 0.68 0.50 0.49 0.80 0.74 0.68 0.27 0.29 0.23 0.21 0.86 0.17 0.24 0.68 0.70 0.13 0.11 0.24 0.11 0.15 0.49 0.72 0.63 0.96 0.23 0.18 0.18 0.17 0.36 0.35 0.48 0.58 0.40 0.54 0.90 0.76 0.43 0.50 0.14 0.10 0.47 0.91 0.78 0.73 0.21 0.81 0.35 0.47 0.88 0.68 0.94 0.35 0.72 0.97 0.80 0.71 0.58 0.28 0.44 0.69 0.62 0.37 0.92 0.92 0.30 0.77 0.33 0.91 0.74 0.05 0.78 0.00 ]
[0.90 0.04 0.60 1.00 0.51 0.80 0.64 0.40 0.77 0.53 0.70 0.16 0.52 0.85 0.34 0.19 0.81 0.43 0.59 0.10 0.35 0.30 0.90 0.69 0.97 0.22 0.77 0.49 0.26 0.10 0.49 0.06 0.64 0.50 0.47 0.49 0.98 0.43 0.86 0.83 0.10 0.30 0.43 0.28 0.33 0.69 0.79 0.90 0.47 0.35 0.98 0.62 0.17 0.98 0.44 0.01 0.70 0.13 0.88 0.29 0.51 0.16 0.18 0.61 0.56 0.74 0.57 0.04 0.02 0.53 0.92 0.88 0.18 0.55 0.98 0.56 0.19 0.43 ]
[0.77 0.81 0.78 0.51 1.00 0.59 0.87 0.58 0.99 0.71 0.66 0.66 0.96 0.59 0.01 0.31 0.21 0.12 0.10 0.77 0.46 0.82 0.41 0.22 0.57 0.24 0.31 0.97 0.35 0.43 0.41 0.74 0.45 0.42 0.22 0.68 0.19 0.16 0.02 0.12 0.65 0.98 0.33 0.46 0.29 0.90 0.60 0.65 0.15 0.55 0.56 0.45 0.20 0.28 0.05 0.47 0.78 0.71 0.95 0.56 0.89 0.43 0.17 0.81 0.73 0.92 0.88 0.13 0.93 0.09 0.92 0.26 0.27 0.54 0.86 0.71 0.76 0.03 ]
[0.26 0.02 0.71 0.80 0.59 1.00 0.95 0.74 0.64 0.75 0.71 0.50 0.94 0.76 0.88 0.86 0.53 0.99 0.90 0.00 0.08 0.76 0.19 0.31 0.34 0.21 0.40 0.93 0.61 0.30 0.28 0.55 0.82 0.16 0.11 0.53 0.82 0.19 0.09 0.64 0.42 0.44 0.93 0.20 0.93 0.97 0.45 0.52 0.37 0.18 0.54 0.83 0.29 0.95 0.08 0.35 0.05 0.20 0.99 0.50 0.19 0.71 0.02 0.67 0.28 0.56 0.17 0.73 0.57 0.19 0.43 0.89 0.28 0.24 0.63 0.28 0.10 0.96 ]
[0.51 0.74 0.68 0.64 0.87 0.95 1.00 0.97 0.04 0.87 0.58 0.90 0.72 0.71 0.22 0.45 0.86 0.09 0.38 0.91 0.41 0.38 0.66 0.96 0.37 0.33 0.98 0.08 0.76 0.85 0.12 0.93 0.47 0.76 0.67 0.57 0.73 0.68 0.14 0.58 0.88 0.12 0.10 0.88 0.83 0.34 0.31 0.97 0.63 0.43 0.52 0.63 0.27 0.06 0.39 0.89 0.46 0.45 0.36 0.71 0.60 0.25 0.92 0.69 0.49 0.17 0.24 0.23 0.53 0.04 0.49 0.88 0.27 0.53 0.27 0.40 0.77 0.83 ]
[0.07 0.37 0.50 0.40 0.58 0.74 0.97 1.00 0.27 0.62 0.21 0.06 0.17 0.90 0.41 0.31 0.08 0.84 0.72 0.42 0.32 0.87 0.41 0.37 0.31 0.12 0.88 0.97 0.46 0.67 0.50 0.81 0.71 0.62 0.76 0.47 0.80 0.47 0.89 0.04 0.66 0.75 0.03 0.23 0.64 0.28 0.61 0.22 0.39 0.13 0.60 0.73 0.59 0.15 0.01 0.68 0.49 0.44 0.44 0.49 0.42 0.17 0.91 0.94 0.66 0.33 0.37 0.17 0.60 0.48 0.32 0.79 0.70 0.27 0.94 0.02 0.13 0.12 ]
[0.74 0.47 0.49 0.77 0.99 0.64 0.04 0.27 1.00 0.26 0.07 0.22 0.60 0.11 0.65 0.21 0.54 0.32 0.84 0.50 0.23 0.33 0.99 0.64 0.30 0.15 0.08 0.72 0.45 0.39 0.18 0.16 0.88 0.18 0.84 0.41 0.41 0.73 0.37 0.20 0.52 0.73 0.01 0.39 0.15 0.35 0.12 0.87 0.58 0.29 0.68 0.41 0.80 0.18 0.68 0.39 0.39 0.38 0.33 0.52 0.81 0.53 0.38 0.08 0.34 0.62 0.68 0.28 0.48 0.24 0.05 0.95 0.74 0.37 0.15 0.32 0.94 0.58 ]
[0.54 0.02 0.80 0.53 0.71 0.75 0.87 0.62 0.26 1.00 0.93 0.43 0.81 0.39 0.88 0.03 0.17 0.63 0.34 0.90 0.65 0.10 0.99 0.68 0.96 0.10 0.11 0.17 0.18 0.92 0.83 0.13 0.96 0.25 0.50 0.86 0.30 0.99 0.86 0.29 0.83 0.15 0.30 0.20 0.65 0.22 0.98 0.59 0.94 0.00 0.66 0.66 0.87 0.50 0.49 0.62 0.64 0.28 0.98 0.40 0.96 0.49 0.15 0.22 0.59 0.56 0.82 0.62 0.51 0.46 0.90 0.15 0.21 0.04 0.86 0.64 0.11 0.06 ]
