D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 22;
d = [1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.30 0.11 0.16 0.65 0.07 0.99 0.07 0.52 0.80 0.35 0.64 0.99 0.92 0.42 0.79 0.04 0.92 0.41 0.16 0.39 0.55 ]
[0.30 1.00 0.27 0.31 0.18 0.06 0.80 0.55 0.27 0.13 0.53 0.17 0.30 0.87 0.78 0.29 0.23 0.04 0.85 0.84 0.94 0.89 ]
[0.11 0.27 1.00 0.41 0.52 0.84 0.58 0.74 0.49 0.52 0.48 0.13 0.29 0.98 0.41 0.98 0.48 0.83 0.16 0.76 0.30 0.67 ]
[0.16 0.31 0.41 1.00 0.34 0.49 0.31 0.71 0.11 0.09 0.08 0.72 0.74 0.38 0.26 0.57 0.79 0.06 0.31 0.53 0.66 0.23 ]
[0.65 0.18 0.52 0.34 1.00 0.65 0.65 0.52 0.51 0.51 0.50 0.70 0.38 0.62 0.34 0.51 0.95 0.84 0.77 0.96 0.63 0.19 ]
[0.07 0.06 0.84 0.49 0.65 1.00 0.11 0.88 0.35 0.49 0.62 0.32 0.24 0.67 0.77 0.57 0.73 0.64 0.67 0.01 0.57 0.21 ]
[0.99 0.80 0.58 0.31 0.65 0.11 1.00 0.51 0.65 0.95 0.83 0.92 0.08 0.42 0.48 0.78 0.58 0.22 0.08 0.98 0.65 0.22 ]
[0.07 0.55 0.74 0.71 0.52 0.88 0.51 1.00 0.28 0.38 0.88 0.07 0.43 0.82 0.86 0.52 0.37 0.25 0.17 0.34 1.00 0.52 ]
[0.52 0.27 0.49 0.11 0.51 0.35 0.65 0.28 1.00 0.31 0.33 0.73 0.96 0.90 0.35 0.73 0.66 0.73 0.86 0.90 0.65 0.37 ]
[0.80 0.13 0.52 0.09 0.51 0.49 0.95 0.38 0.31 1.00 0.15 0.31 0.26 0.50 0.26 0.40 0.06 0.56 0.18 0.11 0.86 0.08 ]
[0.35 0.53 0.48 0.08 0.50 0.62 0.83 0.88 0.33 0.15 1.00 0.54 0.61 0.67 0.40 0.15 0.08 0.76 0.09 0.76 0.46 0.56 ]
[0.64 0.17 0.13 0.72 0.70 0.32 0.92 0.07 0.73 0.31 0.54 1.00 0.99 0.98 0.02 0.62 0.81 0.65 0.56 0.11 0.48 0.14 ]
[0.99 0.30 0.29 0.74 0.38 0.24 0.08 0.43 0.96 0.26 0.61 0.99 1.00 0.11 0.27 0.89 0.83 0.97 0.66 0.94 0.66 0.89 ]
[0.92 0.87 0.98 0.38 0.62 0.67 0.42 0.82 0.90 0.50 0.67 0.98 0.11 1.00 0.26 0.14 0.97 0.17 0.48 0.14 0.16 0.09 ]
[0.42 0.78 0.41 0.26 0.34 0.77 0.48 0.86 0.35 0.26 0.40 0.02 0.27 0.26 1.00 0.67 0.19 0.54 0.98 0.83 0.82 0.74 ]
[0.79 0.29 0.98 0.57 0.51 0.57 0.78 0.52 0.73 0.40 0.15 0.62 0.89 0.14 0.67 1.00 0.68 0.05 0.60 0.29 1.00 0.70 ]
[0.04 0.23 0.48 0.79 0.95 0.73 0.58 0.37 0.66 0.06 0.08 0.81 0.83 0.97 0.19 0.68 1.00 0.43 0.92 0.03 0.76 0.67 ]
[0.92 0.04 0.83 0.06 0.84 0.64 0.22 0.25 0.73 0.56 0.76 0.65 0.97 0.17 0.54 0.05 0.43 1.00 0.63 0.85 0.06 0.28 ]
[0.41 0.85 0.16 0.31 0.77 0.67 0.08 0.17 0.86 0.18 0.09 0.56 0.66 0.48 0.98 0.60 0.92 0.63 1.00 0.25 0.84 0.78 ]
[0.16 0.84 0.76 0.53 0.96 0.01 0.98 0.34 0.90 0.11 0.76 0.11 0.94 0.14 0.83 0.29 0.03 0.85 0.25 1.00 0.11 0.07 ]
[0.39 0.94 0.30 0.66 0.63 0.57 0.65 1.00 0.65 0.86 0.46 0.48 0.66 0.16 0.82 1.00 0.76 0.06 0.84 0.11 1.00 0.61 ]
[0.55 0.89 0.67 0.23 0.19 0.21 0.22 0.52 0.37 0.08 0.56 0.14 0.89 0.09 0.74 0.70 0.67 0.28 0.78 0.07 0.61 1.00 ]
];
