D = 2;
n = [ 3 3 ];
N = 59;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.50 0.19 0.91 0.22 0.58 0.85 0.22 0.48 0.10 0.07 0.35 0.43 0.07 0.92 0.34 0.91 0.30 0.00 0.29 0.08 1.00 0.54 0.58 0.87 0.99 0.90 0.40 0.06 0.38 0.61 0.24 0.17 0.71 0.32 0.02 0.44 0.50 0.27 0.02 0.56 0.97 0.28 0.68 0.11 0.70 0.18 0.57 0.96 0.82 0.76 0.41 0.80 0.77 0.69 0.68 0.34 0.17 0.30 ]
[0.50 1.00 0.27 0.64 0.59 0.28 0.60 0.93 0.20 0.49 0.55 0.22 0.91 0.78 0.83 0.56 0.47 0.71 0.95 0.06 0.14 0.03 0.35 0.87 0.96 0.04 0.15 0.68 0.26 0.62 0.40 0.11 0.87 0.92 0.38 0.24 0.06 0.23 0.18 0.85 0.12 0.15 0.72 0.64 0.58 0.93 0.36 0.01 0.10 0.81 0.53 0.39 0.28 0.52 0.08 0.82 0.25 0.18 0.67 ]
[0.19 0.27 1.00 0.50 0.19 0.17 0.66 0.96 0.49 0.01 0.97 0.49 0.25 0.65 0.64 0.10 0.72 0.77 0.88 0.95 0.15 0.19 0.73 0.43 0.77 0.90 0.12 0.59 0.87 0.95 0.33 0.19 0.59 0.56 0.98 0.11 0.91 0.23 0.25 0.72 0.17 0.46 0.25 0.61 0.52 0.13 0.40 0.52 0.10 0.25 0.96 0.95 0.53 0.37 0.48 0.28 0.02 0.57 0.92 ]
[0.91 0.64 0.50 1.00 0.67 0.84 0.09 0.02 0.36 0.03 0.56 0.68 0.06 0.18 0.48 0.01 0.48 0.25 0.15 0.72 0.62 0.06 0.84 0.62 0.20 0.06 0.96 0.97 0.98 0.13 0.12 0.93 0.22 0.82 0.51 0.58 0.68 0.31 0.47 0.42 0.46 0.83 0.69 0.87 0.19 0.73 0.74 0.64 0.01 0.17 0.97 0.86 0.01 0.10 0.94 0.46 0.26 0.96 0.07 ]
[0.22 0.59 0.19 0.67 1.00 0.49 0.57 0.16 0.51 0.11 0.68 0.55 0.70 0.87 0.35 0.90 0.23 0.23 0.18 0.45 0.24 0.26 0.43 0.31 0.74 0.96 0.11 0.61 0.10 0.05 0.13 0.46 0.72 0.42 0.43 0.91 0.34 0.53 0.60 0.78 0.22 0.38 0.47 0.96 0.49 0.28 0.27 0.15 0.42 0.03 0.83 0.60 0.72 0.55 0.04 0.86 0.79 0.64 0.31 ]
[0.58 0.28 0.17 0.84 0.49 1.00 0.35 0.84 0.52 0.32 0.81 0.23 0.19 0.53 0.46 0.06 0.90 0.41 0.97 0.77 0.96 0.35 0.19 0.33 0.72 0.06 0.84 0.73 0.47 0.59 0.84 0.86 0.15 0.22 0.81 0.31 0.14 0.25 0.66 0.78 0.45 0.56 0.31 0.01 0.38 0.41 0.84 0.61 0.17 0.23 0.89 0.40 0.60 0.30 0.02 0.66 0.53 0.79 0.51 ]
[0.85 0.60 0.66 0.09 0.57 0.35 1.00 0.27 0.76 0.40 0.89 0.67 0.50 0.70 0.38 0.57 0.12 0.23 0.64 0.65 0.97 0.48 0.93 0.49 0.43 0.67 0.55 0.98 0.07 0.23 0.01 0.81 0.37 0.37 0.90 0.45 0.02 0.44 0.17 0.64 0.75 0.58 0.04 0.18 0.01 0.75 0.15 0.01 0.29 0.58 0.23 0.36 0.66 0.74 0.66 0.56 0.61 0.73 0.84 ]
[0.22 0.93 0.96 0.02 0.16 0.84 0.27 1.00 0.07 0.35 0.20 0.69 0.58 0.91 0.73 0.68 0.04 0.73 0.95 0.08 0.20 0.17 0.14 0.01 0.53 0.91 0.61 0.20 0.28 0.03 0.23 0.29 0.90 0.52 0.42 0.43 0.18 0.00 0.60 0.78 0.93 0.70 0.71 0.32 0.01 0.97 0.64 0.75 0.96 0.15 0.68 0.51 0.16 0.19 0.84 0.22 0.45 0.96 0.97 ]
[0.48 0.20 0.49 0.36 0.51 0.52 0.76 0.07 1.00 0.57 0.49 0.87 0.92 0.44 0.06 0.45 0.51 0.23 0.18 0.24 0.75 0.91 0.96 0.67 0.59 0.48 0.40 0.18 0.46 0.39 0.96 0.23 0.60 0.28 0.12 0.47 0.57 0.92 0.32 0.47 0.46 0.02 0.30 0.83 0.41 0.54 0.09 0.05 0.40 0.94 0.43 0.72 0.62 0.42 0.44 0.11 0.22 0.75 0.61 ]
[0.10 0.49 0.01 0.03 0.11 0.32 0.40 0.35 0.57 1.00 0.73 0.68 0.64 0.18 0.91 0.55 0.97 0.28 0.31 0.09 0.62 0.76 0.26 0.32 0.02 0.54 0.69 0.63 0.59 0.38 0.91 0.47 0.37 0.83 0.04 0.25 0.08 0.28 0.28 0.83 0.99 0.14 0.78 0.31 0.58 0.71 0.63 0.09 0.04 0.64 0.54 0.15 0.62 0.07 0.15 0.89 0.86 0.51 0.40 ]
