D = 4;
n = [ 5 5 5 5 ];
N = 34;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.04 0.89 0.61 0.98 0.76 0.08 0.31 0.34 0.13 0.66 0.98 0.30 0.17 0.82 0.56 0.79 0.95 0.19 0.18 0.23 0.39 0.95 0.14 0.90 0.35 0.14 0.53 0.57 0.04 0.47 0.04 0.99 0.55 ]
[0.04 1.00 0.72 0.82 0.87 0.84 0.26 0.32 0.28 0.04 0.43 0.27 0.40 0.85 0.71 0.61 0.65 0.47 0.55 0.34 0.70 0.98 0.03 0.47 0.75 0.50 0.93 0.72 0.19 0.77 0.92 0.07 0.79 0.64 ]
[0.89 0.72 1.00 0.34 0.79 0.38 0.26 0.86 0.16 0.82 0.25 0.28 0.05 0.16 0.54 0.28 0.11 0.23 0.61 0.17 0.43 0.71 0.02 0.14 0.93 0.85 0.01 0.13 0.57 0.77 0.89 0.19 0.70 0.26 ]
[0.61 0.82 0.34 1.00 0.64 0.55 0.02 0.70 0.56 0.92 0.94 0.30 0.20 0.39 0.56 0.35 0.10 0.17 0.51 0.03 0.71 0.78 0.56 0.93 0.97 0.10 0.83 0.88 0.16 0.84 0.92 0.98 0.46 0.44 ]
[0.98 0.87 0.79 0.64 1.00 0.88 0.53 0.70 0.64 0.66 0.57 0.89 0.59 0.49 0.91 0.73 0.41 0.04 0.35 0.08 0.51 0.42 0.55 0.82 0.58 0.57 0.79 0.37 0.40 0.27 0.07 0.68 0.85 0.83 ]
[0.76 0.84 0.38 0.55 0.88 1.00 0.75 0.20 0.43 0.26 0.92 0.42 0.78 0.63 0.75 0.71 0.06 0.23 0.62 0.13 0.81 0.75 0.67 0.31 0.71 0.54 0.57 0.01 0.84 0.19 0.49 0.29 0.56 0.99 ]
[0.08 0.26 0.26 0.02 0.53 0.75 1.00 0.83 0.92 0.10 0.41 0.09 0.31 0.26 0.78 0.76 0.46 0.55 0.92 0.57 0.09 0.48 0.94 0.60 0.05 0.18 0.56 0.60 0.42 0.22 0.90 0.33 0.78 0.71 ]
[0.31 0.32 0.86 0.70 0.70 0.20 0.83 1.00 0.82 0.68 0.69 0.67 0.65 0.25 0.22 0.27 0.99 0.21 0.68 0.57 0.66 0.73 0.46 0.80 0.58 0.15 0.76 0.73 0.92 0.94 0.81 0.81 0.14 0.87 ]
[0.34 0.28 0.16 0.56 0.64 0.43 0.92 0.82 1.00 0.91 0.79 0.58 0.11 0.57 0.99 0.64 0.62 0.07 0.50 0.97 0.88 0.60 0.30 0.92 0.51 0.84 0.24 0.81 0.59 0.87 0.29 0.24 0.29 0.91 ]
[0.13 0.04 0.82 0.92 0.66 0.26 0.10 0.68 0.91 1.00 0.28 0.13 0.41 0.97 0.77 0.86 0.78 0.65 0.93 0.60 0.17 0.30 0.21 0.39 0.64 0.92 0.03 0.57 0.33 0.97 0.07 0.16 0.70 0.46 ]
[0.66 0.43 0.25 0.94 0.57 0.92 0.41 0.69 0.79 0.28 1.00 0.25 0.81 0.62 0.65 0.48 0.50 0.18 0.43 0.17 0.71 0.13 0.07 0.36 0.84 0.78 0.79 0.50 0.14 0.31 0.36 0.25 0.36 0.17 ]
[0.98 0.27 0.28 0.30 0.89 0.42 0.09 0.67 0.58 0.13 0.25 1.00 0.59 0.19 0.79 0.21 0.96 0.06 0.48 0.75 0.17 0.48 0.15 0.82 0.79 0.75 0.66 0.19 0.53 0.33 0.93 0.03 0.04 0.57 ]
[0.30 0.40 0.05 0.20 0.59 0.78 0.31 0.65 0.11 0.41 0.81 0.59 1.00 0.34 0.44 0.94 0.14 0.66 0.95 0.37 0.30 0.30 0.82 0.49 0.18 0.72 0.88 0.00 0.78 0.30 0.86 1.00 0.93 0.02 ]
[0.17 0.85 0.16 0.39 0.49 0.63 0.26 0.25 0.57 0.97 0.62 0.19 0.34 1.00 0.52 0.45 0.04 0.36 0.82 0.13 0.71 1.00 0.32 0.05 0.19 0.37 0.53 0.02 0.20 0.91 0.23 0.07 0.46 0.51 ]
[0.82 0.71 0.54 0.56 0.91 0.75 0.78 0.22 0.99 0.77 0.65 0.79 0.44 0.52 1.00 0.70 0.11 0.74 0.83 0.63 0.79 0.63 0.57 0.79 0.28 0.46 0.26 0.67 0.73 0.94 0.69 0.90 0.82 0.72 ]
[0.56 0.61 0.28 0.35 0.73 0.71 0.76 0.27 0.64 0.86 0.48 0.21 0.94 0.45 0.70 1.00 0.90 0.88 0.15 0.29 0.78 0.06 0.59 0.39 0.06 0.91 0.18 0.11 0.26 0.90 0.90 0.22 0.14 0.19 ]
[0.79 0.65 0.11 0.10 0.41 0.06 0.46 0.99 0.62 0.78 0.50 0.96 0.14 0.04 0.11 0.90 1.00 0.86 0.33 0.94 0.59 0.03 0.58 0.66 0.69 0.27 0.52 0.52 0.41 0.32 0.19 0.19 0.31 0.49 ]
[0.95 0.47 0.23 0.17 0.04 0.23 0.55 0.21 0.07 0.65 0.18 0.06 0.66 0.36 0.74 0.88 0.86 1.00 0.85 0.49 0.49 0.17 0.16 0.59 0.40 0.78 0.61 0.84 0.70 0.03 0.68 0.80 0.09 0.68 ]
[0.19 0.55 0.61 0.51 0.35 0.62 0.92 0.68 0.50 0.93 0.43 0.48 0.95 0.82 0.83 0.15 0.33 0.85 1.00 0.56 0.25 0.34 0.34 0.53 0.26 0.98 0.24 0.33 0.49 0.88 0.73 0.12 0.44 0.90 ]
[0.18 0.34 0.17 0.03 0.08 0.13 0.57 0.57 0.97 0.60 0.17 0.75 0.37 0.13 0.63 0.29 0.94 0.49 0.56 1.00 0.86 0.01 0.26 0.08 0.83 0.33 0.29 0.67 0.06 0.88 0.64 0.49 0.79 0.84 ]
[0.23 0.70 0.43 0.71 0.51 0.81 0.09 0.66 0.88 0.17 0.71 0.17 0.30 0.71 0.79 0.78 0.59 0.49 0.25 0.86 1.00 0.44 0.16 0.72 0.56 0.51 0.31 0.81 0.02 0.61 0.95 0.89 0.06 0.50 ]
[0.39 0.98 0.71 0.78 0.42 0.75 0.48 0.73 0.60 0.30 0.13 0.48 0.30 1.00 0.63 0.06 0.03 0.17 0.34 0.01 0.44 1.00 0.53 0.93 0.48 0.15 0.50 0.78 0.65 0.31 0.81 0.37 0.58 0.94 ]
[0.95 0.03 0.02 0.56 0.55 0.67 0.94 0.46 0.30 0.21 0.07 0.15 0.82 0.32 0.57 0.59 0.58 0.16 0.34 0.26 0.16 0.53 1.00 0.17 0.56 0.80 0.15 0.94 0.65 0.01 0.26 0.40 0.40 0.97 ]
[0.14 0.47 0.14 0.93 0.82 0.31 0.60 0.80 0.92 0.39 0.36 0.82 0.49 0.05 0.79 0.39 0.66 0.59 0.53 0.08 0.72 0.93 0.17 1.00 0.22 0.87 0.76 0.76 0.73 0.20 0.39 0.35 0.42 0.98 ]
[0.90 0.75 0.93 0.97 0.58 0.71 0.05 0.58 0.51 0.64 0.84 0.79 0.18 0.19 0.28 0.06 0.69 0.40 0.26 0.83 0.56 0.48 0.56 0.22 1.00 0.21 0.07 0.19 0.20 0.08 0.37 0.10 0.14 0.45 ]
[0.35 0.50 0.85 0.10 0.57 0.54 0.18 0.15 0.84 0.92 0.78 0.75 0.72 0.37 0.46 0.91 0.27 0.78 0.98 0.33 0.51 0.15 0.80 0.87 0.21 1.00 0.57 0.19 0.69 0.65 0.23 0.38 0.67 0.20 ]
[0.14 0.93 0.01 0.83 0.79 0.57 0.56 0.76 0.24 0.03 0.79 0.66 0.88 0.53 0.26 0.18 0.52 0.61 0.24 0.29 0.31 0.50 0.15 0.76 0.07 0.57 1.00 0.89 0.45 0.65 0.39 0.72 0.32 0.57 ]
[0.53 0.72 0.13 0.88 0.37 0.01 0.60 0.73 0.81 0.57 0.50 0.19 0.00 0.02 0.67 0.11 0.52 0.84 0.33 0.67 0.81 0.78 0.94 0.76 0.19 0.19 0.89 1.00 0.98 0.83 0.22 0.11 0.17 0.80 ]
[0.57 0.19 0.57 0.16 0.40 0.84 0.42 0.92 0.59 0.33 0.14 0.53 0.78 0.20 0.73 0.26 0.41 0.70 0.49 0.06 0.02 0.65 0.65 0.73 0.20 0.69 0.45 0.98 1.00 0.02 0.11 0.38 0.73 0.87 ]
[0.04 0.77 0.77 0.84 0.27 0.19 0.22 0.94 0.87 0.97 0.31 0.33 0.30 0.91 0.94 0.90 0.32 0.03 0.88 0.88 0.61 0.31 0.01 0.20 0.08 0.65 0.65 0.83 0.02 1.00 0.96 0.56 0.61 1.00 ]
[0.47 0.92 0.89 0.92 0.07 0.49 0.90 0.81 0.29 0.07 0.36 0.93 0.86 0.23 0.69 0.90 0.19 0.68 0.73 0.64 0.95 0.81 0.26 0.39 0.37 0.23 0.39 0.22 0.11 0.96 1.00 0.89 0.84 0.57 ]
[0.04 0.07 0.19 0.98 0.68 0.29 0.33 0.81 0.24 0.16 0.25 0.03 1.00 0.07 0.90 0.22 0.19 0.80 0.12 0.49 0.89 0.37 0.40 0.35 0.10 0.38 0.72 0.11 0.38 0.56 0.89 1.00 0.38 0.25 ]
[0.99 0.79 0.70 0.46 0.85 0.56 0.78 0.14 0.29 0.70 0.36 0.04 0.93 0.46 0.82 0.14 0.31 0.09 0.44 0.79 0.06 0.58 0.40 0.42 0.14 0.67 0.32 0.17 0.73 0.61 0.84 0.38 1.00 1.00 ]
[0.55 0.64 0.26 0.44 0.83 0.99 0.71 0.87 0.91 0.46 0.17 0.57 0.02 0.51 0.72 0.19 0.49 0.68 0.90 0.84 0.50 0.94 0.97 0.98 0.45 0.20 0.57 0.80 0.87 1.00 0.57 0.25 1.00 1.00 ]
];
