D = 2;
n = [ 3 3 ];
N = 23;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.68 0.79 0.08 0.39 0.99 0.04 0.19 0.37 0.39 0.44 0.77 0.77 0.53 0.50 0.32 0.76 0.55 0.52 0.41 0.49 0.37 0.62 ]
[0.68 1.00 0.21 0.18 0.46 0.47 0.20 0.36 0.75 0.49 0.06 0.12 0.45 0.32 0.98 0.41 0.62 0.73 0.74 0.04 0.98 0.47 0.80 ]
[0.79 0.21 1.00 0.09 0.77 0.17 0.88 0.96 0.35 0.74 0.02 0.55 0.64 0.77 0.08 0.33 0.01 0.01 0.34 0.64 0.73 0.71 0.85 ]
[0.08 0.18 0.09 1.00 0.96 0.52 0.64 0.45 0.38 0.20 0.14 0.84 0.94 0.11 0.86 0.97 0.76 0.22 0.26 0.93 0.31 0.23 0.20 ]
[0.39 0.46 0.77 0.96 1.00 0.31 0.46 0.24 0.42 0.57 0.92 0.91 0.72 0.50 0.50 0.94 0.98 0.51 0.81 0.09 0.39 0.92 0.12 ]
[0.99 0.47 0.17 0.52 0.31 1.00 0.42 0.52 0.19 0.69 0.52 0.25 0.21 0.54 0.48 0.32 0.09 0.11 0.87 0.28 0.66 1.00 0.27 ]
[0.04 0.20 0.88 0.64 0.46 0.42 1.00 0.61 0.48 0.50 0.64 0.51 0.49 0.52 0.57 0.44 0.65 0.85 0.55 0.81 0.28 0.57 0.42 ]
[0.19 0.36 0.96 0.45 0.24 0.52 0.61 1.00 0.50 0.09 0.51 0.91 0.49 0.20 0.15 0.35 0.86 0.87 0.24 0.72 0.13 0.23 0.07 ]
[0.37 0.75 0.35 0.38 0.42 0.19 0.48 0.50 1.00 0.46 0.81 0.34 0.37 0.00 0.17 0.24 0.62 0.62 0.92 0.27 0.35 0.32 0.38 ]
[0.39 0.49 0.74 0.20 0.57 0.69 0.50 0.09 0.46 1.00 0.81 0.36 0.47 0.25 0.09 0.16 0.89 0.76 0.13 0.40 0.07 0.58 0.90 ]
[0.44 0.06 0.02 0.14 0.92 0.52 0.64 0.51 0.81 0.81 1.00 0.07 0.97 0.11 0.24 0.90 0.74 0.08 0.30 0.75 0.42 0.52 0.01 ]
[0.77 0.12 0.55 0.84 0.91 0.25 0.51 0.91 0.34 0.36 0.07 1.00 0.35 0.28 0.61 0.75 0.03 0.14 0.24 0.80 0.11 0.72 0.41 ]
[0.77 0.45 0.64 0.94 0.72 0.21 0.49 0.49 0.37 0.47 0.97 0.35 1.00 0.45 0.29 0.57 0.83 0.59 0.64 0.22 0.56 0.73 0.62 ]
[0.53 0.32 0.77 0.11 0.50 0.54 0.52 0.20 0.00 0.25 0.11 0.28 0.45 1.00 0.03 0.12 0.54 0.96 0.02 0.58 0.38 0.53 0.46 ]
[0.50 0.98 0.08 0.86 0.50 0.48 0.57 0.15 0.17 0.09 0.24 0.61 0.29 0.03 1.00 0.24 0.21 0.63 0.69 0.96 0.56 0.01 0.32 ]
[0.32 0.41 0.33 0.97 0.94 0.32 0.44 0.35 0.24 0.16 0.90 0.75 0.57 0.12 0.24 1.00 0.11 0.59 0.82 0.61 0.39 0.15 0.51 ]
[0.76 0.62 0.01 0.76 0.98 0.09 0.65 0.86 0.62 0.89 0.74 0.03 0.83 0.54 0.21 0.11 1.00 0.50 0.41 0.86 0.86 0.57 0.10 ]
[0.55 0.73 0.01 0.22 0.51 0.11 0.85 0.87 0.62 0.76 0.08 0.14 0.59 0.96 0.63 0.59 0.50 1.00 0.55 0.56 0.36 0.77 0.06 ]
[0.52 0.74 0.34 0.26 0.81 0.87 0.55 0.24 0.92 0.13 0.30 0.24 0.64 0.02 0.69 0.82 0.41 0.55 1.00 0.12 0.18 0.47 0.13 ]
[0.41 0.04 0.64 0.93 0.09 0.28 0.81 0.72 0.27 0.40 0.75 0.80 0.22 0.58 0.96 0.61 0.86 0.56 0.12 1.00 0.22 0.64 0.95 ]
[0.49 0.98 0.73 0.31 0.39 0.66 0.28 0.13 0.35 0.07 0.42 0.11 0.56 0.38 0.56 0.39 0.86 0.36 0.18 0.22 1.00 0.67 0.61 ]
[0.37 0.47 0.71 0.23 0.92 1.00 0.57 0.23 0.32 0.58 0.52 0.72 0.73 0.53 0.01 0.15 0.57 0.77 0.47 0.64 0.67 1.00 0.11 ]
[0.62 0.80 0.85 0.20 0.12 0.27 0.42 0.07 0.38 0.90 0.01 0.41 0.62 0.46 0.32 0.51 0.10 0.06 0.13 0.95 0.61 0.11 1.00 ]
];
