D = 6;
n = [ 2 2 2 2 2 2 ];
N = 16;
d = [1 1 2 2 3 3 4 4 5 5 6 6 6 6 6 6 ];
m = [
[1.00 0.64 0.84 0.16 0.79 0.93 0.92 0.55 0.23 0.05 0.43 0.33 0.70 0.99 0.63 0.70 ]
[0.64 1.00 0.86 0.43 0.94 0.74 0.83 0.96 0.04 0.58 0.05 0.31 0.08 0.10 0.87 0.51 ]
[0.84 0.86 1.00 0.03 0.41 0.29 0.06 0.94 0.43 0.28 0.81 0.09 0.49 0.89 0.95 0.36 ]
[0.16 0.43 0.03 1.00 0.17 0.26 0.80 0.41 0.08 0.58 0.10 0.56 0.04 0.62 0.24 0.49 ]
[0.79 0.94 0.41 0.17 1.00 0.97 0.86 0.23 0.24 0.14 0.11 0.47 0.11 0.87 0.18 0.49 ]
[0.93 0.74 0.29 0.26 0.97 1.00 0.52 0.07 0.37 0.19 0.01 0.53 0.13 0.14 0.50 0.14 ]
[0.92 0.83 0.06 0.80 0.86 0.52 1.00 0.32 0.44 0.28 0.28 0.59 0.13 0.77 0.62 0.14 ]
[0.55 0.96 0.94 0.41 0.23 0.07 0.32 1.00 0.74 0.17 0.89 0.16 0.23 0.71 0.27 0.28 ]
[0.23 0.04 0.43 0.08 0.24 0.37 0.44 0.74 1.00 0.56 0.93 0.09 0.86 0.39 0.74 0.11 ]
[0.05 0.58 0.28 0.58 0.14 0.19 0.28 0.17 0.56 1.00 0.25 0.99 0.88 0.96 0.43 0.86 ]
[0.43 0.05 0.81 0.10 0.11 0.01 0.28 0.89 0.93 0.25 1.00 0.09 0.14 0.75 0.32 0.24 ]
[0.33 0.31 0.09 0.56 0.47 0.53 0.59 0.16 0.09 0.99 0.09 1.00 0.14 0.35 0.29 0.55 ]
[0.70 0.08 0.49 0.04 0.11 0.13 0.13 0.23 0.86 0.88 0.14 0.14 1.00 0.71 0.14 0.48 ]
[0.99 0.10 0.89 0.62 0.87 0.14 0.77 0.71 0.39 0.96 0.75 0.35 0.71 1.00 0.38 0.21 ]
[0.63 0.87 0.95 0.24 0.18 0.50 0.62 0.27 0.74 0.43 0.32 0.29 0.14 0.38 1.00 0.80 ]
[0.70 0.51 0.36 0.49 0.49 0.14 0.14 0.28 0.11 0.86 0.24 0.55 0.48 0.21 0.80 1.00 ]
];
