D = 2;
n = [ 4 4 ];
N = 26;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.15 0.70 0.63 0.66 0.47 0.15 0.96 0.21 0.24 0.69 0.40 0.20 0.71 0.00 0.43 0.27 0.12 0.55 0.63 0.91 0.01 0.71 0.75 0.10 0.66 ]
[0.15 1.00 0.32 0.30 0.11 0.04 0.85 0.04 0.40 0.27 0.22 0.97 0.44 0.63 0.38 0.79 0.50 0.15 0.42 0.61 0.46 0.11 0.55 0.81 0.35 0.60 ]
[0.70 0.32 1.00 0.12 0.44 0.06 0.79 1.00 0.63 0.34 0.28 0.41 0.06 0.75 0.07 0.21 0.41 0.72 1.00 0.63 0.79 0.88 0.79 0.22 0.88 0.34 ]
[0.63 0.30 0.12 1.00 0.72 0.08 0.09 0.63 0.30 0.12 0.27 0.91 0.45 0.81 0.98 0.53 0.75 0.24 0.98 0.97 0.48 0.67 0.96 0.13 0.99 0.27 ]
[0.66 0.11 0.44 0.72 1.00 0.04 0.30 0.20 0.27 0.05 0.26 0.03 0.64 0.85 0.11 0.23 0.87 0.87 0.65 0.77 0.60 0.06 0.43 0.08 0.78 0.03 ]
[0.47 0.04 0.06 0.08 0.04 1.00 0.66 0.57 0.07 0.37 0.66 0.63 0.63 0.59 0.48 0.81 0.98 0.51 0.21 0.16 0.22 0.04 0.72 0.25 0.05 0.48 ]
[0.15 0.85 0.79 0.09 0.30 0.66 1.00 0.80 0.86 0.32 0.28 0.05 0.74 0.24 0.40 0.41 0.25 0.28 0.98 0.36 0.37 0.54 0.25 0.46 0.82 0.58 ]
[0.96 0.04 1.00 0.63 0.20 0.57 0.80 1.00 0.14 0.04 0.10 0.70 0.88 0.97 0.94 0.72 0.82 0.11 0.64 0.54 0.74 0.26 0.09 0.29 0.69 0.96 ]
[0.21 0.40 0.63 0.30 0.27 0.07 0.86 0.14 1.00 0.01 0.01 0.26 0.08 0.15 0.78 0.64 0.06 0.26 0.49 0.20 0.58 0.18 0.04 0.09 0.13 0.40 ]
[0.24 0.27 0.34 0.12 0.05 0.37 0.32 0.04 0.01 1.00 0.57 0.58 0.80 0.73 0.72 0.57 0.96 0.42 0.94 0.80 0.59 0.58 0.09 0.75 0.18 0.09 ]
[0.69 0.22 0.28 0.27 0.26 0.66 0.28 0.10 0.01 0.57 1.00 0.10 1.00 0.83 0.59 0.12 0.87 0.87 0.62 0.41 0.48 0.18 0.18 0.66 0.62 0.78 ]
[0.40 0.97 0.41 0.91 0.03 0.63 0.05 0.70 0.26 0.58 0.10 1.00 0.03 0.18 0.93 0.75 0.31 0.54 0.41 0.68 0.38 0.72 0.93 0.25 0.91 0.92 ]
[0.20 0.44 0.06 0.45 0.64 0.63 0.74 0.88 0.08 0.80 1.00 0.03 1.00 0.09 0.42 0.11 0.54 0.51 0.32 0.59 0.44 0.48 0.13 0.87 0.90 0.69 ]
[0.71 0.63 0.75 0.81 0.85 0.59 0.24 0.97 0.15 0.73 0.83 0.18 0.09 1.00 0.22 0.60 0.12 0.17 0.80 0.84 0.94 0.66 0.26 0.03 0.61 0.29 ]
[0.00 0.38 0.07 0.98 0.11 0.48 0.40 0.94 0.78 0.72 0.59 0.93 0.42 0.22 1.00 0.69 0.67 0.44 0.02 0.18 0.14 0.04 0.59 0.48 0.18 0.22 ]
[0.43 0.79 0.21 0.53 0.23 0.81 0.41 0.72 0.64 0.57 0.12 0.75 0.11 0.60 0.69 1.00 0.06 0.26 0.05 0.99 0.77 0.59 0.13 0.92 0.95 0.41 ]
[0.27 0.50 0.41 0.75 0.87 0.98 0.25 0.82 0.06 0.96 0.87 0.31 0.54 0.12 0.67 0.06 1.00 0.76 0.72 0.87 0.49 0.77 0.09 0.79 0.92 0.13 ]
[0.12 0.15 0.72 0.24 0.87 0.51 0.28 0.11 0.26 0.42 0.87 0.54 0.51 0.17 0.44 0.26 0.76 1.00 0.53 0.93 0.51 0.21 0.21 0.07 0.56 0.41 ]
[0.55 0.42 1.00 0.98 0.65 0.21 0.98 0.64 0.49 0.94 0.62 0.41 0.32 0.80 0.02 0.05 0.72 0.53 1.00 0.21 0.64 0.71 0.06 0.74 0.01 0.35 ]
[0.63 0.61 0.63 0.97 0.77 0.16 0.36 0.54 0.20 0.80 0.41 0.68 0.59 0.84 0.18 0.99 0.87 0.93 0.21 1.00 1.00 0.44 0.61 0.75 0.64 0.31 ]
[0.91 0.46 0.79 0.48 0.60 0.22 0.37 0.74 0.58 0.59 0.48 0.38 0.44 0.94 0.14 0.77 0.49 0.51 0.64 1.00 1.00 0.93 0.21 0.77 0.43 0.22 ]
[0.01 0.11 0.88 0.67 0.06 0.04 0.54 0.26 0.18 0.58 0.18 0.72 0.48 0.66 0.04 0.59 0.77 0.21 0.71 0.44 0.93 1.00 0.16 0.54 0.40 0.80 ]
[0.71 0.55 0.79 0.96 0.43 0.72 0.25 0.09 0.04 0.09 0.18 0.93 0.13 0.26 0.59 0.13 0.09 0.21 0.06 0.61 0.21 0.16 1.00 0.31 0.56 0.47 ]
