D = 6;
n = [ 3 3 3 3 3 3 ];
N = 29;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.59 0.11 0.09 0.38 0.17 0.69 0.10 0.03 0.48 0.28 0.05 0.87 0.98 0.62 0.08 0.07 0.96 0.50 0.46 0.55 0.96 0.36 0.28 0.32 0.18 0.33 0.21 0.18 ]
[0.59 1.00 0.60 0.35 0.02 0.24 0.22 0.36 0.69 0.80 0.60 0.71 0.39 0.41 0.88 0.72 0.04 0.62 0.26 0.21 0.22 0.43 0.24 0.87 0.34 0.92 0.56 0.91 0.94 ]
[0.11 0.60 1.00 0.49 0.37 0.70 0.17 0.63 0.55 0.00 0.82 0.86 0.62 0.02 0.95 0.43 0.06 0.06 0.72 0.27 0.58 0.14 0.64 0.97 0.46 0.92 0.61 0.85 0.45 ]
[0.09 0.35 0.49 1.00 0.64 0.57 1.00 0.07 0.26 0.67 0.71 0.33 0.11 0.82 0.06 0.76 0.92 0.24 0.35 0.52 0.41 0.08 0.92 0.74 0.16 0.65 0.18 0.07 0.28 ]
[0.38 0.02 0.37 0.64 1.00 0.71 0.18 0.79 0.05 0.76 0.44 0.42 0.04 0.03 0.71 0.66 0.11 0.87 0.30 0.71 0.97 0.69 0.89 0.19 0.31 0.02 0.10 0.32 0.52 ]
[0.17 0.24 0.70 0.57 0.71 1.00 0.47 0.13 0.61 0.08 0.53 0.82 0.64 0.16 0.79 0.46 0.28 0.84 0.32 0.67 0.88 0.39 0.96 0.23 0.88 0.62 0.29 0.58 0.83 ]
[0.69 0.22 0.17 1.00 0.18 0.47 1.00 0.59 0.52 0.86 0.62 0.58 0.92 0.73 0.16 0.51 0.18 0.91 0.95 0.28 0.92 0.79 0.83 0.26 0.76 0.08 0.87 0.81 0.40 ]
[0.10 0.36 0.63 0.07 0.79 0.13 0.59 1.00 0.01 0.64 0.54 0.93 0.01 0.68 0.84 0.46 0.59 0.96 0.16 0.11 0.70 0.64 0.49 0.12 0.76 0.72 0.56 0.31 0.39 ]
[0.03 0.69 0.55 0.26 0.05 0.61 0.52 0.01 1.00 0.48 0.52 0.34 0.29 0.06 0.58 0.76 0.21 0.19 0.37 0.74 0.17 0.93 0.31 0.45 0.24 0.12 0.13 0.79 0.40 ]
[0.48 0.80 0.00 0.67 0.76 0.08 0.86 0.64 0.48 1.00 0.02 0.33 0.41 0.04 0.95 0.87 0.73 0.04 0.53 0.05 0.03 0.37 0.04 0.78 0.38 0.52 0.20 0.46 0.85 ]
[0.28 0.60 0.82 0.71 0.44 0.53 0.62 0.54 0.52 0.02 1.00 0.04 0.99 0.60 0.67 0.85 0.16 0.43 0.48 0.05 0.49 0.61 0.96 0.12 0.17 0.00 0.80 0.64 0.43 ]
[0.05 0.71 0.86 0.33 0.42 0.82 0.58 0.93 0.34 0.33 0.04 1.00 0.00 0.81 0.99 0.93 0.05 0.14 0.09 0.58 0.10 0.76 0.91 0.67 0.07 0.80 0.99 0.96 0.30 ]
[0.87 0.39 0.62 0.11 0.04 0.64 0.92 0.01 0.29 0.41 0.99 0.00 1.00 0.58 0.64 0.17 0.37 0.26 0.63 0.08 0.24 0.45 0.59 0.25 0.97 0.51 0.80 0.47 0.22 ]
[0.98 0.41 0.02 0.82 0.03 0.16 0.73 0.68 0.06 0.04 0.60 0.81 0.58 1.00 0.81 0.01 0.07 0.05 0.27 0.82 0.98 0.41 0.15 0.94 0.71 0.82 0.35 0.88 0.49 ]
[0.62 0.88 0.95 0.06 0.71 0.79 0.16 0.84 0.58 0.95 0.67 0.99 0.64 0.81 1.00 0.75 0.11 0.91 0.27 0.02 0.06 0.95 0.92 0.50 0.37 0.58 0.74 0.26 0.24 ]
[0.08 0.72 0.43 0.76 0.66 0.46 0.51 0.46 0.76 0.87 0.85 0.93 0.17 0.01 0.75 1.00 0.19 0.68 0.23 0.16 0.38 0.30 0.21 0.37 0.33 0.58 0.33 0.44 0.11 ]
[0.07 0.04 0.06 0.92 0.11 0.28 0.18 0.59 0.21 0.73 0.16 0.05 0.37 0.07 0.11 0.19 1.00 0.94 0.54 0.64 0.51 0.56 0.50 0.80 0.65 0.80 0.89 0.97 0.53 ]
[0.96 0.62 0.06 0.24 0.87 0.84 0.91 0.96 0.19 0.04 0.43 0.14 0.26 0.05 0.91 0.68 0.94 1.00 0.61 0.47 0.75 0.36 0.12 0.62 0.32 0.48 0.71 0.86 0.05 ]
[0.50 0.26 0.72 0.35 0.30 0.32 0.95 0.16 0.37 0.53 0.48 0.09 0.63 0.27 0.27 0.23 0.54 0.61 1.00 0.66 0.64 1.00 0.25 0.17 0.04 0.85 0.40 0.50 0.82 ]
[0.46 0.21 0.27 0.52 0.71 0.67 0.28 0.11 0.74 0.05 0.05 0.58 0.08 0.82 0.02 0.16 0.64 0.47 0.66 1.00 0.66 0.73 0.94 0.70 0.39 0.13 0.48 0.98 0.75 ]
[0.55 0.22 0.58 0.41 0.97 0.88 0.92 0.70 0.17 0.03 0.49 0.10 0.24 0.98 0.06 0.38 0.51 0.75 0.64 0.66 1.00 0.07 0.89 0.49 0.42 0.17 0.76 0.33 0.48 ]
[0.96 0.43 0.14 0.08 0.69 0.39 0.79 0.64 0.93 0.37 0.61 0.76 0.45 0.41 0.95 0.30 0.56 0.36 1.00 0.73 0.07 1.00 0.14 0.11 0.14 0.60 0.48 0.30 0.26 ]
[0.36 0.24 0.64 0.92 0.89 0.96 0.83 0.49 0.31 0.04 0.96 0.91 0.59 0.15 0.92 0.21 0.50 0.12 0.25 0.94 0.89 0.14 1.00 0.42 0.64 0.83 0.43 0.43 0.99 ]
[0.28 0.87 0.97 0.74 0.19 0.23 0.26 0.12 0.45 0.78 0.12 0.67 0.25 0.94 0.50 0.37 0.80 0.62 0.17 0.70 0.49 0.11 0.42 1.00 0.71 0.77 0.90 0.38 0.51 ]
[0.32 0.34 0.46 0.16 0.31 0.88 0.76 0.76 0.24 0.38 0.17 0.07 0.97 0.71 0.37 0.33 0.65 0.32 0.04 0.39 0.42 0.14 0.64 0.71 1.00 0.63 0.42 0.29 0.67 ]
[0.18 0.92 0.92 0.65 0.02 0.62 0.08 0.72 0.12 0.52 0.00 0.80 0.51 0.82 0.58 0.58 0.80 0.48 0.85 0.13 0.17 0.60 0.83 0.77 0.63 1.00 0.38 0.02 0.42 ]
[0.33 0.56 0.61 0.18 0.10 0.29 0.87 0.56 0.13 0.20 0.80 0.99 0.80 0.35 0.74 0.33 0.89 0.71 0.40 0.48 0.76 0.48 0.43 0.90 0.42 0.38 1.00 0.19 0.68 ]
[0.21 0.91 0.85 0.07 0.32 0.58 0.81 0.31 0.79 0.46 0.64 0.96 0.47 0.88 0.26 0.44 0.97 0.86 0.50 0.98 0.33 0.30 0.43 0.38 0.29 0.02 0.19 1.00 0.85 ]
