D = 2;
n = [ 1 1 ];
N = 39;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.50 0.53 0.46 0.27 0.15 0.44 0.57 0.13 0.94 0.30 0.04 0.15 0.39 0.46 0.72 0.69 0.67 0.89 0.45 0.63 0.56 0.65 0.47 0.40 0.98 0.04 0.80 0.07 0.67 0.86 0.41 0.93 0.93 0.37 0.15 0.08 0.91 0.64 ]
[0.50 1.00 0.31 0.58 0.90 0.87 0.54 0.07 0.51 0.70 0.44 0.89 0.70 0.99 0.15 0.61 0.62 0.79 0.60 0.48 0.91 0.85 0.13 0.59 0.52 0.34 1.00 0.98 0.32 0.88 0.78 0.05 0.36 0.07 0.27 0.72 0.61 0.34 0.60 ]
[0.53 0.31 1.00 0.57 0.21 0.43 0.76 0.53 0.42 0.78 0.62 0.26 0.05 0.80 0.84 0.44 0.82 0.86 0.39 0.25 0.82 0.69 0.71 0.63 0.25 0.87 0.63 0.65 0.78 0.89 0.19 0.32 0.26 0.32 0.24 0.04 0.31 0.08 0.65 ]
[0.46 0.58 0.57 1.00 0.75 0.29 0.48 0.65 0.64 0.66 0.07 0.86 0.70 0.79 0.38 0.93 0.03 0.01 0.91 0.19 0.51 0.36 0.35 0.36 0.65 0.83 0.56 0.53 0.75 0.34 0.68 0.30 0.80 0.96 0.06 0.45 0.25 0.06 0.72 ]
[0.27 0.90 0.21 0.75 1.00 0.98 0.29 0.21 0.48 0.20 0.09 0.48 0.35 0.86 0.34 0.20 0.59 0.46 0.53 0.43 0.40 0.82 0.54 0.62 0.60 0.69 0.19 0.80 0.63 0.78 0.63 0.92 0.40 0.46 0.28 0.53 0.73 0.13 0.32 ]
[0.15 0.87 0.43 0.29 0.98 1.00 0.32 0.95 0.75 0.02 0.19 0.25 0.07 0.41 0.20 0.04 0.41 0.42 0.23 0.25 0.73 0.97 0.73 0.76 0.55 0.00 0.08 0.56 0.84 0.02 0.18 0.74 0.46 0.63 0.09 0.59 0.01 0.03 0.07 ]
[0.44 0.54 0.76 0.48 0.29 0.32 1.00 0.75 0.24 0.38 0.37 0.91 0.06 0.61 0.31 0.08 0.70 0.48 0.26 0.24 0.91 0.15 0.45 0.07 0.60 0.41 0.47 0.17 0.83 0.05 0.08 0.24 0.27 0.31 0.12 0.96 0.72 0.37 0.74 ]
[0.57 0.07 0.53 0.65 0.21 0.95 0.75 1.00 0.44 0.09 0.04 0.30 0.71 0.36 0.10 0.63 0.55 0.97 0.67 0.24 0.66 0.25 0.32 0.27 0.31 0.53 0.28 0.09 0.92 0.93 0.27 0.96 0.02 0.75 0.61 0.01 0.50 0.55 0.31 ]
[0.13 0.51 0.42 0.64 0.48 0.75 0.24 0.44 1.00 0.16 0.39 0.46 0.45 0.67 0.25 0.57 0.94 0.87 0.10 0.75 0.80 0.88 0.35 0.43 0.70 0.13 0.93 0.99 0.74 0.56 0.82 0.14 0.74 0.20 0.20 0.47 0.85 0.63 0.19 ]
[0.94 0.70 0.78 0.66 0.20 0.02 0.38 0.09 0.16 1.00 0.19 0.54 0.10 0.56 0.77 0.08 0.99 0.14 0.28 0.72 0.21 0.58 0.99 0.16 0.32 0.51 0.36 0.31 0.76 0.14 0.97 0.52 0.46 0.69 0.86 0.55 0.98 0.10 0.14 ]
[0.30 0.44 0.62 0.07 0.09 0.19 0.37 0.04 0.39 0.19 1.00 0.06 0.32 0.36 0.00 0.69 0.36 0.19 0.68 0.13 0.73 0.84 0.50 0.19 0.66 0.29 0.18 0.45 0.11 0.01 0.72 0.46 0.89 0.24 0.72 0.45 0.12 0.92 0.23 ]
[0.04 0.89 0.26 0.86 0.48 0.25 0.91 0.30 0.46 0.54 0.06 1.00 0.54 0.34 0.42 0.06 0.38 0.77 0.83 0.93 0.70 0.07 0.51 0.48 0.94 0.55 0.70 0.81 0.05 0.27 0.92 0.88 0.06 0.61 0.41 0.95 0.25 0.26 0.65 ]
[0.15 0.70 0.05 0.70 0.35 0.07 0.06 0.71 0.45 0.10 0.32 0.54 1.00 0.22 0.55 0.33 0.36 0.39 0.18 0.83 0.28 0.41 0.44 0.04 0.00 0.80 0.61 0.48 0.32 0.83 0.53 0.95 0.96 0.90 0.70 0.27 0.68 0.42 0.01 ]
[0.39 0.99 0.80 0.79 0.86 0.41 0.61 0.36 0.67 0.56 0.36 0.34 0.22 1.00 0.50 0.30 0.23 0.92 0.65 0.25 0.08 0.93 0.45 0.23 0.52 0.26 0.10 0.91 0.81 0.57 0.59 0.96 0.57 0.97 0.88 0.54 0.56 0.15 0.35 ]
[0.46 0.15 0.84 0.38 0.34 0.20 0.31 0.10 0.25 0.77 0.00 0.42 0.55 0.50 1.00 0.26 0.18 0.51 0.69 0.32 0.51 0.13 0.08 0.83 0.81 0.26 0.40 0.16 0.53 0.88 0.04 0.29 0.63 0.56 0.00 0.58 0.25 1.00 0.64 ]
[0.72 0.61 0.44 0.93 0.20 0.04 0.08 0.63 0.57 0.08 0.69 0.06 0.33 0.30 0.26 1.00 0.30 0.23 0.17 0.68 0.51 0.05 0.73 0.54 0.71 0.16 0.30 0.47 0.36 0.77 0.53 0.72 0.88 0.85 0.26 0.41 0.62 0.88 0.83 ]
[0.69 0.62 0.82 0.03 0.59 0.41 0.70 0.55 0.94 0.99 0.36 0.38 0.36 0.23 0.18 0.30 1.00 0.98 0.95 0.38 0.50 0.61 0.56 0.14 0.28 0.30 0.47 0.75 0.07 0.64 0.50 0.11 0.62 0.77 0.75 0.66 0.27 0.76 0.81 ]
[0.67 0.79 0.86 0.01 0.46 0.42 0.48 0.97 0.87 0.14 0.19 0.77 0.39 0.92 0.51 0.23 0.98 1.00 0.78 0.12 0.31 0.24 0.11 0.77 0.05 0.02 0.89 0.02 0.69 0.67 0.15 0.18 0.87 0.08 0.54 0.25 0.09 0.26 0.89 ]
[0.89 0.60 0.39 0.91 0.53 0.23 0.26 0.67 0.10 0.28 0.68 0.83 0.18 0.65 0.69 0.17 0.95 0.78 1.00 0.36 0.44 0.57 0.79 0.50 0.63 0.35 0.22 0.60 0.08 0.86 0.18 0.81 0.33 0.89 0.18 0.79 0.74 0.50 0.06 ]
[0.45 0.48 0.25 0.19 0.43 0.25 0.24 0.24 0.75 0.72 0.13 0.93 0.83 0.25 0.32 0.68 0.38 0.12 0.36 1.00 0.44 0.87 0.30 0.02 0.25 0.79 0.59 0.64 0.74 0.20 0.16 0.52 0.00 0.67 0.99 0.99 0.31 0.64 0.59 ]
[0.63 0.91 0.82 0.51 0.40 0.73 0.91 0.66 0.80 0.21 0.73 0.70 0.28 0.08 0.51 0.51 0.50 0.31 0.44 0.44 1.00 0.67 0.08 0.72 0.52 0.48 0.48 0.92 0.77 0.53 0.31 0.69 0.36 0.29 0.27 0.61 0.89 0.75 0.79 ]
[0.56 0.85 0.69 0.36 0.82 0.97 0.15 0.25 0.88 0.58 0.84 0.07 0.41 0.93 0.13 0.05 0.61 0.24 0.57 0.87 0.67 1.00 0.02 0.70 0.37 0.35 0.59 0.60 0.50 0.26 0.11 0.35 0.84 0.94 0.30 0.64 0.91 0.42 0.54 ]
[0.65 0.13 0.71 0.35 0.54 0.73 0.45 0.32 0.35 0.99 0.50 0.51 0.44 0.45 0.08 0.73 0.56 0.11 0.79 0.30 0.08 0.02 1.00 0.74 0.63 0.25 0.35 0.78 0.55 0.08 0.96 0.51 0.62 0.59 0.80 0.96 0.34 0.77 0.56 ]
[0.47 0.59 0.63 0.36 0.62 0.76 0.07 0.27 0.43 0.16 0.19 0.48 0.04 0.23 0.83 0.54 0.14 0.77 0.50 0.02 0.72 0.70 0.74 1.00 0.63 0.54 0.64 0.82 0.30 0.69 0.93 0.33 0.83 0.57 0.83 0.73 0.59 0.38 0.59 ]
[0.40 0.52 0.25 0.65 0.60 0.55 0.60 0.31 0.70 0.32 0.66 0.94 0.00 0.52 0.81 0.71 0.28 0.05 0.63 0.25 0.52 0.37 0.63 0.63 1.00 0.42 0.52 0.70 0.41 0.60 0.87 0.11 0.69 0.77 0.20 0.12 0.77 0.52 0.93 ]
[0.98 0.34 0.87 0.83 0.69 0.00 0.41 0.53 0.13 0.51 0.29 0.55 0.80 0.26 0.26 0.16 0.30 0.02 0.35 0.79 0.48 0.35 0.25 0.54 0.42 1.00 0.96 0.84 0.55 0.78 0.15 0.80 0.76 0.76 0.13 0.13 0.03 0.42 0.59 ]
