D = 2;
n = [ 2 2 ];
N = 16;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.66 0.16 0.16 0.30 0.84 0.74 0.23 0.50 0.65 0.27 0.14 0.58 0.80 0.61 0.60 ]
[0.66 1.00 0.68 0.12 0.18 0.56 0.35 0.70 0.17 0.63 0.14 0.06 0.09 0.98 0.29 0.16 ]
[0.16 0.68 1.00 0.45 0.74 0.10 0.31 0.66 0.12 0.53 0.38 0.99 0.29 0.30 0.13 0.39 ]
[0.16 0.12 0.45 1.00 0.78 0.75 0.63 0.25 0.76 0.28 0.47 0.30 0.53 0.29 0.11 0.61 ]
[0.30 0.18 0.74 0.78 1.00 0.48 0.04 0.16 0.05 0.34 0.34 0.98 0.21 0.41 0.65 0.71 ]
[0.84 0.56 0.10 0.75 0.48 1.00 0.14 0.93 0.99 0.88 0.62 0.69 0.77 0.74 0.16 0.32 ]
[0.74 0.35 0.31 0.63 0.04 0.14 1.00 0.15 0.97 0.77 0.18 0.65 0.42 0.07 0.54 0.25 ]
[0.23 0.70 0.66 0.25 0.16 0.93 0.15 1.00 0.99 0.07 0.87 0.61 0.17 0.50 0.24 0.96 ]
[0.50 0.17 0.12 0.76 0.05 0.99 0.97 0.99 1.00 0.39 0.60 0.11 0.10 0.43 0.17 0.24 ]
[0.65 0.63 0.53 0.28 0.34 0.88 0.77 0.07 0.39 1.00 0.38 0.22 0.75 0.79 0.56 0.08 ]
[0.27 0.14 0.38 0.47 0.34 0.62 0.18 0.87 0.60 0.38 1.00 0.33 0.19 0.92 0.31 0.46 ]
[0.14 0.06 0.99 0.30 0.98 0.69 0.65 0.61 0.11 0.22 0.33 1.00 0.60 0.61 0.52 0.10 ]
[0.58 0.09 0.29 0.53 0.21 0.77 0.42 0.17 0.10 0.75 0.19 0.60 1.00 0.38 0.96 0.49 ]
[0.80 0.98 0.30 0.29 0.41 0.74 0.07 0.50 0.43 0.79 0.92 0.61 0.38 1.00 0.63 0.06 ]
[0.61 0.29 0.13 0.11 0.65 0.16 0.54 0.24 0.17 0.56 0.31 0.52 0.96 0.63 1.00 0.97 ]
[0.60 0.16 0.39 0.61 0.71 0.32 0.25 0.96 0.24 0.08 0.46 0.10 0.49 0.06 0.97 1.00 ]
];
