D = 2;
n = [ 3 3 ];
N = 15;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.45 0.68 0.39 0.33 0.03 0.81 0.71 0.73 0.37 0.74 0.62 0.97 0.50 0.89 ]
[0.45 1.00 0.46 0.32 0.66 0.05 0.15 0.65 0.24 0.91 0.03 0.78 0.30 0.49 0.83 ]
[0.68 0.46 1.00 0.75 0.36 0.74 0.41 0.55 0.72 0.75 0.23 0.60 0.33 0.45 0.04 ]
[0.39 0.32 0.75 1.00 0.08 0.41 0.24 0.16 0.70 0.73 0.81 0.10 0.40 0.16 0.34 ]
[0.33 0.66 0.36 0.08 1.00 0.48 0.38 0.40 0.11 0.18 0.35 0.15 0.18 0.27 0.24 ]
[0.03 0.05 0.74 0.41 0.48 1.00 0.36 0.58 0.78 0.03 0.43 0.31 0.51 0.54 0.60 ]
[0.81 0.15 0.41 0.24 0.38 0.36 1.00 0.59 0.69 0.49 0.77 0.20 0.58 0.31 0.35 ]
[0.71 0.65 0.55 0.16 0.40 0.58 0.59 1.00 0.71 0.07 0.92 0.82 0.04 0.68 0.64 ]
[0.73 0.24 0.72 0.70 0.11 0.78 0.69 0.71 1.00 0.21 0.79 0.06 0.60 0.11 0.67 ]
[0.37 0.91 0.75 0.73 0.18 0.03 0.49 0.07 0.21 1.00 0.61 0.60 0.23 0.95 0.52 ]
[0.74 0.03 0.23 0.81 0.35 0.43 0.77 0.92 0.79 0.61 1.00 0.35 0.33 0.33 0.79 ]
[0.62 0.78 0.60 0.10 0.15 0.31 0.20 0.82 0.06 0.60 0.35 1.00 0.99 0.18 0.10 ]
[0.97 0.30 0.33 0.40 0.18 0.51 0.58 0.04 0.60 0.23 0.33 0.99 1.00 0.17 0.94 ]
[0.50 0.49 0.45 0.16 0.27 0.54 0.31 0.68 0.11 0.95 0.33 0.18 0.17 1.00 0.60 ]
[0.89 0.83 0.04 0.34 0.24 0.60 0.35 0.64 0.67 0.52 0.79 0.10 0.94 0.60 1.00 ]
];
