D = 2;
n = [ 2 2 ];
N = 17;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.80 0.54 0.07 0.94 0.09 0.47 0.73 0.23 0.02 0.82 0.69 0.07 0.74 0.99 0.88 0.83 ]
[0.80 1.00 0.38 0.78 0.65 0.73 0.71 0.55 0.45 0.12 0.36 0.31 0.30 0.80 0.63 0.33 0.71 ]
[0.54 0.38 1.00 0.32 0.62 0.77 0.01 0.82 0.10 0.60 0.24 0.52 0.98 0.72 0.24 0.71 0.07 ]
[0.07 0.78 0.32 1.00 0.64 0.02 0.29 0.93 0.89 0.06 0.44 0.15 0.17 0.91 0.42 0.01 0.67 ]
[0.94 0.65 0.62 0.64 1.00 0.53 0.91 0.94 0.68 0.98 0.64 0.01 0.65 0.40 0.17 0.74 0.90 ]
[0.09 0.73 0.77 0.02 0.53 1.00 0.74 0.08 0.22 0.31 0.67 0.61 0.35 0.74 0.04 0.19 0.18 ]
[0.47 0.71 0.01 0.29 0.91 0.74 1.00 0.77 0.87 0.63 0.48 0.74 0.40 0.23 0.66 0.79 0.95 ]
[0.73 0.55 0.82 0.93 0.94 0.08 0.77 1.00 0.01 0.88 0.29 0.19 0.25 0.63 0.89 0.24 0.03 ]
[0.23 0.45 0.10 0.89 0.68 0.22 0.87 0.01 1.00 0.93 0.09 0.26 0.56 0.68 0.31 0.96 0.77 ]
[0.02 0.12 0.60 0.06 0.98 0.31 0.63 0.88 0.93 1.00 0.77 0.59 0.84 0.18 0.51 0.55 0.38 ]
[0.82 0.36 0.24 0.44 0.64 0.67 0.48 0.29 0.09 0.77 1.00 0.24 0.07 0.78 0.34 0.92 0.15 ]
[0.69 0.31 0.52 0.15 0.01 0.61 0.74 0.19 0.26 0.59 0.24 1.00 0.96 0.86 0.29 0.30 0.03 ]
[0.07 0.30 0.98 0.17 0.65 0.35 0.40 0.25 0.56 0.84 0.07 0.96 1.00 0.95 0.93 0.07 0.29 ]
[0.74 0.80 0.72 0.91 0.40 0.74 0.23 0.63 0.68 0.18 0.78 0.86 0.95 1.00 0.39 0.66 0.65 ]
[0.99 0.63 0.24 0.42 0.17 0.04 0.66 0.89 0.31 0.51 0.34 0.29 0.93 0.39 1.00 0.39 0.73 ]
[0.88 0.33 0.71 0.01 0.74 0.19 0.79 0.24 0.96 0.55 0.92 0.30 0.07 0.66 0.39 1.00 0.83 ]
[0.83 0.71 0.07 0.67 0.90 0.18 0.95 0.03 0.77 0.38 0.15 0.03 0.29 0.65 0.73 0.83 1.00 ]
];
