D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 52;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.34 0.38 0.63 0.78 0.54 0.34 0.39 0.06 0.58 0.78 0.19 0.20 0.31 0.83 0.11 0.70 0.45 0.51 0.18 0.39 0.62 0.60 0.90 0.80 0.16 0.83 0.09 0.51 0.88 0.61 0.57 0.03 0.27 0.44 0.68 0.34 0.42 0.32 0.98 0.67 0.89 0.17 0.19 0.08 0.37 0.73 0.20 0.95 0.67 0.03 0.68 ]
[0.34 1.00 0.38 0.94 0.55 0.31 0.01 0.22 0.36 0.68 0.90 0.92 0.95 0.71 0.90 0.08 0.51 0.31 0.21 0.18 0.51 0.15 0.41 0.28 0.50 0.07 0.07 0.87 0.14 0.92 0.69 0.94 0.78 0.38 0.35 0.59 0.56 0.04 0.79 0.10 0.44 0.57 0.10 0.81 0.72 0.12 0.68 0.67 0.45 0.50 0.92 0.71 ]
[0.38 0.38 1.00 0.47 0.92 0.43 0.68 0.34 0.69 0.69 0.28 0.93 0.68 0.27 0.27 0.53 0.33 0.08 0.38 0.77 0.98 0.98 0.89 0.48 0.34 0.93 0.69 0.50 0.80 0.28 0.51 0.87 0.70 0.81 0.65 0.19 0.63 0.39 0.22 0.34 0.45 0.05 0.46 0.21 0.84 0.26 0.21 0.24 0.37 0.24 0.38 0.05 ]
[0.63 0.94 0.47 1.00 0.44 0.56 0.45 0.01 0.65 0.22 0.25 0.54 0.26 0.74 0.06 0.89 0.81 0.85 0.91 0.63 0.87 0.29 0.61 0.30 0.37 0.17 0.54 0.19 0.78 0.63 0.88 0.33 0.97 0.87 1.00 0.66 0.77 0.77 0.25 0.30 0.20 0.62 0.06 0.77 0.85 0.16 0.54 0.94 1.00 0.59 0.90 0.24 ]
[0.78 0.55 0.92 0.44 1.00 0.77 0.10 0.75 0.54 0.38 0.86 0.96 0.06 0.05 0.35 0.78 0.93 0.70 0.03 0.09 0.24 0.35 0.66 0.01 0.79 0.56 0.20 0.76 0.11 0.78 0.33 0.63 0.94 0.19 0.28 0.40 0.22 0.43 0.21 0.66 0.54 0.48 0.10 0.60 0.19 0.42 0.51 0.62 0.76 0.94 0.33 0.76 ]
[0.54 0.31 0.43 0.56 0.77 1.00 0.61 0.49 0.20 0.99 0.16 0.46 0.23 0.75 0.38 0.30 0.51 0.81 0.69 0.60 0.03 0.71 0.75 0.36 0.05 0.87 0.58 0.13 0.09 0.28 0.86 0.91 0.06 0.49 1.00 0.38 0.43 0.66 0.66 0.46 0.37 0.89 0.17 0.61 0.23 0.98 0.37 0.63 0.78 0.23 0.05 0.78 ]
[0.34 0.01 0.68 0.45 0.10 0.61 1.00 0.99 0.72 0.08 0.06 0.28 0.71 0.12 0.93 0.95 0.86 0.02 0.86 0.75 0.39 0.72 0.13 0.43 0.72 0.03 0.74 0.59 0.42 0.43 0.24 0.42 0.39 0.93 0.74 0.27 0.98 0.87 0.03 0.26 0.45 0.94 0.38 0.36 0.89 0.02 0.30 0.81 0.97 0.30 0.03 0.26 ]
[0.39 0.22 0.34 0.01 0.75 0.49 0.99 1.00 0.63 0.84 0.52 0.79 0.15 0.75 0.04 0.93 0.91 0.42 0.64 0.77 0.05 0.12 0.93 0.75 0.89 0.21 0.22 0.51 0.62 0.98 0.95 0.93 0.88 0.79 0.17 0.84 0.04 0.67 0.88 0.14 0.79 0.71 0.37 0.22 0.55 0.17 0.40 0.64 0.65 0.76 0.88 0.80 ]
[0.06 0.36 0.69 0.65 0.54 0.20 0.72 0.63 1.00 0.90 0.28 0.19 0.52 0.02 0.28 0.89 0.12 0.32 0.61 0.50 0.49 0.96 0.11 0.30 0.29 0.91 0.63 0.30 0.90 0.80 0.26 0.89 0.98 0.02 0.55 0.32 0.48 0.42 0.49 0.56 0.26 0.63 0.68 0.44 0.11 0.48 0.62 0.27 0.76 0.61 0.90 0.80 ]
[0.58 0.68 0.69 0.22 0.38 0.99 0.08 0.84 0.90 1.00 0.89 0.62 0.40 0.53 0.73 0.47 0.22 0.19 0.11 0.63 0.24 0.25 0.41 0.59 0.29 0.89 0.27 0.86 0.25 0.07 0.54 0.33 0.35 0.56 0.48 0.85 0.46 0.06 0.01 0.98 0.25 0.64 0.05 0.98 0.62 0.61 0.74 0.21 0.88 0.02 0.85 0.36 ]
