D = 2;
n = [ 3 3 ];
N = 19;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.16 0.60 0.41 0.56 0.78 0.37 0.05 0.76 0.28 0.28 0.98 0.57 0.28 0.32 0.34 0.93 0.64 0.25 ]
[0.16 1.00 0.50 0.59 0.58 0.62 0.86 0.97 0.55 0.10 0.58 0.03 0.87 0.48 0.90 0.74 0.93 0.08 0.84 ]
[0.60 0.50 1.00 0.80 0.56 0.47 0.81 0.02 0.27 0.26 0.79 0.03 0.37 0.00 0.31 0.03 0.41 0.82 0.53 ]
[0.41 0.59 0.80 1.00 0.91 0.77 0.59 0.82 0.42 0.59 0.77 0.90 0.55 0.90 0.45 0.98 0.31 0.43 0.97 ]
[0.56 0.58 0.56 0.91 1.00 0.84 0.84 0.61 0.89 0.78 0.80 0.51 0.68 0.38 0.16 0.55 0.38 0.65 0.39 ]
[0.78 0.62 0.47 0.77 0.84 1.00 0.01 0.67 0.34 0.68 0.33 0.29 0.73 0.01 0.37 0.49 0.73 0.81 0.74 ]
[0.37 0.86 0.81 0.59 0.84 0.01 1.00 0.24 0.58 0.25 0.32 0.73 0.94 0.69 0.43 0.65 0.26 0.38 0.82 ]
[0.05 0.97 0.02 0.82 0.61 0.67 0.24 1.00 0.21 0.99 0.56 0.03 0.97 0.13 0.19 0.30 0.25 0.77 0.26 ]
[0.76 0.55 0.27 0.42 0.89 0.34 0.58 0.21 1.00 0.75 0.05 0.96 0.72 0.20 0.97 0.98 0.80 0.39 0.18 ]
[0.28 0.10 0.26 0.59 0.78 0.68 0.25 0.99 0.75 1.00 0.29 0.69 0.63 0.37 0.89 0.31 0.91 0.81 0.80 ]
[0.28 0.58 0.79 0.77 0.80 0.33 0.32 0.56 0.05 0.29 1.00 0.29 0.16 0.18 0.80 0.95 0.65 0.49 0.73 ]
[0.98 0.03 0.03 0.90 0.51 0.29 0.73 0.03 0.96 0.69 0.29 1.00 0.66 0.41 0.49 0.84 0.80 0.97 0.06 ]
[0.57 0.87 0.37 0.55 0.68 0.73 0.94 0.97 0.72 0.63 0.16 0.66 1.00 0.40 0.46 0.15 0.01 0.01 0.42 ]
[0.28 0.48 0.00 0.90 0.38 0.01 0.69 0.13 0.20 0.37 0.18 0.41 0.40 1.00 0.69 0.88 0.92 0.24 0.11 ]
[0.32 0.90 0.31 0.45 0.16 0.37 0.43 0.19 0.97 0.89 0.80 0.49 0.46 0.69 1.00 0.92 0.01 0.63 0.31 ]
[0.34 0.74 0.03 0.98 0.55 0.49 0.65 0.30 0.98 0.31 0.95 0.84 0.15 0.88 0.92 1.00 0.00 0.08 0.59 ]
[0.93 0.93 0.41 0.31 0.38 0.73 0.26 0.25 0.80 0.91 0.65 0.80 0.01 0.92 0.01 0.00 1.00 0.58 0.70 ]
[0.64 0.08 0.82 0.43 0.65 0.81 0.38 0.77 0.39 0.81 0.49 0.97 0.01 0.24 0.63 0.08 0.58 1.00 0.86 ]
[0.25 0.84 0.53 0.97 0.39 0.74 0.82 0.26 0.18 0.80 0.73 0.06 0.42 0.11 0.31 0.59 0.70 0.86 1.00 ]
];
