D = 2;
n = [ 3 3 ];
N = 58;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.31 0.75 0.79 0.38 0.80 0.46 0.80 0.99 0.38 0.90 0.36 0.63 0.65 0.93 0.20 0.12 0.63 0.81 0.47 0.97 0.39 0.73 0.09 0.11 0.56 0.67 0.71 0.89 0.15 0.61 0.98 0.69 0.20 0.90 0.81 0.99 0.54 0.21 0.07 0.53 0.12 0.18 0.11 0.71 0.89 0.79 0.25 0.11 0.58 0.54 0.75 0.04 0.18 0.32 0.26 0.28 0.32 ]
[0.31 1.00 0.73 0.84 0.21 0.40 0.18 0.02 0.93 0.07 0.24 0.53 0.40 0.13 0.66 0.51 0.47 0.31 0.96 0.42 0.45 0.15 0.21 0.46 0.53 0.59 0.03 0.12 0.39 0.45 0.49 0.20 0.31 0.75 0.83 0.86 0.77 0.66 0.18 0.21 0.21 0.41 0.70 0.41 0.31 0.43 0.77 0.68 0.65 0.68 0.89 0.58 0.72 0.50 0.35 0.55 0.94 0.04 ]
[0.75 0.73 1.00 0.14 0.59 0.82 0.98 0.80 0.71 0.54 0.31 0.14 0.13 0.93 0.56 0.69 0.84 0.63 0.98 0.73 0.15 0.02 0.62 0.58 0.64 0.90 0.32 0.02 0.04 0.44 0.35 0.13 0.55 0.40 0.36 0.62 0.22 0.48 0.10 0.51 0.50 0.59 0.16 0.22 0.65 0.53 0.30 0.44 0.96 0.43 0.86 0.78 0.73 0.47 0.17 0.38 0.15 0.59 ]
[0.79 0.84 0.14 1.00 0.39 0.20 0.58 0.03 0.19 0.53 0.09 0.55 0.34 0.43 0.32 0.83 0.90 0.71 0.67 0.60 0.72 0.64 0.34 0.69 0.29 0.92 0.29 0.97 0.65 0.20 0.44 0.16 0.06 0.82 0.42 0.22 0.55 0.89 0.07 0.88 0.61 0.09 0.69 0.06 0.95 0.02 0.64 0.35 0.32 0.12 0.76 0.64 0.46 0.13 0.84 0.31 0.51 0.62 ]
[0.38 0.21 0.59 0.39 1.00 0.83 0.08 0.54 0.34 0.86 0.94 0.57 0.37 0.72 0.37 0.02 0.95 0.46 0.23 0.32 0.71 0.86 0.43 0.74 0.06 0.62 0.24 0.21 0.76 0.53 0.13 0.49 0.47 0.98 0.73 0.24 0.22 0.46 0.16 0.45 0.36 0.55 0.38 0.86 0.07 0.34 0.61 0.66 0.59 0.16 0.10 0.38 0.42 0.64 0.10 0.36 0.37 0.18 ]
[0.80 0.40 0.82 0.20 0.83 1.00 0.90 0.17 0.89 0.17 0.81 0.31 0.38 0.74 0.13 0.80 0.42 0.06 0.13 0.88 0.62 0.78 0.28 0.40 0.17 0.90 0.69 0.79 1.00 0.56 0.89 0.57 0.44 0.10 0.54 0.18 0.02 0.26 0.84 0.54 0.94 0.98 0.09 0.34 0.22 0.14 0.51 0.16 0.13 0.76 0.92 0.46 0.17 0.52 0.31 0.19 0.95 0.55 ]
[0.46 0.18 0.98 0.58 0.08 0.90 1.00 0.08 0.98 0.34 0.75 0.48 0.91 0.75 0.61 0.40 0.34 0.81 0.05 0.35 0.17 0.08 0.04 0.89 0.72 0.42 0.24 0.70 0.05 0.95 0.00 0.88 0.38 0.85 0.76 0.84 0.50 0.69 0.63 0.93 0.90 0.98 0.06 0.80 0.10 0.95 0.15 0.14 0.85 0.23 0.06 0.16 0.09 0.76 0.19 0.20 0.34 0.48 ]
[0.80 0.02 0.80 0.03 0.54 0.17 0.08 1.00 0.62 0.19 0.39 0.27 0.72 0.48 0.85 0.89 0.09 0.36 0.49 0.32 0.17 0.36 0.18 0.49 0.32 0.62 0.97 0.79 0.79 0.09 0.92 0.16 0.19 0.55 0.77 0.52 0.50 0.08 0.10 0.87 0.81 0.36 0.89 0.33 0.43 0.62 0.77 0.45 0.68 0.95 0.25 0.12 0.28 0.71 0.48 0.22 0.14 0.06 ]
[0.99 0.93 0.71 0.19 0.34 0.89 0.98 0.62 1.00 0.26 0.69 0.38 0.12 0.25 0.65 0.86 0.37 0.01 0.54 0.59 0.17 0.69 0.87 0.74 0.91 0.99 0.68 0.33 0.81 0.72 1.00 0.28 0.02 0.27 0.43 0.52 0.30 0.60 0.93 0.37 0.46 0.89 0.69 0.70 0.85 0.43 0.08 0.30 0.70 0.60 0.18 0.65 0.49 0.04 0.01 0.29 0.25 0.14 ]
[0.38 0.07 0.54 0.53 0.86 0.17 0.34 0.19 0.26 1.00 0.17 0.18 0.18 0.28 0.81 0.23 0.33 0.14 0.32 1.00 0.77 0.34 0.17 0.47 0.23 0.18 0.47 0.13 0.65 0.05 0.68 0.26 0.48 0.54 0.59 0.95 0.42 0.14 0.85 0.28 0.12 0.10 0.36 0.48 0.47 0.84 0.09 0.58 0.62 0.10 0.34 0.64 0.61 0.27 0.68 0.49 0.25 0.21 ]
