D = 4;
n = [ 5 5 5 5 ];
N = 56;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.87 0.36 0.95 0.60 0.93 0.40 0.52 0.14 0.15 0.22 0.06 0.45 0.37 0.56 0.10 0.99 0.83 0.76 0.35 0.55 0.28 0.34 0.22 0.89 0.39 0.63 0.00 0.66 0.89 0.24 0.83 0.82 0.43 0.30 0.83 0.78 0.38 0.22 0.38 0.82 0.82 0.13 0.57 0.01 0.55 0.36 0.32 0.55 0.93 0.94 0.92 0.23 0.58 0.59 0.75 ]
[0.87 1.00 0.07 0.05 0.90 0.25 0.38 0.62 0.31 0.36 0.23 0.64 0.78 0.20 0.96 0.25 0.82 0.63 0.93 0.09 0.92 0.34 0.78 0.17 0.82 0.09 0.86 0.72 0.61 0.23 0.23 0.37 0.39 0.94 0.05 0.86 0.09 0.11 0.99 0.59 0.69 0.73 0.61 0.83 0.13 0.10 0.01 0.79 0.05 0.76 0.06 0.54 0.39 0.24 0.77 0.57 ]
[0.36 0.07 1.00 0.38 0.86 0.77 0.93 0.09 0.92 0.16 0.67 0.18 0.73 0.72 0.32 0.39 0.88 0.65 0.14 0.41 0.04 0.33 0.32 0.09 0.78 0.81 0.79 0.22 0.51 0.18 0.72 0.92 0.04 0.70 0.09 0.88 0.30 0.47 0.12 0.48 0.60 0.64 0.42 0.24 0.38 0.73 0.68 0.61 0.68 0.27 0.80 0.54 0.46 0.42 0.41 0.02 ]
[0.95 0.05 0.38 1.00 0.73 0.92 0.81 0.83 0.21 0.19 0.77 0.86 0.10 0.90 0.69 0.26 0.89 0.65 0.19 0.23 0.28 0.26 0.90 0.83 1.00 0.69 0.90 0.02 0.95 0.96 0.17 0.33 0.40 0.38 0.74 0.45 0.29 0.11 0.88 0.92 0.23 0.37 0.23 0.43 0.76 0.54 0.61 0.07 0.67 0.35 0.30 0.06 0.72 0.95 0.23 0.61 ]
[0.60 0.90 0.86 0.73 1.00 0.90 0.95 0.70 0.02 0.85 0.82 0.69 0.87 0.80 0.25 0.40 0.32 0.49 0.90 0.32 0.44 0.48 0.14 0.08 0.91 0.21 0.38 0.43 0.75 0.43 0.15 0.70 0.87 0.17 0.02 0.15 0.27 0.58 0.36 0.79 0.48 0.68 0.83 0.65 0.63 0.01 0.67 0.39 0.42 0.54 0.50 0.11 0.45 0.97 0.15 0.10 ]
[0.93 0.25 0.77 0.92 0.90 1.00 0.06 0.51 0.90 0.47 0.62 0.68 0.78 0.68 0.34 0.29 0.61 0.38 0.74 0.49 0.72 0.86 0.16 0.79 0.50 0.96 0.50 0.61 0.19 0.49 0.77 0.54 0.57 0.82 0.73 0.88 0.60 0.55 0.47 0.82 0.49 0.79 0.47 0.34 0.92 0.98 0.92 0.66 0.03 0.88 0.96 0.70 0.60 0.94 0.05 0.96 ]
[0.40 0.38 0.93 0.81 0.95 0.06 1.00 0.06 0.90 0.53 0.20 0.15 0.97 0.05 0.78 0.90 0.16 0.18 0.12 0.50 0.43 0.90 0.85 0.33 0.66 0.45 0.29 0.81 0.95 0.51 0.97 0.30 0.35 0.19 0.86 0.72 0.94 0.19 0.47 0.78 0.59 0.73 0.08 0.59 0.84 0.48 0.66 0.30 0.90 0.43 0.63 0.70 1.00 0.67 0.75 0.56 ]
[0.52 0.62 0.09 0.83 0.70 0.51 0.06 1.00 0.72 0.03 0.60 0.96 0.72 0.18 0.58 0.65 0.51 0.77 0.56 0.77 0.43 0.65 0.82 0.80 0.97 0.84 0.81 0.53 0.52 0.80 0.59 0.49 0.72 0.05 0.80 0.44 0.72 0.79 0.50 0.33 0.18 0.35 0.17 0.82 0.60 0.87 0.16 0.67 0.54 0.16 0.36 0.38 0.83 0.28 0.33 0.12 ]
[0.14 0.31 0.92 0.21 0.02 0.90 0.90 0.72 1.00 0.93 0.59 0.37 0.72 0.51 0.19 0.51 0.39 0.46 0.52 0.55 0.87 0.41 0.61 0.31 0.68 0.24 0.57 0.96 0.98 0.23 0.01 0.41 0.55 0.20 0.42 0.24 0.70 0.74 0.69 0.43 0.62 0.11 0.20 0.26 0.03 0.66 0.36 0.81 0.20 0.18 0.45 0.89 0.64 0.18 0.70 0.76 ]
[0.15 0.36 0.16 0.19 0.85 0.47 0.53 0.03 0.93 1.00 0.79 0.27 0.68 0.47 0.02 0.34 0.94 0.10 0.03 0.23 0.92 0.10 0.59 0.49 0.33 0.11 0.15 0.75 0.26 0.89 0.85 0.57 0.77 0.87 0.58 0.71 0.38 0.58 0.57 0.55 0.48 0.10 0.53 0.76 0.49 0.69 0.58 0.33 0.32 0.27 0.04 0.11 0.30 0.58 0.55 0.88 ]
[0.22 0.23 0.67 0.77 0.82 0.62 0.20 0.60 0.59 0.79 1.00 0.15 0.80 0.56 0.64 0.04 0.76 0.05 0.30 0.59 0.52 0.05 0.44 0.42 0.02 0.59 0.67 0.56 0.55 0.20 0.05 0.47 0.51 0.54 0.55 0.41 0.26 0.39 0.15 0.75 0.68 0.37 0.57 0.21 0.67 0.61 0.42 0.20 0.44 0.47 0.42 0.83 0.38 0.49 0.29 0.88 ]
[0.06 0.64 0.18 0.86 0.69 0.68 0.15 0.96 0.37 0.27 0.15 1.00 0.57 0.84 0.93 0.30 0.32 0.17 0.97 0.80 0.53 0.73 0.45 0.56 0.51 0.10 0.74 0.06 0.84 0.13 0.24 0.03 0.48 0.36 0.21 0.89 0.38 0.04 0.24 0.89 0.62 0.32 0.48 0.52 0.59 0.70 0.22 0.28 0.05 0.77 0.04 0.03 0.64 0.82 0.55 0.59 ]
[0.45 0.78 0.73 0.10 0.87 0.78 0.97 0.72 0.72 0.68 0.80 0.57 1.00 0.39 0.41 0.54 0.89 0.20 0.07 0.08 0.76 0.47 0.36 0.38 0.83 0.79 0.86 0.40 0.49 0.39 0.21 0.12 0.02 0.84 0.16 0.34 0.90 0.09 0.70 0.47 0.14 0.67 0.19 0.51 0.36 0.02 0.61 0.46 0.35 0.06 0.39 0.35 0.20 0.66 0.40 0.87 ]
[0.37 0.20 0.72 0.90 0.80 0.68 0.05 0.18 0.51 0.47 0.56 0.84 0.39 1.00 0.36 0.18 0.61 0.86 0.89 0.48 0.32 0.33 0.37 0.03 0.58 0.01 0.49 0.56 0.91 0.49 0.87 0.01 0.62 0.24 0.45 0.61 0.96 0.69 0.98 0.80 0.82 0.06 0.11 0.53 0.28 0.74 0.29 0.16 0.45 0.57 0.61 0.81 0.29 0.80 0.74 0.61 ]
[0.56 0.96 0.32 0.69 0.25 0.34 0.78 0.58 0.19 0.02 0.64 0.93 0.41 0.36 1.00 0.12 0.38 0.87 0.77 0.30 0.79 0.92 0.09 0.59 0.48 1.00 0.39 0.66 0.61 0.35 0.54 0.10 0.31 0.03 0.82 0.60 0.65 0.41 0.29 0.09 0.84 0.88 0.80 0.91 0.87 0.45 0.53 0.15 0.94 0.07 0.52 0.40 0.88 0.49 0.17 0.33 ]
[0.10 0.25 0.39 0.26 0.40 0.29 0.90 0.65 0.51 0.34 0.04 0.30 0.54 0.18 0.12 1.00 0.80 0.64 0.57 0.15 0.89 0.72 0.91 0.56 0.06 0.18 0.08 0.97 0.87 0.71 0.16 0.48 0.93 0.94 0.14 0.10 0.36 0.12 0.65 0.28 0.26 0.22 0.91 0.45 0.57 0.70 0.46 0.36 0.27 0.61 0.37 0.19 0.51 0.94 0.22 0.55 ]
[0.99 0.82 0.88 0.89 0.32 0.61 0.16 0.51 0.39 0.94 0.76 0.32 0.89 0.61 0.38 0.80 1.00 0.43 0.38 0.29 0.74 0.85 0.24 0.40 0.60 0.70 0.65 0.91 0.38 0.10 0.76 0.17 0.99 0.82 0.69 0.53 0.75 0.89 0.97 0.34 0.63 0.85 0.81 0.46 0.30 0.45 0.88 0.09 0.50 0.40 0.37 0.55 0.50 0.91 0.68 0.81 ]
[0.83 0.63 0.65 0.65 0.49 0.38 0.18 0.77 0.46 0.10 0.05 0.17 0.20 0.86 0.87 0.64 0.43 1.00 0.82 0.26 0.09 0.20 0.24 0.24 0.20 0.86 0.40 0.53 0.96 0.13 0.00 0.39 0.45 0.87 0.27 0.44 0.08 0.92 0.39 0.56 0.27 0.31 0.56 0.39 0.26 0.38 0.03 0.25 0.48 0.17 0.09 0.99 0.65 1.00 0.75 0.54 ]
[0.76 0.93 0.14 0.19 0.90 0.74 0.12 0.56 0.52 0.03 0.30 0.97 0.07 0.89 0.77 0.57 0.38 0.82 1.00 0.54 0.05 0.59 0.45 0.30 0.44 0.69 0.69 0.70 0.67 0.17 0.55 0.70 0.99 0.24 0.09 0.24 0.45 0.05 0.31 0.69 0.06 0.03 0.27 0.32 0.26 0.85 0.54 0.96 0.87 0.44 0.22 0.31 0.74 0.83 0.94 0.40 ]
[0.35 0.09 0.41 0.23 0.32 0.49 0.50 0.77 0.55 0.23 0.59 0.80 0.08 0.48 0.30 0.15 0.29 0.26 0.54 1.00 0.88 0.93 0.74 0.47 0.39 0.17 0.68 0.54 0.04 0.38 0.85 0.38 0.98 0.43 0.18 0.42 0.61 0.85 0.22 0.17 0.94 0.52 0.81 0.98 0.32 0.68 0.39 0.63 0.66 0.10 0.48 0.10 0.66 0.70 0.97 0.45 ]
[0.55 0.92 0.04 0.28 0.44 0.72 0.43 0.43 0.87 0.92 0.52 0.53 0.76 0.32 0.79 0.89 0.74 0.09 0.05 0.88 1.00 0.19 0.44 0.22 0.54 0.65 0.18 0.39 0.12 0.24 0.41 0.20 0.52 0.75 0.39 0.60 0.93 0.88 0.92 0.05 0.24 0.29 0.43 0.06 0.10 0.94 0.60 0.86 0.24 0.27 0.06 0.72 0.41 0.28 0.50 0.79 ]
[0.28 0.34 0.33 0.26 0.48 0.86 0.90 0.65 0.41 0.10 0.05 0.73 0.47 0.33 0.92 0.72 0.85 0.20 0.59 0.93 0.19 1.00 0.50 0.14 0.40 0.25 0.08 0.59 0.72 0.77 0.19 0.84 0.88 0.24 0.33 0.45 0.72 0.37 0.70 0.10 0.39 0.81 0.11 0.43 0.97 0.41 0.71 0.47 0.05 0.50 0.08 0.85 0.80 0.55 0.81 0.88 ]
