D = 4;
n = [ 3 3 3 3 ];
N = 18;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 4 4 ];
m = [
[1.00 0.58 0.88 0.51 0.51 0.20 0.38 0.03 0.03 0.46 0.40 0.17 0.81 0.11 0.15 0.34 0.29 0.67 ]
[0.58 1.00 0.98 0.39 0.17 0.34 0.66 0.88 0.34 0.18 0.66 0.42 0.15 0.54 0.68 0.56 0.43 0.38 ]
[0.88 0.98 1.00 0.13 0.00 0.29 0.90 0.27 0.38 0.50 0.55 0.57 0.74 0.33 0.20 0.20 0.79 0.66 ]
[0.51 0.39 0.13 1.00 0.64 0.94 0.48 0.35 0.67 0.63 0.66 0.51 0.38 0.57 0.45 0.06 0.73 0.72 ]
[0.51 0.17 0.00 0.64 1.00 0.26 0.55 0.74 0.97 0.36 0.88 0.17 0.83 0.31 0.54 0.76 0.10 0.83 ]
[0.20 0.34 0.29 0.94 0.26 1.00 0.87 0.48 0.42 0.83 0.23 0.79 0.21 0.60 0.01 0.38 0.62 0.72 ]
[0.38 0.66 0.90 0.48 0.55 0.87 1.00 0.38 0.60 0.12 0.63 0.07 0.41 0.27 0.73 0.07 0.49 0.98 ]
[0.03 0.88 0.27 0.35 0.74 0.48 0.38 1.00 0.13 0.63 0.61 0.55 0.61 0.40 0.63 0.55 0.86 0.74 ]
[0.03 0.34 0.38 0.67 0.97 0.42 0.60 0.13 1.00 0.11 0.28 0.05 0.11 0.13 0.40 0.09 0.99 0.87 ]
[0.46 0.18 0.50 0.63 0.36 0.83 0.12 0.63 0.11 1.00 0.67 0.36 0.71 0.56 0.99 0.15 0.04 0.30 ]
[0.40 0.66 0.55 0.66 0.88 0.23 0.63 0.61 0.28 0.67 1.00 0.68 0.37 0.43 0.97 0.13 0.86 0.48 ]
[0.17 0.42 0.57 0.51 0.17 0.79 0.07 0.55 0.05 0.36 0.68 1.00 0.70 0.56 0.48 0.07 0.23 0.33 ]
[0.81 0.15 0.74 0.38 0.83 0.21 0.41 0.61 0.11 0.71 0.37 0.70 1.00 0.33 0.37 0.75 0.32 0.95 ]
[0.11 0.54 0.33 0.57 0.31 0.60 0.27 0.40 0.13 0.56 0.43 0.56 0.33 1.00 0.86 0.43 0.62 0.49 ]
[0.15 0.68 0.20 0.45 0.54 0.01 0.73 0.63 0.40 0.99 0.97 0.48 0.37 0.86 1.00 0.96 0.29 0.51 ]
[0.34 0.56 0.20 0.06 0.76 0.38 0.07 0.55 0.09 0.15 0.13 0.07 0.75 0.43 0.96 1.00 0.97 0.41 ]
[0.29 0.43 0.79 0.73 0.10 0.62 0.49 0.86 0.99 0.04 0.86 0.23 0.32 0.62 0.29 0.97 1.00 0.51 ]
[0.67 0.38 0.66 0.72 0.83 0.72 0.98 0.74 0.87 0.30 0.48 0.33 0.95 0.49 0.51 0.41 0.51 1.00 ]
];
