D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 35;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 8 8 8 ];
m = [
[1.00 0.46 0.96 0.67 0.65 0.04 0.38 0.39 0.76 0.34 0.16 0.00 0.30 0.14 0.47 0.67 0.22 0.20 0.06 0.02 0.32 0.77 0.97 0.21 0.77 0.68 0.14 0.88 0.71 0.63 0.90 0.16 0.26 0.81 0.24 ]
[0.46 1.00 0.26 0.25 0.47 0.31 0.44 0.94 0.77 0.51 0.61 0.09 0.23 0.87 0.16 0.22 0.24 0.63 0.48 0.43 0.89 0.15 0.83 0.53 0.93 0.35 0.02 0.87 0.03 0.20 0.56 0.01 0.65 0.55 0.65 ]
[0.96 0.26 1.00 0.05 0.74 0.13 0.83 0.63 0.37 0.79 0.23 0.81 0.70 0.04 0.21 0.60 0.81 0.12 0.86 0.15 0.31 0.22 0.24 0.37 0.58 0.12 0.37 0.12 0.68 0.38 0.60 0.41 0.64 0.46 0.29 ]
[0.67 0.25 0.05 1.00 0.08 0.20 0.68 0.73 0.39 0.82 0.34 0.80 0.30 0.26 0.43 0.09 0.45 0.89 0.66 0.35 0.35 0.70 1.00 0.78 0.25 0.25 0.06 0.78 0.41 0.29 0.12 0.26 0.51 0.30 0.24 ]
[0.65 0.47 0.74 0.08 1.00 0.41 0.42 0.78 0.17 0.42 0.44 0.63 0.15 0.39 0.62 0.61 0.61 0.13 0.76 0.32 0.94 0.77 0.94 0.58 0.84 0.67 0.67 0.95 0.49 0.86 0.30 0.68 0.90 0.91 0.31 ]
[0.04 0.31 0.13 0.20 0.41 1.00 0.31 0.27 0.79 0.46 0.61 0.17 0.94 0.61 0.55 0.38 0.68 0.88 0.11 0.57 0.49 0.67 0.31 0.06 0.60 0.98 0.97 0.42 0.38 0.47 0.58 0.19 0.03 0.06 0.47 ]
[0.38 0.44 0.83 0.68 0.42 0.31 1.00 0.97 0.71 0.41 0.98 0.12 0.67 0.98 0.72 0.56 0.48 0.50 0.64 0.01 0.94 0.51 0.42 0.74 0.95 0.42 0.04 0.36 0.67 0.23 0.87 0.25 0.28 0.17 0.90 ]
[0.39 0.94 0.63 0.73 0.78 0.27 0.97 1.00 0.41 0.18 0.65 0.51 0.32 0.94 0.37 0.88 0.93 0.50 0.98 0.01 0.77 0.15 0.99 0.54 0.38 0.87 0.90 0.30 0.98 0.60 1.00 0.63 0.61 0.89 0.42 ]
[0.76 0.77 0.37 0.39 0.17 0.79 0.71 0.41 1.00 0.04 0.92 0.16 0.66 0.52 0.05 0.61 0.99 0.02 0.25 0.91 0.54 0.30 0.67 0.13 0.67 0.06 0.27 0.46 0.31 0.30 0.59 0.38 0.49 0.78 0.03 ]
[0.34 0.51 0.79 0.82 0.42 0.46 0.41 0.18 0.04 1.00 0.92 0.62 0.06 0.30 0.97 0.89 0.56 0.55 0.31 0.76 0.33 0.74 0.60 0.40 0.47 0.73 0.23 0.08 0.29 0.04 0.88 0.22 0.32 0.48 0.10 ]
[0.16 0.61 0.23 0.34 0.44 0.61 0.98 0.65 0.92 0.92 1.00 0.29 0.25 0.25 0.88 0.77 0.74 0.75 0.98 0.91 0.79 0.71 0.58 0.44 0.35 0.56 0.23 0.76 0.28 0.32 0.86 0.23 0.80 0.70 0.97 ]
