D = 6;
n = [ 5 5 5 5 5 5 ];
N = 47;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.18 0.08 0.47 0.55 0.53 0.82 0.12 0.46 0.48 0.12 0.26 0.58 0.47 0.91 0.43 0.40 0.66 0.68 0.70 0.58 0.20 0.61 0.21 0.28 0.88 0.36 0.46 0.49 0.65 0.76 0.56 0.93 0.82 1.00 0.52 0.69 0.17 0.84 0.86 0.35 0.83 0.08 0.90 0.01 0.72 0.22 ]
[0.18 1.00 0.99 0.29 0.16 0.29 0.87 0.59 0.14 0.72 0.78 0.77 0.09 0.69 0.01 0.96 0.35 0.82 0.07 0.25 0.98 0.53 0.37 0.19 0.56 0.60 0.57 0.33 0.53 0.78 0.71 0.55 0.83 0.16 0.49 0.58 0.66 0.54 0.00 0.76 0.22 0.78 0.40 0.99 0.45 0.20 0.95 ]
[0.08 0.99 1.00 0.06 0.18 0.18 0.61 0.22 0.08 0.56 0.81 0.26 0.93 0.23 0.42 0.59 0.75 0.32 0.65 0.27 0.21 0.06 0.89 0.90 0.30 0.67 0.41 0.68 0.05 0.09 0.94 0.04 0.38 0.36 0.23 0.81 0.24 0.68 0.31 0.78 0.03 0.32 0.90 0.26 0.47 0.67 0.32 ]
[0.47 0.29 0.06 1.00 0.11 0.45 0.48 0.58 0.76 0.23 0.54 0.87 0.24 0.14 0.50 0.63 0.73 0.40 0.71 0.88 0.79 0.76 0.01 0.70 0.64 0.84 0.17 0.60 0.83 0.63 0.92 0.61 0.64 0.37 0.58 0.54 0.56 0.52 0.30 0.11 0.28 0.11 0.88 0.54 0.74 0.89 0.14 ]
[0.55 0.16 0.18 0.11 1.00 0.59 0.80 0.37 0.27 0.18 0.93 0.46 0.94 0.77 0.14 0.12 0.79 0.40 0.61 0.17 0.35 0.90 0.17 0.31 0.43 0.60 0.40 0.34 0.66 0.53 0.27 0.55 0.40 0.38 0.80 0.10 0.16 0.47 0.45 0.55 0.85 0.87 0.58 0.25 0.23 0.70 0.29 ]
[0.53 0.29 0.18 0.45 0.59 1.00 0.12 0.43 0.53 0.22 0.68 0.82 0.45 0.05 0.53 0.08 0.69 0.98 0.07 0.62 0.36 0.87 0.78 0.23 0.89 0.91 0.23 0.65 0.87 0.11 0.20 0.58 0.23 0.68 0.72 0.16 0.65 0.52 0.50 0.05 0.86 0.66 0.53 0.79 0.92 0.03 0.59 ]
[0.82 0.87 0.61 0.48 0.80 0.12 1.00 0.29 0.28 0.59 0.32 0.41 0.72 0.49 0.10 0.12 0.37 0.42 0.91 0.48 0.32 0.05 0.69 0.53 0.50 0.66 0.74 0.36 0.50 0.67 0.86 0.47 0.30 0.05 0.67 0.20 0.99 0.41 0.08 0.55 0.35 0.04 0.07 0.12 0.60 0.54 0.46 ]
[0.12 0.59 0.22 0.58 0.37 0.43 0.29 1.00 0.46 0.00 0.36 0.15 0.42 0.91 0.29 0.29 0.62 0.26 0.39 0.93 0.19 0.37 0.61 0.07 0.33 0.99 0.61 0.38 0.51 0.42 0.02 0.96 0.80 0.40 0.32 0.63 0.21 0.89 0.69 0.07 0.09 0.97 0.92 0.44 0.61 0.38 0.73 ]
[0.46 0.14 0.08 0.76 0.27 0.53 0.28 0.46 1.00 0.73 0.66 0.44 0.14 0.28 0.21 0.48 0.04 0.82 0.80 0.17 0.67 0.67 0.85 0.94 0.61 0.00 0.33 0.82 0.31 0.96 0.14 0.16 0.71 0.40 0.91 0.54 0.00 0.27 0.58 0.68 0.40 0.87 0.74 0.69 0.15 0.13 0.40 ]
[0.48 0.72 0.56 0.23 0.18 0.22 0.59 0.00 0.73 1.00 0.57 0.78 0.32 0.64 0.04 0.83 0.86 0.27 0.46 0.13 0.99 0.09 0.15 0.08 0.23 0.45 0.34 0.48 0.54 0.14 0.13 0.45 0.52 0.26 0.57 0.87 0.88 0.19 0.58 0.87 0.22 0.09 0.66 0.26 0.56 0.62 0.50 ]
