D = 2;
n = [ 4 4 ];
N = 81;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.59 0.09 0.89 0.83 0.43 0.38 0.65 0.06 0.21 0.93 0.11 0.02 0.18 0.63 0.29 0.71 0.09 0.21 0.92 0.69 0.86 0.73 0.74 0.00 0.47 0.08 0.16 0.56 0.86 0.23 0.86 0.50 0.39 0.66 0.65 0.61 0.12 0.55 0.50 0.60 0.61 0.06 0.65 0.60 0.60 0.93 0.01 0.90 0.93 0.07 0.52 0.49 0.81 0.92 0.21 0.44 0.23 0.72 0.46 0.16 0.97 0.19 0.64 0.29 0.67 0.78 0.35 0.36 0.62 0.52 0.32 0.47 0.04 0.08 0.44 0.82 0.87 0.66 0.45 0.76 ]
[0.59 1.00 0.40 0.19 0.01 0.67 0.91 0.65 0.47 0.44 0.80 0.23 0.51 0.05 0.47 0.39 0.90 0.92 0.72 0.92 0.70 0.45 0.32 0.99 0.73 0.67 0.91 0.51 0.60 0.12 0.08 0.54 0.45 0.89 0.69 0.25 0.57 0.25 0.53 0.62 0.11 0.38 0.79 0.41 0.27 0.42 0.26 0.79 0.82 0.87 0.02 0.26 0.82 0.52 0.12 0.22 0.59 0.17 0.66 0.88 0.85 0.03 0.18 0.17 0.01 0.38 0.30 0.40 0.83 0.03 0.33 0.77 0.09 0.95 0.13 0.93 0.35 0.51 0.41 0.88 0.02 ]
[0.09 0.40 1.00 0.86 0.99 0.27 0.71 0.59 0.09 0.96 0.71 0.95 0.61 0.94 0.36 0.92 0.39 0.77 0.76 0.99 0.05 0.19 0.66 0.03 0.77 0.15 0.15 0.92 0.98 0.46 0.37 0.44 0.92 0.88 0.12 0.12 0.15 0.04 0.39 0.71 0.64 0.32 0.40 0.58 0.20 0.16 0.17 0.37 0.55 0.17 0.30 0.35 0.14 0.72 0.02 0.44 0.70 0.15 0.15 0.37 0.79 0.55 0.64 0.36 0.56 0.18 0.34 0.60 0.90 0.79 0.43 0.33 0.53 0.58 0.42 0.57 0.33 0.16 0.77 0.72 0.34 ]
[0.89 0.19 0.86 1.00 0.46 0.80 0.58 0.28 0.05 0.33 0.58 0.90 0.16 0.38 0.13 0.44 0.54 0.26 0.10 0.44 0.04 0.09 0.07 0.07 0.90 0.04 0.08 0.49 0.40 0.41 0.96 0.57 0.22 0.83 0.72 0.63 0.13 0.37 0.25 0.67 0.77 0.55 0.96 0.35 0.07 0.05 0.14 0.73 0.90 0.93 0.59 0.61 0.72 0.62 0.66 0.12 0.66 0.13 0.95 0.10 0.40 0.93 0.10 0.00 0.94 0.47 0.01 0.27 0.95 0.13 0.12 0.32 0.65 0.27 0.45 0.49 0.19 0.38 0.05 0.06 0.13 ]
[0.83 0.01 0.99 0.46 1.00 0.98 0.96 0.50 0.93 0.01 0.23 0.74 0.27 0.97 0.94 0.13 0.58 0.65 0.01 0.07 0.28 0.63 0.65 0.36 0.20 0.93 0.75 0.38 0.92 0.92 0.89 0.59 0.14 0.14 0.80 0.38 0.18 0.53 0.44 0.13 0.99 0.09 0.08 0.62 0.03 0.85 0.94 0.46 0.68 0.50 0.12 0.35 0.46 0.50 0.18 0.26 0.47 0.78 0.35 0.12 0.41 0.41 0.02 0.11 0.08 0.39 0.38 0.51 0.74 0.86 0.04 0.06 0.78 0.05 0.21 0.78 0.53 0.02 0.51 0.62 0.04 ]
[0.43 0.67 0.27 0.80 0.98 1.00 0.03 0.72 0.30 0.57 0.77 0.69 0.09 0.11 0.53 0.78 0.15 0.10 0.32 0.03 0.40 0.26 0.58 0.15 0.63 0.72 0.06 0.27 0.99 0.57 0.64 0.07 0.26 0.88 0.49 0.15 0.77 0.89 0.86 0.73 0.19 0.19 0.71 0.31 0.09 0.87 0.75 0.14 0.98 0.38 0.78 0.68 0.87 0.25 0.72 0.52 0.04 0.21 0.14 0.18 0.61 0.46 0.03 0.27 0.65 0.65 0.69 0.39 0.63 0.58 0.26 0.82 0.25 0.77 0.37 0.42 0.28 0.37 0.30 0.01 0.70 ]
[0.38 0.91 0.71 0.58 0.96 0.03 1.00 0.77 0.68 0.38 0.99 0.77 0.85 0.67 0.34 0.24 0.96 0.48 0.42 0.55 0.07 0.64 0.72 0.01 0.86 0.38 0.39 0.81 0.93 0.28 0.49 0.22 0.45 0.55 0.13 0.46 0.45 0.14 0.58 0.42 0.40 0.46 0.19 0.54 0.21 0.77 0.67 0.65 0.53 0.86 0.55 0.76 0.15 0.10 0.89 0.90 0.80 0.42 0.63 0.13 0.98 0.15 0.30 0.77 0.18 0.02 0.37 0.28 0.90 0.77 0.18 0.14 0.28 0.44 0.12 0.87 0.79 0.77 0.43 0.24 0.93 ]
[0.65 0.65 0.59 0.28 0.50 0.72 0.77 1.00 0.85 0.95 0.91 0.77 0.31 0.09 0.32 0.47 0.25 0.84 0.12 0.64 0.32 0.88 0.10 0.26 0.34 0.04 0.78 0.79 0.84 0.34 0.16 0.06 0.56 0.46 0.02 0.50 0.74 0.36 0.59 0.66 0.60 0.66 0.39 0.20 0.55 0.42 0.65 0.21 0.03 0.91 0.41 0.22 0.28 0.32 0.26 0.14 0.36 0.34 0.37 0.28 0.28 0.09 0.96 0.77 0.40 0.79 0.63 0.96 0.41 0.88 0.02 0.43 0.55 0.69 0.60 0.11 0.82 0.22 0.63 0.22 0.10 ]
[0.06 0.47 0.09 0.05 0.93 0.30 0.68 0.85 1.00 0.27 0.46 0.78 0.41 0.39 0.43 0.18 0.22 0.21 0.90 0.31 0.62 0.21 0.16 0.35 0.90 0.39 0.21 0.79 0.10 0.38 0.54 0.81 0.27 0.49 0.16 0.80 0.77 0.40 0.35 0.78 0.02 0.19 0.03 0.86 0.96 0.34 0.82 0.04 0.15 0.54 0.81 0.77 0.23 0.42 0.19 0.84 0.55 0.83 0.37 0.31 0.66 0.83 0.03 0.87 0.66 0.06 0.03 0.58 0.63 0.05 0.55 0.80 0.53 0.93 0.84 0.87 0.39 0.31 0.21 0.26 0.36 ]
[0.21 0.44 0.96 0.33 0.01 0.57 0.38 0.95 0.27 1.00 0.57 0.55 0.55 0.37 0.47 0.30 0.72 0.98 0.31 0.76 0.40 0.61 0.20 0.76 0.29 0.41 0.04 0.70 0.42 0.98 0.89 0.56 0.82 1.00 0.00 0.05 0.51 0.96 0.61 0.43 0.75 0.44 0.45 0.19 0.12 0.43 0.07 0.21 0.48 0.21 0.59 0.25 0.46 1.00 0.55 0.94 0.37 0.23 0.17 0.43 0.64 0.88 0.65 0.20 0.15 0.58 0.44 0.04 0.53 0.87 0.54 0.28 0.93 0.68 0.82 0.16 1.00 0.89 0.37 0.97 0.34 ]
