D = 4;
n = [ 2 2 2 2 ];
N = 45;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.40 0.50 0.73 0.31 0.72 0.49 0.76 0.42 0.52 0.64 0.20 0.18 0.47 0.09 0.70 0.85 0.12 0.74 0.05 0.38 0.35 0.29 0.58 0.43 0.13 0.47 0.16 0.49 0.96 0.86 0.76 0.46 0.51 0.66 0.16 0.37 0.08 0.05 0.59 0.35 0.50 0.18 0.24 0.28 ]
[0.40 1.00 0.67 1.00 0.89 0.82 0.70 0.29 0.96 0.25 0.80 0.39 0.68 0.57 0.36 0.95 0.17 0.23 0.74 0.32 0.22 0.21 0.14 0.36 0.81 0.06 0.35 0.65 0.19 0.89 0.28 0.70 0.71 0.44 0.08 0.16 0.06 0.19 0.53 0.85 0.90 0.98 0.71 0.39 0.34 ]
[0.50 0.67 1.00 0.59 0.37 0.40 0.61 0.77 0.26 0.34 0.47 0.93 0.05 0.15 0.93 0.88 0.94 0.61 0.82 0.02 0.08 0.61 0.49 0.62 0.75 0.97 0.96 0.59 0.32 0.59 0.04 0.03 0.29 0.97 0.17 0.43 0.29 0.49 0.99 0.23 0.42 0.13 0.35 0.64 0.99 ]
[0.73 1.00 0.59 1.00 0.30 0.21 0.81 0.10 0.56 0.70 0.46 0.89 0.99 0.89 0.66 0.75 0.06 0.38 0.22 0.76 0.25 0.47 0.57 0.19 0.05 0.53 0.01 0.69 0.47 0.45 0.31 0.06 0.75 0.94 0.69 0.05 0.05 0.84 0.98 0.80 0.93 0.52 0.01 0.64 0.08 ]
[0.31 0.89 0.37 0.30 1.00 0.43 0.44 0.56 0.44 0.89 0.62 0.92 0.30 0.36 0.98 0.85 0.17 0.43 0.85 0.02 0.53 0.90 0.61 0.32 0.03 0.37 0.73 0.74 0.11 0.40 0.08 0.43 0.74 0.98 0.60 0.96 0.75 0.77 0.53 0.01 0.68 0.78 0.62 0.72 0.09 ]
[0.72 0.82 0.40 0.21 0.43 1.00 0.15 0.65 0.91 0.34 0.56 0.07 0.75 0.86 0.67 0.18 0.01 0.71 0.20 0.47 0.39 0.55 0.71 0.04 0.72 0.57 0.81 0.40 0.61 0.10 0.71 0.09 0.09 0.43 0.21 0.19 0.80 0.78 0.18 0.29 0.39 0.58 0.04 0.51 1.00 ]
[0.49 0.70 0.61 0.81 0.44 0.15 1.00 0.38 0.62 1.00 0.85 0.72 0.38 0.54 0.24 0.65 0.83 0.33 0.75 0.33 0.94 0.03 0.92 0.07 0.90 0.36 0.89 0.74 0.53 0.27 0.14 0.68 0.90 0.21 0.13 0.93 0.88 0.72 0.56 0.51 0.42 0.41 0.68 0.71 0.88 ]
[0.76 0.29 0.77 0.10 0.56 0.65 0.38 1.00 0.98 0.40 0.76 0.87 0.23 0.35 0.54 0.07 0.08 0.27 0.45 0.24 0.59 0.77 0.10 0.31 0.18 0.59 0.38 0.01 0.41 0.06 0.37 0.18 0.52 0.47 0.46 0.15 0.05 0.63 0.47 0.48 0.45 0.07 0.04 0.25 0.90 ]
[0.42 0.96 0.26 0.56 0.44 0.91 0.62 0.98 1.00 0.88 0.90 1.00 0.94 0.10 0.51 0.66 0.20 0.54 0.44 0.42 0.20 0.52 0.62 0.01 0.22 0.99 0.54 0.34 0.01 0.29 0.90 0.26 0.11 0.31 0.42 0.76 0.15 0.74 0.55 0.69 0.50 0.15 0.42 0.07 0.83 ]
[0.52 0.25 0.34 0.70 0.89 0.34 1.00 0.40 0.88 1.00 0.54 0.35 0.65 0.38 0.43 0.49 0.82 0.73 0.92 0.93 0.94 0.84 0.83 0.20 0.20 0.11 0.84 0.02 0.15 0.91 0.06 0.87 0.49 0.16 0.47 0.97 0.66 0.94 0.15 0.37 0.35 0.31 0.38 0.10 0.18 ]
[0.64 0.80 0.47 0.46 0.62 0.56 0.85 0.76 0.90 0.54 1.00 0.75 0.20 0.17 0.10 0.81 0.39 0.54 0.96 0.29 0.81 0.56 0.40 0.12 0.75 0.78 0.84 0.24 0.98 0.64 0.11 0.78 0.87 0.36 0.47 0.17 0.68 0.31 0.64 0.06 0.04 0.73 0.24 0.07 0.24 ]
[0.20 0.39 0.93 0.89 0.92 0.07 0.72 0.87 1.00 0.35 0.75 1.00 0.82 0.41 0.80 0.23 0.27 0.76 0.07 0.38 0.30 0.99 0.26 0.82 0.69 0.06 0.84 0.07 0.70 0.35 0.06 0.65 0.61 0.42 0.03 0.04 0.67 0.47 0.20 0.59 0.31 0.47 0.78 0.95 0.91 ]
[0.18 0.68 0.05 0.99 0.30 0.75 0.38 0.23 0.94 0.65 0.20 0.82 1.00 0.08 0.22 0.98 0.60 0.09 0.06 0.78 0.43 0.67 0.01 0.74 0.58 0.73 0.46 0.59 0.24 0.25 0.56 0.69 0.30 0.41 0.60 0.61 0.02 0.44 0.54 0.06 0.06 0.32 0.78 0.35 0.60 ]
[0.47 0.57 0.15 0.89 0.36 0.86 0.54 0.35 0.10 0.38 0.17 0.41 0.08 1.00 0.10 0.80 0.62 0.22 0.26 0.81 0.73 0.96 0.78 0.84 0.81 0.98 0.12 0.61 0.69 0.86 0.41 0.49 0.90 0.23 0.12 0.35 0.98 0.52 0.34 0.17 0.37 0.96 0.99 0.27 0.71 ]
[0.09 0.36 0.93 0.66 0.98 0.67 0.24 0.54 0.51 0.43 0.10 0.80 0.22 0.10 1.00 0.29 0.86 0.37 0.67 0.06 0.17 0.66 0.95 0.07 0.61 0.93 0.85 0.10 0.66 0.76 0.92 0.78 0.97 0.71 0.15 0.28 0.29 0.84 0.33 0.22 0.91 0.16 0.20 0.76 0.69 ]
[0.70 0.95 0.88 0.75 0.85 0.18 0.65 0.07 0.66 0.49 0.81 0.23 0.98 0.80 0.29 1.00 0.46 0.66 0.80 0.28 0.45 0.22 0.48 0.20 0.85 0.96 0.78 0.72 0.13 0.30 0.25 0.96 0.36 0.56 0.11 0.39 0.29 0.23 0.23 0.25 0.69 0.06 0.14 0.88 0.78 ]
[0.85 0.17 0.94 0.06 0.17 0.01 0.83 0.08 0.20 0.82 0.39 0.27 0.60 0.62 0.86 0.46 1.00 0.94 0.22 0.15 0.68 0.68 0.60 0.05 0.38 0.01 0.44 0.09 0.56 0.56 0.59 0.76 0.25 0.03 0.96 0.74 0.59 0.62 0.53 0.27 0.22 0.46 0.68 0.61 0.94 ]
[0.12 0.23 0.61 0.38 0.43 0.71 0.33 0.27 0.54 0.73 0.54 0.76 0.09 0.22 0.37 0.66 0.94 1.00 0.13 0.34 0.95 0.34 0.47 0.14 0.35 0.50 0.37 0.74 0.30 0.08 0.46 0.30 0.40 0.19 0.70 0.27 0.60 0.39 0.93 0.74 0.92 0.93 0.11 0.68 0.20 ]
[0.74 0.74 0.82 0.22 0.85 0.20 0.75 0.45 0.44 0.92 0.96 0.07 0.06 0.26 0.67 0.80 0.22 0.13 1.00 0.79 0.22 0.39 0.24 0.68 0.52 0.39 0.41 0.38 0.29 0.36 0.02 0.52 0.71 0.07 0.19 0.12 0.40 0.65 0.02 0.34 0.51 0.47 0.02 0.07 0.63 ]
[0.05 0.32 0.02 0.76 0.02 0.47 0.33 0.24 0.42 0.93 0.29 0.38 0.78 0.81 0.06 0.28 0.15 0.34 0.79 1.00 0.00 0.80 0.02 0.62 0.62 0.45 0.22 0.18 0.28 0.43 0.40 0.76 0.75 0.09 0.39 0.81 0.22 0.54 0.47 0.91 0.42 0.93 0.81 0.33 0.65 ]
[0.38 0.22 0.08 0.25 0.53 0.39 0.94 0.59 0.20 0.94 0.81 0.30 0.43 0.73 0.17 0.45 0.68 0.95 0.22 0.00 1.00 0.96 0.47 0.68 0.85 0.81 0.28 0.75 0.92 0.16 0.17 0.35 0.96 0.18 0.98 0.25 0.23 0.11 0.96 0.86 0.40 0.11 0.66 0.05 0.44 ]
[0.35 0.21 0.61 0.47 0.90 0.55 0.03 0.77 0.52 0.84 0.56 0.99 0.67 0.96 0.66 0.22 0.68 0.34 0.39 0.80 0.96 1.00 0.99 0.41 0.59 0.85 0.14 0.35 0.61 0.43 0.13 0.71 0.42 0.48 0.09 0.05 0.66 0.96 0.72 0.06 0.30 0.29 0.08 0.89 0.48 ]
[0.29 0.14 0.49 0.57 0.61 0.71 0.92 0.10 0.62 0.83 0.40 0.26 0.01 0.78 0.95 0.48 0.60 0.47 0.24 0.02 0.47 0.99 1.00 0.13 0.32 0.92 0.41 0.00 0.95 0.21 0.77 0.94 0.23 0.57 0.62 0.93 0.04 0.76 0.29 0.44 0.11 0.83 0.50 0.28 0.21 ]
