D = 6;
n = [ 2 2 2 2 2 2 ];
N = 43;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.91 0.67 0.27 0.40 0.41 0.07 0.12 0.23 0.40 0.53 0.65 0.07 0.09 0.73 0.72 0.73 1.00 0.26 0.84 0.37 0.01 0.60 0.36 0.61 0.21 0.61 0.31 0.44 0.80 0.79 0.08 0.55 0.91 0.62 0.00 0.37 0.96 0.29 0.35 0.36 0.02 0.32 ]
[0.91 1.00 0.70 0.44 0.26 0.17 0.74 1.00 0.68 0.54 0.02 0.73 0.80 0.16 0.78 0.64 0.57 1.00 0.61 0.68 0.11 0.42 0.09 0.41 0.09 0.26 0.77 0.73 0.04 0.85 0.95 0.35 0.58 0.16 0.62 0.27 0.51 0.14 0.81 0.21 0.68 0.36 0.11 ]
[0.67 0.70 1.00 0.60 0.89 0.65 0.20 0.76 0.27 0.98 0.47 0.36 0.93 0.66 0.74 0.07 0.40 0.04 0.39 0.82 0.41 0.24 0.19 0.43 0.42 0.11 0.25 0.18 0.37 0.98 0.35 0.26 0.39 0.53 0.19 0.02 0.70 0.93 0.34 0.70 0.49 0.15 0.27 ]
[0.27 0.44 0.60 1.00 0.52 0.31 0.88 0.28 0.06 0.11 0.95 0.32 0.49 0.99 0.44 0.86 0.47 0.18 0.12 0.61 0.85 0.00 0.07 0.39 0.92 0.20 0.69 0.20 0.25 0.35 0.81 0.15 0.42 0.01 0.01 0.95 0.40 0.79 0.48 0.71 0.86 0.72 0.25 ]
[0.40 0.26 0.89 0.52 1.00 0.38 0.78 0.25 0.17 0.23 0.23 0.37 0.62 0.29 0.75 0.94 0.41 0.09 0.62 0.53 0.72 0.87 0.02 0.67 0.23 0.73 0.30 0.34 0.90 0.00 0.47 0.60 0.25 0.05 0.36 0.21 0.86 0.31 0.30 0.58 0.92 0.38 0.68 ]
[0.41 0.17 0.65 0.31 0.38 1.00 0.38 0.95 0.46 0.87 0.31 0.74 0.49 0.43 0.56 0.09 0.99 0.88 0.96 0.31 0.34 0.08 0.16 0.82 0.62 1.00 0.90 0.43 0.29 0.18 0.82 0.90 0.27 0.01 0.09 0.10 0.53 0.84 0.83 0.37 0.29 0.75 0.43 ]
[0.07 0.74 0.20 0.88 0.78 0.38 1.00 0.80 0.37 0.46 0.32 0.13 0.39 0.14 0.06 0.45 0.27 0.73 0.09 0.58 0.61 0.59 0.86 0.31 0.59 1.00 0.87 0.84 0.25 0.85 0.11 0.31 0.23 0.61 0.47 0.04 0.12 0.61 0.60 0.33 0.35 0.63 0.85 ]
[0.12 1.00 0.76 0.28 0.25 0.95 0.80 1.00 0.54 0.71 0.23 0.35 0.72 0.12 0.06 0.87 0.57 0.62 0.72 0.21 0.48 0.24 0.18 1.00 0.43 0.49 0.31 0.99 0.81 0.57 0.35 0.89 0.05 0.24 0.49 0.58 0.84 0.69 0.98 0.21 0.94 0.97 0.27 ]
[0.23 0.68 0.27 0.06 0.17 0.46 0.37 0.54 1.00 0.88 0.43 0.36 0.33 0.84 0.93 0.74 0.94 0.48 0.35 0.11 0.48 0.89 0.73 0.98 0.07 0.56 0.99 0.57 0.89 0.71 0.90 0.71 0.67 0.93 0.46 0.63 0.18 0.86 0.74 0.49 0.79 0.84 0.49 ]
[0.40 0.54 0.98 0.11 0.23 0.87 0.46 0.71 0.88 1.00 0.47 0.74 0.08 0.32 0.95 0.01 0.81 0.87 0.44 0.17 0.51 0.17 0.00 0.96 0.74 0.81 0.20 0.24 0.61 0.57 0.03 0.91 0.17 0.14 0.03 0.70 0.72 0.02 0.22 0.62 0.35 0.13 0.22 ]
[0.53 0.02 0.47 0.95 0.23 0.31 0.32 0.23 0.43 0.47 1.00 0.73 0.34 0.38 0.43 0.23 0.97 0.33 0.38 0.27 0.66 0.07 0.57 0.86 0.51 0.64 0.75 0.87 0.33 0.26 0.15 0.20 0.79 0.84 0.90 0.46 0.64 0.96 0.43 0.55 0.61 0.78 0.80 ]
[0.65 0.73 0.36 0.32 0.37 0.74 0.13 0.35 0.36 0.74 0.73 1.00 0.45 0.09 0.50 0.52 0.81 0.50 0.54 0.68 0.41 0.18 0.99 0.30 0.51 0.80 0.85 0.51 0.69 0.69 0.97 0.57 0.55 0.52 0.63 0.43 0.52 0.16 0.65 0.53 0.17 0.62 0.90 ]
[0.07 0.80 0.93 0.49 0.62 0.49 0.39 0.72 0.33 0.08 0.34 0.45 1.00 0.53 0.65 0.22 0.45 0.34 0.54 0.63 0.67 0.80 0.45 0.93 0.37 0.43 0.81 0.55 0.27 0.11 0.80 0.22 0.39 0.98 0.74 0.43 0.73 0.70 0.76 0.93 0.08 0.58 0.51 ]
[0.09 0.16 0.66 0.99 0.29 0.43 0.14 0.12 0.84 0.32 0.38 0.09 0.53 1.00 0.41 0.47 0.54 0.18 0.10 0.76 0.73 0.24 0.81 0.36 0.26 0.18 0.06 0.23 0.82 0.74 0.43 0.22 0.39 0.30 0.64 0.91 0.57 0.17 0.43 0.49 0.42 0.61 0.47 ]
[0.73 0.78 0.74 0.44 0.75 0.56 0.06 0.06 0.93 0.95 0.43 0.50 0.65 0.41 1.00 0.40 0.57 0.04 0.73 0.67 0.34 0.07 0.28 0.32 0.54 0.43 0.28 0.21 0.37 0.07 0.36 0.81 0.64 0.41 0.09 0.35 0.53 0.05 0.92 0.06 0.03 0.87 0.81 ]
[0.72 0.64 0.07 0.86 0.94 0.09 0.45 0.87 0.74 0.01 0.23 0.52 0.22 0.47 0.40 1.00 0.90 0.18 0.69 0.90 0.86 0.30 0.94 0.64 0.43 0.09 0.17 0.67 0.35 0.80 0.35 0.17 0.54 0.73 0.03 0.29 0.40 0.89 0.03 0.81 0.84 0.20 0.35 ]
[0.73 0.57 0.40 0.47 0.41 0.99 0.27 0.57 0.94 0.81 0.97 0.81 0.45 0.54 0.57 0.90 1.00 0.11 0.77 0.50 0.45 0.41 0.83 0.23 0.31 0.53 0.04 0.44 0.53 0.34 0.73 0.87 0.14 0.42 0.02 0.97 0.02 0.35 0.98 0.45 0.15 0.59 0.52 ]
[1.00 1.00 0.04 0.18 0.09 0.88 0.73 0.62 0.48 0.87 0.33 0.50 0.34 0.18 0.04 0.18 0.11 1.00 0.82 0.82 0.63 0.80 0.33 0.71 0.56 0.45 0.70 0.16 0.92 0.35 0.38 0.06 0.63 0.10 0.06 0.76 0.90 0.06 0.86 0.66 0.09 0.55 0.95 ]
