D = 6;
n = [ 2 2 2 2 2 2 ];
N = 32;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 6 ];
m = [
[1.00 0.12 0.93 0.06 0.73 0.63 0.66 0.37 0.81 0.20 0.67 0.03 0.94 0.72 0.55 0.12 0.60 0.15 0.19 0.62 0.82 0.21 0.32 0.17 0.16 0.80 0.03 0.66 0.83 0.38 0.62 0.09 ]
[0.12 1.00 0.79 0.12 0.36 0.09 0.20 0.69 0.15 0.45 0.31 0.09 0.19 0.76 0.28 0.56 0.68 0.48 0.34 0.15 0.57 0.96 0.03 0.21 0.74 0.69 0.50 0.44 0.39 0.74 0.39 0.18 ]
[0.93 0.79 1.00 0.36 0.69 0.17 0.63 0.57 0.47 0.77 0.71 0.34 0.42 0.26 0.29 0.68 0.87 0.92 0.35 0.31 0.77 1.00 0.69 0.22 0.25 0.18 0.60 0.73 0.62 0.60 0.47 0.65 ]
[0.06 0.12 0.36 1.00 0.63 0.32 0.98 0.98 0.55 0.89 0.60 0.90 0.46 0.26 0.60 0.44 0.22 0.02 0.17 0.99 0.11 0.07 0.91 0.36 0.49 0.66 0.64 0.87 0.10 0.19 0.64 0.07 ]
[0.73 0.36 0.69 0.63 1.00 0.58 0.01 0.85 0.42 0.81 0.94 0.04 0.62 0.79 0.11 0.62 0.67 0.26 0.71 0.57 0.26 0.48 0.83 0.89 0.53 0.35 0.71 0.62 0.90 0.91 0.85 0.69 ]
[0.63 0.09 0.17 0.32 0.58 1.00 0.28 0.65 0.17 0.24 0.73 0.92 0.21 0.91 0.57 0.48 0.65 0.54 0.66 0.99 0.17 1.00 0.90 0.60 0.30 0.65 0.07 0.23 0.77 0.18 0.03 0.77 ]
[0.66 0.20 0.63 0.98 0.01 0.28 1.00 0.03 0.17 0.13 0.27 0.45 0.24 0.17 0.93 0.68 0.95 0.83 0.32 0.05 0.68 0.10 0.39 0.67 0.05 0.90 0.01 0.60 0.65 0.70 0.02 0.24 ]
[0.37 0.69 0.57 0.98 0.85 0.65 0.03 1.00 0.84 0.81 0.74 0.73 0.19 0.75 0.69 0.89 0.72 0.83 0.43 0.56 0.07 0.97 0.59 0.06 0.16 0.34 0.83 0.74 0.71 0.17 0.63 0.45 ]
[0.81 0.15 0.47 0.55 0.42 0.17 0.17 0.84 1.00 0.60 0.81 0.25 0.16 0.60 0.50 0.33 0.74 0.37 0.08 0.82 0.69 0.32 0.90 0.75 0.23 0.89 0.65 0.51 0.98 0.06 0.87 0.35 ]
[0.20 0.45 0.77 0.89 0.81 0.24 0.13 0.81 0.60 1.00 0.59 0.20 0.20 0.34 0.67 0.60 0.92 0.33 0.88 0.60 0.47 0.78 0.86 0.73 0.55 0.54 0.34 0.12 0.19 0.65 0.37 0.77 ]
