D = 4;
n = [ 3 3 3 3 ];
N = 16;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 ];
m = [
[1.00 0.44 0.62 0.25 0.20 0.05 0.72 0.70 0.98 0.63 0.03 0.85 0.25 0.52 0.94 0.26 ]
[0.44 1.00 0.08 0.59 0.78 0.92 0.24 0.12 0.07 0.30 0.81 0.78 0.24 0.91 0.72 0.64 ]
[0.62 0.08 1.00 0.16 0.15 0.67 0.76 0.76 0.98 0.22 0.76 0.45 0.64 0.81 0.11 0.21 ]
[0.25 0.59 0.16 1.00 0.67 0.18 0.22 0.27 0.47 0.97 0.42 0.19 0.26 0.64 0.57 0.12 ]
[0.20 0.78 0.15 0.67 1.00 0.46 0.21 0.05 0.85 0.72 0.41 0.77 0.49 0.49 0.08 0.90 ]
[0.05 0.92 0.67 0.18 0.46 1.00 0.42 0.27 0.83 0.12 0.91 0.81 0.44 0.83 0.82 0.12 ]
[0.72 0.24 0.76 0.22 0.21 0.42 1.00 0.98 0.92 0.15 0.63 0.29 0.55 0.89 0.72 0.70 ]
[0.70 0.12 0.76 0.27 0.05 0.27 0.98 1.00 0.27 0.54 0.92 0.67 0.37 0.01 0.75 0.27 ]
[0.98 0.07 0.98 0.47 0.85 0.83 0.92 0.27 1.00 0.06 0.22 0.75 0.52 0.16 0.16 0.31 ]
[0.63 0.30 0.22 0.97 0.72 0.12 0.15 0.54 0.06 1.00 0.38 0.70 0.80 0.91 0.30 0.06 ]
[0.03 0.81 0.76 0.42 0.41 0.91 0.63 0.92 0.22 0.38 1.00 0.09 0.54 0.05 0.58 0.38 ]
[0.85 0.78 0.45 0.19 0.77 0.81 0.29 0.67 0.75 0.70 0.09 1.00 0.58 0.15 0.72 0.57 ]
[0.25 0.24 0.64 0.26 0.49 0.44 0.55 0.37 0.52 0.80 0.54 0.58 1.00 0.25 0.16 0.77 ]
[0.52 0.91 0.81 0.64 0.49 0.83 0.89 0.01 0.16 0.91 0.05 0.15 0.25 1.00 0.98 0.87 ]
[0.94 0.72 0.11 0.57 0.08 0.82 0.72 0.75 0.16 0.30 0.58 0.72 0.16 0.98 1.00 0.11 ]
[0.26 0.64 0.21 0.12 0.90 0.12 0.70 0.27 0.31 0.06 0.38 0.57 0.77 0.87 0.11 1.00 ]
];
