D = 4;
n = [ 2 2 2 2 ];
N = 30;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.79 0.85 0.59 0.69 0.93 0.76 0.98 0.80 0.09 0.05 0.05 0.81 0.20 0.87 0.70 0.02 0.40 0.03 0.63 0.06 0.92 0.89 0.44 0.13 0.50 0.69 0.44 0.67 0.86 ]
[0.79 1.00 0.81 0.99 0.46 0.70 0.28 0.43 0.14 0.21 0.98 0.26 0.37 0.22 0.15 0.85 0.11 0.18 0.31 0.51 0.77 0.28 0.59 0.73 0.52 0.35 0.02 0.62 0.01 0.66 ]
[0.85 0.81 1.00 0.16 0.45 0.36 0.33 0.51 0.54 0.11 0.46 0.83 0.31 0.94 0.82 0.39 0.19 0.95 0.17 0.51 0.36 0.83 0.38 0.05 0.79 0.64 0.49 0.67 0.99 0.38 ]
[0.59 0.99 0.16 1.00 0.28 0.61 0.52 0.53 0.62 0.92 0.71 0.22 0.92 0.08 0.06 0.01 0.43 0.53 0.10 0.22 0.15 0.40 0.97 0.79 0.35 0.06 0.63 0.26 0.52 0.40 ]
[0.69 0.46 0.45 0.28 1.00 0.02 0.71 0.60 0.73 0.28 0.91 0.74 0.56 0.86 0.14 0.04 0.44 0.96 0.92 0.40 0.48 0.72 0.23 0.71 0.29 0.28 0.56 0.27 0.47 0.92 ]
[0.93 0.70 0.36 0.61 0.02 1.00 0.05 0.19 0.53 0.03 0.95 0.61 0.73 0.31 0.06 0.30 0.41 0.29 0.26 0.16 0.22 0.87 0.11 0.90 0.09 0.83 1.00 0.05 0.68 0.94 ]
[0.76 0.28 0.33 0.52 0.71 0.05 1.00 0.31 0.48 0.65 0.09 0.90 0.55 0.17 0.43 0.00 0.20 0.68 0.00 0.14 0.07 0.90 0.92 0.48 0.70 0.42 0.28 0.88 0.49 0.15 ]
[0.98 0.43 0.51 0.53 0.60 0.19 0.31 1.00 0.43 0.42 0.72 0.41 0.03 0.88 0.74 0.07 0.44 0.26 0.01 0.11 0.22 0.73 0.05 0.41 0.56 0.43 1.00 0.71 0.24 0.11 ]
[0.80 0.14 0.54 0.62 0.73 0.53 0.48 0.43 1.00 0.57 0.13 0.48 0.56 0.29 0.36 0.09 0.50 0.44 0.22 0.81 0.55 0.26 0.42 0.58 0.14 0.36 0.86 0.27 0.84 0.91 ]
[0.09 0.21 0.11 0.92 0.28 0.03 0.65 0.42 0.57 1.00 0.12 0.63 0.33 0.39 0.53 0.81 0.76 0.67 0.13 0.95 0.90 0.31 0.01 0.90 0.37 0.17 0.69 0.89 0.23 0.79 ]
[0.05 0.98 0.46 0.71 0.91 0.95 0.09 0.72 0.13 0.12 1.00 0.42 0.80 0.71 0.02 0.31 0.75 0.33 0.04 0.40 0.90 0.62 0.17 0.71 0.42 0.51 0.46 0.62 0.49 0.52 ]
[0.05 0.26 0.83 0.22 0.74 0.61 0.90 0.41 0.48 0.63 0.42 1.00 0.12 0.44 0.44 0.94 0.63 0.96 0.35 0.40 0.01 0.16 0.30 0.44 0.63 0.67 0.86 0.85 0.01 0.96 ]
[0.81 0.37 0.31 0.92 0.56 0.73 0.55 0.03 0.56 0.33 0.80 0.12 1.00 0.09 0.35 0.24 0.22 0.94 0.92 0.68 0.10 0.51 0.68 0.43 0.53 0.49 0.01 0.57 0.40 0.47 ]
[0.20 0.22 0.94 0.08 0.86 0.31 0.17 0.88 0.29 0.39 0.71 0.44 0.09 1.00 0.40 0.97 0.00 0.39 0.09 0.71 0.19 0.10 0.57 0.37 0.25 0.12 0.35 0.63 0.74 0.44 ]
[0.87 0.15 0.82 0.06 0.14 0.06 0.43 0.74 0.36 0.53 0.02 0.44 0.35 0.40 1.00 0.75 0.46 0.72 0.11 0.59 0.83 0.86 0.65 0.85 0.95 0.11 0.14 0.80 0.40 0.12 ]
[0.70 0.85 0.39 0.01 0.04 0.30 0.00 0.07 0.09 0.81 0.31 0.94 0.24 0.97 0.75 1.00 0.10 0.91 0.64 0.84 0.02 0.76 0.79 0.82 0.31 0.14 0.10 0.98 0.10 0.46 ]
[0.02 0.11 0.19 0.43 0.44 0.41 0.20 0.44 0.50 0.76 0.75 0.63 0.22 0.00 0.46 0.10 1.00 0.84 0.16 0.46 0.18 0.30 0.10 0.88 0.37 0.13 0.92 0.46 0.47 0.54 ]
[0.40 0.18 0.95 0.53 0.96 0.29 0.68 0.26 0.44 0.67 0.33 0.96 0.94 0.39 0.72 0.91 0.84 1.00 0.43 0.30 0.10 0.94 0.88 0.26 0.94 0.98 0.70 0.74 0.87 0.38 ]
[0.03 0.31 0.17 0.10 0.92 0.26 0.00 0.01 0.22 0.13 0.04 0.35 0.92 0.09 0.11 0.64 0.16 0.43 1.00 0.11 0.07 0.76 0.97 0.15 0.53 0.84 0.12 0.97 0.56 0.31 ]
[0.63 0.51 0.51 0.22 0.40 0.16 0.14 0.11 0.81 0.95 0.40 0.40 0.68 0.71 0.59 0.84 0.46 0.30 0.11 1.00 0.90 0.56 0.42 0.89 0.31 0.64 0.89 0.50 0.44 0.42 ]
[0.06 0.77 0.36 0.15 0.48 0.22 0.07 0.22 0.55 0.90 0.90 0.01 0.10 0.19 0.83 0.02 0.18 0.10 0.07 0.90 1.00 0.82 0.71 0.03 0.54 0.46 0.14 0.37 0.08 0.71 ]
[0.92 0.28 0.83 0.40 0.72 0.87 0.90 0.73 0.26 0.31 0.62 0.16 0.51 0.10 0.86 0.76 0.30 0.94 0.76 0.56 0.82 1.00 0.36 0.91 0.44 0.49 0.12 1.00 0.39 0.11 ]
[0.89 0.59 0.38 0.97 0.23 0.11 0.92 0.05 0.42 0.01 0.17 0.30 0.68 0.57 0.65 0.79 0.10 0.88 0.97 0.42 0.71 0.36 1.00 0.60 0.46 0.78 0.55 0.88 0.09 0.38 ]
[0.44 0.73 0.05 0.79 0.71 0.90 0.48 0.41 0.58 0.90 0.71 0.44 0.43 0.37 0.85 0.82 0.88 0.26 0.15 0.89 0.03 0.91 0.60 1.00 0.61 0.37 0.38 0.34 0.61 0.17 ]
[0.13 0.52 0.79 0.35 0.29 0.09 0.70 0.56 0.14 0.37 0.42 0.63 0.53 0.25 0.95 0.31 0.37 0.94 0.53 0.31 0.54 0.44 0.46 0.61 1.00 0.28 0.49 0.65 0.49 0.60 ]
[0.50 0.35 0.64 0.06 0.28 0.83 0.42 0.43 0.36 0.17 0.51 0.67 0.49 0.12 0.11 0.14 0.13 0.98 0.84 0.64 0.46 0.49 0.78 0.37 0.28 1.00 0.81 0.83 0.16 0.12 ]
[0.69 0.02 0.49 0.63 0.56 1.00 0.28 1.00 0.86 0.69 0.46 0.86 0.01 0.35 0.14 0.10 0.92 0.70 0.12 0.89 0.14 0.12 0.55 0.38 0.49 0.81 1.00 0.24 0.83 0.94 ]
[0.44 0.62 0.67 0.26 0.27 0.05 0.88 0.71 0.27 0.89 0.62 0.85 0.57 0.63 0.80 0.98 0.46 0.74 0.97 0.50 0.37 1.00 0.88 0.34 0.65 0.83 0.24 1.00 0.14 0.01 ]
[0.67 0.01 0.99 0.52 0.47 0.68 0.49 0.24 0.84 0.23 0.49 0.01 0.40 0.74 0.40 0.10 0.47 0.87 0.56 0.44 0.08 0.39 0.09 0.61 0.49 0.16 0.83 0.14 1.00 0.78 ]
[0.86 0.66 0.38 0.40 0.92 0.94 0.15 0.11 0.91 0.79 0.52 0.96 0.47 0.44 0.12 0.46 0.54 0.38 0.31 0.42 0.71 0.11 0.38 0.17 0.60 0.12 0.94 0.01 0.78 1.00 ]
];
