D = 2;
n = [ 2 2 ];
N = 68;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.67 0.17 0.05 0.31 0.95 0.22 0.70 0.32 0.84 0.33 0.98 0.43 0.11 0.01 0.33 0.41 0.18 0.93 0.93 0.59 0.52 0.91 0.15 0.59 0.93 0.46 0.75 0.88 0.84 0.03 0.72 0.09 0.90 0.66 0.02 0.98 0.86 0.21 0.42 0.18 0.26 0.77 0.55 0.12 0.73 0.32 0.92 0.87 0.09 0.98 1.00 0.49 0.76 0.23 0.31 0.78 0.47 0.76 0.75 0.46 0.79 0.22 0.85 0.65 0.69 0.19 0.06 ]
[0.67 1.00 0.81 0.32 0.32 0.64 0.69 0.67 0.65 0.70 0.04 0.28 0.01 0.01 0.77 0.27 0.35 0.21 0.31 0.98 0.01 0.32 0.33 0.03 0.74 0.58 0.74 0.93 0.19 0.57 0.25 0.76 0.11 0.73 0.89 0.13 0.67 0.18 0.07 0.84 0.84 0.13 0.76 0.84 0.38 0.01 0.85 0.40 0.73 0.09 0.06 0.10 0.42 0.80 0.30 0.26 0.17 0.31 0.09 0.68 0.28 0.48 0.76 0.84 0.30 0.83 0.95 0.53 ]
[0.17 0.81 1.00 0.37 0.78 0.35 0.67 0.72 0.75 0.86 0.25 0.12 0.44 0.12 0.47 0.75 0.46 0.94 0.43 0.23 0.87 0.67 0.43 0.49 0.51 0.77 0.70 0.10 0.85 0.86 0.07 0.61 0.79 0.70 0.86 0.79 0.95 0.11 0.38 0.51 0.97 0.49 0.45 0.75 0.83 0.47 0.08 0.63 0.72 0.70 0.58 0.35 0.19 0.06 0.72 0.36 0.84 0.63 0.30 0.05 0.75 0.79 0.97 0.95 0.52 0.46 0.45 0.09 ]
[0.05 0.32 0.37 1.00 0.31 0.87 0.34 0.31 0.65 0.14 0.42 0.06 0.80 0.57 0.09 0.94 0.91 0.96 0.23 0.74 0.58 0.56 0.53 0.75 0.97 0.01 0.49 0.02 0.56 0.55 0.54 0.88 0.64 0.66 0.40 0.27 0.88 0.16 0.48 0.73 0.09 0.11 0.30 0.54 0.69 0.71 0.13 0.23 0.86 0.97 0.75 0.89 0.69 0.40 0.27 0.46 0.89 0.88 0.32 0.23 0.77 0.58 0.68 0.54 0.62 0.13 0.79 0.44 ]
[0.31 0.32 0.78 0.31 1.00 0.53 0.79 0.92 0.00 0.85 0.46 0.16 0.77 0.22 0.12 0.77 0.72 0.16 0.41 0.54 0.61 0.37 0.39 0.05 0.84 0.11 0.90 0.49 0.08 0.18 0.86 0.10 0.32 0.06 0.77 0.78 0.52 0.66 0.36 0.79 0.38 0.78 0.48 0.75 0.97 0.84 0.06 0.06 1.00 0.49 0.72 0.30 0.64 0.21 0.35 0.47 0.87 0.28 0.39 0.32 0.85 0.05 0.44 0.27 0.71 0.51 0.13 0.04 ]
[0.95 0.64 0.35 0.87 0.53 1.00 0.27 0.86 0.92 0.49 0.85 0.61 0.02 0.39 0.64 0.27 0.54 0.59 0.33 0.34 0.01 0.05 0.54 0.66 0.72 0.56 0.76 0.86 0.98 0.56 0.02 0.14 0.41 0.10 0.75 0.39 0.55 0.37 0.57 0.58 0.28 0.62 0.92 0.10 0.27 0.10 0.91 0.40 0.97 0.70 0.32 0.52 0.18 0.55 0.93 0.10 0.34 0.86 0.83 0.46 0.76 0.68 0.16 0.83 0.74 0.74 0.19 0.70 ]
[0.22 0.69 0.67 0.34 0.79 0.27 1.00 0.37 0.85 0.39 0.48 0.47 0.19 0.86 0.69 0.99 0.63 0.05 0.65 0.87 0.88 0.40 0.12 0.43 0.41 0.20 0.26 0.84 0.92 0.95 0.64 0.03 0.36 0.38 0.73 0.96 0.36 0.96 0.31 0.53 0.32 0.31 0.14 0.16 0.43 0.83 0.36 0.91 0.17 0.47 0.50 0.39 0.94 0.21 0.55 0.83 0.83 0.68 0.29 0.22 0.57 0.82 0.50 0.82 0.27 0.85 0.24 0.67 ]
[0.70 0.67 0.72 0.31 0.92 0.86 0.37 1.00 0.75 0.43 0.25 0.83 0.61 0.48 0.50 0.79 0.84 0.72 0.84 0.26 0.26 0.27 0.89 0.08 0.90 0.21 0.31 0.37 0.46 0.87 0.17 0.29 0.81 0.56 0.73 0.09 0.83 0.29 0.76 0.81 0.73 0.74 0.16 0.62 0.92 0.49 0.89 0.60 0.13 0.91 0.76 0.99 0.24 0.78 0.98 0.24 0.16 0.49 0.91 0.89 0.25 0.83 0.91 0.52 0.07 0.60 0.92 0.94 ]
[0.32 0.65 0.75 0.65 0.00 0.92 0.85 0.75 1.00 0.76 0.64 0.23 0.16 0.54 0.92 0.90 0.98 0.71 0.27 0.01 0.89 0.41 0.08 0.97 0.57 0.18 0.35 0.79 0.50 0.10 0.33 0.76 0.17 0.12 0.42 0.43 0.01 0.71 0.23 0.49 0.89 0.47 0.73 0.99 0.06 0.63 0.88 0.50 0.43 0.79 0.12 0.24 0.02 0.15 0.20 0.39 0.42 0.21 0.62 0.20 0.37 0.09 0.08 0.24 0.23 0.56 0.87 0.47 ]
[0.84 0.70 0.86 0.14 0.85 0.49 0.39 0.43 0.76 1.00 0.61 0.01 0.93 0.81 0.59 0.18 0.01 0.60 0.48 0.82 0.75 0.16 0.75 0.14 0.99 0.07 0.89 0.67 0.61 0.27 0.63 0.25 0.59 0.28 0.70 1.00 0.44 0.79 0.21 0.44 0.36 0.12 0.28 0.95 0.41 0.23 0.83 0.18 0.82 0.01 0.49 0.95 0.68 0.41 0.03 0.30 0.71 0.87 0.19 0.79 0.94 0.51 0.49 0.20 0.26 0.81 0.94 0.31 ]
