D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 49;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 ];
m = [
[1.00 0.50 0.50 0.15 0.66 0.47 0.69 0.81 0.93 0.63 0.08 0.01 0.23 0.49 0.18 0.40 0.78 0.11 0.75 0.87 0.90 0.72 0.38 0.53 0.92 0.66 0.12 0.76 0.28 0.67 0.06 0.26 0.85 0.11 0.09 0.20 0.42 0.90 0.81 0.37 0.05 0.79 0.83 0.97 0.81 0.79 0.89 0.46 0.32 ]
[0.50 1.00 0.03 0.57 0.75 0.97 0.27 0.43 0.35 0.39 0.19 0.84 0.18 0.03 0.13 0.87 0.59 0.95 0.48 0.47 0.88 0.22 0.99 0.64 0.91 0.61 0.85 0.43 0.74 0.15 0.36 0.37 0.42 0.19 0.53 0.35 0.09 0.62 0.45 0.54 0.14 0.97 0.03 0.27 0.01 0.28 0.43 0.15 0.46 ]
[0.50 0.03 1.00 0.03 0.93 0.33 0.76 0.68 0.92 0.76 0.46 0.43 0.99 0.04 0.54 0.52 0.23 0.36 0.31 0.04 0.98 0.13 0.79 0.30 0.22 0.55 0.25 0.57 0.77 0.55 0.22 0.46 0.03 0.52 0.12 0.44 0.65 0.18 0.75 0.25 0.03 0.32 0.32 0.66 0.55 0.06 0.43 0.41 0.13 ]
[0.15 0.57 0.03 1.00 0.24 0.90 0.28 0.23 0.82 0.50 0.43 0.42 0.34 0.95 0.98 0.09 0.64 0.72 0.58 0.83 0.00 0.85 0.35 0.40 0.23 0.20 0.57 0.37 0.71 0.22 0.72 0.71 0.85 0.03 0.32 0.60 0.51 0.92 0.08 0.15 0.30 0.63 0.81 0.97 0.44 0.44 0.68 0.00 0.54 ]
[0.66 0.75 0.93 0.24 1.00 0.39 0.08 0.00 0.27 0.15 0.12 0.59 0.02 0.33 0.07 0.42 0.46 0.44 0.56 0.30 0.01 0.24 0.51 0.32 0.29 0.75 0.34 0.75 0.42 0.77 0.82 0.54 0.97 0.37 0.88 0.22 0.60 0.28 0.19 0.57 0.31 0.16 0.23 0.96 0.52 0.48 0.65 0.51 0.69 ]
[0.47 0.97 0.33 0.90 0.39 1.00 0.30 0.18 0.94 0.50 0.75 0.25 0.12 1.00 0.69 0.97 0.65 0.44 0.83 0.69 0.74 0.50 0.35 0.81 0.17 0.25 0.05 0.90 0.22 0.64 0.97 0.93 0.30 0.17 0.96 0.87 0.90 0.89 0.78 0.15 0.43 0.92 0.09 0.75 0.09 0.46 0.52 0.43 0.77 ]
[0.69 0.27 0.76 0.28 0.08 0.30 1.00 0.50 0.45 0.79 0.01 0.07 0.90 0.38 0.28 0.04 0.18 0.33 0.11 0.74 0.64 0.08 0.49 0.98 0.09 0.69 0.40 0.86 0.10 0.52 0.33 0.27 0.90 0.46 0.46 0.36 0.99 0.14 0.02 0.36 0.07 0.31 0.77 0.30 0.80 0.81 0.86 0.07 0.81 ]
[0.81 0.43 0.68 0.23 0.00 0.18 0.50 1.00 0.64 0.41 0.58 0.84 0.53 0.07 0.78 0.11 0.08 0.44 0.62 0.61 0.22 0.95 0.08 0.20 0.53 0.13 0.06 0.61 0.66 0.17 0.70 0.44 0.43 0.91 0.92 0.57 0.46 0.34 0.12 0.93 0.19 0.86 0.51 0.31 0.16 0.28 0.44 0.35 0.66 ]
[0.93 0.35 0.92 0.82 0.27 0.94 0.45 0.64 1.00 0.48 0.60 0.34 0.94 0.14 0.64 0.78 0.47 0.46 0.82 0.37 0.32 0.44 0.56 0.74 0.51 0.96 0.29 0.33 0.92 0.51 0.58 0.67 0.09 0.07 0.94 0.81 0.57 0.18 0.23 0.99 0.04 0.13 0.40 0.86 0.21 0.07 0.94 0.52 0.09 ]
[0.63 0.39 0.76 0.50 0.15 0.50 0.79 0.41 0.48 1.00 0.99 0.54 0.76 0.55 0.68 0.23 0.42 0.93 0.00 0.26 0.37 0.42 0.90 0.34 0.92 0.82 0.47 0.72 0.06 0.48 0.69 0.55 0.83 0.18 0.67 0.17 0.11 0.77 0.47 0.49 0.66 0.85 0.61 0.55 0.86 0.98 0.68 0.29 0.23 ]
[0.08 0.19 0.46 0.43 0.12 0.75 0.01 0.58 0.60 0.99 1.00 0.55 0.34 0.15 0.52 0.16 0.91 0.29 0.69 0.83 0.19 0.96 0.87 0.45 0.74 0.96 0.07 0.80 0.16 0.74 0.85 0.96 0.98 0.16 0.48 0.39 0.36 0.52 0.57 0.38 0.50 0.06 0.13 0.91 0.75 0.39 0.08 0.82 0.45 ]
[0.01 0.84 0.43 0.42 0.59 0.25 0.07 0.84 0.34 0.54 0.55 1.00 0.43 0.96 0.34 0.36 0.51 0.94 0.81 0.69 0.77 0.01 0.88 0.25 0.11 0.77 0.62 0.31 0.66 0.39 0.49 0.81 0.11 0.19 0.73 0.95 0.07 0.39 0.47 0.78 0.20 0.90 0.08 0.58 0.40 0.19 0.17 0.94 0.24 ]
[0.23 0.18 0.99 0.34 0.02 0.12 0.90 0.53 0.94 0.76 0.34 0.43 1.00 0.77 0.60 0.62 0.28 0.01 0.16 0.39 0.33 0.78 0.67 0.83 0.89 0.17 0.89 0.74 0.41 0.17 0.84 0.70 0.94 0.55 0.62 0.93 0.50 0.64 0.99 0.49 0.89 0.51 0.69 0.38 0.49 0.02 0.71 0.94 0.17 ]
