D = 4;
n = [ 4 4 4 4 ];
N = 29;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.55 0.51 0.61 0.56 0.63 0.36 0.82 0.16 0.36 0.48 0.64 0.04 0.50 0.31 0.24 0.40 0.43 0.94 0.45 0.77 0.12 0.08 0.71 0.78 0.90 0.78 0.33 0.77 ]
[0.55 1.00 0.35 0.18 0.61 0.82 0.86 0.36 0.23 0.73 0.16 0.92 0.14 0.41 0.87 0.51 0.72 0.82 0.30 0.70 0.17 0.43 0.56 0.83 0.40 0.15 0.90 0.10 0.06 ]
[0.51 0.35 1.00 0.04 0.35 0.51 0.32 0.91 0.74 0.97 0.68 0.91 0.76 0.45 0.08 0.24 0.04 0.15 0.82 0.11 0.73 0.63 0.33 0.56 0.12 0.90 0.26 0.31 0.13 ]
[0.61 0.18 0.04 1.00 0.12 0.77 0.37 0.32 0.78 0.74 0.78 0.82 0.93 0.53 0.52 0.79 0.96 0.88 0.77 0.36 0.06 0.59 0.39 0.00 0.84 0.69 0.45 0.62 0.48 ]
[0.56 0.61 0.35 0.12 1.00 0.30 0.76 0.45 0.24 0.44 0.81 0.60 0.72 0.20 0.76 0.78 0.76 0.91 0.64 0.93 0.79 0.88 0.88 0.79 0.83 0.38 0.77 0.03 0.24 ]
[0.63 0.82 0.51 0.77 0.30 1.00 0.92 0.53 0.24 0.14 0.99 0.83 0.65 0.34 0.86 0.58 0.05 0.11 0.97 0.10 0.04 0.10 0.95 0.97 0.37 0.76 0.13 0.51 0.80 ]
[0.36 0.86 0.32 0.37 0.76 0.92 1.00 0.90 0.74 0.39 0.32 0.46 0.99 0.45 0.26 0.89 0.50 0.37 0.67 0.37 0.48 0.52 0.95 0.50 0.62 0.61 0.48 0.35 0.29 ]
[0.82 0.36 0.91 0.32 0.45 0.53 0.90 1.00 0.07 0.54 0.34 0.03 0.99 0.20 0.90 0.82 0.64 0.19 0.66 0.44 0.65 0.90 0.00 0.21 0.98 0.53 0.93 0.43 0.92 ]
[0.16 0.23 0.74 0.78 0.24 0.24 0.74 0.07 1.00 0.15 0.51 0.91 0.19 0.90 0.22 0.51 0.36 0.29 0.99 0.71 0.14 0.16 0.94 0.16 0.16 0.29 0.98 0.71 0.47 ]
[0.36 0.73 0.97 0.74 0.44 0.14 0.39 0.54 0.15 1.00 0.28 0.96 0.06 0.08 0.73 0.15 0.04 0.15 0.90 0.49 0.31 0.61 0.31 0.86 0.49 0.02 0.95 0.24 0.96 ]
[0.48 0.16 0.68 0.78 0.81 0.99 0.32 0.34 0.51 0.28 1.00 0.62 0.34 0.85 0.45 0.63 0.13 0.03 0.99 0.28 0.11 0.08 0.29 0.22 0.68 0.47 0.66 0.08 0.56 ]
[0.64 0.92 0.91 0.82 0.60 0.83 0.46 0.03 0.91 0.96 0.62 1.00 0.32 0.97 0.84 0.15 0.12 0.34 0.36 0.19 0.72 0.98 0.14 0.85 0.64 0.20 0.97 0.29 0.12 ]
[0.04 0.14 0.76 0.93 0.72 0.65 0.99 0.99 0.19 0.06 0.34 0.32 1.00 0.09 0.03 0.61 0.93 0.77 0.65 0.90 0.74 0.21 0.29 0.37 0.61 0.45 0.80 0.04 0.60 ]
[0.50 0.41 0.45 0.53 0.20 0.34 0.45 0.20 0.90 0.08 0.85 0.97 0.09 1.00 0.53 0.66 0.76 0.07 0.55 0.04 0.73 0.63 0.23 0.39 0.86 0.29 0.62 0.63 0.14 ]
[0.31 0.87 0.08 0.52 0.76 0.86 0.26 0.90 0.22 0.73 0.45 0.84 0.03 0.53 1.00 0.13 0.97 0.03 0.63 0.33 0.19 0.83 0.06 0.89 0.36 0.00 0.53 0.32 0.22 ]
[0.24 0.51 0.24 0.79 0.78 0.58 0.89 0.82 0.51 0.15 0.63 0.15 0.61 0.66 0.13 1.00 0.52 0.68 0.71 0.28 0.19 0.11 0.09 0.13 0.80 0.52 0.12 0.79 0.62 ]
[0.40 0.72 0.04 0.96 0.76 0.05 0.50 0.64 0.36 0.04 0.13 0.12 0.93 0.76 0.97 0.52 1.00 0.95 0.93 0.81 0.52 0.57 0.20 0.90 0.05 0.53 0.76 0.25 0.87 ]
[0.43 0.82 0.15 0.88 0.91 0.11 0.37 0.19 0.29 0.15 0.03 0.34 0.77 0.07 0.03 0.68 0.95 1.00 0.82 0.46 0.30 0.18 0.12 0.67 0.05 0.20 0.21 0.16 0.97 ]
[0.94 0.30 0.82 0.77 0.64 0.97 0.67 0.66 0.99 0.90 0.99 0.36 0.65 0.55 0.63 0.71 0.93 0.82 1.00 0.83 0.44 0.91 0.80 0.20 0.97 0.22 0.13 0.15 0.89 ]
[0.45 0.70 0.11 0.36 0.93 0.10 0.37 0.44 0.71 0.49 0.28 0.19 0.90 0.04 0.33 0.28 0.81 0.46 0.83 1.00 0.91 0.81 0.40 0.80 0.64 0.73 0.64 0.42 0.55 ]
[0.77 0.17 0.73 0.06 0.79 0.04 0.48 0.65 0.14 0.31 0.11 0.72 0.74 0.73 0.19 0.19 0.52 0.30 0.44 0.91 1.00 0.36 0.77 0.58 0.74 0.86 0.05 0.97 0.04 ]
[0.12 0.43 0.63 0.59 0.88 0.10 0.52 0.90 0.16 0.61 0.08 0.98 0.21 0.63 0.83 0.11 0.57 0.18 0.91 0.81 0.36 1.00 0.50 0.55 0.87 0.01 0.20 0.58 0.71 ]
[0.08 0.56 0.33 0.39 0.88 0.95 0.95 0.00 0.94 0.31 0.29 0.14 0.29 0.23 0.06 0.09 0.20 0.12 0.80 0.40 0.77 0.50 1.00 0.35 0.15 0.06 0.93 0.97 0.18 ]
[0.71 0.83 0.56 0.00 0.79 0.97 0.50 0.21 0.16 0.86 0.22 0.85 0.37 0.39 0.89 0.13 0.90 0.67 0.20 0.80 0.58 0.55 0.35 1.00 0.39 0.52 0.68 0.25 0.61 ]
[0.78 0.40 0.12 0.84 0.83 0.37 0.62 0.98 0.16 0.49 0.68 0.64 0.61 0.86 0.36 0.80 0.05 0.05 0.97 0.64 0.74 0.87 0.15 0.39 1.00 0.31 0.85 0.66 0.65 ]
[0.90 0.15 0.90 0.69 0.38 0.76 0.61 0.53 0.29 0.02 0.47 0.20 0.45 0.29 0.00 0.52 0.53 0.20 0.22 0.73 0.86 0.01 0.06 0.52 0.31 1.00 0.17 0.38 0.01 ]
[0.78 0.90 0.26 0.45 0.77 0.13 0.48 0.93 0.98 0.95 0.66 0.97 0.80 0.62 0.53 0.12 0.76 0.21 0.13 0.64 0.05 0.20 0.93 0.68 0.85 0.17 1.00 0.87 0.80 ]
