D = 6;
n = [ 2 2 2 2 2 2 ];
N = 33;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.81 0.13 0.73 0.69 0.37 0.76 0.57 0.53 0.92 0.07 0.71 0.14 0.27 0.66 0.70 0.83 0.33 0.36 0.16 0.87 0.28 0.59 0.13 0.50 0.97 0.88 0.39 0.37 0.92 0.79 0.18 0.08 ]
[0.81 1.00 0.86 0.99 0.89 0.55 0.69 0.60 0.42 0.34 0.05 0.17 0.38 0.93 0.82 0.14 0.76 0.42 0.15 0.50 0.16 0.61 0.96 0.15 0.09 0.48 0.19 0.45 0.64 0.62 0.92 0.73 0.82 ]
[0.13 0.86 1.00 0.58 0.22 0.33 0.80 0.50 0.82 0.55 0.07 0.74 0.98 0.31 0.06 0.21 0.88 0.78 0.59 0.14 0.81 0.58 0.22 0.92 0.69 0.14 0.36 0.26 0.69 0.79 0.67 0.40 0.41 ]
[0.73 0.99 0.58 1.00 0.50 0.86 0.35 0.50 0.79 0.33 0.08 0.35 0.94 0.88 0.87 0.46 0.54 0.89 0.51 0.29 0.91 0.49 0.75 0.17 0.15 0.22 0.17 0.37 0.34 0.17 0.85 0.49 0.26 ]
[0.69 0.89 0.22 0.50 1.00 0.15 0.09 0.04 0.49 0.82 0.43 0.44 0.67 0.29 0.14 0.79 0.29 0.65 0.90 0.18 0.93 0.35 0.24 0.03 0.35 0.88 0.45 0.58 0.06 0.15 0.82 0.70 0.64 ]
[0.37 0.55 0.33 0.86 0.15 1.00 0.95 0.72 0.29 0.54 0.64 0.56 0.61 0.83 0.40 0.04 0.68 0.13 0.07 0.44 0.72 0.55 0.54 0.96 0.67 0.50 0.70 0.42 0.25 0.47 0.45 0.62 0.58 ]
[0.76 0.69 0.80 0.35 0.09 0.95 1.00 0.06 0.14 0.31 0.50 0.70 0.74 0.87 0.08 0.32 0.22 0.29 0.14 0.27 0.09 0.81 0.91 0.06 0.30 0.24 0.45 0.67 0.45 0.81 0.78 0.20 0.64 ]
[0.57 0.60 0.50 0.50 0.04 0.72 0.06 1.00 0.99 0.08 0.67 0.87 0.71 0.11 0.15 0.15 0.03 0.04 0.61 0.39 0.61 0.62 0.89 0.47 0.41 0.01 0.85 0.99 0.82 0.47 0.84 0.57 0.22 ]
[0.53 0.42 0.82 0.79 0.49 0.29 0.14 0.99 1.00 0.43 0.79 0.60 0.35 0.35 0.47 0.76 0.65 0.92 0.31 0.86 0.02 0.72 0.33 0.28 0.89 0.17 0.21 0.91 0.98 0.42 0.71 0.95 0.59 ]
[0.92 0.34 0.55 0.33 0.82 0.54 0.31 0.08 0.43 1.00 0.01 0.41 0.76 0.58 0.12 0.18 0.08 0.19 0.05 0.51 0.19 0.09 0.32 0.83 0.68 0.59 0.18 0.51 0.47 0.88 0.11 0.24 0.25 ]
[0.07 0.05 0.07 0.08 0.43 0.64 0.50 0.67 0.79 0.01 1.00 0.03 1.00 0.94 0.70 0.91 0.92 0.41 0.69 0.96 0.99 0.62 0.67 0.63 0.02 0.81 0.54 0.45 0.00 0.53 0.16 0.15 0.79 ]
[0.71 0.17 0.74 0.35 0.44 0.56 0.70 0.87 0.60 0.41 0.03 1.00 0.32 0.46 0.61 0.19 0.06 0.75 0.96 0.99 0.77 0.20 0.47 0.27 0.90 0.98 0.11 0.63 0.36 0.67 0.13 0.32 0.36 ]
[0.14 0.38 0.98 0.94 0.67 0.61 0.74 0.71 0.35 0.76 1.00 0.32 1.00 0.47 0.48 0.20 0.96 0.88 0.10 0.57 0.05 0.50 0.49 0.02 0.77 0.86 0.53 0.88 0.72 0.31 0.27 0.25 0.78 ]
[0.27 0.93 0.31 0.88 0.29 0.83 0.87 0.11 0.35 0.58 0.94 0.46 0.47 1.00 0.49 0.09 0.55 0.37 0.29 0.83 0.63 0.82 0.43 0.62 0.97 0.58 0.34 0.23 0.22 0.55 0.65 0.03 0.00 ]
[0.66 0.82 0.06 0.87 0.14 0.40 0.08 0.15 0.47 0.12 0.70 0.61 0.48 0.49 1.00 0.51 0.50 0.14 0.02 0.64 0.40 0.27 0.21 0.20 0.73 0.04 0.49 0.05 0.27 0.18 0.29 0.74 0.16 ]
[0.70 0.14 0.21 0.46 0.79 0.04 0.32 0.15 0.76 0.18 0.91 0.19 0.20 0.09 0.51 1.00 0.02 0.71 0.09 0.71 0.08 0.04 0.06 0.23 0.95 0.16 0.16 0.09 0.76 0.10 0.52 0.72 0.72 ]
[0.83 0.76 0.88 0.54 0.29 0.68 0.22 0.03 0.65 0.08 0.92 0.06 0.96 0.55 0.50 0.02 1.00 0.52 0.87 0.48 0.52 0.46 0.10 0.50 0.73 0.30 0.83 0.45 0.15 0.12 0.96 0.24 0.60 ]
[0.33 0.42 0.78 0.89 0.65 0.13 0.29 0.04 0.92 0.19 0.41 0.75 0.88 0.37 0.14 0.71 0.52 1.00 1.00 0.40 0.34 0.40 0.72 0.45 0.65 0.62 0.79 0.62 0.85 0.97 0.56 0.05 0.77 ]
[0.36 0.15 0.59 0.51 0.90 0.07 0.14 0.61 0.31 0.05 0.69 0.96 0.10 0.29 0.02 0.09 0.87 1.00 1.00 0.13 0.96 0.78 0.33 0.40 0.38 0.46 0.93 0.09 0.53 0.16 0.30 0.92 0.91 ]
[0.16 0.50 0.14 0.29 0.18 0.44 0.27 0.39 0.86 0.51 0.96 0.99 0.57 0.83 0.64 0.71 0.48 0.40 0.13 1.00 0.47 0.56 0.92 0.33 0.73 0.79 0.86 0.81 0.83 0.75 0.78 0.21 0.30 ]
[0.87 0.16 0.81 0.91 0.93 0.72 0.09 0.61 0.02 0.19 0.99 0.77 0.05 0.63 0.40 0.08 0.52 0.34 0.96 0.47 1.00 0.45 0.88 0.29 0.83 0.99 0.06 0.90 0.33 0.41 0.48 0.28 0.51 ]
[0.28 0.61 0.58 0.49 0.35 0.55 0.81 0.62 0.72 0.09 0.62 0.20 0.50 0.82 0.27 0.04 0.46 0.40 0.78 0.56 0.45 1.00 0.22 0.68 0.76 0.58 0.68 0.28 0.35 0.55 0.35 0.99 0.08 ]
[0.59 0.96 0.22 0.75 0.24 0.54 0.91 0.89 0.33 0.32 0.67 0.47 0.49 0.43 0.21 0.06 0.10 0.72 0.33 0.92 0.88 0.22 1.00 0.79 0.67 0.28 0.27 0.91 0.73 0.98 0.67 0.63 0.63 ]
[0.13 0.15 0.92 0.17 0.03 0.96 0.06 0.47 0.28 0.83 0.63 0.27 0.02 0.62 0.20 0.23 0.50 0.45 0.40 0.33 0.29 0.68 0.79 1.00 0.06 0.30 0.53 0.65 0.18 0.40 0.93 0.51 0.43 ]
[0.50 0.09 0.69 0.15 0.35 0.67 0.30 0.41 0.89 0.68 0.02 0.90 0.77 0.97 0.73 0.95 0.73 0.65 0.38 0.73 0.83 0.76 0.67 0.06 1.00 0.96 0.35 0.46 0.72 0.02 0.43 0.97 0.55 ]
[0.97 0.48 0.14 0.22 0.88 0.50 0.24 0.01 0.17 0.59 0.81 0.98 0.86 0.58 0.04 0.16 0.30 0.62 0.46 0.79 0.99 0.58 0.28 0.30 0.96 1.00 0.93 0.54 0.12 0.85 0.63 0.68 0.04 ]
[0.88 0.19 0.36 0.17 0.45 0.70 0.45 0.85 0.21 0.18 0.54 0.11 0.53 0.34 0.49 0.16 0.83 0.79 0.93 0.86 0.06 0.68 0.27 0.53 0.35 0.93 1.00 0.77 0.32 0.74 0.28 0.35 0.62 ]
[0.39 0.45 0.26 0.37 0.58 0.42 0.67 0.99 0.91 0.51 0.45 0.63 0.88 0.23 0.05 0.09 0.45 0.62 0.09 0.81 0.90 0.28 0.91 0.65 0.46 0.54 0.77 1.00 0.12 0.50 0.49 0.45 0.93 ]
[0.37 0.64 0.69 0.34 0.06 0.25 0.45 0.82 0.98 0.47 0.00 0.36 0.72 0.22 0.27 0.76 0.15 0.85 0.53 0.83 0.33 0.35 0.73 0.18 0.72 0.12 0.32 0.12 1.00 0.96 0.64 0.11 0.34 ]
