D = 2;
n = [ 3 3 ];
N = 36;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.37 0.49 0.86 0.22 0.93 0.45 0.34 0.67 0.25 0.45 1.00 0.73 0.82 0.48 0.17 0.16 0.41 0.56 0.16 0.23 0.08 0.03 0.26 0.15 0.74 0.48 0.68 0.16 0.49 0.72 0.13 0.62 0.03 0.69 0.20 ]
[0.37 1.00 0.10 0.28 0.43 0.95 0.32 0.51 0.18 0.49 0.49 0.09 0.37 0.86 0.22 0.83 0.70 0.08 0.50 0.48 0.64 0.87 0.48 0.32 0.43 0.65 0.43 0.18 0.61 0.50 0.85 0.33 0.72 0.35 0.04 0.56 ]
[0.49 0.10 1.00 0.93 0.15 0.14 0.31 0.81 0.15 0.21 0.72 0.93 0.59 0.13 0.58 0.07 0.08 0.94 0.46 0.20 0.41 0.00 0.25 0.64 0.03 0.79 0.17 0.91 0.78 0.79 0.64 0.29 0.66 0.38 0.87 0.10 ]
[0.86 0.28 0.93 1.00 0.39 0.53 0.96 0.90 0.55 0.22 0.97 0.20 0.05 0.60 0.83 0.03 0.77 0.75 0.59 0.05 0.53 0.72 0.38 0.61 0.80 0.82 0.89 0.10 0.08 0.94 0.32 0.46 0.79 0.85 0.87 0.20 ]
[0.22 0.43 0.15 0.39 1.00 0.60 0.91 0.40 0.35 0.48 0.57 0.11 0.98 0.32 0.93 0.49 0.72 0.05 0.98 0.19 0.82 0.19 0.86 0.25 0.51 0.55 0.58 0.78 0.34 0.78 0.86 0.67 0.19 0.90 0.30 0.82 ]
[0.93 0.95 0.14 0.53 0.60 1.00 0.73 0.19 0.35 0.80 0.38 0.29 0.35 0.50 0.57 0.35 0.81 0.35 0.51 0.86 0.63 0.69 0.09 0.74 0.73 0.23 0.10 0.46 0.88 0.64 0.45 0.30 0.65 0.99 0.67 0.78 ]
[0.45 0.32 0.31 0.96 0.91 0.73 1.00 0.32 0.68 0.98 0.94 0.10 0.93 0.15 0.63 0.99 0.87 0.36 0.32 0.52 0.16 0.33 0.14 0.66 0.81 1.00 0.31 0.07 0.67 0.94 0.63 0.25 0.83 0.44 0.56 0.91 ]
[0.34 0.51 0.81 0.90 0.40 0.19 0.32 1.00 0.39 0.57 0.73 0.24 0.44 0.51 0.18 0.13 0.61 0.01 0.71 0.97 0.96 0.61 0.06 0.22 0.69 0.50 0.90 0.20 0.08 0.55 0.79 0.86 0.84 0.60 0.58 0.86 ]
[0.67 0.18 0.15 0.55 0.35 0.35 0.68 0.39 1.00 0.40 0.11 0.84 0.57 0.87 0.79 0.54 0.83 0.05 0.46 0.91 0.53 0.07 0.01 0.90 0.71 0.21 0.78 0.97 0.43 0.27 0.60 0.16 0.79 0.08 0.65 0.93 ]
[0.25 0.49 0.21 0.22 0.48 0.80 0.98 0.57 0.40 1.00 0.22 0.78 0.99 0.16 0.78 0.73 0.63 0.60 0.81 0.95 0.82 0.94 0.77 0.62 0.88 0.25 0.84 0.67 0.82 0.28 0.15 0.93 0.12 0.20 0.36 0.19 ]
[0.45 0.49 0.72 0.97 0.57 0.38 0.94 0.73 0.11 0.22 1.00 0.16 0.91 0.43 0.58 0.72 0.29 0.03 0.14 0.41 0.02 0.71 0.12 0.05 0.42 0.58 0.02 0.75 0.61 0.07 0.43 0.94 0.19 0.26 0.69 0.65 ]
[1.00 0.09 0.93 0.20 0.11 0.29 0.10 0.24 0.84 0.78 0.16 1.00 0.68 0.26 0.17 0.10 0.39 0.87 0.48 0.62 0.01 0.84 0.02 0.48 0.11 0.44 0.69 0.45 0.66 0.25 0.47 0.87 0.19 0.24 0.61 0.02 ]
[0.73 0.37 0.59 0.05 0.98 0.35 0.93 0.44 0.57 0.99 0.91 0.68 1.00 0.19 0.83 0.70 0.08 0.14 0.78 0.38 0.60 0.45 0.50 0.34 0.98 0.44 0.51 0.40 0.97 0.59 0.91 0.72 0.13 0.07 0.91 0.30 ]
[0.82 0.86 0.13 0.60 0.32 0.50 0.15 0.51 0.87 0.16 0.43 0.26 0.19 1.00 0.07 0.19 0.80 0.22 0.86 0.32 0.78 0.58 0.24 0.83 0.64 0.22 0.60 0.34 0.95 0.62 0.08 0.34 0.68 0.37 0.77 0.10 ]
[0.48 0.22 0.58 0.83 0.93 0.57 0.63 0.18 0.79 0.78 0.58 0.17 0.83 0.07 1.00 0.57 0.79 0.53 0.13 0.85 0.27 0.48 0.99 0.39 0.82 0.80 0.12 0.16 0.99 0.39 0.93 0.88 0.02 0.99 0.49 0.88 ]
[0.17 0.83 0.07 0.03 0.49 0.35 0.99 0.13 0.54 0.73 0.72 0.10 0.70 0.19 0.57 1.00 0.30 0.40 0.73 0.38 0.77 0.50 0.97 0.45 0.96 0.26 0.89 0.38 0.53 0.10 0.76 0.07 0.51 0.29 0.63 0.07 ]
[0.16 0.70 0.08 0.77 0.72 0.81 0.87 0.61 0.83 0.63 0.29 0.39 0.08 0.80 0.79 0.30 1.00 0.79 0.61 0.29 0.63 0.93 0.86 0.91 0.30 0.93 0.70 0.15 0.29 0.12 0.01 0.68 0.62 0.67 0.52 0.70 ]
[0.41 0.08 0.94 0.75 0.05 0.35 0.36 0.01 0.05 0.60 0.03 0.87 0.14 0.22 0.53 0.40 0.79 1.00 0.42 0.07 0.47 0.52 0.74 0.51 0.63 0.88 0.61 0.36 0.17 0.09 0.90 0.71 0.58 0.67 0.02 0.54 ]
[0.56 0.50 0.46 0.59 0.98 0.51 0.32 0.71 0.46 0.81 0.14 0.48 0.78 0.86 0.13 0.73 0.61 0.42 1.00 0.56 0.63 0.51 0.07 0.48 0.87 0.19 0.20 0.99 0.66 0.37 0.83 0.17 0.19 0.72 0.37 0.35 ]
[0.16 0.48 0.20 0.05 0.19 0.86 0.52 0.97 0.91 0.95 0.41 0.62 0.38 0.32 0.85 0.38 0.29 0.07 0.56 1.00 0.95 0.67 0.17 0.14 0.11 0.84 0.01 0.53 0.74 0.16 0.66 0.78 0.58 0.12 0.42 0.54 ]
[0.23 0.64 0.41 0.53 0.82 0.63 0.16 0.96 0.53 0.82 0.02 0.01 0.60 0.78 0.27 0.77 0.63 0.47 0.63 0.95 1.00 0.28 0.09 0.54 0.22 0.20 0.93 0.95 0.39 0.34 0.63 0.62 0.63 0.09 0.78 0.35 ]
[0.08 0.87 0.00 0.72 0.19 0.69 0.33 0.61 0.07 0.94 0.71 0.84 0.45 0.58 0.48 0.50 0.93 0.52 0.51 0.67 0.28 1.00 0.73 0.10 0.17 0.46 0.24 0.42 0.12 0.41 0.53 0.41 0.69 0.77 0.88 0.56 ]
[0.03 0.48 0.25 0.38 0.86 0.09 0.14 0.06 0.01 0.77 0.12 0.02 0.50 0.24 0.99 0.97 0.86 0.74 0.07 0.17 0.09 0.73 1.00 0.02 0.69 0.97 0.48 0.68 0.38 0.74 0.35 0.25 0.95 0.74 0.02 0.46 ]
