D = 6;
n = [ 3 3 3 3 3 3 ];
N = 32;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 6 ];
m = [
[1.00 0.56 0.74 0.28 0.99 0.04 0.16 0.02 0.25 0.69 0.56 0.38 0.82 0.23 0.63 0.63 1.00 0.92 0.28 0.92 0.71 0.23 0.96 0.66 0.45 0.02 0.43 0.61 0.95 0.54 0.33 0.30 ]
[0.56 1.00 0.05 0.85 0.44 0.48 0.86 0.96 0.55 0.40 0.27 0.35 0.27 0.65 0.83 0.43 0.03 0.63 0.00 0.35 0.24 0.13 0.34 0.22 0.59 0.43 0.18 0.71 0.78 0.63 0.00 1.00 ]
[0.74 0.05 1.00 0.14 0.64 0.86 0.74 0.58 0.90 0.18 0.62 0.35 0.93 0.54 0.49 0.61 0.72 0.87 0.48 0.71 0.35 0.26 0.71 0.55 0.46 0.65 0.64 0.73 0.87 0.69 0.49 0.61 ]
[0.28 0.85 0.14 1.00 0.82 0.44 0.49 0.22 1.00 0.75 0.49 0.79 0.19 0.20 0.81 0.97 0.54 0.79 0.96 0.88 0.09 0.69 0.39 0.57 0.02 0.49 0.69 0.78 0.61 0.01 0.78 0.18 ]
[0.99 0.44 0.64 0.82 1.00 0.35 0.39 0.90 0.70 0.69 0.99 0.21 0.07 0.72 0.83 0.22 0.94 0.41 0.77 0.08 0.33 0.77 0.55 0.49 0.47 0.81 0.63 0.71 0.56 0.14 0.87 0.19 ]
[0.04 0.48 0.86 0.44 0.35 1.00 0.54 0.56 0.61 0.03 0.07 0.13 0.72 0.16 0.03 0.88 0.19 0.48 0.55 0.61 0.41 0.32 0.85 0.30 0.14 0.08 0.74 0.53 0.17 0.48 0.93 0.73 ]
[0.16 0.86 0.74 0.49 0.39 0.54 1.00 0.20 0.90 0.46 0.19 0.83 0.10 0.97 0.83 0.03 0.44 0.39 0.58 0.83 0.45 0.57 0.78 0.02 0.85 0.66 0.66 0.56 0.21 0.15 0.11 0.82 ]
[0.02 0.96 0.58 0.22 0.90 0.56 0.20 1.00 0.86 0.49 0.73 0.65 0.56 0.95 0.68 0.21 0.07 0.23 0.72 0.62 0.46 0.53 0.91 0.58 0.06 0.74 0.13 0.31 0.62 0.01 0.18 0.29 ]
[0.25 0.55 0.90 1.00 0.70 0.61 0.90 0.86 1.00 0.24 0.62 0.35 0.40 0.47 0.89 0.20 0.85 0.99 0.73 0.11 0.99 0.83 0.35 0.14 0.30 0.24 0.45 0.20 0.44 0.21 0.47 0.52 ]
[0.69 0.40 0.18 0.75 0.69 0.03 0.46 0.49 0.24 1.00 0.79 0.17 0.04 0.74 0.70 0.51 0.77 0.97 0.75 0.40 0.16 0.73 0.63 0.46 0.49 0.44 0.05 0.70 0.80 0.80 0.17 0.08 ]
[0.56 0.27 0.62 0.49 0.99 0.07 0.19 0.73 0.62 0.79 1.00 0.92 0.10 0.39 0.81 0.53 0.59 0.45 0.83 0.33 0.98 0.19 0.53 0.98 0.54 0.20 0.22 0.13 0.32 0.59 0.12 0.83 ]
[0.38 0.35 0.35 0.79 0.21 0.13 0.83 0.65 0.35 0.17 0.92 1.00 0.16 0.68 0.02 0.76 0.31 0.01 0.72 0.77 0.02 0.93 0.03 0.86 0.64 0.20 0.05 0.71 0.22 0.72 0.61 0.40 ]
[0.82 0.27 0.93 0.19 0.07 0.72 0.10 0.56 0.40 0.04 0.10 0.16 1.00 0.06 0.79 0.67 0.87 0.79 0.64 0.68 0.78 0.93 0.46 0.36 0.40 0.05 0.38 0.71 0.29 1.00 0.64 0.44 ]
[0.23 0.65 0.54 0.20 0.72 0.16 0.97 0.95 0.47 0.74 0.39 0.68 0.06 1.00 0.93 0.14 0.92 0.21 0.68 0.31 0.31 0.42 0.60 0.11 0.80 0.03 0.39 0.29 0.09 0.92 0.80 0.27 ]
[0.63 0.83 0.49 0.81 0.83 0.03 0.83 0.68 0.89 0.70 0.81 0.02 0.79 0.93 1.00 0.00 0.27 0.34 0.75 0.20 0.34 0.99 0.58 0.99 0.82 0.17 0.88 0.37 0.56 0.57 0.87 0.05 ]
[0.63 0.43 0.61 0.97 0.22 0.88 0.03 0.21 0.20 0.51 0.53 0.76 0.67 0.14 0.00 1.00 0.17 0.83 0.62 0.76 0.80 0.06 0.49 0.20 0.02 0.70 0.25 0.69 0.64 0.63 0.67 0.35 ]
[1.00 0.03 0.72 0.54 0.94 0.19 0.44 0.07 0.85 0.77 0.59 0.31 0.87 0.92 0.27 0.17 1.00 0.58 0.45 0.51 0.82 0.67 0.23 0.76 0.66 0.50 0.88 0.44 0.71 0.67 0.26 0.38 ]
[0.92 0.63 0.87 0.79 0.41 0.48 0.39 0.23 0.99 0.97 0.45 0.01 0.79 0.21 0.34 0.83 0.58 1.00 0.23 0.90 0.79 0.72 0.68 0.95 0.35 0.12 0.41 0.19 0.14 0.67 0.53 0.04 ]
[0.28 0.00 0.48 0.96 0.77 0.55 0.58 0.72 0.73 0.75 0.83 0.72 0.64 0.68 0.75 0.62 0.45 0.23 1.00 0.82 0.82 0.10 0.57 0.45 0.65 0.07 0.66 0.50 0.27 0.63 0.81 0.24 ]
