D = 2;
n = [ 2 2 ];
N = 19;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.25 0.80 0.63 0.91 0.95 0.73 0.84 0.23 0.60 0.02 0.18 0.33 0.07 0.84 0.86 0.09 0.15 0.52 ]
[0.25 1.00 0.48 0.59 0.96 0.74 0.31 0.56 0.25 0.28 0.10 0.21 0.22 0.92 0.17 0.40 0.17 0.84 0.69 ]
[0.80 0.48 1.00 0.69 0.15 0.57 0.16 0.11 0.15 0.75 0.71 0.68 0.78 0.29 0.13 0.03 0.62 0.95 0.43 ]
[0.63 0.59 0.69 1.00 0.72 0.32 0.09 0.12 0.66 0.66 0.89 0.80 0.45 0.76 0.33 0.03 0.96 0.49 0.90 ]
[0.91 0.96 0.15 0.72 1.00 0.85 0.60 0.41 0.31 0.44 0.50 0.54 0.25 0.38 0.30 0.32 0.83 0.17 0.60 ]
[0.95 0.74 0.57 0.32 0.85 1.00 0.26 1.00 0.86 0.07 0.66 0.72 0.63 0.29 0.14 0.20 0.97 0.43 0.18 ]
[0.73 0.31 0.16 0.09 0.60 0.26 1.00 0.72 0.34 0.57 0.76 0.80 0.11 0.28 0.85 0.95 0.69 0.05 0.54 ]
[0.84 0.56 0.11 0.12 0.41 1.00 0.72 1.00 0.65 0.42 0.80 0.55 0.66 0.75 0.90 0.18 0.90 0.83 0.43 ]
[0.23 0.25 0.15 0.66 0.31 0.86 0.34 0.65 1.00 0.43 0.08 0.75 0.93 0.11 0.67 0.94 0.66 0.04 0.42 ]
[0.60 0.28 0.75 0.66 0.44 0.07 0.57 0.42 0.43 1.00 0.26 0.81 0.71 0.64 0.76 0.22 0.97 0.34 0.74 ]
[0.02 0.10 0.71 0.89 0.50 0.66 0.76 0.80 0.08 0.26 1.00 0.21 0.13 0.96 0.15 0.15 0.74 0.59 0.19 ]
[0.18 0.21 0.68 0.80 0.54 0.72 0.80 0.55 0.75 0.81 0.21 1.00 0.77 0.44 0.96 0.92 0.69 0.78 0.34 ]
[0.33 0.22 0.78 0.45 0.25 0.63 0.11 0.66 0.93 0.71 0.13 0.77 1.00 0.89 0.41 0.01 0.03 0.76 0.52 ]
[0.07 0.92 0.29 0.76 0.38 0.29 0.28 0.75 0.11 0.64 0.96 0.44 0.89 1.00 0.06 0.64 0.81 0.56 0.99 ]
[0.84 0.17 0.13 0.33 0.30 0.14 0.85 0.90 0.67 0.76 0.15 0.96 0.41 0.06 1.00 0.21 0.08 0.23 0.56 ]
[0.86 0.40 0.03 0.03 0.32 0.20 0.95 0.18 0.94 0.22 0.15 0.92 0.01 0.64 0.21 1.00 0.58 0.20 0.80 ]
[0.09 0.17 0.62 0.96 0.83 0.97 0.69 0.90 0.66 0.97 0.74 0.69 0.03 0.81 0.08 0.58 1.00 0.12 0.79 ]
[0.15 0.84 0.95 0.49 0.17 0.43 0.05 0.83 0.04 0.34 0.59 0.78 0.76 0.56 0.23 0.20 0.12 1.00 0.12 ]
[0.52 0.69 0.43 0.90 0.60 0.18 0.54 0.43 0.42 0.74 0.19 0.34 0.52 0.99 0.56 0.80 0.79 0.12 1.00 ]
];
